CO	PRES	warning	NOx	Pb	CH4	PM2.5	C2H3NO5	NH3	TEMP	H2CO	SO2	longitude	PAHs	latitude	PM10	O3	CFCs
6.93859	1113.54143	0.00000	4.71509	34.12110	5.74883	8.42916	1.92661	6.86744	19.92763	64.24213	4.59272	-2.68333	4.05928	43.31667	4.95352	6.29909	62.82623
6.51871	1096.57718	1.00000	6.88847	22.31704	6.79356	7.69437	2.38560	6.82938	35.18031	23.16569	7.74468	-111.78903	8.80849	33.35283	7.03555	7.63926	72.03160
6.31923	1152.56329	1.00000	7.17245	39.90871	5.97949	6.65809	1.71754	6.67915	15.45044	37.87058	6.28004	7.02238	4.83154	52.21099	3.06681	9.93348	65.56071
5.78883	1052.85954	0.00000	10.18190	27.85460	6.90863	4.68124	4.27388	6.04892	13.63230	63.41472	7.16788	-69.96533	8.18926	43.91452	7.96336	6.90043	56.01853
5.15989	1166.91152	0.00000	6.28500	53.54317	5.14398	8.87845	2.41046	7.54405	34.02334	49.32202	6.83273	65.50917	6.04382	44.85278	5.34987	9.37948	63.70648
7.11725	1137.42579	1.00000	6.70936	46.98766	6.50063	6.21882	2.77788	4.90610	21.50046	0.00000	6.57795	47.1192	10.30667	42.819	7.51353	7.89202	71.22681
6.80851	1138.34015	0.00000	5.09348	48.52737	4.54553	3.23170	1.84571	8.16207	36.46577	15.68319	3.80154	42.85693	8.08944	39.22493	4.57336	8.85930	76.15165
7.12504	1155.07379	0.00000	5.02853	51.94884	7.59007	8.80711	1.57374	7.96821	28.17224	48.85272	5.40336	140.72287	4.09713	53.14657	3.56280	8.15792	59.28893
7.60294	1077.37882	0.00000	5.23973	64.03125	6.77816	6.64807	4.42780	9.67450	22.90241	59.32092	5.20069	53.26023	5.73936	54.39304	7.82398	5.91211	71.92084
8.07926	1109.45529	0.00000	6.35208	47.57445	5.93077	6.13146	2.43765	8.56315	12.85562	29.63902	2.86316	2.08333	6.90494	48.86667	3.22888	3.60395	57.97720
6.79034	1128.99954	1.00000	7.36996	32.67184	7.07557	5.02226	1.87453	8.53099	2.58460	40.01917	6.09857	-97.03285	9.33323	47.92526	6.20304	8.53822	62.02835
7.30896	1128.67404	1.00000	4.39001	55.70444	6.84854	6.31134	1.09836	5.89990	31.13001	59.70819	5.31912	69.67639	5.45538	41.29444	4.09466	7.70083	62.27208
5.78513	1069.91511	1.00000	5.30211	31.84550	7.25284	4.47052	1.47992	6.53724	2.85597	62.72725	4.42861	-0.91979	8.07271	51.42708	4.86494	7.88426	70.61378
5.63384	1192.64640	1.00000	6.41285	59.63426	7.67720	5.41456	2.16154	6.47800	14.79016	41.92155	5.83736	30.98551	9.92046	2.41669	6.50372	7.56216	60.81270
6.32839	1167.34831	0.00000	9.52880	41.47611	6.16349	6.84004	2.61856	5.44485	16.89021	37.77263	6.17857	-73.86586	10.88574	45.43341	6.11477	9.33544	65.78060
8.95149	1095.62400	1.00000	4.47954	52.15943	5.54330	6.07642	5.48343	8.04035	11.09504	70.59034	6.47712	-120.00865	9.64464	46.32374	8.23876	9.49500	60.93328
8.02014	1099.56912	1.00000	10.11791	48.28665	6.13601	8.04545	11.71121	5.77615	4.73029	59.54498	9.23053	85.4265	5.83324	55.8736	9.22128	6.98723	60.05668
6.54076	1099.13366	1.00000	9.06064	19.84831	6.18960	7.25791	19.23544	5.30497	22.15469	26.91651	8.77633	76.35484	4.55043	10.10649	9.89617	7.35643	60.87340
7.80206	1062.17927	1.00000	8.27423	29.50979	6.08839	7.75076	5.42645	7.56208	14.10329	48.25385	7.95010	-4.1	5.75284	48	8.13966	7.26891	59.16267
6.39364	1118.34142	1.00000	5.51068	61.39150	7.52634	6.64820	16.98545	5.42574	18.41185	34.58192	7.73589	-98.11889	5.27197	19.04222	9.74984	8.18366	59.22312
5.93013	1156.19734	1.00000	7.80504	45.92021	5.46959	6.65999	11.41574	8.60110	20.43910	37.56211	6.23754	12.53463	5.27524	55.67938	9.28271	7.27533	62.78880
5.24134	1111.32985	1.00000	4.02103	45.32464	6.48049	5.80168	2.42883	6.92171	5.19708	58.62996	4.61143	37.00438	5.98436	-7.60361	4.73306	8.15098	53.05304
6.94773	1123.50319	1.00000	9.74964	56.12715	9.40479	8.52321	4.57569	6.75155	1.73869	50.06199	8.16563	10.5511	5.56537	52.47774	8.07303	6.78049	56.46063
7.88426	1062.64792	0.00000	7.72471	31.56401	6.34883	5.92548	2.09492	6.60559	10.94013	49.71848	4.40193	-68.3	8.86379	-54.8	5.06632	5.43075	64.20286
8.63383	1134.01757	1.00000	7.85424	55.98269	7.51378	7.23976	1.39971	5.97658	37.41670	57.57402	7.60991	-70.20749	9.15590	8.62261	6.20581	8.75461	67.75294
6.30463	1159.77664	0.00000	6.71442	48.55244	7.31896	8.50625	1.74028	9.03525	13.05910	63.05723	6.95272	83.36889	10.03612	26.76628	1.85746	7.34648	73.36011
5.27358	1097.74837	1.00000	2.23470	30.61743	5.97440	4.65402	1.72101	10.21952	0.99272	47.28570	3.76884	-89.71472	5.47427	13.73417	3.58636	8.33219	69.61754
6.14107	1163.50433	1.00000	11.50528	28.65226	6.11763	8.78826	3.00783	6.95868	1.65813	48.31546	5.41957	-41.25528	7.28794	-19.32556	7.09871	8.90136	48.07187
8.11469	1087.16627	0.00000	6.61057	51.55373	5.73988	8.21965	1.22443	6.15462	11.80609	44.06226	4.64896	102.3278	5.03031	2.2139	2.30793	9.77283	60.65210
7.68810	1168.96152	1.00000	6.57864	44.65534	6.13836	4.57821	2.32409	7.67270	9.99766	43.96403	5.39272	-1.86343	8.20070	38.10558	6.31990	6.43635	71.50741
6.04630	1061.99812	1.00000	8.16980	49.22406	6.95859	8.10930	9.46986	7.51513	3.67501	56.52439	9.28715	-89.66123	4.14570	21.28306	9.15194	8.91344	76.36583
5.55360	1062.57771	0.00000	8.18369	35.64335	6.10291	5.36032	2.62964	5.67942	11.23095	32.34108	4.73944	18.34717	7.96528	54.60528	5.69595	5.38734	81.39938
7.24187	1068.52429	1.00000	6.78463	59.87345	7.19419	6.39550	5.84724	7.08784	24.73730	62.81249	6.23717	38.16694	7.02538	54.84444	8.43740	6.42267	51.50952
7.28881	1139.34416	0.00000	8.44744	21.94687	5.65328	5.69530	2.08895	5.80424	32.57088	49.34173	4.04043	115.8614	7.70629	-31.95224	5.61074	4.29055	73.43310
7.29964	1085.38237	0.00000	8.86172	26.21806	8.58070	5.89885	2.37821	6.55757	17.92639	66.49674	4.48786	-5.22126	7.68476	33.43443	5.65858	4.64318	78.26007
6.86854	1082.75545	1.00000	10.11113	30.73738	7.14394	9.16081	3.04479	6.07861	18.21710	36.95566	9.15959	-1.08593	3.84841	50.79205	7.62466	8.29368	61.24368
7.27663	1176.81958	1.00000	2.74261	33.72476	4.70432	4.53313	2.32270	6.16753	24.68436	43.02127	4.62093	44.02488	9.59190	32.61603	6.19634	8.16839	66.76314
8.30287	1125.93239	0.00000	8.97171	41.93856	7.29753	6.00115	2.50063	6.48292	19.05967	45.56842	6.48649	9.15013	8.13995	13.70727	5.57775	6.57333	68.34984
7.60404	1053.63370	1.00000	8.38201	41.07986	6.56496	8.90749	3.10678	8.24060	19.37014	42.74005	8.49543	12.1369	4.95000	51.04962	7.40205	8.12348	75.00299
8.15661	1060.69343	1.00000	6.02617	25.31011	6.33745	4.88639	2.36532	7.05630	8.44768	54.49284	4.83562	43.2379	7.78115	50.06	4.13543	7.53096	58.18681
6.51897	1097.73069	0.00000	6.33888	36.07778	6.14816	8.73301	2.18047	8.12928	22.06132	27.24671	4.51585	14.39024	6.15566	42.22718	4.10536	7.47095	78.94318
6.71779	1195.51515	1.00000	3.73839	54.18207	7.43953	2.05381	1.41972	7.47430	26.74424	58.93051	2.17883	-75.69947	7.13143	8.79577	4.31866	5.23852	67.48555
6.71143	1197.46487	1.00000	5.36006	35.39543	6.36531	5.62531	2.95276	4.91987	28.53370	45.16075	5.22615	-39.25	7.38969	-12.91667	3.59525	9.10331	53.06466
6.66950	1132.89347	1.00000	4.05977	49.28217	9.20032	5.32741	1.33465	6.37304	33.80384	44.49917	4.71427	76.03889	7.67098	18.18158	4.79926	9.52796	69.22144
6.28314	1180.77563	1.00000	7.08889	33.64470	7.24679	5.82004	2.49944	6.02970	27.08312	57.06520	6.10120	-117.70755	6.05956	33.52253	4.76361	7.29067	65.35670
5.16516	1109.29337	0.00000	4.40019	39.16409	6.88352	7.87921	2.54730	7.30966	13.30175	43.44487	3.87130	4.82313	4.45869	51.24197	6.53103	7.28959	61.57826
6.74472	1079.27638	0.00000	7.71385	39.19796	6.11514	4.99437	2.07537	7.22948	1.40238	30.68496	1.85437	-88.31476	9.02126	36.61033	5.97126	5.75681	64.34324
6.76800	1120.29775	0.00000	7.07643	40.80336	6.43819	4.33926	2.14762	7.30138	17.05458	34.15539	5.28973	-2.31938	8.87866	6.46346	5.76927	7.72104	71.29521
5.24718	1079.09952	0.00000	6.69762	36.06444	6.71971	8.71059	1.48887	7.40867	31.22557	59.85546	6.06984	20.22625	5.67825	30.75545	3.38425	7.08712	64.54442
6.84536	1164.05586	0.00000	6.19573	65.67241	7.46193	8.16482	2.49289	7.63965	7.50183	52.64040	5.89892	76.35484	5.90449	10.10649	5.52664	9.84300	61.08883
7.46790	1098.26882	1.00000	5.44978	48.67473	7.31052	5.45453	2.89205	6.72728	31.05345	32.37250	5.86163	44.02488	10.11676	32.61603	7.24174	8.50561	65.81744
6.02202	1188.77354	0.00000	6.82671	40.22760	6.89095	8.45905	1.38824	7.45255	14.63325	58.69299	5.62019	71.57737	6.21698	21.53889	3.57795	7.44513	75.67775
8.38859	1197.85192	1.00000	7.53443	31.52711	7.48072	7.02016	11.19719	6.19358	-7.18081	34.30303	7.49705	74.85849	6.15355	31.28092	9.21166	8.60872	66.56293
6.17819	1079.83756	1.00000	8.57073	19.35861	6.02014	7.89540	5.26219	6.56003	1.46111	19.24895	7.91009	25.8191	6.91288	53.5942	7.95250	8.06479	53.17165
7.26197	1182.16729	0.00000	3.80614	43.84325	6.97791	7.87873	2.55791	8.93958	25.61220	28.78631	4.41491	-111.78903	3.50155	33.35283	6.38897	3.69412	61.09038
7.14985	1092.21054	1.00000	5.59354	50.07428	7.14499	4.81272	3.36049	6.73616	-0.65320	43.67483	5.12207	-117.14392	9.24013	32.9156	6.19947	8.87483	68.36050
7.08487	1161.93056	1.00000	9.53359	60.42046	7.89531	8.91986	4.33357	6.35114	12.90369	56.41003	9.24573	-87.71255	4.39536	41.84364	7.70204	7.94166	70.31985
5.78747	1077.58136	0.00000	9.67396	43.25953	7.00367	6.24776	2.10852	6.92504	27.82652	48.12035	8.41868	-15.58602	7.68753	27.76056	6.43537	3.58578	61.74390
7.59437	1105.96243	1.00000	9.60725	31.21299	6.57700	7.20670	3.98408	7.20366	1.48172	68.34043	5.73661	29.41824	6.40956	45.99194	7.88499	7.06292	69.30114
6.99651	1068.67217	1.00000	8.02286	52.91896	5.83004	4.99842	2.82609	6.47932	20.39703	50.38182	6.12812	-1.48119	8.42484	53.0233	6.10520	4.45973	67.72749
6.38849	1089.57626	1.00000	5.87546	24.36937	7.62819	8.68884	3.85398	7.81744	28.35520	36.74587	8.66903	37.38115	4.79690	55.63711	7.13040	8.99494	63.61462
6.92372	1131.07722	0.00000	8.32933	56.82750	9.49536	6.08044	2.10824	7.40103	17.49666	51.37132	8.55978	74.12286	7.92019	30.76468	5.24439	5.62995	57.28330
5.14035	1126.78935	0.00000	8.85148	14.26484	8.48788	4.96563	3.26325	6.49811	14.10100	53.90014	6.25931	-1.06667	9.13076	53.78333	6.89229	6.92969	85.16507
7.64480	1129.72876	1.00000	10.60036	37.46934	6.63657	8.93636	1.74472	6.94099	37.02685	37.18455	6.18128	120.33063	5.20156	37.65181	6.58003	8.19301	70.11655
7.45639	1154.47215		5.04282	43.49371	6.11295	5.41509	2.28281	6.88415	-0.91687	29.17673	5.37332	38.16694	9.48493	54.84444	5.67857	6.90538	75.89335
4.55817	1161.63273	1.00000	4.60838	39.92557	7.08160	3.91948	7.08210	6.05705	10.70951	39.07388	4.86503	10.30215	10.99677	53.94313	8.42252	6.05114	64.29041
5.55867	1169.74771	0.00000	4.81928	63.56052	7.18253	8.45874	1.88922	7.19671	12.62852	62.33864	6.65728	-73.95097	5.77910	40.72371	5.92575	8.31618	75.90575
7.67670	1170.12885	1.00000	5.87065	33.60872	7.24663	6.81333	7.06882	7.90282	17.85052	32.50917	8.12243	47.31667	7.51436	-19.65	8.71624	7.59184	84.44932
5.88613	1185.16050	1.00000	6.26651	46.44058	8.63478	4.94797	2.28103	4.77742	14.53362		5.65063	5.22778	10.28206	51.955	7.02774	8.08925	70.97312
6.75312	1193.04505	0.00000	7.16351	49.38809	5.37157	4.37944	2.29690	6.62808	-7.44329	59.56257	3.62701	-86.58208	9.23816	13.48082	6.02063	5.92160	68.73052
6.78504	1152.74705	1.00000	7.33459	52.19673	6.15010	9.12301	2.31838	6.70914	12.09460	40.79791	8.84415	-52.35558	5.45692	-14.66463	6.73539	8.95218	64.36420
6.73929	1178.25335	0.00000	4.01944	49.45615	4.48385	8.09679	2.56229	5.19872	9.64157	45.73804	3.21047	-98.15529	3.48526	26.18924	5.12534	11.28787	71.28149
6.80061	1137.57411	1.00000	8.78873	42.48628	6.42319	9.09695	2.92991	7.92386	18.63937	41.07852	9.46638	40.17171	5.30929	58.1908	7.26435	7.78922	66.54692
6.94477	1181.41428	1.00000	6.85544	42.92533	7.64696	9.88931	1.68915	7.58335	12.38361	35.34020	10.17476	-76.70944	4.77231	-11.94306	6.34643	10.11759	55.42598
7.37557	1082.65083	1.00000	3.81313	47.20000	6.45346	5.98499	0.80119	6.27557	15.24676	40.02783	5.26805	-97.35992	9.19429	19.8173	5.32067	8.57658	68.45544
5.98889	1196.09173	0.00000	7.07157	27.00417	7.13842	7.77223	2.01519	8.86719	36.42477	61.04708	4.85760	145.06667	6.69160	-37.88333	4.40010	5.22251	63.66750
8.50101	1101.03296	1.00000	11.51658	62.10252	6.12150	7.64867	5.57763	6.11281	25.60709	49.63381	7.08783	-66.8499	7.29799	18.03496	8.46849	6.98520	70.87715
6.89820	1130.62688	1.00000	7.37258	48.04601	8.07166	8.22809	2.64661	10.10823	12.85825	36.76153	7.60395	-38.79084	7.42171	-10.95817	4.73746	9.47522	73.92009
6.94140	1122.91483	0.00000	5.37849	55.98765	7.20681	8.05467	3.57762	7.10560	5.34703	46.92796	6.87307	-1.05366	7.77498	43.71032	7.39751	7.78761	66.32520
7.85211	1117.04895	1.00000	5.85780	27.72804	7.15513	8.92845	2.29160	7.64790	17.05498	57.90459	6.79305	9.85	4.69142	53.63333	5.81388	8.90989	73.56345
5.60421	1158.11037	1.00000	3.58653	45.56523	6.10133	5.78914	1.66564	7.91284	11.84524	42.93400	5.07878	123.62494	7.87879	12.37169	5.35102	7.43729	65.76535
6.37981	1126.17445	1.00000	7.04259	59.78796	7.32217	6.11099	2.74125	5.47529	26.60234	42.30302	6.88516	-59.13316	9.86080	-37.32167	7.33672	8.54051	69.63274
5.48937	1147.82579	1.00000	4.50367	40.99965	7.44048	6.45851	2.29104	6.39925	-5.88636	44.04281	5.55906	-121.74052	5.45693	38.54491	3.94472	8.09595	67.99418
7.40275	1063.27147	0.00000	9.03336	50.52700	6.93207	4.39497	4.28393		19.32896	35.32196	7.60978	11.412	8.61855	45.50369	7.61840	5.57303	53.53102
5.90016	1129.99658	0.00000	5.19886	30.92840	7.77881	7.84112	2.69985	4.36378	5.82315	58.17471	5.33800	120.5875	5.33780	16.455	6.82067	6.70251	61.13801
6.05591	1168.44346	1.00000	5.96898	42.73169	5.88537	6.76634	2.94515	5.28278	-1.64025	68.69238	7.01556	12.38878	9.41236	43.1122	6.98135	8.10581	70.57635
7.19029	1190.61844	1.00000	8.39539	25.50366	6.83818	8.44855	8.78870	4.82146	21.01691	50.36642	9.67179	16.86194	4.55593	54.58048	8.96941	8.69092	59.53988
4.92674	1157.52491	1.00000	9.02090	35.80641	7.11783	7.92867	4.30304	5.93370	16.03354	64.55254	6.94450	-84.50855	6.16703	39.08367	7.86900	7.21884	64.75456
6.50048	1146.28542	0.00000	7.79011	31.96198	8.47488	5.30908	1.07793	6.66757	11.55914	43.01069	6.01655	71.57737	6.53992	21.53889	4.92012	3.75332	69.89394
8.02726	1187.26187	1.00000	8.51954	56.57204	5.58356	8.14543	2.20812	6.56860	8.39238	52.32081	6.15583	123.62494	6.08690	12.37169	7.04297	7.09318	62.95647
7.34351	1198.74558	1.00000	7.02845	49.05362	5.38114	6.55380	10.89508	8.11977	11.56660		7.80732	-50.00639	6.70168	-25.42944	9.20452	7.69137	62.35119
7.20550	1053.62914	0.00000	8.52130	30.88400	7.25946	4.76894	2.36085	7.14008	9.01466	52.01430	6.41119	37.92792	8.71065	53.93361	6.64518	6.66027	62.62945
5.65025	1056.32226	1.00000	8.94250	51.60653	6.67535	5.57182	2.23162	7.01206	28.35805	54.32933	3.54367	24.04142	9.15914	54.39635	6.64911	5.46610	73.24498
6.89323	1146.34496	1.00000	9.71972	45.05902	6.23288	9.33198	3.76120	8.15600	26.23988	63.08923	9.89881	-89.10944	4.74892	13.70167	7.89048	9.83387	75.08918
5.67920	1062.83576	0.00000	4.63615	33.02652	7.38487		1.79208	8.70111	15.48694	59.09518	4.01459	74.80555	4.18416	34.08565	4.22295	5.43792	52.25418
6.10003	1092.70653	0.00000	9.10761	37.80805	6.67661	5.75284	1.94813	9.22200	14.90266	18.12508	4.45855	-41.25528	9.95729	-19.32556	6.26990	7.49175	55.01106
6.24198	1192.05782	0.00000	9.10916	32.26337	6.75654	3.69663	4.48098	7.85354	8.46390	31.03909	7.40743	73.85535	7.96314	18.51957	7.98955	5.14530	59.75985
6.84595	1128.61204	1.00000	5.31020	70.26687	7.06719	6.79203	2.58214	6.00636	15.29929	42.14831	6.70022	-122.24092	8.66712	47.4943	5.52489	10.08611	73.40305
8.21967	1103.11877	1.00000	6.38455	41.61482	7.56554	5.16612	2.72053	5.39674	22.19125	71.43622	5.99326	130.94098	10.19615	33.3213	6.88966	7.88363	71.51332
7.57369	1184.96696	1.00000	6.92677	65.62703	5.99902	5.56371	2.07730	5.07843	14.61119	51.81263	5.84680	13.44275	9.95622	38.07789	6.74517	5.92211	67.20212
5.65544	1086.79728	0.00000	4.46628	14.30760	7.58797	7.79288	2.36542	5.94100	3.32560	54.32235	4.83614	33	5.30928	-2.68333		7.48595	71.61892
7.57116	1082.83726	1.00000	7.10812	53.74281	7.25464	8.33115	5.01303	5.53722	10.29761	54.27758	8.06854	-82.46148	4.65020	28.15112	8.01100	8.59072	53.42804
6.16742	1176.53935	0.00000	5.05196	45.20457	6.98057	8.45004	1.68232	6.35538	11.35455	53.57133	5.66741	-69.96533	5.52435	43.91452	5.48885	7.28549	67.88523
8.14132	1065.26572	1.00000	6.48040	48.46088	5.90437	8.50287	1.68886	7.91971	-10.55812	49.23883	6.11825	-1.60452	4.36784	42.06166	3.16895	9.67624	61.52344
7.69157	1194.66540	0.00000	6.74845	29.56499	6.34235	8.42616	1.50580	5.45459		75.57105	7.70243	13.58357	6.09892	-1.63333	4.52833	9.88794	66.91251
5.84682	1172.38430	1.00000	7.53465	35.59099	8.00076	9.14961	2.53043	4.30571	21.78172	53.29010	9.87970	-44.31389	6.45512	-19.7625	6.72158	9.28182	73.34784
8.12004	1060.19922	0.00000	8.30284	23.86673	7.44501	7.66568	2.71360	6.40687	-0.23897	36.82499	6.61809	14.01481	8.50963	42.67164	5.07496	9.00869	47.90157
6.32704	1099.93111	1.00000	3.52075	54.97408	8.11696	3.33799	1.49484	7.80040	45.31322	77.85136	3.55695	-1.08593	10.11294	50.79205	6.01012	7.68340	64.42380
7.09452	1170.28553	1.00000	7.93598	29.88221	5.10401	8.55905	4.14102	8.10910	-7.19706	33.01732	8.70436	34.4587	3.54922	-13.7804	7.66552	7.06770	54.48875
7.29443	1093.74828	1.00000	8.11811	40.05079	8.76315	8.59406	4.46030	6.39595	24.11455	50.30902	8.37905	44.53333	5.18563	-22.9	7.53593	7.27661	84.06928
5.15316	1107.07707	0.00000	11.38657	59.45671	7.08135	6.47214	3.09199	6.04752	28.12860	34.26103	5.06435	16.4	7.39861	48.25	7.43499	4.97238	68.75585
6.47072	1185.56050	1.00000	8.68288	31.70608	8.27443	7.10683	13.30063	6.75911	6.68998	37.02994	7.18698	-97.92977	6.89762	38.06084	9.47785	7.89887	58.51990
6.97007	1137.03774	1.00000	4.34722	39.09995	6.51873	5.78086	1.53288	6.38691	-5.01688	40.47993	4.96835	9.15013	5.34551	13.70727	4.26578	7.71206	80.94652
7.01607	1157.45745	0.00000	8.92692	31.76431	6.27782	6.91047	1.84255	5.93635	21.23878	56.43538	6.33303	-111.78903	8.16331	33.35283	5.06750	5.71432	64.13132
6.56108	1059.58801	0.00000	6.03149	37.33719	6.14159	8.67571	2.51420	7.48391	32.04480	40.82966	5.30555	-2.98884	6.28921	43.32686	5.15359	6.42250	60.50880
8.00619	1083.71816	1.00000	11.37243	26.13312	7.47616	7.56744	7.75571	6.88225	20.15750	49.44448	4.80250	12.70038	8.07307	45.9836	8.86595	9.76187	69.52834
7.13618	1185.95065	1.00000	7.41852	79.38183	6.76234	7.37436	2.54018	7.35794	33.26367	51.68014	6.69899	150.99292	7.92285	-33.75881	3.27694	10.87899	66.43079
6.78372	1171.64788	0.00000	3.52704	44.62401	6.00983	7.63604	2.98543	8.01613	7.51994	63.04258	6.51921	-60.47389	4.62247	-34.64167	7.30482	8.27173	67.48526
6.29264	1080.92162	1.00000	6.85999	57.55525	5.74930	7.50024	1.83557	6.53126	22.71496	35.49929	7.34044	72.54064	8.28414	31.82539	6.22825	8.20973	49.87694
8.17794	1067.71291	1.00000	6.25443	37.00091	6.95516	6.83041	1.79685	8.72668	19.64422	54.02245	6.35718	9.85	6.39687	53.63333	4.73445	8.43559	53.99762
7.57369	1169.44163	1.00000	3.62155	28.31555	7.36304	6.16443	12.10165	7.33649	28.60519	32.96966	7.45590	83.36889	8.25619	26.76628	9.26530	9.54421	57.59025
7.01837	1144.72381	1.00000	7.98098	44.34319	5.54164	9.25995	4.50081	5.52424	26.79786	52.69319	9.94822	12.38878	3.80925	43.1122	7.65352	7.60786	71.53120
7.51269	1126.92206	1.00000	7.04737	30.45235	7.07752	5.86465	2.35751	4.56882	7.45857	45.98204	6.12505	37.38115	6.62675	55.63711	4.52738	7.60408	59.38976
6.59271	1133.48334	0.00000	5.16750	34.36853	6.01738	7.71261	2.61774	5.34560	10.26359	54.10829	3.67343	86.79271	5.37030	25.92127	6.69706	5.48049	63.97624
5.41312	1068.30888	1.00000	6.66708	38.29163	5.66647	8.06357	3.93634	6.90512	17.63010	62.16112	8.70859	-2.58736	4.47739	56.56317	7.73788	8.48814	59.65055
6.40182	1152.37691	0.00000	3.32425	32.02388	8.71609	9.55697	1.84177	8.23792	22.87611	73.92154	4.63458	-52.35558	4.95643	-14.66463	5.41054	6.96827	47.07792
	1181.55093	1.00000	3.67411	38.57421	5.69998	4.96644	2.74637	5.39328	18.93423	45.00986	5.04033	-84.20299	9.30597	39.43534	6.08044	7.69156	73.42133
7.25856	1144.71118	1.00000	5.44396	35.77166	6.41945	6.35848	1.51631	4.32609	17.74279	46.54274	5.65925	-97.03285	6.43737	47.92526	3.70905	8.26214	64.57000
7.62067	1100.96483	0.00000	10.96794	37.38298	7.63330	4.33197	9.51105	5.48022	35.85072	55.71408	4.97176	37.3825	7.93994	37.05944	9.15575	7.60637	61.11278
6.24248	1097.48718	1.00000	3.75310	29.39159	7.57788	3.92466	2.00009	6.55971	24.03098	70.19944	4.39457	10.18003	9.77468	24.96334	6.13815	7.75588	55.86812
6.70497	1151.71030	0.00000	8.20981	41.90453	6.81504	6.00433	1.99299	9.38431	23.42191	47.23873	4.04282	-120.93549	6.57004	37.73604	4.87736	5.33594	64.88446
5.16388	1198.69085	1.00000	7.08999	34.88717	6.45843	6.92221	2.30329	6.65608	4.46888	44.58064	6.42448	24.75	6.69399	55.25	4.76267	8.38490	67.48397
7.76767	1113.74245	1.00000	10.39764	34.14573	7.46862	8.31775	2.87832	6.38978	-6.30875	42.14288	6.10428	30.4347	4.09589	-1.9487	7.52962	6.34226	68.91426
7.58315	1088.17500	1.00000	7.46592	32.07874	5.08619	7.34634	12.30051	7.29329	8.87801	47.01226	7.43273	-102.04897	3.86114	19.64745	9.32099	8.02960	61.88551
7.89353	1050.16130	1.00000	8.23057	23.14023	8.48976	8.67062	3.21641	6.19066	19.22201	47.94436	7.17851	120.82747	4.20071	37.30553	7.29277	8.27623	69.54804
7.10454	1198.68171	1.00000	4.96189	44.65405	6.63766	6.47413	1.38992	5.84635	13.32428	39.26463	5.81187	121.12251	7.54818	14.62578	5.53274	8.55538	61.99666
5.47428	1133.93894	1.00000	7.05030	65.15338	7.27916	7.51398	8.57219	6.55504	-0.33216	48.55290	8.25492	114.51667	4.74515	33.78333	8.96017	6.89646	57.36265
7.29843	1068.18826	1.00000	9.65833	50.19863	5.34940	7.54315	15.89842	8.14024	26.77025	40.25214	8.32032	40.17171	4.58916	58.1908	9.65930	6.81889	61.87788
5.60635	1055.21558	0.00000	9.27175	45.19862	5.58452	6.47877	1.90166	6.86626	30.64294	35.30573	7.64475	-76.88442	8.09347	40.2737	5.50676	6.42794	50.06196
7.87017	1066.27474	1.00000	5.61760	43.43322	6.87314	6.47065	1.93507	6.01515	10.87139	58.81491	6.22232	3.64633	6.84756	6.8485	5.74226	7.97886	69.46297
7.19327	1058.48281	1.00000	6.23855	44.15742	7.35835	5.63022	1.13078	6.57313	9.25687	47.63007	4.58523	86.79271	8.44673	25.92127	3.77849	6.02764	72.23774
7.07435	1120.71049	1.00000	8.48116	30.56772	7.26736	8.44164	4.28636	7.58399	-5.90746	46.50916	6.37500	30.4347	4.20887	-1.9487	8.07931	8.49429	54.40300
7.79797	1082.29485	1.00000	4.62229	21.46179	7.13638	4.78328	2.35515	7.17904	29.49298	44.52348		75.06583	8.42176	32.17629	3.92143	9.42731	70.73918
7.17016	1140.65328	1.00000	7.58077	30.34260	8.28193	5.96968	2.40580	6.85280	31.08546	72.74803	7.16826	146.05093	7.42978	-34.28853	6.70036	7.75975	65.39001
