longitude	CO	PAHs	TEMP	PM2.5	SO2	latitude	PRES	H2CO	Pb	PM10	O3	CH4	warning	C2H3NO5	CFCs	NH3	NOx
69.49015	7.71896	5.57919	15.83274	4.81162	4.96991	56.11281	1160.55254	61.16213	51.31423	6.79506	9.19963	7.39417	1.00000	0.07522	42.65591	7.46389	9.50544
153.10236	9.51613	8.05141	19.66617	6.52272	7.76756	-27.50578	1103.86492	69.26424	42.03417	9.31335	6.91558	8.80709	1.00000	0.40308	54.57437	6.88243	7.08658
-74.96933	8.58542	4.90157	14.14885	8.03757	5.89165	39.71734	1141.55626	55.45161	59.03159	8.65661	7.47729	7.77952	0.00000	0.22904	41.56515	4.43883	7.14648
30.91105	6.70674	10.55869	15.52050	6.05091	6.96526	3.02013	1173.14531	60.50347	59.66090	10.96080	7.38181	8.10236	0.00000	1.89946	49.97666	5.82736	7.87742
-122.2608	6.46801	9.97100	17.48464	7.30392	10.60568	38.17492	1073.16975	67.96487	48.27748	8.80841	8.64871	8.34187	1.00000	0.23466	60.06955	4.48764	8.67772
27.25	8.53442	7.88278	12.77141	9.30056	4.42273	42.7	1178.64150	63.01273	47.01021	5.74878	9.01983	7.30257	0.00000	0.06053	68.08476	5.03967	10.24824
-79.59415	7.00415	7.73580	20.68930	5.75174	5.72681	-2.13404	1169.75794	48.82957	48.38005	10.64354	5.99143	9.14899	1.00000	1.41055	34.33094	9.32492	7.75014
-2.01111	8.92515	3.90709	-1.60577	8.11908	4.71259	52.66277	1075.71173	31.39043	37.14029	6.29322	7.68765	8.92089	0.00000	0.08218	51.25332	4.88323	7.35393
39.8302	6.32387	7.79243	28.66721	5.21997	8.33671	64.5635	1096.03589	67.04487	76.01810	8.35315	7.39320	8.76325	0.00000	0.19283	40.47047	6.69825	6.32932
-8.2503	9.29170	6.75625	29.57193	7.10344	7.73101	37.08819	1054.69557	59.63139	54.11951	9.70197	8.42745	7.24557	1.00000	0.57798	32.38692	9.33353	7.07161
-1.47217	5.90028	9.00476	6.38328	7.20301	9.97736	53.46506	1084.28049	37.37087	57.61997	7.01846	6.06130	7.87373	0.00000	0.09366	40.73754	6.12062	8.86385
139.07204	7.86182	10.54677	16.86343	5.22374	9.79114	36.24624	1080.97465	66.15811	35.05809	6.48786	7.57512	9.53104	1.00000	0.04838	70.60815	5.35722	6.12430
-73.95097	9.10509	4.69787	3.87463	6.68990	7.93658	40.72371	1165.11991	59.46486	46.77180	6.89897	7.38882	7.86049	1.00000	0.07758	49.73415	7.70911	6.17019
78.23456	9.33643	8.59783	31.67871	7.51561	7.08338	28.92694	1112.52661	57.19728	27.10808	5.48219	7.01845	7.64517	0.00000	0.06181	41.86185	7.48392	7.26827
-0.74934	8.99120	1.91636	17.60469	5.88274	7.54763	51.62907	1175.69361	36.89045	44.49812	5.13231	6.30015	6.98351	1.00000	0.03508		6.25760	7.49247
-74.13653	8.85878	5.70873	21.51724	4.12482	5.39215	40.63316	1149.28344	44.31175	49.53230	6.23180	9.83135	7.58537	1.00000	0.07829	60.93518	6.69396	8.74651
18.84	9.45748	7.13585	12.19998	7.89025	6.41247	42.28639	1104.49139	45.87600	43.60260	5.62715	7.57426	9.06036		0.04553	40.35248	6.76686	7.88912
-118.10583	6.92958	11.02857	31.41367	7.04502	5.58843	34.09611	1093.78619	29.93394	35.73335	11.50699	6.40267	8.43411	0.00000	3.23679	31.45404	4.74824	8.01923
139.07204	9.62900	6.26807	28.00131	5.74009	5.93401	36.24624	1142.19572	66.57634	44.25605	9.09005	7.46956	9.21802	1.00000	0.31903	60.43931	8.76615	6.92105
-122.39168	10.16916	6.31703	15.16189	6.69031	6.59185	40.58654	1067.07069	36.20959	68.37430	11.58250	7.99225	6.32853	1.00000	3.45133	69.62884	7.12172	8.94735
37.99117	9.76586	9.28840	20.71673	3.64632	9.67054	44.92934	1182.33496	74.49331	53.00056	10.43142	7.87208	6.28091	1.00000	1.10274	38.75988	3.14926	9.17856
76.12647	9.16590	9.27442	-1.31353	6.93320	6.77805	32.55531	1126.92409	61.68301	46.64468	7.22723	7.08469	6.99700	0.00000	0.06666	47.89076	7.28855	7.51432
3.87723	9.88834	8.74619	16.01684	6.14289	8.34537	43.61092	1178.19217	68.07411	64.72466	6.98609	7.30786	6.85357	1.00000	0.09159	45.51855	8.62967	9.02265
-73.20483	9.04175	8.58172	21.51598	5.65420	8.34989	41.16704	1107.07233	48.99306	48.34392	9.94187	8.43808	7.99625	1.00000	0.73849	62.91918	4.80404	8.48927
136.13108	10.36012	9.44472	15.32629	10.38236	6.19105	34.75856	1087.47745	57.26951	71.06133	6.19405	7.28623	9.05623	0.00000	0.06947	65.06199	6.59746	7.67481
-81.79819	10.78374	10.58861	5.32920	4.32232	8.98666	41.48199	1063.08681	36.78302	48.09642	8.63025	8.52704	6.38444	1.00000	0.22484	56.89662	2.59272	7.07917
4.08282	10.42434	7.49827	3.05012	8.65710	8.71646	36.61954	1086.14645	59.41272	34.01204	9.61434	7.24014	6.99729	1.00000	0.52726	50.69015	8.79223	8.67526
2.1699	6.05993	7.49131	11.32121	7.14442	10.47669	48.98994	1076.12777	48.84729	50.51414	9.09928	7.78045	7.40498	0.00000	0.34077	55.23908	6.20745	7.98635
27.46153	8.88706	8.65785	7.08724	7.45856	5.29853	-21.44236	1198.00127	65.10466	45.09525	8.24408	7.87259	8.57426	1.00000	0.18396	53.61951	8.94025	7.55879
-75.60804	7.32297	8.79481	30.39359	5.03806	7.84328	39.96097	1130.75531	32.91876	52.98983	7.76713	7.75906	9.04763	0.00000	0.09636	58.47111	7.02401	7.00925
30.98551	9.60036	9.02267	13.82610	4.41781	7.92698	2.41669	1074.27241	41.77352	54.60558	8.25214	8.14285		1.00000	0.12841	32.41582	5.59244	7.41620
98.6738	8.86162	7.28297	4.97599	9.97753	4.52310	3.7278	1054.47688	51.26504	61.75004	6.15064	5.27610	6.37764	0.00000	0.04427	52.21292	5.00105	8.32924
37.55	5.36970	7.48169	13.74423	7.66018	10.81815	6.03333	1060.87963	58.66242	53.92613	8.10852	7.96632	7.40142	0.00000	0.16063	59.46300	6.18667	7.44102
73.97117	10.39722	8.30591	23.88483	4.47408	8.49411	31.96258	1082.15911	44.09040	44.26994	9.81493	6.99396	7.02995	1.00000	0.64629	53.66064	6.34888	10.05935
-42.19667	8.85897	5.55515	17.27790	5.58340	6.78449	-21.41222	1095.60047	30.01048	57.33621	9.44513	8.14743	5.61381	1.00000	0.46072	28.98129	8.70271	6.70658
-77.37331	7.12332	5.33919	17.51334	4.63809	4.13956	37.60876	1199.49336	30.54331	48.67992	9.70432	6.71187	7.72117	1.00000	0.56065	53.71561	9.29385	5.36689
-58.44417	9.45022	8.03926	12.70831	6.85754	7.15372	-3.14306	1120.80108	76.07066	56.86615	9.50775	7.20887	7.24381	1.00000	0.45671	35.47699	5.18294	8.77238
-94.91386	6.77892	8.59875	13.18528	4.98925	8.10876	17.94979	1108.31596	42.97250	67.75697	9.86607	6.09958	6.21779	1.00000	0.66902	46.65485	6.81564	7.79432
30.98551	8.26172	2.76825	13.59462	4.03478	7.19201	2.41669	1070.31907	34.27523	47.42425	7.16387	6.32038	7.92002	1.00000	0.08673	65.17803	7.09574	7.11181
-51.50361	8.42591	9.28560	29.05600	6.77535	7.26871	-29.2975	1062.17569	52.80950	49.61206	4.61634	7.44845	8.47329	0.00000	0.05783	68.07142	7.80966	6.65260
42.54536	7.95435	9.02119	20.70843	8.13511	10.87576	-0.35817	1157.51063	37.92036	47.84044	9.48561	6.63561	8.17365	1.00000	0.49306	52.54024	7.92256	9.41252
-89.99038	9.32160	9.49573	17.39331	6.54086	5.78749	38.58894	1078.14219	52.35054	61.66009	10.96080	6.80018	8.33032	1.00000	1.87631	57.30701	10.08206	9.50540
-97.03285	8.66464	9.64951	20.47747	5.69554	9.67569	47.92526	1185.73861	43.18212	46.82160	8.66411	6.23160	6.78286	1.00000	0.23615	47.51859	5.12656	7.87162
-89.66123	7.35735	3.65062	14.04230	5.40694	6.05642	21.28306	1118.36395	37.05241	59.48954	6.91546	7.41366	7.10733	1.00000	0.08688	45.06558	6.85512	6.58841
115.04814	9.75836	4.65456	15.68981	9.23595	4.53533	30.24706	1092.46734	36.00260	62.21041	13.06986	6.79896	7.59821	1.00000	15.22876	44.81436	7.04302	6.92349
-0.91979	5.67039	8.21147	16.70134	7.65448	10.98929	51.42708	1076.99524	47.57581	44.94513	6.68774	7.90257	7.69208		0.05563	51.22309	6.32023	7.22133
-111.89903	9.34820	6.40809	39.41259	5.30716	7.25898	33.50921	1138.66240	28.52684	48.19504	9.23977	7.18927	7.48761	1.00000	0.36435	34.63401	9.04189	7.88752
-81.56929	9.24169	6.71059	18.20740	7.08924	6.13622	41.55838	1054.75168	31.19740	59.08539	9.48321	7.95546	8.19738	1.00000	0.48085	37.66286	7.25321	7.54506
-105.36369	8.41648	5.48851	-6.57730	4.16302	4.82501	22.49396	1092.99670	46.19831	43.61233	8.99782	7.79362	7.71955	1.00000	0.30431	66.15819	9.12028	5.93439
142.45778	10.36114	5.42845	3.56812	7.44114	7.90985	44.35056	1161.76464	67.17608	61.89118	7.51593	9.18436	7.35086	1.00000	0.11487	50.87336	7.81236	9.72933
17.4674	9.49745	7.62660	7.85624	9.22335	6.26291	50.86079	1152.51690	49.22669	69.63934	6.13761	7.10383	7.42732	0.00000	0.05881	30.07408	6.08626	6.53275
16.91667	10.90673	5.81780	11.60410	7.27571	7.59931	-21.98333	1066.90201	38.24601	13.94875	7.93682	8.64442	8.79697	1.00000	0.11457	57.43584	9.01702	8.48950
-82.90375	9.29567	6.28104	13.70188	5.45977	6.19414	32.54044	1124.02555	26.70475	47.05623	7.69717	7.26055	7.76226	1.00000	0.10864	63.12986	7.81219	6.88095
146.05093	5.81699	8.98184	-2.42433	8.12903	7.46510	-34.28853	1051.99860	52.04580	61.69578	8.41800	7.83578	7.31830	0.00000	0.19676	50.46469	4.19768	9.83581
-5.55835	5.51296	9.00502	8.49375	6.41894	9.16358	42.64685	1193.38001	94.29507		7.82627		8.00628	0.00000	0.12267	50.70110	6.68711	6.47747
127.08472	7.14080	11.52783	10.21268	6.83152	12.12398	36.20389	1138.70646	30.86934	49.09848	6.45249	7.11851	6.77623	1.00000	0.09003	65.39188	7.17439	6.63052
28.19028	5.41380	7.66118	13.86952	6.48413	10.21093	59.37722	1102.63592	51.20164	56.18946	9.00161	7.88334	6.59165	0.00000	0.28849	73.36712	5.91821	7.42540
12.70038	4.58431	6.45202	31.52178	8.38504	10.57183	45.9836	1087.43452	48.03905	50.97866	5.05412	8.16478	8.77145	0.00000	0.06013	49.33929	5.44963	7.83655
-0.76667	8.60883	2.39463	27.64481	8.38390	6.46008	53.38333	1066.53562	61.51008	51.56355	4.46566	6.91312	5.25545	1.00000	0.02809	43.76034	6.63607	6.99815
0.75	8.55245	5.52588	12.40192	5.13034	5.71625	52.41667	1060.04220	33.25473	63.96434	10.38257	9.45415	7.66985	1.00000	1.08851	75.36985	9.57577	6.48608
19.21437	11.29612	9.78464	21.14031	2.80278	10.18830	44.75874	1173.14697	66.17232	45.07633	7.54827	9.65913	8.39126	1.00000	0.10485	59.93471	7.75326	7.06504
-67.33122	11.99606	7.44621	29.03205	8.83782	9.73273	10.22677	1088.42790	41.91913	48.94259	7.66816	6.26115	7.74320	1.00000	0.08120	38.48155	8.54324	8.46094
138.89585	5.90422	8.69196	32.05339	5.01002	8.37245	36.33011	1156.05966	52.98909	39.14289	8.38368	10.40486	7.90680	0.00000	0.20130	35.79466	6.67449	7.50241
-122.86705	7.49499	8.90948	6.35818	4.70408	9.96910	45.49428	1063.31092	34.74282	44.77209	9.26864	8.60150	6.56516	1.00000	0.35453	60.82257	5.09958	7.55504
38.66667	8.15222	7.41936	8.01017	8.69798	4.93934	-6.25	1071.58747	63.69099	51.18602	3.91836	5.36175	7.47479	0.00000	0.04695	68.18176	5.80581	6.92527
18.84	8.32054	6.48415	6.72401	5.23334	5.40718	42.28639	1056.82995	69.54335	61.13175	8.50786	6.53157	6.42260	1.00000	0.20601	53.48829	8.52101	5.73631
-0.76667	8.57547	3.80409	19.42066	5.30439	7.24664	53.38333	1140.98159	40.10287	71.81408	8.51993	6.60275	6.68381	1.00000	0.18332	30.46767	9.14304	9.37167
-80.22588	10.41925	9.09813	-6.84916	5.48801	7.72768	26.2173	1055.79779	55.90701	67.26415	7.52781	7.36072	7.88737	1.00000	0.13526	65.76316	6.24981	7.09723
110.71639	6.79530	10.97675	1.93816	6.63129	6.21154	-7.54972	1090.09860	43.85047	57.79160	8.20068	7.18701	9.16146	0.00000	0.16397	70.54627	4.94614	8.98195
-69.96533	4.81820	8.88908	27.00803	7.23879	9.48082	43.91452	1169.41607	49.74216	69.47734	9.84013	7.73500	7.76225	0.00000	0.63161	47.85220	4.98402	8.27128
34.33825	7.55519	9.65879	15.67438	5.72795	9.36174	53.59782	1168.59132	37.93253	72.60309	9.61866	7.96564	7.72555	1.00000	0.52520	58.56578	2.61120	6.88098
-73.86586	10.63989	7.96700	15.53572	4.87664	7.39582	45.43341	1121.15138	77.39984	38.08993	8.16680	8.01126	7.12856	1.00000	0.16066	50.01721	7.46341	7.81887
-4.83076	6.17534	6.90914	13.90380	8.68624	9.77896	39.96348	1096.94985	65.67999	56.09412	6.24993	6.23169	8.64222	0.00000	0.07188	34.89060	5.26796	8.10410
91.00632	8.54784	7.29234	2.06963	6.26578	8.18382	26.32293	1081.63165	43.07858	70.19543	11.11788	7.86121	7.63601	1.00000	2.21057	44.60215	6.67542	8.31749
7.02238	8.66169	8.06183	2.87151	7.07166	8.77806	52.21099	1082.68501	17.44967	51.59378	10.29583	7.93014	7.08928	1.00000	0.98954	60.94758	6.35495	7.89768
-73.95097	7.23636	8.94212	4.89313	5.34944	6.06112	40.72371	1076.05731	46.33291	36.88417	9.85091	7.96569	6.14207	0.00000	0.65161	36.94216	5.43846	7.38241
-71.05977	8.03939	9.06295	8.62839	7.39214	6.50870	42.35843	1155.96725	54.33013	59.49546	5.64091	6.75522	7.45584	0.00000	0.05449	39.82721	6.89644	7.73304
-74.13653	6.78327	6.97975	42.61575	6.52056	8.83257	40.63316	1110.82881	57.09479	46.78690	7.37505	7.81825	8.49221	0.00000	0.10591	69.06747	5.99505	9.08463
-41.25528	10.38075	6.63007	21.26105	8.56718	6.01748	-19.32556	1169.19221	58.66000	36.59017	7.18748	9.32919	9.46339	0.00000	0.10921	42.42538	6.77903	7.80155
2.1699	7.04047	10.76683	26.48290	6.98015	11.61219	48.98994	1186.81178	49.13069	41.39267	7.39487	6.49930	5.53102	1.00000	0.10993	38.08933	6.45138	8.46774
30.2049	8.93654	5.56951	0.98146	5.84258	6.92232	55.1904	1158.64888	23.69612	39.31892	9.61983	7.69364	6.95236	1.00000	0.53598	65.09558	8.98551	6.08619
-91.77127	5.89766	8.36835	11.41053	6.56463	8.80253	37.95143	1161.72833	53.21660	59.13606	10.39832	6.80300	8.68003	0.00000	1.09463	33.76405	4.93863	8.09625
37.92792	9.70821	7.31878	8.61090	4.74510	6.95938	53.93361	1076.87948	58.70230	40.76221	9.64673	6.72737	7.77094	1.00000	0.52403	57.24416	9.13716	7.64259
-5.53715	8.49746	7.49003	17.57029	8.59616	6.22994	50.11861	1079.38751	65.70124	65.26830	9.77905	9.36921	7.20444	0.00000	0.62537	50.31492	9.31578	7.74550
18.84	8.53720	7.40563	18.85408	6.70089	6.99579	42.28639	1066.66476	45.47385	57.49411	11.50386	6.46052	7.55060	1.00000	3.23320	35.21878	10.35835	6.80596
-98.1664	9.87728	9.87915	17.26244	3.76028	10.39708	19.32932	1193.25583	70.46541	36.38706	9.56599	8.54310	7.49567	1.00000	0.52431	43.89713	5.14660	7.45589
-96.39774	6.45473	9.68854	15.17576	6.36980	11.11215	30.16688	1138.99227	26.87292	32.35887	10.25659	6.81655	5.51830	1.00000	0.94608	47.69810	3.44212	8.96644
86.51499	6.29104	10.71566	14.32413	6.73239	8.33394	23.1959	1150.80167	38.98062	35.42048	7.51576	7.83070	6.35658	0.00000	0.09977	43.26915	6.36996	7.85942
118.9707	8.83868	7.85552	10.59365	6.10755	7.94551	-3.5403	1142.69090	44.78284	51.35830	9.78124	7.60888	6.67653	1.00000	0.59480	55.59097	5.78123	8.61066
-73.75335	9.74824	9.59591	12.28093	8.42680	7.27069	45.4473	1137.12384	49.06909	57.36071	7.22119	6.12550	8.30597	0.00000	0.07983	50.79339	7.13526	7.87529
129.96972	8.68641	7.94762	31.42547	9.75237	8.75105	33.4425	1108.99314	46.67982	37.15888	6.00777	10.66251	8.32083	0.00000	0.08480	27.76181	4.92501	5.90498
16.91667	7.40290	9.62045	11.73976	3.65653	5.12084	-21.98333	1133.61264	47.32606	49.23527	11.22508	7.88393	9.64453	0.00000	2.45868	52.76947	6.22714	8.75341
98.6738	10.54417	6.40329	27.54960	7.35142	6.83822	3.7278	1197.52048	51.62193	68.40054	6.90838	8.27555	8.38446	1.00000	0.04969	47.88477	8.06052	5.45863
4.07601	9.37213	8.31243	10.67393	5.69506	8.37145	50.88506	1087.78298	35.48772	44.66179	8.70590	6.62264	10.22443	1.00000	0.23318	28.83356	7.47404	7.93307
92.48278	9.15576	5.25378	22.77790	7.33857	5.12220	58.23583	1162.96929	44.46017	40.70429	13.24675	8.96935	8.17535	1.00000	18.18738	40.15716	5.73763	7.45428
47.1192	7.78999	7.34534	11.46610	5.16206	2.78900	42.819	1153.55295	36.85809	53.74785	9.24545	7.48064	6.81652	1.00000	0.38033	69.68888	9.86723	7.57892
72.85107	8.08203	9.64936	40.17210	6.36992	9.84115	19.30157	1154.57533	62.61777	67.39669	8.26298	7.45653	7.19415	1.00000	0.16247	49.67889	5.72699	5.65012
7.36027	8.28991	9.74934	22.51214	5.71297	9.72274	51.20219	1196.04918	65.21119	57.03574	9.26221	7.61735	6.39272	1.00000	0.37612	14.48800	4.06207	7.51778
103.6032	9.65207	9.05813	21.99638	3.67981	9.19165	1.6561	1144.84569	37.14382	55.73565	9.23959	9.83571	7.20466	1.00000	0.34779	52.50240	4.82646	8.50141
-2.98884	6.65980	1.48720	21.29110	4.40307	5.34867	43.32686	1169.99048	49.74718	54.45347	5.89595	7.32265	8.05629	1.00000	0.06084	44.34078	6.33076	6.85582
-0.76773	7.58677	9.44290	2.95412	6.94266	8.27389	38.38479	1058.50119	47.01009	61.56257	6.91342	7.95780	6.69447	0.00000	0.05268	42.86064	5.84275	7.38981
-1.29772	8.89860	7.01705	17.19612	8.61677	7.41954	50.76306	1070.29552	53.56175	46.64873	9.52490	8.11568	7.00285	1.00000	0.46753	36.14820	10.00042	6.82357
0.30367	5.20248	9.10608	24.47272	3.55213	8.26839	51.38673	1135.78890	69.43605	37.69128	9.10976	7.64420	8.79044	0.00000	0.30377	43.93404	7.52783	8.21602
60.70278	8.57176	8.00883	24.63564	9.05238	5.94946	55.75556	1195.74512	42.56494	48.46817	7.14399	8.14289	7.70381	0.00000	0.09839	43.03565	5.46680	7.28078
-78.19444	10.56480	8.39015	21.59296	5.98494	7.09822	38.91817	1133.47547	51.90079	43.38879	6.09672	8.77925	7.48031	1.00000	0.06138	36.04722	9.01060	8.09923
-83.55521	10.56086	9.16945	27.02561	4.89719	8.55169	41.66394	1088.87882	34.20308	78.42389	6.55447	6.98846	8.62997	1.00000	0.04583	55.89567	8.24701	6.97589
32.86389	9.06708	10.00391	10.53963	11.55291	4.76261	53.95278	1102.28635	53.89770	50.74203	7.91057	7.15293	8.58768	0.00000	0.12730	48.80011	4.76441	7.42446
114.51667	8.00856	9.72439	6.03278	5.76267	7.83446	33.78333	1161.19365	50.59724	45.01409	9.03751	7.45580	7.67406	0.00000	0.32166	43.33986	6.51698	7.28237
16.86194	9.01620	6.80687	10.65802	4.64026	7.18143	54.58048	1149.03852	48.77911	62.59482	10.01388	9.49425	7.53687	1.00000	0.77798	62.79645	9.20312	7.57122
65.93249	5.26420	9.64552	21.17180	6.63275	9.01104	36.21544	1183.53431	43.90670	58.16659	8.12076	8.72562	6.54160	0.00000	0.13446	51.32922	6.12110	7.11013
-5.22126	8.75914	10.37777	25.21884	8.64793	7.52572	33.43443	1132.05058	60.57460	25.93605	6.93917	7.44648	7.76593	0.00000	0.04467	35.19605	6.90573	6.17380
146.05093	8.46578	6.59365	18.24674	5.96017	5.12033	-34.28853	1193.45739	47.50206	44.57730	9.46226	6.39398	7.56943	1.00000	0.46096	46.44881	9.51262	6.83842
15.28318	8.60051	8.34764	4.27325	4.64436	7.29578	-4.26613	1188.31872	61.82464	31.81745	9.19625	6.24351	5.95696	1.00000	0.36758	49.75192	4.13324	8.91776
-38.94722	9.24524	8.38361	17.91865	7.83263	7.65563	-15.675	1071.53621	51.43495	57.08256	10.94012	7.72211	7.10077	1.00000	1.82693	69.13226	10.24269	7.74192
102.42587	7.45446	10.77866	11.91984	4.53583	6.47778	15.58552	1089.97789	38.12179	60.35304	10.56423	6.80905	6.42533	0.00000	1.30146	51.43414	6.47679	7.51529
57.3552	7.73654	6.78724	13.66948	6.07912	4.72483	51.4781	1191.31865	23.58031	21.49196	8.11006	7.66199	6.34930	1.00000	0.13591	48.07792	8.53422	6.82804
37.55	8.69224	4.08623	23.65770	4.59498	5.58973	6.03333	1128.48846	76.83725	71.01394	6.04129	7.51605	9.45708	1.00000	0.02138	26.78225	7.29876	8.68111
-25.66689	8.10854	4.71340	26.88411	3.93658	5.29368	37.74615	1057.86276	46.47934	64.03060	7.47196	7.55392	6.77697	1.00000	0.07871	65.62865	7.22164	7.62315
18.84	8.46441	4.35266	24.28760	6.32142	6.66717	42.28639	1115.92725	68.18571	37.80058	6.06992	5.07322	7.35905	1.00000	0.03871	34.58548	7.57712	7.42255
-77.03116	8.80991	9.20986	5.38733	6.04010	9.61823	3.8801	1122.31530	58.35874	72.73102	9.16256	7.17748	6.75948	1.00000	0.33798	52.74315	6.01926	8.68603
72.54064	7.30418	8.71525	20.27791	6.22969	8.66226	31.82539	1071.51222	45.47217	35.27408	7.76509	5.75635	8.23225	0.00000	0.09666	67.18440	6.25897	6.87184
51.49621	7.68342	6.64732	8.26533	7.47648	7.41472	36.64852	1190.90058	14.85286	52.70853	6.95483	7.72201	7.57509	0.00000	0.07774	66.72466	5.25112	5.39294
101.44167	9.67482	4.30076	8.21692	7.77471	7.58051	0.51667	1155.37742	37.33390	38.27634	6.69104	6.78406	7.98667	1.00000	0.06023	45.59920	7.25676	8.62285
13.29371	11.43661	7.63215	19.89761	4.85465	8.43211	52.53048	1092.67504	58.31167	82.23076	9.21408	7.98740	7.54557	1.00000	0.35856	34.83374	9.07930	8.13793
-87.88754	9.74122	7.33038	11.01306	6.07276	6.75027	41.15376	1050.65191	43.72076	52.66983	9.89268	8.46136	6.46213	1.00000	0.67408	42.63629	9.97097	6.33984
89.11943	7.39053	8.53188	5.48046	7.75392	9.49493	23.9028	1183.36396	34.49193	29.05970	10.85484	9.77161	7.36209	1.00000	1.69670	59.68771	5.24031	7.92671
-122.86705	8.63105	7.99418	-3.16969	8.44764	7.76735	45.49428	1083.51859	38.22465	66.53960	9.80818	5.07603	7.56804	1.00000	0.63061	49.53774	6.81764	8.13029
46.58333	11.78472	9.38881	33.29362	9.43494	8.65939	-21.15	1134.37164	57.08248	68.52440	8.04135	9.17109	8.60234	1.00000	0.12456	58.71837	9.15115	9.72614
-84.62081	5.37516	9.10197	10.53326	5.95451	8.18836	42.7392	1187.67890	61.34381	53.30890	7.59391	6.36982	8.66745	0.00000	0.09406	35.46525	6.12238	9.91973
24.95034	8.13257	9.68821	15.46161	10.60859	4.32460	60.18427	1162.98259	57.85010	56.93189	3.08022	8.98308	7.84872	0.00000	0.06094	32.00553	6.04749	7.88891
136.13108	9.19451	3.95207	13.99531	7.29600	6.84044	34.75856	1163.02022	37.60240	71.06373	6.86338	7.65192	8.24299	1.00000	0.05032	33.52995	7.76929	6.25687
117.55417	10.22352	7.94723	13.96519	5.98276	8.46405	34.86472	1189.17260	41.71268	63.65635	10.13347	6.57691	7.88623	1.00000	0.83803	54.64067	7.12912	6.58113
-77.02303	8.78435	10.80586	3.72432	5.45369	12.08142	38.70734	1181.79206	46.04724	38.48476	7.11874	8.09262	8.73301	1.00000	0.10278	48.33552	7.62928	7.78067
-48.67028	6.27389	9.87726	2.00130	6.03357	7.50415	-28.24	1053.41100	45.50457	42.83353	8.17158	7.02968	7.13251	0.00000	0.16118	54.20826	6.68551	8.63104
-7.95	9.21605	7.98781	3.08908	7.35272	7.03206	53.43333	1100.07243	41.75316	39.20459	6.59381	6.33686	6.75795	0.00000	0.06366	41.93296	6.91649	7.30225
-42.19667	9.84382	8.35113	25.68443	5.09115	8.15668	-21.41222	1108.18052	30.19255	53.90484	8.70262	7.58051	9.42156	1.00000	0.24403	40.00922	7.17551	7.30417
11.04979	4.88893	9.35952	6.96154	5.38133	9.56756	44.59445	1169.83110	35.55256	44.04142	7.58801	8.37004	6.06524	0.00000	0.09071	65.98774		8.22770
73.97117	9.81712	6.23925	17.14097	5.70552	7.90890	31.96258	1102.72652	47.98937	56.52359	8.17047	8.14752	7.50094	0.00000	0.13370	27.60515	8.42271	6.34122
-75.69947	9.70099	5.49281	15.67481	4.84880	5.94685	8.79577	1130.87616	42.30080	33.88122	7.09745	7.52342	8.21023	1.00000	0.10402	63.93692	8.07581	6.64448
12.70038	8.26887	8.79361	17.18780	9.03669	7.01007	45.9836	1071.18379	28.97885	31.32930	7.02605	10.24198	5.83271	0.00000	0.09963	29.94966	5.48683	6.76611
-1.08593	9.03345	9.21088	8.36099	8.48623	6.80034	50.79205	1153.36526	53.72718	51.19626	6.79139	7.51884	9.21444	0.00000	0.07739	56.50944	6.64649	7.34601
-73.9625	7.76707	7.70402	-0.21201	7.12652	7.26140	40.81	1153.43743	48.68232	55.61285	9.53585	8.19546	8.41635	1.00000	0.46787	36.52318	5.65520	7.39599
-74.13653	12.32270	8.62978	19.44332	9.93742	7.37591	40.63316	1175.05151	51.43050	10.95045	5.64141	8.40933	6.21253	1.00000	0.05240	68.21705	8.70532	8.21018
