NOx	PM10	latitude	Pb	TEMP	H2CO	NH3	PAHs	CFCs	PM2.5	CO	longitude	C2H3NO5	PRES	SO2	CH4	O3	warning
6.25073	11.51645	10.61285	32.85531	-1.72715	50.08091	3.88563	8.01833	36.44272	9.05067	7.85517	12.19458	1.77562	1073.55763	8.60637	8.46816	7.55554	1.00000
7.07990	8.29933	37.95143	57.47976	29.74262	43.36680	10.74036	7.60457	24.96343	7.76887	9.42643	-91.77127	0.09873	1198.16270	6.69018	9.15878	8.34461	0.00000
7.06278	9.22499	41.27621	53.61878	11.15624	27.47537	10.17007	7.90275	56.88848	7.84380	11.05082	-72.86843	0.20814	1138.08948	6.97885	8.16000	7.69262	0.00000
8.53901	6.26127	52.09	56.73545	15.93189	44.76936	7.36935	6.79310	57.88443	7.87195	11.66054	5.23333	0.05495	1090.76260	8.78970	8.20252	7.50198	1.00000
5.64297	10.37207	37.13548	62.68932	-14.76314	44.13798	9.92747	8.75863	63.91886	8.95056	8.07848	-3.67029	0.57688	1157.89622	9.75031	8.71043	8.12677	0.00000
5.45711	9.89376	45.79377	52.74398	17.04045	47.37343	5.93073	9.02267	30.44634	8.65842	4.89357	8.88104	0.38040	1103.60925	7.72189	10.00980	7.89740	1.00000
6.31733	10.11427	39.22493	62.92898	8.19189	41.67097	7.17868	8.28399	63.37320	9.38491	8.67429	42.85693	0.45235	1190.04521	8.24471	9.83949	7.21281	1.00000
6.99016	9.55792	36.06523	82.13076	1.98927	56.04367	8.87250	6.94981	35.97530	7.41946	10.79370	-119.01677	0.26452	1107.70407	9.27693	7.63037	8.89059	1.00000
6.72542	8.95966	34.14251		-1.92377	68.92409	11.33030	7.84589	48.85204	7.94735	7.25880	-118.25508	0.15486	1170.97936	6.17277	7.21607	6.58747	0.00000
7.81965	7.84404	28.90054	63.03006	0.08505	58.15468	7.88405	6.15779	41.51116	10.00307	10.59241	-81.26367	0.07728	1171.95516	8.86103	6.71056	7.03302	1.00000
7.76420	6.79299	18.00747	45.65382	2.81937	51.84941	5.46964	10.79487	51.99117	7.15019	5.67093	-76.78319	0.02629	1180.31311	7.22984	8.81130	5.56721	1.00000
8.30978	11.67514	42.06166	46.73319	27.76769	77.60420	7.24723	10.27434	40.60116	8.31443	7.35139	-1.60452	2.08175	1165.01403	7.08625	8.07076	6.00142	1.00000
5.65205	8.92805	33.08014	47.87223	37.02861	35.91191	9.62653	5.91767	44.68261	9.41030	9.20796	-83.2321	0.15412	1139.51972	8.48778	7.88392	5.79457	0.00000
6.88068	8.41093	41.85059	71.28501	28.11483	32.07134	10.01848	7.36883	74.22419	7.44877	7.67974	-87.882	0.10164	1100.00648	6.37410	8.14659	8.89542	0.00000
3.09333	6.81125	4.73245	56.63437	12.39200	61.32063	7.49030	8.87483	41.47224	8.50112	7.91965	-74.26419	0.03383	1089.37644	8.06119	7.44804	8.27890	1.00000
6.41957	8.50595	50.18545	65.79004	26.56914		9.19847	10.66595	66.72220	9.30091	7.66714	27.06365	0.11666	1158.21832	7.01648	8.19380	11.44654	0.00000
8.64448	10.21454	50.11861	51.03136	14.24119	58.95492	7.71804	10.23769	43.07657	9.41086	6.20188	-5.53715	0.51050	1117.61788	8.85358	10.22883	6.85922	1.00000
8.74473	10.38521	50.7236	54.90299	16.79013	33.87475	7.47458	10.41297	50.31358	7.93423	6.45742	-3.52751	0.59147	1182.05865	6.52596	8.25254	6.48386	1.00000
7.70950	8.36694	50.71229	58.80614	33.21534	59.69611	7.03586	4.89860	55.82535	6.92998	11.75979	4.52529	0.09877	1153.62660	7.54035	7.16293	6.34154	1.00000
6.04189	9.82711	38.55632	56.49009	0.20267	59.94057	8.86656	6.29798	57.86051	7.90495	9.08254	69.01354	0.33721	1092.38360	8.82659	7.77443	5.48810	0.00000
6.52722	10.12390	20.74122	33.88318	19.18080	18.35650	7.84208	4.95146	65.28668	7.90894	8.34398	-100.44843	0.46281	1096.32550	7.27461	8.32343	7.16206	1.00000
7.74600	8.81742	38.17492	63.48370	18.09947	39.69276	5.78050	5.06181	30.67355	7.79494	9.33667	-122.2608	0.14816	1122.54177	8.62600	8.58081	5.89187	1.00000
4.16450	12.16685	53.63333	53.07054	20.42346	41.93069	8.61925	8.43233	29.49982	9.31054	7.58411	9.85	3.40666	1164.70999	6.11044	8.02160	5.85465	0.00000
6.44127	4.70984	48.46458	53.82561	31.18442	42.21141	6.81335	10.16583	55.73975	8.35246	7.35043	9.22796	0.02468	1163.21107	7.45660	8.06471	4.23247	0.00000
7.36000	4.14092	45.73333	27.24236	24.19336	53.47269	12.62420	9.92208	29.22308	8.53642	5.60629	4.91667	0.03484	1068.63019	6.52762	7.92311	7.76444	0.00000
6.74475	10.71797	29.69221	52.27559	20.98362	30.22444	8.77743	8.28250	68.11606	7.58022	10.87372	72.54566	0.82968	1156.87204	9.59021	8.12381	8.43339	0.00000
6.58593	9.65676	41.82143	51.94156	10.25017	55.92130	10.06112	7.80779	54.99006	9.11107	9.75161	41.77921	0.29829	1128.72104	7.39554	8.46700	6.98586	0.00000
7.05194	10.11056	-1.9487	65.65568	18.98287	23.54868	6.95026	4.13613	53.21167	8.53487	8.32007	30.4347	0.46582	1145.25316	8.12325	9.10330	7.17087	1.00000
7.29986	5.41638	43.67681	50.21279	13.62743	35.08219	9.27490	11.20328	60.07930	9.74285	6.48246	4.63031	0.03129	1072.24122	6.61018	8.21390	8.03395	0.00000
6.47884	8.34049	55.1904	53.33207	24.81921	52.33066	6.35678	7.33010	84.08375	7.74616	9.98122	30.2049	0.10711	1079.82754	9.40561	7.58026	5.43495	1.00000
6.91189	10.54445	55.38752	29.22081	1.46849	53.66128	5.95714	9.03363	30.20853	6.85496	6.69213	36.73307	0.68747	1110.05291	6.76409	7.20863	6.35371	1.00000
5.77518	9.63462	-22.53722	60.96036	15.38481	41.14506	5.84127	8.05898	42.23994	8.13477	7.21034	-42.98194	0.28510	1100.26916	9.56163	8.77511	6.20810	1.00000
5.95980	8.68361	4.96667	54.25970	15.88258	32.97035	10.97735	7.04497	44.14991	6.12933	7.71757	10.7	0.13668	1106.34782	8.74692	6.97137	6.28262	0.00000
8.08642	9.77423	14.0823	52.11390	-0.39293	48.10652	6.05886	9.80472	42.73940	8.95791	6.06855	98.19151	0.33144	1121.72448	9.14928	6.99695	6.35480	1.00000
8.60074	6.21347	36.76639	61.68389	25.45317	49.56527	9.82883	9.32954	19.32938	8.74670	4.17530	3.47717	0.02810	1134.83979	7.82825	6.21545	3.84107	0.00000
6.27057	8.13130	47.64995	59.85485	19.34001	59.20953	7.78417	7.83029	61.59223	7.93208	8.09798	-117.23991	0.08231	1197.66227	7.73696	8.86610	7.42251	0.00000
7.24964	10.15035	-6.91806	43.36364	10.66305	63.86897	5.52473	5.95421	57.58826	9.04740	9.48326	106.92667	0.47865	1103.49753	8.03226	8.86517	6.59016	1.00000
8.62456	5.15548	51.38673	34.94270	-4.54853	35.56553	9.30885	9.75333	74.29596	8.31937	4.64428	0.30367	0.01879	1119.76430	8.73794	7.44491	3.91515	0.00000
6.56255	5.50868	53.83333	49.55331	13.86786	33.99661	8.21367	9.46299	62.23066	7.25234	6.45711	-2.98333	0.02463	1120.93315	9.15628	7.60707	3.95059	0.00000
6.36518	9.01714	18.03496	46.13957	8.55824	46.75674	4.49291	8.13285	66.78576	6.61252	4.72972	-66.8499	0.17188	1186.27667	8.35106	8.46999	6.30439	1.00000
7.19928	7.73727	40.78206	64.90623	20.62190	36.20149	4.20060	8.69786	64.35748	7.68417	10.21568	72.34424	0.06017	1060.69916	6.52598	7.53978	4.63112	1.00000
6.50144	9.75969	48.90982	46.79626	10.45877	30.33344	6.21107	5.62540	55.30404	8.61822	9.01613	2.45012	0.33310	1092.57399	7.02903	8.50209	5.85788	1.00000
7.59127	8.22136	-3.74912	58.01806	9.79826	74.66897	5.25558	6.72302	31.91953	8.46988	10.49733	-73.25383	0.10395	1146.75050	8.72319	8.67511	5.67636	1.00000
7.20468	9.18125	43.35071		11.58364	53.20087	4.86678	7.44528	50.40786	6.10050		46.10925	0.18018	1058.73382	6.87614	7.15557	5.14507	1.00000
6.95128	5.62563	14.62072	64.25820	14.07602	75.33755	9.03581	11.09026	57.39127	5.51654	6.53669	74.83554	0.05171	1199.03116	9.02720	6.87673	6.89040	0.00000
5.30347	6.01128	36.33011	54.53193	13.00746	39.55779	9.60743	11.17897	17.28036	7.25628	8.13993	138.89585	0.03495	1131.50370	7.87028	7.14309	9.11922	0.00000
7.08553	10.89886	45.78071	46.47128	3.04013	37.91573	6.29916	8.73477	69.16067	9.36614	5.90385	12.84052	0.97903	1056.25200	8.15698	10.71330	6.71898	1.00000
4.37467	10.26780	53.95278	63.40989	16.58010	54.50844	5.63593	7.57766	40.90293	7.38643	8.24368	32.86389	0.52349	1143.83923	7.08107	9.26505	6.83608	1.00000
7.50083	7.06082	38.58894	58.90738	23.81238	56.70114	6.00318	8.86472	29.03366	9.28604	6.33000	-89.99038	0.04874	1084.43165	7.92322	9.21098	5.84741	1.00000
8.17832	9.27120	53.93361	60.90937	21.85079	42.97664	8.95464	6.02867	42.28341	8.11573	8.35487	37.92792	0.21192	1146.10675	6.25702	6.24146	4.72312	0.00000
6.56958	6.42364	53.77166	50.94916	5.31973	50.45932	8.29188	9.59053	62.88465	7.49714	6.32395	38.12408	0.03391	1069.02861	7.15916	9.22964	7.14258	1.00000
5.86377	10.60733	10.15031	61.23187	35.46911	31.11310	8.97850	4.05259	55.91372	8.80999	6.59283	-73.9614	0.73982	1083.46910	7.02681	6.32942	7.03576	1.00000
5.14172	7.35305	50.64336	59.22651	-4.59224	62.19228	6.22085	8.26137	53.17196	9.47615	8.54402	7.2278	0.04416	1063.13807	7.71630	8.76380	4.30533	1.00000
6.26036	8.97399	-38.16604	44.98726	18.47351	41.95690	8.26809	6.32627	60.20401	7.62420	9.85359	145.13643	0.17105	1187.16519	8.60103	8.05967	6.69091	1.00000
10.29419	8.45137	25.87972	31.31700	-0.09528	59.14596	4.08307	2.90450	63.43087	7.19166	10.57399	-97.50417	0.09572	1052.26717	8.24000	6.78949	5.90141	1.00000
6.67434	10.35117	40.53123	51.97041	4.40845	40.38230	8.43081	10.59197	49.77607	6.94187	6.79053	17.58522	0.56928	1127.71647	7.42468	9.57472	8.44580	1.00000
8.54063	7.41706	53.53333	47.83344	23.87069	58.71255	10.53364	5.86838	35.21346	9.01665	8.69020	-7.35	0.04877	1179.39959	7.86258	9.88632	6.96820	0.00000
5.96189	10.86678	34.14251	40.51078	1.07788	48.41587	10.17884	8.96715	44.89367	7.64246	6.54266	-118.25508	0.93871	1061.18581	5.50205	7.67809	5.86418	0.00000
6.43376	8.13534	54.52156	30.81440	23.47132	41.41970	6.86183	5.96333	56.06136	6.76857	8.28351	9.5586	0.08310	1193.10227	8.54754	8.14882	3.99656	1.00000
7.42435	7.20616	20.88953	30.66975	29.88994	42.85479	7.08272	9.52889	35.19490	7.28827	6.33772	-156.47432	0.03731	1098.67649	7.34695	7.58277	6.73321	1.00000
5.56259	9.37466	57.14369	37.43409	14.69110	59.91253	7.93438	8.79566	67.69091	5.62972	7.99447	-2.09814	0.23790	1188.39973	9.05301	8.30847	7.81856	1.00000
6.03036	10.27050	37.30553	37.56921	13.82164	47.71886	7.41134	9.24949	40.57943	7.02179	6.76156	120.82747	0.52975	1169.62531	7.86757	8.17293	5.39721	0.00000
8.12440	8.93723	51.4781	41.26910	20.86948	38.98290	7.54983	5.36166	46.25268	7.54395	10.81245	57.3552	0.16010	1096.25815	6.81123	6.81075	7.69533	1.00000
7.16312	8.34874	50.64336	43.67791	17.83738	55.14986	11.05486	6.24324	64.88592	5.73198	8.11271	7.2278	0.10001	1054.22627	7.89472	8.41111	4.21063	0.00000
7.61701	6.63707	55.8736	72.20432	15.60946	54.15948	9.01099	3.59304	66.48555	6.08719	10.13547	85.4265	0.03671	1063.78789	7.38062	8.84416	7.34668	0.00000
6.99033	8.60540	12.25282	35.88226	12.14909	49.36251	10.39087	10.66895	35.65856	8.17561	8.75482	79.41727	0.13252	1169.28256	8.40245	8.79035	7.59465	1.00000
7.08819	5.07751	-25.42944	54.64554	8.92000	36.48542	12.16396	3.75494	36.64318	8.16180	9.61444	-50.00639	0.01804	1054.37388	5.90650	7.31318	6.15468	0.00000
7.74664	10.09772	29.22254	21.57459	18.65476	45.69246	4.14592	8.17017	61.08203	9.52340	9.60399	79.5286	0.44747	1075.57703	6.56421	7.98323	8.56850	1.00000
7.06607	8.87914	29.69221	54.50558	16.83069	52.92043	9.70232	6.80109	40.49401	9.34049	8.41658	72.54566	0.14693	1064.58374	8.38112	10.78601	7.07843	0.00000
7.37071	9.48399	27.0174	45.68480	17.77389	40.10823	5.95257	8.38439	58.86603	7.47119	10.80742	49.62251	0.25698	1157.85362	7.66798	7.09080	7.81682	1.00000
5.31769	7.14322	37.49223	62.78177	21.95470	41.68133	9.38630	8.80422	76.07557	8.93702	8.26738	15.07041	0.04794	1167.13104	7.90351	8.66349	7.90620	0.00000
6.78233	7.74799	50.50301	24.12155	15.31132	27.49360	8.97808	10.16561	52.70880	8.92861	8.14179	13.63617	0.05106	1150.47885	6.85429	6.39061	6.82139	1.00000
9.29198	9.67199	-6.91806	41.05487	19.91490	47.57476	7.85531	6.07172	44.09640	7.20366	10.98308	106.92667	0.30650	1118.41446	7.75458	7.24047	5.38546	0.00000
6.73301	10.64872	28.92694	48.06012	11.22651	49.01253	5.47186	8.20761	42.00419	7.73241	6.51382	78.23456	0.76382	1065.98088	6.89810	9.18800	5.39655	1.00000
5.76072	7.54245	41.15376	39.61685	28.17948	54.37550	5.29280	9.48562	49.97640	8.54974	6.28499	-87.88754	0.05775	1193.53297	8.51027	8.34274	6.47138	1.00000
6.99754	8.91557	8.56697	56.89999	8.71451	52.26014	9.60781	6.88785	68.58492	7.47219	9.56006	123.33471	0.15385	1063.46523	7.81333	8.26825	6.84332	1.00000
5.55661	11.76843	41.15612	51.28196	22.72063	76.68548	5.75648	7.91384	40.93491	8.37780	6.85064	1.10687	2.26748	1098.76247	9.40819	6.07100	7.89305	1.00000
6.33891	11.08729	40.65995	60.46737	21.87211	61.69592	6.92455	8.77864	65.90713	9.17377	6.92254	-111.99633	1.16055	1193.36892	7.07146	7.71178	7.20101	1.00000
7.58585	11.77439	49.41029	43.13742	16.67825	51.77273	8.11927	9.12049	62.46299	7.28691	10.24862	38.15035	2.30201	1101.66817	5.09986	8.18896	7.17301	0.00000
6.57990	7.58943	44.99012	63.16507	2.83281	47.24240	10.75053	9.74896	72.09631	6.90456	6.37594	-123.02621	0.06430	1104.15868	6.90305	8.09503	8.01263	0.00000
8.33362	7.39588	-26.93366	42.42108	22.73318	45.34588	7.15657	5.29876	37.65613	7.31659	10.33019	29.24152	0.05765	1062.07877	8.96198	6.96033	7.26842	1.00000
5.25324	11.42028	8.35122	46.40383	35.05729	65.24431	8.83396	9.27956	39.06511	9.12282	10.50211	-62.64102	1.63738	1176.57030	8.79631	7.15566	8.48312	1.00000
6.24673	11.62791	44.22639	48.15508	11.61869	69.53993	5.42594	8.45602	60.83053	7.25145	6.61767	22.53083	1.98565	1111.91285	8.81111	8.06697	6.15085	1.00000
8.62290	12.23793	49.88307	50.95600	14.76853	31.30126	2.62709	7.81499	45.04594	6.61286	4.53872	-119.48568	3.64250	1138.98480	8.38436	9.12291	4.20022	1.00000
3.95169	8.00065	48.35149	47.50939	8.61852	43.45141	8.07468	9.91518	29.50014	6.70428	6.32642	8.96317	0.08582	1104.37664	9.78679	6.98362	9.34613	1.00000
7.20093	4.79454	50.50301	54.97593	21.63750	49.20277	9.78874	10.79522	39.39629	8.50849	5.88429	13.63617	0.02499	1105.64315	9.45295	10.43071	6.47060	0.00000
8.52671	9.12867	13.70727	38.19781	16.16726	44.61000	6.63233	10.55579	39.21789	8.24913	6.68112	9.15013	0.17330	1130.48840	7.35911	9.77510	5.94744	1.00000
6.16975	9.05038	52.86147	53.45460	22.39462	42.82990	9.60053	4.82779	49.57165	10.42769	9.02873	9.5926	0.16583	1076.67227	8.46476	7.48617	6.10201	1.00000
5.84922	7.13399	14.66	61.22522	8.22068	45.33495	8.79060	10.58468	35.98153	8.30606	7.51016	120.56528	0.02487	1151.54505	8.78068	8.00700	8.20076	0.00000
6.52772	10.23544	43.32393	62.00069	33.61369	46.26482	6.94762	4.71889	59.26769	7.57671	8.21180	5.4584	0.50634	1170.58012	7.85860	7.85317	6.63176	1.00000
7.13521	6.86032	42.97086	46.76212	10.93527	46.01278	8.51067	11.46996	48.17942	6.42184	7.33496	-82.42491	0.02819	1059.20609	8.28172	9.55806	7.48768	1.00000
6.61424	6.89450	56.85836	52.53144	17.91636	70.14678	10.14241	10.09638	54.70121	5.79503	7.79537	35.90057	0.03515	1136.74640	6.71043	7.99666	10.75391	0.00000
7.35512	10.80076	-25.42778	70.19093	4.47607	32.30553	7.81055	8.60015	57.87933	7.46941	10.41034	-49.27306	0.87200	1184.13449	8.76179	5.42796	9.97289	0.00000
6.63945	5.38651	6.46346	59.38527	15.91034	29.66586	9.09551	9.84151	67.96562	7.46697	7.44864	-2.31938	0.04011	1196.59744	8.02205	6.77990	7.63502	0.00000
6.66417	7.86390	11.93381	65.86991	12.42326	40.80078	7.49636	9.86511	49.16531	5.99269	6.96211	79.82979	0.06943	1056.73366	7.19374	7.31757	7.43785	1.00000
8.07110	8.47302	34.14251	37.91918	1.41896	39.23971	9.55002	6.39846	44.50506	8.74668	10.23782	-118.25508	0.10673	1153.58221	9.87172	8.79573	7.58860	0.00000
6.58671	10.15635	31.92923	30.82108	11.04092	34.55514	5.15072	9.19146	43.67589	8.51939	7.74378	34.86563	0.48803	1196.82358	7.76621	8.97341	5.55974	1.00000
5.90197	10.70555	40.1675	49.56360	26.36218	62.56487	9.77869	8.50934	41.98935	7.92405	8.40046	34.37389	0.79654	1113.08847	8.89848	8.10510	6.85791	0.00000
6.84197	10.72403	47.05	47.50648	11.79945	43.58921	8.50643	7.80889	63.06844	7.68176	9.21924	15.46667	0.81649	1126.43016	7.04667	9.42931	7.37577	0.00000
8.00490	8.19340	40.2737	43.19350	21.99667	73.74902	4.19276	7.35929	69.60913	7.59086	9.87669	-76.88442	0.08630	1068.96459	7.59606	6.86346	5.85035	1.00000
7.66672		42.58342	36.39604	3.11570	46.38959	6.62731	6.78798	75.00679	6.88629	10.11196	-71.8023	0.01512	1109.61082	8.45234	8.65569	5.19926	1.00000
5.91332	7.10820	11.12018	64.36266	24.53790	42.81510	9.04087	9.90815	41.69048	8.50212	7.38830	76.11996	0.02736	1197.33687	8.14165	7.32540	7.70195	0.00000
6.22773	10.64057	35	58.41907	13.32448	32.73301	8.09401	6.91404	42.03493	7.25861	8.63911	136.51667	0.73759	1176.00058	7.39750	8.00188	8.51063	1.00000
6.40556	9.53324	42.24113	51.27043	9.42630	33.38802	7.88391	5.28304	39.80248	7.90266	8.99986	-88.3162	0.27377	1124.91461	6.99843	7.27452	5.29311	1.00000
6.51481	9.26821	54.90083	55.30575	19.65931	47.47987	7.05668	9.19565	52.53778	7.90536	10.22600	38.07083	0.20098	1075.44398	8.10193	7.81027	8.58274	1.00000
7.38807	10.30968	-16.25	45.62553	9.25677	79.42706	7.62154	9.36337	51.29941	7.11501	7.33939	-69.08333	0.55527	1073.23625	9.19377	9.24369	6.48040	1.00000
7.26126	9.79478	53.19146	48.42075	8.71721	24.34347	6.68817	6.03774	38.55756	6.02576	10.43681	-2.52398	0.32747	1114.11191	8.46241	8.97100	8.35361	1.00000
9.08851	10.47560	38.58894	2.69525	12.90813	58.53381	7.29658	9.06523	50.98945	8.28207	4.87499	-89.99038	0.63680	1187.60956	7.46580	7.49295	6.55996	1.00000
8.10160	9.43662	-8.76194	44.25852	13.24182	55.00660	4.81703	6.38587	66.71668	6.85333	9.42401	-63.90389	0.25821	1070.99531	7.01381	8.69321	7.45285	0.00000
4.73884	7.33770	42.24113	45.15826	-0.83171	58.05939	9.01664	10.32371	35.89755	8.10421	7.19723	-88.3162	0.04785	1141.79099	8.31198	8.24501	9.17844	1.00000
7.70034	10.32913	41.50343	57.72423	-1.90042	58.85517	8.27024	7.77613	55.36917	9.31534	10.36831	-74.01042	0.55971	1080.43642	8.67842	8.92232	7.73034	0.00000
7.71238	6.69073	59.37722	32.27307	25.96467	37.57324	9.81497	11.22039	61.57613	7.81996	3.88888	28.19028	0.03992	1099.51937	7.70296	7.36653	3.31103	0.00000
6.30601	7.97970	19.21667	46.62069	10.28485	29.05255	8.87653	8.69642	28.36565	7.47188	7.68671	73.08333	0.08509	1086.37941	7.30736	7.88958	8.60757	0.00000
4.80811	8.67036	26.2649	46.28702	23.29804	37.15189	9.72621	5.16972	66.94320	7.93185	7.81412	81.54855		1141.55546	6.73646	7.82530	2.43559	0.00000
6.47529	10.08357	7.06273	35.97553	3.24767	47.42763	8.66164	5.55421	48.85744	7.31229	9.90288	-1.4001	0.46341	1188.71623	8.00973	9.10311	7.28699	1.00000
6.91506	11.13840	25.87972	60.31967	19.27891	55.53014	6.70898	7.84004	47.58557	9.41269	6.64291	-97.50417	1.22600	1133.86073	7.56824	8.97889	6.12053	1.00000
6.61691	9.18397	10.10649	51.29347	-1.00217	65.54450	4.68795	10.44817	52.51829	7.43936	10.45935	76.35484	0.17783	1153.90485	7.57925	8.08253	7.00368	1.00000
7.94618	8.96649	-7.76667	65.16947	18.47225	57.10581	6.51987	9.42235	31.16186	6.90547	6.02681	35.7	0.16091	1150.11437	7.22353	10.14753	5.53500	1.00000
5.44249	9.09457	-37.88333	40.18705	26.02029	31.33242	5.36427	8.36286	46.41710	9.09299	7.06092	145.06667	0.18008	1113.53790	8.58113	7.73359	6.36736	1.00000
7.35042	11.85117	41.6764	42.77304	22.60831	49.84524	8.59050	9.59217	40.37863	8.49332	9.77345	-91.58045	2.46888	1159.64168	8.56292	8.67576	7.83469	1.00000
3.87332	6.14905	3.27833	50.98831	6.30884	62.17162	9.50921	10.57758	57.43551	8.72455	6.52771	32.88667	0.01594	1120.50693	10.65608	9.88251	10.64474	1.00000
5.79352	8.70863	46.32374	47.13050	29.63561	50.93468	9.52164	8.88942	22.07315	7.42548	7.71226	-120.00865	0.12719	1131.13469	7.90513	6.07048	8.39688	0.00000
7.56816	8.53278	51.62907	44.89287	19.66885	57.05717	7.50531	6.19842	42.25370	6.05121	11.26949	-0.74934	0.10980	1184.00929	9.38314	9.16762	7.64305	1.00000
9.05940	11.23393	40.66482	44.53516	23.00436	56.52168	6.46770	9.67711	34.74083	7.54542	6.08071	122.22833	1.35909	1162.37286	7.85997	7.14261	5.89275	1.00000
5.31950	7.89358	50.20528	50.59171	23.63788	49.65668	9.44200	9.51095	59.46874	8.89278	6.39697	19.27498	0.08366	1112.15748	9.02884	6.92897	9.19197	1.00000
6.21446	9.71281	55.54028	30.88517	32.01631	44.44854	5.81448	10.54199	34.66585	8.62688	6.22322	89.20083	0.30569	1113.95292	7.52527	7.30165	7.00736	1.00000
6.31007	11.80602	52.41667	63.46776	13.81856	53.33839	8.50138	9.12181	53.14141	8.56389	7.49787	0.75	2.36141	1130.46069	8.23111	8.92498	7.50321	1.00000
6.06271	5.77814	59.37722	60.17126	29.74317	37.52909	10.65691	8.86924	25.81376	8.01173	7.55389	28.19028	0.03063	1189.65878	8.63541	7.46287	8.02651	0.00000
6.77491	9.17538	-38.65333	44.64063	3.35192	49.28612	10.16285	7.78130	53.00427	7.92487	10.28236	178.00417	0.19230	1069.47116	7.50014	7.57522	8.54797	0.00000
6.26602	8.54751	50.64336	42.56901	20.36686	55.69144	7.18981	6.75352	45.74954	8.73032	8.88663	7.2278	0.11490	1169.07148	6.95510	9.47958	5.22210	1.00000
7.28655	7.83664	38.07789	41.70586	13.86531	37.93863	8.06878	8.73946	25.49097	7.86640	6.58397	13.44275	0.06646	1115.69722	8.54280	8.54563	6.12794	0.00000
7.38263	7.79580	0.46005	52.56944	5.29228	66.39308	7.79914	4.84495	81.28161	8.31085	10.28411	34.11169	0.07238	1156.25851	8.00015	8.36600	4.53421	1.00000
6.78870	6.15984	51.42708	38.32783	30.91327	23.48275	7.65595	9.94807	32.49004	7.21581	7.62055	-0.91979	0.03045	1108.81713	8.55911	8.23944	7.18063	0.00000
6.26828	8.20606	9.92787	54.26846	10.73200	46.97626	9.64041	10.47687	50.38646	8.11635	7.42926	-84.13722	0.08919	1122.18063	8.01126	8.41897	9.04201	1.00000
7.60734	7.85208	-13.7804	57.53088	12.94785	39.46438	5.90040	8.93835	49.86677	9.04949	6.10574	34.4587	0.07340	1077.85388	9.57123	8.99032	6.01545	1.00000
7.05534	8.65891	50.75932	49.46608	17.75026	39.62317	7.10346	9.00866	54.13972	9.33264	6.10838	25.34244	0.11702	1108.57100	8.34505	8.19453	6.78477	1.00000
6.49619	8.57236	13.73417	52.77376	26.62482	40.02043	8.25328	6.82230	63.02139	9.63605	10.09469	-89.71472	0.11421	1114.90489	7.27904	7.66877	6.99145	1.00000
7.11286	9.49697	46.08333	44.99082	19.12353	25.88341	9.44329	8.04764	53.56272	7.17860	10.06872	122.08333	0.26225	1150.89367	6.78686	7.93114	9.43215	0.00000
7.20096	10.74314	26.67319	46.53107	25.95157	51.15096	8.21785	7.52359	63.04349	6.34474	11.09878	31.4976	0.83376	1088.99845	6.05872	6.51215	5.80468	0.00000
5.69253	9.00225	18.42745	46.22690	20.85424	36.38640	6.84616	9.63547	56.84179	9.06809	7.25850	-67.15407	0.16563	1092.22130	7.43417	7.71129	7.38826	1.00000
8.18082	6.53135	43.50891	38.08716	16.90162	36.99478	9.11902	8.88206	81.24970	8.16171	5.56610	16.43915	0.04490	1078.89872	6.31955	9.65561	6.05568	0.00000
7.17561	6.15394	32.5007	52.86087	-11.81170	61.15219	9.78107	9.98812	48.59134	7.75135	6.81802	-94.74049	0.04179	1109.59329	8.42739	8.83757	8.98894	0.00000
