H2CO	PAHs	SO2	NH3	PM2.5	C2H3NO5	latitude	NOx	Pb	CO	CFCs	O3	PRES	TEMP	PM10	warning	longitude	CH4
55.01732	8.80077	5.33762	9.62759	7.97823	0.13646	43.32393	6.80986	47.23555	6.72493	50.46398	7.09664	1133.66375	14.69904	6.73648	0.00000	5.4584	7.78438
65.48848	9.35646	7.17867	5.68172	8.27227	0.14840	42.7	7.22280	11.59012	7.13499	32.99890	6.56756	1134.77151	13.17110	6.63967	1.00000	27.25	5.61317
53.82470	4.85654	6.00451	6.28689	5.81840	0.05848	36.33011	7.21948	68.91032	7.53154	56.21278	6.05681	1161.65666	26.40541	4.88487	1.00000	138.89585	5.47143
40.93565	8.10777	5.47725	4.29815	7.19493	0.19448	53.53395	5.99794	40.81282	7.37834	30.03072	6.10006	1137.31408	6.48537	7.91713	0.00000	33.72798	6.19254
20.18778	4.74466	5.78217	5.90710	7.44102	0.17027	45.53929	9.08456	58.47213	5.68690	36.72715	8.00999	1180.08426	4.61345	7.45074	1.00000	-122.38731	5.99697
46.35472	5.33651	4.10787	4.06542	7.61997	0.11455	48.15659	8.07242	53.61739	6.72383	47.04126	6.24011	1195.30234	15.89347	6.84574	1.00000	28.28489	5.61408
35.61839	9.34245	8.73057	7.42577	8.71601	1.16163	37.56667	7.17368	57.56082	6.04271	46.24384	4.17384	1141.31928	-0.33215	9.97038	1.00000	140.11667	6.63981
42.03308	9.91435	8.16665	7.72725	5.81539	0.19798	26.9423	6.86954	54.15614	8.41992	51.83794	8.64995	1142.32083	25.63762	7.72895	1.00000	68.11759	4.41950
43.67677	3.58124	5.14366	6.81962	6.63070	0.09973	29.22254	4.99218	56.83307	7.74667	33.73835	6.37605	1168.88489	0.31290	5.53490	1.00000	79.5286	5.57432
41.55331	8.80074	5.35048	6.38352	6.18843	0.12695	21.01858	6.27489	42.41340	7.44675	50.32367	8.75699	1191.52219		6.77161	0.00000	-101.2591	3.88781
66.03043	8.22742	8.55222	4.67010	5.18783	0.08424	51.04962	6.55717	49.91809	6.06452	50.34386	6.39308	1102.18220	18.00089	5.98164	1.00000	12.1369	5.50612
47.06221	8.78047	9.41270	6.38004	8.49557	3.02011	-19.65	8.07989	63.49164	6.63889	38.21730	3.87475	1179.26423	20.09357	10.97448	1.00000	47.31667	5.61261
42.68169	5.50951	5.59549	3.57305	6.52770	0.09982	1.6561	8.18747	37.60732	6.47847	47.11486	6.15520	1133.65581	3.82792	5.59825	1.00000	103.6032	6.06976
62.21500	7.75663	7.10653	9.45593	7.71553	0.14678	-37.88333	7.82122	64.36107	6.52954	53.06260	5.25131	1102.19254	13.79961	7.56797	0.00000	145.06667	10.26556
50.63727	8.64706	3.13094	4.52066	8.25362	0.04953	34.81667	8.07962	45.23158	7.15538	43.45244	6.26234	1182.17029	18.43935	3.43465	0.00000	137.4	7.28872
37.08178	8.84172	5.53098	3.44142	7.73058	0.11996	57.97472	7.08689	21.13394	5.80639	46.25360	10.36608	1182.54061	10.76062	5.63746	0.00000	33.2525	5.75518
47.90246	10.02257	7.52040	5.50585	6.26448	0.09518	13.48082	7.00130	51.61639	7.26909	38.61424	10.69744	1125.06575	6.15489	6.34625	1.00000	-86.58208	1.45502
50.81720	8.59112	7.24904	6.71966	8.78860	0.22753	18.87813	6.74711	37.61349	4.97602	54.15626	6.78771	1076.04637	20.96764	7.85541	1.00000	72.93924	6.58679
39.87995	6.79569	5.88276	8.83748	6.93230	0.20160	3.7278	5.06853	50.63291	9.98163	27.71522	6.57017	1054.21912	22.68725	7.92108	0.00000	98.6738	7.89618
63.32675	7.73341	8.44829	4.68833	5.48381	1.08326	47.98372	6.08597	37.56516	6.86552	36.22882	6.75737	1137.29200	14.32364	9.87663	1.00000	10.18527	4.69544
34.30469	6.63353	5.43821	5.95808	6.02436	0.12959	41.66394	7.71305	46.75025	8.66391	24.36161	4.88952	1083.03746	21.53915	6.00199	1.00000	-83.55521	6.20548
72.06182	4.88760	4.44090	6.22143	7.85267	0.21418	36.21544	7.45235	75.36021	7.09952	57.49570	5.91364	1198.84705	5.40247	7.88404	0.00000	65.93249	7.44248
51.54428	6.32871	5.53788	8.42482	7.11685	0.64525	-19.65	8.11568	20.11767	6.92970	31.69364	4.08859	1142.26732	35.78886	9.35294	0.00000	47.31667	10.74002
42.45425	9.37666	9.29212	6.57897	4.60620	0.16407	21.28306	7.69325	51.24984	8.42122	50.80864	4.22417	1111.64587	17.71847	7.14510	1.00000	-89.66123	6.21628
58.76821	9.69246	6.46918	7.04010	7.25351	0.61642	35.72917	6.50777	46.45851	6.95319	73.35571	5.98784	1074.45525	34.13771	9.24014	1.00000	10.58082	6.46440
40.04860	8.95424	5.19414	6.62520	7.10917	0.07161	51.30001	6.51937	51.07467	7.71188	34.69939	6.02313	1140.57062	35.51569	4.90707	0.00000	13.10984	8.18123
32.21787	4.83602	4.72865	5.48433	7.55017	0.10552	-33.59217	6.92776	62.50966	7.67095	50.92056	2.96047	1077.81533	9.45084	4.56684	1.00000	-70.6996	6.69242
19.72450	9.28659	6.12385	8.96701	8.33619	0.24433	54.8421	5.93753	54.62194	6.72047	55.42986		1119.63921	32.37169	8.16751	1.00000	46.5813	3.96609
37.83198	7.02738	5.07421	4.92249	7.49740	0.11180	42.4251	6.62869	54.10676	8.11773	67.58557	3.32590	1134.26482	18.85077	5.16110	1.00000	-71.06616	6.02733
63.61933	7.12901	7.44750	5.50786	7.94166	0.51885	6.84019	6.50983	35.40902	6.65924	61.88804	6.15711	1153.64071	2.51835	9.03148	1.00000	79.87116	7.99259
49.08205	8.57813	7.92824	6.00944	5.11962	0.72146	47.64995	6.68477	30.05011	7.17011	28.53865	6.75262	1180.77118	-1.20821	9.42935	1.00000	-117.23991	5.35433
59.96042	9.54510	8.65837	7.51413	9.57434	0.09996	53.81667	7.32233	47.38994	7.77222	29.58814	3.75304	1097.69853	19.04309	6.62893	0.00000	-3.05	7.98106
62.15359	7.66376	7.57022	6.81339	7.95674	0.14132	-19.65	8.49022	51.50637	7.18266	35.14299	5.99265	1059.66379	35.93931	6.86283	1.00000	47.31667	7.87637
40.66711	9.56074	8.59301	7.01388	6.48406	0.14437	51.39323	5.77423	29.26128	8.76158	23.49820	6.84925	1072.15961	30.26888	7.44986	1.00000	0.47713	5.14302
59.55146	6.18918	4.87508	8.14563	7.69901	0.14574	10.29085	7.14275	40.60895	7.58566	42.17845	7.28091	1198.52846	29.52810	7.23812	0.00000	105.75635	6.05730
38.58553	9.64603	7.27451	6.53238	6.99926	0.19160	50.7236	6.51119	50.90544	6.69548	41.62995	7.97979	1125.75962	5.51303	8.05476	1.00000	-3.52751	4.46517
36.89941	5.76863	5.24312	5.98480	6.70659	0.10283	51.19139	5.76989	57.83337	6.41710	30.78547	5.18438	1169.48742	22.49628	5.77024	1.00000	6.51352	5.63621
58.19556	8.99563	3.83403	3.92478	7.36344	0.17432	38.47917	7.71808	42.19295	8.28726	32.35230	10.52379	1191.53553	4.55186	7.64179	0.00000	-1.325	3.15154
52.31073	3.21432	4.20535	5.54326	8.02948	0.05877	-34.64167	7.23046	40.44625	7.88839	46.65403	4.63695	1070.86023	13.13341	4.61812	1.00000	-60.47389	5.96030
47.82799	8.84767	8.53780	6.43036	8.36057	0.26753	43.32393	6.31063	83.23097	7.88663	47.37752	6.36842	1143.77804	22.59799	8.03707	1.00000	5.4584	5.67659
44.40450	5.11188	6.01155	9.67697	8.75044	0.50286	18.51957	6.59444	15.62474	7.64373	25.00081	5.63513	1198.53065	4.10844	9.07813	0.00000	73.85535	9.01455
36.83315	5.00338	9.42522	2.01184	6.70840	1.41028	20.88953	5.95331	49.45981	6.77222	52.29011	6.92497	1183.03820	24.76942	10.15334	1.00000	-156.47432	5.00101
60.51257	4.00343	5.91440	7.65801	6.71749	0.19805	57.14369	5.73012	53.08529	6.35522	44.07148	6.13658	1057.01730	6.25006	8.13084	0.00000	-2.09814	9.15055
52.00916	7.77215	8.85837	5.16375	6.56549	0.72042	30.81383	8.18136	39.04775	6.44233	59.69407	5.93344	1082.12078	19.22719	9.51894	1.00000	75.16878	5.56404
49.31741	4.55193	5.11468	3.57946	7.65848	0.06299	-7.0981	7.30276	50.01947	6.61431	54.26707	5.86095	1159.02998	7.07311	5.10801	1.00000	109.3243	5.98270
53.59212	9.00754	7.69358	5.44501	7.65125	0.09047	7.06273	7.41116	58.38371	7.69932	44.65627	6.34366	1164.90678	27.50865	5.98276	1.00000	-1.4001	5.83524
59.64651	3.11975	5.36752	7.74307	7.13680	0.10198	7.6	7.29049	56.25988	6.84356	45.52187	8.00102	1051.10690	16.49198	5.41993	0.00000	4.18333	7.36313
33.41762	6.98709	3.74526	4.17882	7.97118	0.38003	23.15678	5.95032	44.11398	7.12932	50.07466	6.59061	1124.42976	21.17752	8.69036	1.00000	-81.24441	4.21825
47.82835	6.35271	5.25077	10.12388	8.35320	0.69961	5.84752	7.23911	57.78466	7.89026	37.05346	4.02962	1052.33740	24.68206	9.47497	0.00000	-5.682	11.81898
25.34194	4.11494	5.78419	7.57676	6.51334	0.06292	6.8485	7.02375	41.63371	7.86397	47.95254	4.95750	1117.66787	22.59446	4.12581	1.00000	3.64633	5.62329
54.66471	10.77903	2.96096	4.28903	7.44929	0.11763	53.19146	7.44290	58.60838	5.85092	56.91463	5.87207	1127.84211	18.67972	2.68955	0.00000	-2.52398	7.35542
42.32538	8.65605	5.28487	7.34725	7.50050	0.49282	-21.44345	7.35195	59.38990	5.63665	52.77460	6.85748	1058.72254	41.58494	8.97770	1.00000	-65.71875	3.18790
45.34778	11.14281	7.63456	8.73096	8.26211	0.14867	34.65918	7.84920	54.92304	6.97854	33.32121	7.32267	1091.05045	15.61365	6.99851	1.00000	109.22921	5.11538
64.90165	8.34861	6.65791	6.11939	7.40741	0.07952	37.73222	7.52081	72.02091	8.86709	49.33314	7.50279	1179.89586	1.44434	4.47127	0.00000	115.70111	7.86188
32.81216	7.71785	7.13932	6.69028	7.65632	0.09702	8.88649	6.40139	36.55540	6.72651	45.80729	8.50203	1170.13755	2.53529	5.77571	0.00000	2.59753	6.28546
66.65730	4.95066	5.50666	2.71429	8.35345	0.13831	41.75338	7.77977	51.44871	7.48970	55.32062	5.78293	1111.08745	15.19486	5.47819	1.00000	-86.11084	7.28610
69.02165	5.19164	5.21164	5.41263	7.38622	0.12461	39.72943	8.69041	46.10000	6.94651	49.88365	5.70981	1188.27557	15.53927	6.21353	1.00000	-104.83192	5.79954
43.36315	8.36362	6.74085	4.84160	7.70846	0.21872	33.45122	6.91711	36.27327	6.89931	64.37686	4.56794	1077.35096	38.16472	7.74280	1.00000	-86.99666	7.48500
50.41089	6.96991	4.05935	6.49018	7.28651	0.16448	35.06667	5.98660	47.28225	5.98110	58.59464	5.61032	1088.95881	4.65397	7.58211	1.00000	135.21667	3.45452
41.15520	6.44782	7.22620	3.04165	6.42458	0.59988	40.55851	7.66476	62.63382	7.56515	51.45920	5.52857	1165.64813	18.09589	9.23598	1.00000	17.80774	6.93662
29.95217	10.65667	7.32506	6.91195	6.71462	0.17493	44.35056	5.58510	49.98259	7.10381	50.03616	7.86510	1072.63673	17.76390	7.54665	1.00000	142.45778	3.58418
29.09945	9.66914	6.38320	6.23102	8.02423	0.10213	25.92127	8.47351	45.01269	8.16145	40.34608	8.40714	1058.04688	17.56976	5.66834	0.00000	86.79271	5.74926
53.68409	9.24063	6.81555	5.59698	7.95127	0.74074	51.19139	6.98559	36.07246	5.85011	70.80879	6.53773	1187.83900	-5.12011	9.49627	1.00000	6.51352	4.81781
85.82572	9.04965	5.08364	6.23498	8.06705	0.10654	20.88197	6.63750	56.78326	6.95310	47.55377	7.66530	1189.85157	11.38285	5.92206	0.00000	85.83334	5.70604
69.76954	4.34902	3.90671	6.36264	9.03483	0.06530	12.35275	8.10545	48.59534	7.56488	39.24602	5.36337	1076.27790	10.89384	5.63519	1.00000	121.06761	3.54991
33.27918	4.62779	7.31889	4.39270	8.41747	0.06966	27.09978	6.39131	100.00000	6.27532	35.88831	6.96007	1063.22355	23.63927	4.36215	1.00000	-82.45426	7.50497
53.90803	10.46984	5.52509	4.02132	8.04312	0.09100	13.56667	8.27302	53.89001	8.45885	53.16964	9.64233	1178.75086	10.29323	5.81056	0.00000	-15.6	6.11499
50.51725	5.42327	4.63386	7.33283	8.50625	0.19293	8.88649	8.95926	51.19661	7.23328	48.22853	6.98738	1054.19684	17.75481	7.47501	1.00000	2.59753	4.02412
53.30302	7.60447	5.61111	8.05797	7.13602	0.51712	9.89206	6.42878	60.44469	7.76913	57.19387	3.57220	1132.97218	11.72595	9.02579	0.00000	43.38531	11.02904
53.54568	10.08794	5.73309	5.27336	7.06372	0.06596	34.56861	8.82435	38.04487	8.95934	27.13265	9.39964	1053.15360	15.27347	6.56998	0.00000	105.89333	5.16297
34.08294	7.57363	4.49157	8.11695		1.08550	23.07492	7.58399	33.13111	10.17342	46.01757	5.28321	1084.72293	26.46599	9.91518	0.00000	88.28637	7.95621
46.67629	7.29536	6.52183	5.02184	7.78256	0.06889	18.00747	7.43375	62.62414	7.33865	36.05816	5.62513	1122.28801	33.45727	6.17543	1.00000	-76.78319	7.00385
70.39205	8.91660	8.94084	5.96124	5.94590	0.12053	40.58654	6.50512	30.96362	7.45801	40.49635	7.55168	1055.83405	39.38220	7.03351	1.00000	-122.39168	4.48369
32.76845	7.95981	7.19210	9.07848	6.44656	0.10488	37.58105	6.31608	47.30910	6.28136	36.20216	7.40355	1159.58726	6.15116	7.43222	0.00000	29.26639	5.29929
52.78187	8.73992	8.13962	8.12795	7.14371	0.05980	51.21187	6.24997	56.04541	6.84870	42.71085	6.82100	1105.12868	14.46594	5.21446	0.00000	4.25633	8.34194
59.86020	8.91908	8.81656	6.58974	7.04806	0.37320	40.82232	7.95646	39.18123	7.60071	29.14458	6.32839	1173.01366	25.06195	8.70069	1.00000	-74.15987	5.38301
55.84099	3.45293	4.00964	7.50199	10.43332	0.19040	36.06523	7.52018	34.88391	5.65243	47.00289	7.18903	1195.41069	16.09799	7.76583	0.00000	-119.01677	7.84904
26.84167	9.56750	4.70695	5.65304	6.57047	0.06927	46.67535	6.78871	47.80595	7.17865	44.52574	7.37988	1131.81813	15.45355	5.58603	0.00000	5.55575	6.70433
33.39589	8.94748	5.78159	7.64852	7.60163	0.08600	7.57944	6.53199	50.22969	7.73181	26.93686	6.17554	1058.64245	20.38331	5.58324	0.00000	-8.53778	7.18247
50.94391	6.54255	5.00486	7.98374	7.21703	1.19077	-7.54972	6.71427	35.35286	7.56003	45.91454	5.46415	1192.59393	13.12056	10.00958	0.00000	110.71639	7.66442
57.20011	4.85811	3.86836	5.49489	7.52405	0.07406	-32.45242	7.04368	30.45502	4.81918	48.54326	5.81831	1106.09446	14.97766	5.78332	1.00000	-71.23106	3.70257
55.67968	7.81182	9.17327	5.88730	7.87050	0.57080	4.92675	7.24428	50.70342	7.78479	69.49710	3.51722	1193.42125	9.98778	9.15105	1.00000	6.26764	7.77595
61.93666	6.26429	8.92029	7.99925	5.87781	0.04531	18.00747	6.99465	39.10006	6.39709	56.23071	6.27621	1075.47538	15.46873	4.04405	1.00000	-76.78319	7.51141
41.27430	7.93069	6.04602	8.50163	6.69867	0.27941	-20.87306	6.67244	58.09723	7.20222	34.02815	6.56542	1069.79955	6.92691	8.41747	0.00000	-48.29694	7.23578
45.96289	8.64238	8.59525	6.08488	6.49634	0.32115	25.80565	7.81890	33.51594	7.78395	50.96072	4.61629	1120.27707	-4.10728	8.30723	0.00000	68.49143	6.73108
39.89156	4.73505	5.82986	6.89744	6.17895	0.11366	10.66668	6.11634	44.27251	6.23556	26.48037	5.07948	1057.63824	38.80277	4.35170	1.00000	-61.51889	5.14017
65.85827	9.53442	9.55017	8.86237	7.28192	0.65884	-12.91667	6.47250	25.64264	8.30105	38.06524	6.49074	1073.01354	29.91001	9.38700	1.00000	-39.25	5.96053
56.68013	8.40866	7.81602	4.72591	6.26417	0.11109	-37.88333	8.95755	27.96182	7.38563	56.48910	7.25210	1105.10228	26.91140	7.45524	1.00000	145.06667	4.77936
30.98163	8.12624	5.92468	5.06809	9.35283	0.13369	12.35275	7.33752	63.67646	8.92441	48.22225	9.34394	1150.68668	16.00894	5.90980	0.00000	121.06761	5.76698
49.61250	6.51479	6.65892	4.29334	8.16367	0.10833	28.15112	7.56055	35.09952	6.33195	23.12942	6.94081	1058.71857	36.92688	6.55344	1.00000	-82.46148	7.51466
46.81551	6.16327	5.82864	3.70913	7.22323	0.23703	40.87363	8.23899	63.74635	7.63103	61.73229	7.87354	1136.34854	6.08247	7.79349	1.00000	14.34085	6.48804
56.15706	9.27444	6.97350	4.79578	6.73466	0.16155	47.90771	8.51181	75.10314	8.69104	62.81091	6.47796	1106.67447	10.55518	7.67749	1.00000	106.88324	4.58480
54.40917	8.00880	8.88355	4.39010	6.72142	0.93981	45.75279	6.73905	52.10023	8.64115	60.73483	8.45043	1140.70649	26.37558	9.74644	1.00000	130.57211	2.57014
56.55477	6.97849	8.84372	3.43381	7.05832	1.51484	11.93381	6.41797	39.73817	5.09858	40.65295	5.00735	1053.39397	24.67653	10.25108	1.00000	79.82979	5.23315
73.09517	5.45122	5.34116		7.95151	0.27239	39.96348	7.53068	34.35081	6.48529	27.20811	5.58810	1181.69816	6.85641	8.27024	0.00000	-4.83076	8.87085
42.75325	6.91787	7.21457	7.55247	5.85294	0.04598	44.92801	8.88886	46.99267	7.16480	42.00391	3.48901	1142.71496	0.29575	4.60107	1.00000	4.8951	7.76690
44.55725	1.25661	6.59921	8.65643	7.71953	0.09977	45.75279	6.37463	63.12335	7.69612	67.28430	7.23980	1167.60888	9.88630	5.44257	0.00000	130.57211	8.95456
42.15702	4.53641	5.71075	4.93971	9.37190	0.08527	51.78771	6.43077	41.73545	8.04529	58.65813	5.70362	1138.65644	15.19562	4.70528	1.00000	56.36091	5.93140
29.29808	6.61793	3.69903	6.93264	8.37417	0.54342	53.93361	6.91393	54.64298	6.69218	66.18416	7.00265	1105.68142	20.33372	9.04681	1.00000	37.92792	2.51248
57.15506	5.85137	5.95852	4.32878	7.90641	0.14251	53.49389	9.77037	48.63103	6.54674	47.97562	6.28518	1104.35527	22.09198	6.87311	1.00000	-1.29243	8.01493
39.64821	7.34769	4.64689	7.32529	5.82209	0.21433	18.00747	7.26354	81.61359	5.76600	48.48232	5.31060	1194.50746	23.98777	7.28048	0.00000	-76.78319	8.56307
68.19485	5.30820	8.29328	5.55362	4.74289	0.06581	-8.43333	6.42582	57.84027	7.37922	63.92785	5.75541	1185.46620	-7.01966	3.68274	1.00000	114.33333	8.90316
46.73518	5.59675	5.71567	3.71470	5.36787	0.12257	20.74122	6.51186	45.06220	7.06474	43.90955	7.32061	1144.58401	33.35007	5.98308	1.00000	-100.44843	5.54020
46.29485	6.44517	9.13746	3.13543	7.77089	1.03242	36.19278	7.48749	25.47227	6.79885	42.47786	5.18312	1148.53362	18.64456	9.85464	1.00000	117.65694	5.49057
26.84167	9.56750	4.70695	5.65304	6.57047	0.06927	46.67535	6.78871	47.80595	7.17865	44.52574	7.37988	1131.81813	15.45355	5.58603	0.00000	5.55575	6.70433
58.28295	6.56550	8.35749	7.65952	6.49961	0.05995	18.18158	8.25634	34.76518	5.82566	47.15529	8.76602	1055.53549	20.92461	5.99255	0.00000	76.03889	5.98143
41.18011	6.47311	8.20651	3.94203	7.96641	2.45170	18.03496	7.42962	53.04083	7.01337	34.91490	1.64512	1165.38936	12.28135	10.76726	1.00000	-66.8499	9.05863
44.09699	6.62449	5.83822	8.89033	6.91147	1.70186	18.87813	6.56557	33.25771	7.01973	34.56600	5.65086	1079.18851	3.61928	10.35924	0.00000	72.93924	7.59608
49.44664	7.29237	6.43674	7.78852	7.27375	0.11306	18.00747	6.78592	32.30408	7.62049	63.67533	5.33546	1121.65211	13.34361	6.42583	1.00000	-76.78319	6.07638
53.04727	4.65952	7.77096	8.98955	6.22688	0.34791	-6.8048	6.31461	45.86124	8.30497	53.55105	4.12738	1180.04601	7.76796	8.49116	0.00000	110.8405	11.33475
43.55286	8.03191	9.18066	5.21507	7.23606	0.31623	27.0174	7.13738	39.20076	7.52537	28.10521	5.43679	1186.72905	20.83861	8.40505	1.00000	49.62251	5.68178
31.97703	7.73707	6.41517	9.60193	7.96510	0.15184	44.89784	8.40651	38.32176	7.42247	43.80314	6.73925	1145.32453	5.57204	7.49821	0.00000	8.86374	7.67613
64.78554	5.92781	4.87474	6.45003	6.87327	0.22852	40.98894	8.74021	41.68326	5.49035	36.02071	5.99407	1064.69682	6.91966	7.33277	1.00000	28.67582	4.61028
53.65512	8.25707	8.34609	5.59927	5.76753	0.16285	44.80477	5.55843	59.57918	7.10761	48.23878	4.62850	1144.84742	16.90567	7.65539	1.00000	-0.59543	7.22072
50.58113	9.17202	9.38333	6.32287	7.63453	0.08734	-10.91111	6.80397	20.36039	7.72944	38.75870	9.03305	1154.96261	26.89893	6.32982	1.00000	-37.07167	3.37351
38.35402	6.71066	6.78505	6.32401	8.18028	0.14466	42.4251	6.69010	51.72561	9.65370	53.26362	6.63040	1099.09483	5.85185	6.57768	1.00000	-71.06616	5.87891
42.10388	9.69331	7.31207	6.56193	7.24913	0.80483	38.17492	7.06796	56.27798	6.34674	56.48080	5.47742	1074.95209	8.35021	9.54193	1.00000	-122.2608	5.46490
57.02998	3.60419	3.01753	6.35456	7.47437	0.09770	45.75279	8.09878	42.58572	7.61030	56.06996	5.32822	1148.77929	25.07022	6.31417	1.00000	130.57211	3.60759
40.39260	4.97613	3.82752	7.14393	5.93789	0.13769	7.57944	6.97070	26.96975	6.77882	40.07232	5.55858	1058.90990	17.94185	6.38240	1.00000	-8.53778	3.89054
69.39403	9.13506	8.35788	6.96756	9.59872	0.35101	45.0408	7.92610	74.09716	5.82078	41.83803	7.83326	1154.26710	23.97618	8.57635	1.00000	-93.263	4.90612
48.47174	8.53821	3.74447	4.67867	6.57293	0.05085	43.54072	7.87244	48.95033	5.86805	47.08174	8.47073	1079.77698	-1.46179	5.89436	0.00000	-116.56346	4.82090
43.26081	8.95028	8.70144	5.30554	6.80667	0.37831	36.53333	6.95539	24.35364	7.85425	32.43633	6.36943	1091.65812	27.84154	8.56047	1.00000	136.61667	4.07974
65.16992	3.24907	6.01102	6.93623	5.83126	0.07734	44.89784	7.21800	66.66767	8.39076	46.61874	5.99579	1062.43200	12.97132	4.59376	1.00000	8.86374	6.52273
38.40659	9.92564	8.79629	7.16075	6.19416	0.08415	41.9001	6.93569	30.70228	7.92124	55.31569	4.68520	1162.10225	17.84485	5.14556	1.00000	-71.08977	6.82682
48.02428	10.53614	3.05049	2.94532	7.04402	0.11002	40.58654	7.10830	74.15595	7.60504	38.30029	7.82727	1158.84511	23.26765	3.71131	0.00000	-122.39168	6.77492
64.45304	9.85893	9.43384	6.98484	8.15104	0.09745	43.31667	7.08685	63.78889	5.85129	48.61197	6.00145	1163.28491	20.62034	6.86980	1.00000	-2.68333	4.76528
44.48592	8.03252	5.05554	5.19910	8.05180	0.10544	-37.88333	7.27494	63.26799	6.79223	50.56159	7.81498	1109.12563	22.72569	6.04828	0.00000	145.06667	7.88299
40.31628	9.09380	8.84526	5.21482	7.90503	0.19430	46.7055	7.25479	51.15127	8.46704	53.88874	7.32522	1170.37969	22.70425	8.00572	1.00000	38.2739	3.20910
63.15675	7.08915	9.74840	6.32782	6.65923	0.05984	4.92675	8.86822	44.12245	6.99525	35.79721	6.93250	1094.92147	20.93324	4.66123	1.00000	6.26764	9.26915
47.74430	8.28649	5.68806	4.60690	7.17461	0.45370	27.34089	8.08536	20.14793	7.27358	33.27936	10.94336	1144.98206	19.22178	8.87329	0.00000	117.4831	5.22869
67.48566	3.65538	3.33670	7.00058	6.28467	0.14178	39.00622	6.18431	71.93029	5.44475	66.58755	8.07434	1145.21089	27.72050	6.76179	0.00000	-77.4286	6.33220
36.14807	10.06107	5.15186	5.41872	6.43615	0.04642	51.42708	8.31346	53.34828	6.36242	35.69203	6.22516	1069.54415	11.59984	3.23487	0.00000	-0.91979	8.53131
18.17640	7.44450	9.84223	4.96335	5.78809	1.60023	6.46346	7.20452	54.31594	6.15915	53.76902	6.08670	1134.80538	13.82065	10.31531	1.00000	-2.31938	4.58650
53.27563	5.42019	3.97767	7.93974	7.10727	0.12565	36.20829	7.78824	39.81586	7.19334	38.16623	7.62496	1107.68988	26.50616	6.65913	0.00000	-115.98391	7.00825
40.13875	8.03642	5.35163	6.26857	5.09062	0.15809	39.57582	9.04677	45.78493	7.78537	22.94012	5.26232	1138.75519	10.45775	7.57772	1.00000	-105.11221	5.22827
66.30517	6.61349	6.77418	8.17920	7.09158	0.09137	13.44581	8.98085	43.24559	6.94543	38.15611	6.68099	1135.06582	23.57932	6.05669	1.00000	101.18445	4.49808
20.93018	7.74639	6.45123	6.30230	6.80237	0.19067	41.55947	6.58316	44.37683	7.36754		10.46697	1104.53421	-4.74482	7.50386	0.00000	14.66737	2.53495
24.99590	8.54087	8.75205	5.93988	7.23313	0.50324	36.53333	7.37217	54.27060	7.82256	38.26308	6.54010	1101.46058	32.74063	8.99507	1.00000	136.61667	4.98959
41.93500	8.08424	9.92806	5.44094	8.71809	0.31612	49.03685	7.82616	67.77887	7.79960	48.20360	6.18982	1199.34700	19.36696	8.57602	1.00000	8.70745	4.66171
42.55504	8.57012	9.98349	6.86408	7.76436	0.89886	33.95015	6.75719	64.02125	6.63396	57.21175	4.99278	1154.62442	15.49394	9.68136	1.00000	-118.03917	5.74664
44.06887	4.33760	6.59086	4.98733	6.85410	0.11220	7.50251	6.01152	73.96775	8.72568	66.05012	7.70642	1096.08768	27.56557	5.26838	1.00000	5.06258	5.56065
75.47870	9.29388	7.99999	6.78834	6.91780	0.15200	34.4833	7.94532	63.17704	7.05006	52.71218	6.98658	1081.57652	12.13696	7.24110	1.00000	136.84186	5.73696
62.34705	6.93873	3.12220	7.48742	5.66240	0.61837	41.94175	5.95725	32.74752	6.69129	50.87954	5.31276	1124.55052	10.43746	9.30783	0.00000	123.50266	8.66237
29.53119	8.45122	7.75696	5.49659	5.93737	0.33099	51.67822	5.42372	53.06604	6.84779	54.78953	7.54767	1198.58337	5.76588	8.50729	1.00000	33.9162	5.00452
