PM2.5	longitude	TEMP	latitude	CH4	O3	CO	SO2	NH3	H2CO	CFCs	PM10	Pb	C2H3NO5	PRES	warning	PAHs	NOx
8.33241	34.33825	32.27721	53.59782	5.73907	6.25066	7.82725	8.19785	4.82445	72.14887	72.86151	8.07779	51.84534	9.10121	1139.93953	1.00000	8.79323	8.60373
7.71215	-117.71978	22.55326	34.09668	8.77305	8.88524	8.31312	6.75156	5.48518	65.73236	71.21562	5.62908	53.63445	3.51638	1152.92287	0.00000	8.63194	3.97330
8.69387	-73.89125	33.38198	40.67705	5.91355	8.91960	6.20364	5.48570	6.80088	40.55733	74.28642	6.39662	35.38430	4.07230	1155.43038	0.00000	7.77995	10.51761
7.12697	-74.26419	11.95169	4.73245	8.55777	7.72434	8.02762	7.46088	9.88598	37.03656	85.24999	7.21778	52.81137	4.72441	1137.08495	1.00000	6.54829	8.87287
6.84063	68.75915	17.38237	27.52948	8.37283	6.07699	9.81212	7.52603	5.96473	58.69831	75.62060	8.30583	60.24668	13.10697	1060.86730	1.00000	6.24565	9.25098
10.17708	46.10925	8.57583	43.35071	7.86435	6.63249	7.11518	6.58693	5.39625	44.26535	79.52410	6.83731	58.80041	5.75037	1082.81756	0.00000	6.72434	3.62512
9.27942	65.93249	26.56129	36.21544	5.10415	6.67877	8.10188	8.47845	6.58530	59.64313	86.05953	7.98032	42.42649	9.21343	1131.62712	1.00000	5.92029	10.69066
4.83908	71.67164	6.47826	30.29184	9.42424	8.24158	9.20407	5.78040	6.20143	63.32699	75.38991	5.53772	60.71068	3.17382	1108.74820	1.00000	7.30541	9.10006
7.98421	138.89585	-2.73002	36.33011	4.82866	7.33764	9.35099	6.76734	8.20956	54.06992	78.79501	7.41397	45.39157	6.22448	1055.43523	0.00000	6.15093	7.52581
6.91367	74.80555	15.12107	34.08565	11.29511	6.98418	9.57059	8.93851	10.07761	36.86120	71.96199	4.90481	61.06210	2.42431	1112.78061	1.00000	6.90615	4.65998
9.91159	73.7553	4.84285	15.5439	8.70318	7.39011	6.42837	8.18771	8.43479	55.77842	64.18861	7.06517	55.98624	3.78711	1194.77103	1.00000	9.42417	9.91171
6.06105	-70.6996	20.74315	-33.59217	10.16837	6.69147	11.34888	6.72377	6.98870	87.59137	75.15311	8.70744	52.00753	13.51183	1123.06289	1.00000	7.66753	8.27218
5.77060	139.55722	23.82094	36	9.70838	6.01271	10.61882	8.79204	9.54071	32.34409	64.78203	6.58271	58.61067	3.79546	1170.86201	1.00000	7.52842	7.63397
5.57057	-0.32247	18.04170	50.82882	3.65938	5.18950	6.06398	5.99441	10.16746	69.70726	78.69786	8.62170	63.25421	14.11855	1130.47524	0.00000	6.84497	12.63697
6.14855	4.52529	28.41089	50.71229	7.50962	9.43909	6.81099	7.97384	10.77347	68.30637	76.07569	7.70264	48.32130	7.07517	1136.69164	1.00000	7.14392	8.21322
5.50747	139.55722	21.21351	36	9.20871	5.47893	8.31669	5.01182	5.86326	49.90987	70.35733	7.40497	49.23215	7.07132	1075.13238	1.00000	8.37316	7.83769
2.74969	32.86389	18.34024	53.95278	7.67757	8.92003	11.58356	3.96513	8.11863	57.04611	63.97360	6.64400		3.21800	1190.44271	1.00000	7.89387	8.42337
8.22705	-121.75689	13.67130	36.91023	7.70316	7.03512	7.86232	5.69668	6.32404	66.03607	82.04763	7.09553	48.04909	6.82009	1057.25878	0.00000	7.83242	5.18214
6.41557	18.28333	15.41606	59.33333	7.30791	7.98311	9.08743	5.20236	6.53441	28.81745	73.64101	7.44225	43.17539		1092.31874	1.00000	7.59035	7.51112
10.41766	-82.42491	9.91122	42.97086	11.05134	7.17060	10.10366	8.92216	4.79850	52.92294	69.49453	7.80674	30.48976	5.67973	1132.85605	0.00000	7.31371	5.52238
4.90265	-2.31938	13.89143	6.46346	10.41892	6.57366	4.29986	4.31570	3.43024	48.14050	65.53643	6.59731	55.62935	2.87950	1123.27966	1.00000	6.49233	7.91163
7.70921	-7.32097	26.37716	41.1053	8.58503	8.00445	9.39613	4.71775	7.55893	62.77877	85.02010	8.34202	34.32535	11.32597	1187.13496	0.00000	8.51003	9.00324
5.42734	86.00214	19.01895	46.51872	10.70049	6.93257	4.61498	5.21181	3.60886	58.15558	68.84986	8.01058	67.33203	9.11785	1151.48235	1.00000	6.71203	7.93024
7.42222	45.36561	11.92500	41.09246	6.82517	6.59798	7.56526	8.96929	10.05726	50.21059	86.65441	6.86408	51.66712	5.50617	1087.68965	1.00000	7.40046	6.13370
5.98212	30.96755	27.60196	49.07866	8.41913	7.11688	7.21375	4.73259	5.38898	43.19088	71.33401	8.85629	59.93509	15.86183	1055.35520	1.00000	7.03248	7.22240
8.41319	72.85107	14.70796	19.30157	4.72339	5.42850	8.56636	4.05589	10.37678	56.04076	81.29197	8.23807	59.21154	9.47521	1159.28340	0.00000	5.62755	8.77515
7.52348	103.6032	22.08440	1.6561	11.99741	6.41781	7.57852	7.93152	10.01843	44.06190	65.70724	7.00741	33.06280	4.03161	1058.17356	1.00000	8.00297	8.22161
9.18358	104.64992	-0.55889	14.64056	6.24908	7.19764	8.98192	5.42136	7.87930	37.13759	73.80002	6.36735	51.40363	4.36094	1075.45482	0.00000	7.74249	7.53269
10.48191	5.58472	18.39269	52.14	6.04481	7.78108	7.42635	8.08208	6.38138	46.94641	87.67516	6.81545	40.11149	5.17579	1115.61774	1.00000	7.63477	9.32030
6.50347	150.99292	17.77078	-33.75881	5.12981	7.39437	7.34055	6.62101	7.21599	42.12121	74.01677	8.28564	49.70748	11.51792	1146.12769	1.00000	8.30579	11.37281
7.15526	-73.26022	1.66972	6.46838	5.13939	7.66999	8.15657	6.97699	8.21918	56.57065	70.47329	8.06232	47.97114	7.93313	1126.67698	0.00000	6.50738	9.20058
8.65473	-4.10734	5.46370	38.68712	6.67508	7.07757	7.40500	5.20687	8.84523	38.69310	69.62400	7.42767	51.53100	7.49319	1127.22279	0.00000	7.19012	9.13435
7.41055	-83.48216	16.13379	42.30865	8.49488	6.47723	9.45140	8.03040	8.70985	29.59104	71.52958	6.01557	44.10556	3.70400	1076.17457	1.00000	8.57383	4.79682
4.88310	39.28333	13.50200	-10.33333	7.89306	7.47618	8.62386	5.41443	6.03706	63.24923	61.74807	7.28520	66.14334	6.05231	1186.20848	1.00000	6.38779	8.74853
5.63706	120.74221	5.14089	31.64615	3.73730	6.88177	5.72770	5.82452	10.61324	52.60334	83.04115	6.10349	39.06672	4.69717	1065.66022	0.00000	7.13312	12.64861
7.41454	-4.10734	16.01976	38.68712	8.64867	6.61345	9.98289	6.25257	5.56358	63.76890	72.23953	6.70870	28.26754	4.65155	1182.06282	0.00000	7.26144	4.92858
6.73204	-1.60452	8.11232	42.06166	10.26638	7.50856	8.73658	8.36699	9.76500	78.91653	72.95881	6.77677	55.52999	4.93841	1196.14407	1.00000	6.43992	7.52545
5.27060	-74.73584	9.94539	5.20856	10.23669	6.52359	7.95966	3.90728	5.97967	43.89891	80.09151	7.14022	47.05265	4.23682	1183.78610	1.00000	8.05774	7.40474
8.01085	-2.58736	14.49865	56.56317	9.04847	6.15305	7.37882	5.85761	5.08442	80.65089	85.40262	6.94883	48.28566	3.78617	1140.18231	1.00000	7.57601	6.67761
5.31799	115.70111	-12.46757	37.73222	10.18125	7.87302	8.41574	6.04239	5.37207	43.94935	74.37733	7.54514	59.94632	6.65371	1186.84071	1.00000	9.24613	8.01658
8.28376	-75.23266	10.53645	43.1009	8.00128	7.70591	7.68307	9.15053	9.03668	65.45531	76.70005	6.78738	52.78075	4.49776	1193.62208	1.00000	8.50010	7.96844
8.91912	8.62118	15.93649	45.44694	8.49691	9.45014	8.76795	5.78264	7.04632	22.66743	75.36763	7.16293	57.07724	4.55260	1192.07270	0.00000	6.61208	7.06074
9.06691	10.98461	11.98523	48.35693	4.88016	7.64862	9.84545	4.91918	9.01438	78.94020	76.82139	7.25085	63.18869	6.79160	1167.12918	0.00000	6.73915	6.96982
8.32585	59.6	19.28342	47.83333	5.88492	6.18514	6.49771	4.65956	8.87993	81.60696	73.26403	8.27801	39.54517	9.98860	1116.93424	0.00000	5.96225	10.52950
9.39080	-87.882	27.62905	41.85059	9.36714	4.91107	9.44373	6.30616	4.80287	56.24326	76.27151	6.87448	51.66614	5.19205	1086.98628	0.00000	7.09626	5.74484
3.38575	-8.53778	-4.35985	7.57944	8.49242	6.09999	7.54401	3.55618	5.78997	62.60447	68.83126	6.88922	28.52349	6.45788	1088.91721	1.00000	7.92559	8.10708
7.66182	-73.25383	18.80581	-3.74912	6.61584	7.46050	9.25199	8.67488	6.33819	47.09208	75.57519	7.35326	37.72130	5.37644	1177.11171	0.00000	7.63201	7.31129
8.26257	-0.32247	-5.36504	50.82882	9.51173	7.62326	8.21185	9.07688	9.23113	21.94386	78.11703	6.40927	53.29135	4.29859	1137.49527	1.00000	7.52580	8.24817
7.78949	8.55552	23.18954	40.72586	7.59018	9.45181	7.61830	9.89118	8.61077	32.56991	59.39178	7.09247	27.64454	4.37267	1058.93783	1.00000	7.21066	6.56592
10.09957	-82.46148	25.68291	28.15112	7.79381	5.98022	10.48680	9.18153	5.94603	47.52799	89.65370	6.60877	71.61326	4.96584	1189.36999	1.00000	6.49233	8.44304
7.94652	10.7	25.28950	4.96667	5.89217	7.04095	9.67634	7.17262	8.17692	29.03955	76.40556	6.71234	58.04324	7.33292	1082.93929	0.00000	8.32208	6.97490
10.05933	104.09701	-3.04117	-1.26424	6.39703	7.65567	9.21864	4.57539	7.93267	62.75027	78.29345	7.05188	41.68743	5.40529	1186.26215	0.00000	7.24540	6.92523
7.33620	9.72749	12.49369	48.28259	9.63148	8.18494	11.28976	6.27811	5.49632	48.14786	69.44298	6.17504	32.43880	4.69568	1136.93395	0.00000	7.96262	7.05047
5.73361	27.25	15.42392	42.7	6.44548	7.24361	6.37972	3.35186	8.18437	46.73090	73.85935	7.27666	57.57243	5.36208	1183.62998	0.00000	8.13598	7.24753
8.48165	-94.41551	32.13914	39.09112	7.07960	7.16367	7.15717		4.51553	27.09590	73.54238	8.03835	50.36975	10.29502	1169.15058	0.00000	8.17471	9.02295
6.97782	72.54064	26.92180	31.82539	5.51387	7.35346	7.22563	5.94239	9.43718	47.49835	66.33582	7.54638	55.61546	8.15035	1127.48151	0.00000	7.68680	10.35221
5.72979	117.65694	18.49952	36.19278	7.89830	8.40704	8.89131	6.93103	8.84315	64.49378	74.95989	5.96789	42.46291	4.27897	1131.50417	1.00000	8.35044	8.42358
7.85271	78.23456	-6.09561	28.92694	8.43353	6.89336	10.00626	8.54240	8.23278	56.60071	76.06290	8.16908	65.14368	10.81820	1072.27120	1.00000	8.35364	7.07201
6.62113	11.37703	13.21393	48.06919	7.88642	4.29392	13.50272	6.96478	8.68664	14.01142	64.85261	8.13732	55.24329	10.18357	1080.29879	1.00000	7.62788	8.92251
5.54334	-122.40433	17.68748	37.71715	12.00210	8.74340	7.28192	4.21151	5.83632	35.80904	80.95875	9.09811	34.40969	20.21547	1109.78249	1.00000	7.40137	9.14181
5.59488	-122.38731	23.24535	45.53929	4.36662	6.73701	5.04635	6.24885	9.61695	40.66453	86.62978	8.60266	34.03654	12.33965	1085.38143	0.00000	7.14554	13.33918
8.82305	-42.98194	11.74152	-22.53722	5.58069	7.19355	6.62124	8.63764	7.00430	32.95348	77.36812	6.85378	54.08901	5.37954	1144.59628	1.00000	7.54762	10.60626
9.92896	-87.93341	11.59970	42.55308	5.93348	6.99182	10.07661	4.29593	8.63211	43.78474	81.17874	7.91180	60.84339	10.16665	1080.19290	0.00000	7.40896	6.45848
1.08056	-76.78319	32.05717	18.00747	10.90000	7.81688	8.40464	1.97577	6.44589	37.91717	55.00983	8.04836	58.98904	7.99188	1124.08455	1.00000	4.80239	8.14266
8.40910	-37.93278	11.74184	-11.48472	9.47826	7.59964	9.41636	6.60274	6.53300	61.90027	81.44423	6.11165	36.63755	4.00496	1122.00371	1.00000	7.05491	8.38893
8.81943	-40.7475	14.56522	-4.16694	7.13038	6.63613	7.92439	8.75533	8.13653	24.28161	80.03250	6.93600	30.15328	4.03661	1102.11293	1.00000	7.32423	7.78815
9.36412	9.22796	10.34369	48.46458	7.01415	7.07206	9.43438	6.47381	7.07592	35.84140	74.12421	7.91615	28.25712	7.30274	1169.80773	0.00000	5.51491	6.49972
9.28311	-74.26419	20.07362	4.73245	9.07175	8.47822	7.21399	6.10949	6.65944	62.78443	68.35444	7.50778	30.19218	7.30953	1061.40509	0.00000	6.89820	6.47375
9.72102	137.4	43.73151	34.81667	6.42791	7.25610	8.53500	6.23673	5.68280	42.29986	74.32320	6.97910	57.59465	4.86441	1083.57794	0.00000	5.01181	7.47950
7.55221	136.51667	37.99799	35	6.35754	7.39951	6.09350	5.29709	4.98362	59.33928	71.00959	6.54530	58.13560	3.16017	1174.52418	0.00000	7.39806	3.15264
4.35462	144.09638	6.30004	43.82634	9.65814	5.42463	9.28628	5.98930	6.14245	40.31924	65.43351	6.10640	49.99081	4.93871	1097.76083	1.00000	7.99715	8.56822
8.02184	-1.4001	18.07898	7.06273	9.74137	7.54822	7.61653	6.84121	9.43817	52.07115	75.32328	6.42004	51.82263	2.09217	1088.12896	1.00000	7.11607	11.02666
5.73791	104.64992	18.63963	14.64056	8.89040	6.19366	8.57420	4.94612	6.36428	81.25162	66.25626	5.28952	45.54985	3.01383	1143.86389	1.00000	8.45678	8.47127
4.97711	-88.70464	22.13693	34.25807	8.24194	7.16284	9.66669	7.98921	10.06741	51.19655	59.01533	8.29960	25.44177	11.71656	1104.94734	1.00000	6.92640	6.43179
6.75362	120.74221	26.35850	31.64615	7.14015	8.11053	5.98849	8.83482	3.00699	64.71968	73.24819	6.48797	64.68496	4.97823	1088.75036	1.00000	6.30165	8.65694
9.42935	32.86389	10.66735	53.95278	6.48097	7.33322	7.60484	9.70167	8.30634	27.47567	70.34832	8.80152	52.98546	14.83180	1153.73780	1.00000	6.31536	11.83804
6.54081	84.63445	0.79551	24.81757	5.13557	6.58945	6.39196	5.48984	9.77774	42.06458	79.65700	7.05342	65.11657	4.95558	1130.92623	0.00000	7.41124	11.69121
8.43771	-73.86586	27.35865	45.43341	6.35583	5.48423	9.75433	7.16116	7.49891	48.47792	77.29831	8.63190	49.71565	13.53735	1162.60597	0.00000	5.71357	6.67642
5.28449	-122.86705	13.97858	45.49428	9.50864	7.10963	9.89004	4.60029	6.92852	55.78075	71.46298	6.72586	40.50738	4.06384	1127.05963	1.00000	7.01537	8.05164
9.29875	5.4584	13.71043	43.32393	10.12774	8.18593	10.70903	8.17253	7.12852	34.29245	75.58528	6.07214	42.83945	2.88073	1176.92363	1.00000	5.81912	6.55026
8.54821	37.73333	-0.67482	-4.06667	6.13264	5.36442	8.75172	6.02121	8.04649	43.44749	76.04710	6.41742	49.23859	3.26909	1115.15490	0.00000	7.63417	7.94800
7.48041	8.70745	27.19935	49.03685	7.55765	6.55198	4.77761	4.83579	9.59517	50.77061	78.10801	6.85134	39.75347	6.48915	1174.48252	1.00000	7.00084	11.36670
9.65576	69.67639	22.24533	41.29444	9.84182	9.07363	9.29481	6.96010	5.68784	41.63694	76.89005	7.63580	44.51372	6.77981	1150.70053	0.00000	5.89111	6.41737
7.58764	29.65806	11.74235	-4.83	5.73372	7.61564	6.33995	11.80340	10.46967	44.36619	78.59788	9.17566	59.85155	21.72102	1050.13870	1.00000	6.20306	8.69954
9.91709	29.47306	11.33087	0.49113	6.88266	7.09544	9.79536	6.44263	6.22496	54.63534	69.12605	6.76930	48.83831	4.56247	1088.92130	0.00000	6.25258	5.90684
8.12025	101.44167	26.79608	0.51667	6.53730	6.49732	6.13365	7.98208	8.24349	50.32449	62.15971	6.52314	34.06630	3.56751	1167.23308	1.00000	8.52128	11.08438
8.43404	9.29109	4.69259	45.39402	7.21742	4.96315	7.77489	8.60381	7.76855	39.40814	65.80759	6.15373	44.90979	1.76773	1057.68389	1.00000	7.45985	8.30814
3.16806	112.23109	5.86944	-7.57897	9.25022	5.94788	10.70216	5.49256	6.75682	46.55611	73.46822	7.54426	56.36159	4.20365	1191.87532	1.00000	7.61534	9.23697
7.86180	8.86374	5.71324	44.89784	10.60277	6.59547	9.18914	8.18198	8.21046	32.61771	63.21228	7.46220	47.86221	5.04392	1143.35918	1.00000	7.92917	8.16019
7.42885	1.00288	0.19061	49.28669	6.09205	7.64740	5.69347	4.23723	7.42589	52.87912	77.62380	7.16443	39.78890	5.24958	1140.87683	0.00000	7.88252	5.58446
7.42895	120.74792	17.61411	41.09822	12.48500	7.74396	8.50935	7.37790	10.39121	42.24921	71.59519	7.55631	44.78611	7.08842	1066.81799	1.00000	7.36295	10.23638
8.73954	144.09638	21.71505	43.82634	4.67045	5.51546	8.51751	4.49672	9.74597	50.20578	67.03122	7.14017	74.97537	5.24065	1128.44516	0.00000	6.03209	8.30616
10.12381	-2.68758	-1.20979	53.69786	5.91644	5.34902	8.25073	3.44006	8.96749	52.48979	79.39404	10.03843	52.15513	46.08017	1126.99127	0.00000	6.50740	8.02105
9.83860	37.00438	30.36332	-7.60361	8.57658	5.77414	7.67522	11.06743	8.48452	61.41855	79.63023	8.40431	32.98191	11.31231	1078.87755	1.00000	6.75478	9.03542
9.48721	32.86389	13.24410	53.95278	7.44816	6.86453	8.95826	8.44860	6.05218	77.32594	76.43945	8.55463	45.17700	11.85579	1075.26452	1.00000	8.91774	9.16912
6.67300	-8.33147	16.65053	41.20485	11.16402	8.14377	9.60697	4.79824	7.12579	61.54668	77.05943	7.47808	67.30092	5.57698	1193.94441	1.00000	7.34406	5.60352
7.32218	140.73667	3.81250	41.77583	8.28966	6.70456	10.66382	7.83538	7.25788	46.99865	70.14524	7.75444	74.04497	7.35432	1111.91464	1.00000	7.90402	10.49726
7.80036	2.31889	19.47708	35.21222	6.82850	6.37942	7.91014	8.58018	9.00935	70.92317	67.19900	9.09256	48.39148	19.98580	1051.83235	1.00000	5.13724	9.17853
6.15683	-2.1875	7.25821	51.26	8.82306	6.59215	7.35640	6.16648	5.12128	43.65494	66.81906	7.35730	65.29250	4.93813	1149.80411	1.00000	5.81343	9.30338
7.68117	-82.90375	2.97077	32.54044	4.85510	6.26461	8.44821	5.25714	9.97272	40.88235	79.87475	7.26647	54.64921	5.10945	1098.15662	0.00000	6.55419	9.01252
7.57540	125.21972	11.35098	-8.99167	9.61079	5.46586	7.11418	7.22162	9.25948	51.82464	88.92044	8.22087	57.94012	9.43235	1154.47502	1.00000	8.14484	5.84119
7.60579	34.37389	10.22886	40.1675	4.33665	8.57096	10.99626	4.97222	12.00252	61.07525	75.08364	9.42425	67.23151	25.94084	1078.90048	0.00000	8.93454	6.65125
9.12088	104.64992	16.86545	14.64056	5.54529	5.82685	4.92316	8.49536	9.14512	36.05990	81.57088	8.53266	24.13489	11.32313	1138.48274	1.00000	7.41412	13.00006
5.65394	36.36339	21.10889	0.03813	7.93106	7.54970	9.36852	5.94880	6.36396	42.63018	80.41846	4.59591	58.22762	2.82248	1077.31204	1.00000	6.59462	8.86958
4.44532	-39.25	17.73672	-12.91667	8.21384	6.89611	6.13022	5.59511	4.19255	76.30688	79.67263	7.71192	62.28536	6.28064	1189.22752	1.00000	6.29714	8.49022
9.10169	-89.10944	8.59827	13.70167	7.78593	6.45880	8.41392	9.14031	6.55512	74.99524	73.70758	7.17302	35.86839	4.84487	1130.97274	1.00000	8.15922	7.56467
8.64029	78.95693	3.70688	29.21399	9.78710	7.21716	9.00515	9.26128	8.29810	54.99363	84.47416	7.49600	50.88558	7.77974	1060.84063	1.00000	7.45923	7.18094
4.49080	123.89071	19.59421	10.31672	4.73172	6.73322	8.90098	6.50024	5.53049	57.33487	74.37178	8.38200	35.13473	10.10424	1079.69687	1.00000	6.93414	8.34785
5.48357	-73.47429	14.66462	40.68066	3.48261	6.65440	4.94714	6.64312	9.08768	37.03299	68.62965	6.53323	58.62756	3.47854	1091.38520	0.00000	6.72800	13.43416
8.90033	0.57856	19.79719	40.70995	6.33049	6.52733	9.23138	5.75413	8.80717	43.19091	76.49042	6.01199	51.53259	3.65663	1157.58737	0.00000	7.03397	7.10165
5.02067	38.2739	16.98168	46.7055	4.67736	6.49871	9.03887	6.94733	6.03866	78.86920	63.46852	8.08815	63.93625	9.75163	1100.38919	1.00000	8.96642	9.43068
9.14994	11.34046	18.19854	50.72043	7.30635	8.82589	6.52722	9.73367	9.11750	44.47181	77.40174	7.39249	64.52621	6.38533	1060.75674	1.00000	8.93708	9.79211
5.60503	74.80555	7.93896	34.08565	9.46348	5.20077	7.07527	5.18291	4.92073	46.54024	61.04500	7.07137	33.13893	4.89666	1175.92259	1.00000	5.55579	7.48175
5.74868	-74.26419	22.26374	4.73245	9.70094	6.11004	10.00960	6.27076	6.41810	40.80406	74.62262	6.46544	49.60012	4.30105	1097.14672	1.00000	6.06847	7.75999
7.32773	-49.27306	26.11579	-25.42778	9.34351	7.60546	8.87367	7.43578	5.18231	37.34216	68.39648	7.77466	57.47798	7.83666	1141.16688	1.00000	6.73701	6.87706
8.03877	79.883	14.49523	6.9909	9.28258	5.54394	11.38937	10.08093	8.39903	54.37693	76.79961	7.22709	35.20846	6.63391	1096.28613	1.00000	6.10480	5.99289
7.21156	109.05389	3.26747	-7.51611	8.68134	7.68774	9.40870	7.05679	8.77458	41.34420	71.02778	5.98636	68.12437	3.71976	1106.64930	1.00000	7.39948	7.17998
7.62792	14.72443	35.80170	36.92574	9.03260	5.05957	9.06343	6.75039	4.92072	35.86796	65.83881	9.33606	61.39209	25.75372	1070.59901	1.00000	7.78961	3.94369
7.49135	-87.70172	27.32057	41.72059	3.94710	7.42109	9.22826	5.06695	10.54538	67.25628	65.89506	5.74764	49.80849	3.29726	1102.21686	0.00000	6.26237	8.62693
11.01125	-47.1725	13.04805	-22.57306	6.65958	8.00558	7.35183	3.27457	7.12545	61.69772	74.67828	7.36747	55.27566	5.38940	1061.76103	0.00000	6.41076	8.59945
5.60876	7.60872	26.67826	43.78956	10.18585	6.29286	9.18574	5.62019	6.38069	49.07732	77.65992	5.56035	34.68771	1.16726	1198.23600	1.00000	6.75830	8.80032
6.52019	38.94324	17.76897	44.98901	8.97624	7.56156	8.88759	4.28371	5.99872	38.38156	75.09240	5.98768	47.90862	3.80803	1067.64635	0.00000	6.26204	7.82628
8.75843	-42.19667	12.08226	-21.41222	6.15679	7.52788	7.62761	5.75032	7.18835	67.93974	86.91940	6.92707	63.15100	4.55948	1164.94129	0.00000	5.55141	8.96375
4.98155	30.79165	2.39863	-27.76952	8.52395	8.50706	9.63334	4.80155	6.83434	60.13422	63.05912	7.21578	55.90110	5.26916	1150.88967	1.00000	6.28330	8.82164
6.09583	-58.44417	10.61189	-3.14306	5.41561	7.10466	7.92812	7.78829	8.78629	57.22600	68.37536	6.48194	47.12998	4.64130	1146.71492	0.00000	8.22566	9.82624
4.58595	128.62667	17.01948	34.8825	8.48379	8.24269	8.80467	5.57999	5.97169	32.91435	79.73012	7.21735	53.28136	7.62912	1068.22033	1.00000	7.10601	8.75832
8.70477	-2.16	3.65186	34.31	6.40329	7.58876	6.65343	8.48081	8.75792	44.19350	64.70733	6.85050	45.87352	4.60739	1078.62491	1.00000	8.60207	8.00058
9.39356	78.55757	14.48737	17.34769	8.46324	7.28548	8.83384	7.68470	7.29166	46.17049	66.06030	8.53458	44.24056	11.32497	1114.64953	1.00000	8.01836	12.16982
10.12241	2.12213	22.05675	48.8222	7.12669	6.72612	12.00386	5.94923	8.34848	33.08107	72.26500	6.59494	43.63296	3.58158	1065.14510	0.00000	7.77298	3.74636
8.44072	-39.25	15.48641	-12.91667	9.97660	5.46214	8.54307	9.26732	10.27795	28.55374	79.67957	6.79703	35.31633	4.65755	1095.99926	1.00000	6.91025	9.23881
7.82505	78.25795	28.28970	9.82564	5.06997	8.17184	8.27458	5.12892	9.90635	56.70027	68.15028	7.88518	53.43923	5.78266	1104.94984	0.00000	7.60950	9.13887
8.59857	139.55722	10.27781	36	8.37263	6.38445	7.16867	10.84028	10.65272	51.73228	63.82636	6.63565	50.92051	3.81712	1119.05113	1.00000	8.37789	7.88407
3.57510	1.00288	12.02244	49.28669	9.41496	6.02367	7.01384	2.63672	5.72377	41.57345	78.29859	6.94645	36.81983	4.01129	1108.49209	1.00000	6.86551	7.28788
5.64151	16.91667	2.80886	-21.98333	8.00104	7.72055	9.98748	5.19948	5.99028	60.98782	78.69058	7.62167	57.65052	6.85732	1050.07277	0.00000	7.42048	5.53938
6.84244	-7.32097	1.95696	41.1053	8.29116	9.49472	8.74675	6.90583	6.04711	58.92213	78.68041	8.92827	55.82475		1159.07698	1.00000	8.70302	9.52726
6.47707	-88.31476	13.38198	36.61033	9.37287	7.39532	8.15089	5.73380	5.77399	79.85477	83.55212	7.69620	51.99941	8.80724	1193.31517	1.00000	6.69098	8.39773
3.52515	70.91106	3.32720	29.38242	8.41052	7.64537	6.44542	5.87938	4.38698	66.41654	80.83923	8.04777	47.62638	8.60748	1080.03655	1.00000	6.68100	10.05363
10.27391	-102.36764	26.06836	31.84568	3.31004	7.52464	6.04185	7.33650	5.16395	46.18408	62.45229	5.83077	73.39486	1.70944	1181.02405	1.00000	8.87634	10.90500
9.05816	120.33063	12.93064	37.65181	7.98802	7.49851	7.11585	7.34494	7.86646	47.27664	81.88022		50.44720	9.03653	1151.34674	1.00000	7.01855	7.62581
4.44441	-120.43572	28.47356	34.95303	10.12372	5.52995	10.77421	5.39277	7.53117	60.01574	59.45317	6.09046	51.74040	2.64183	1112.02748	1.00000	6.33366	9.30843
11.25765	-73.81669	24.36340	45.44868	5.62840	8.19547	9.31926	3.52483	7.62781	74.74673	85.47089	6.00614	47.61222	4.53173	1079.51460	0.00000	7.42451	6.35371
7.60603	-0.32247	18.46043	50.82882	7.44379	7.53542	7.48342	3.46227	6.76333	26.82593	75.99924	7.40297	60.68434	5.91800	1199.77027	0.00000	5.35389	8.54527
9.09729	-73.86586	13.71880	45.43341	9.49892	6.68265	9.92417	9.65260	8.81379	42.48339	75.76629	7.30297	33.40478	7.08456	1121.20728	1.00000	8.27618	6.85668
