C2H3NO5	O3	CO	TEMP	PRES	longitude	CH4	NH3	latitude	H2CO	Pb	PM10	PAHs	PM2.5	CFCs	warning	NOx	SO2
0.24505	7.53649	8.02002	13.35082	1142.72890	102.3278	4.81975	5.45437	2.2139	60.60714	59.84561	4.73285	5.90076	6.35052	67.33709	1.00000	7.43593	7.61093
0.13890	6.91786	7.72337	20.88709	1064.47923	86.51499	6.63581	5.73916	23.1959	34.23394	58.71417	4.20209	7.05555	5.40597	44.14040	1.00000	5.57939	6.78370
0.17079	5.76979	7.92306	16.73309	1154.42243	138.89585	7.74449	7.26185	36.33011	73.13742	55.74588	5.92434	5.49651	6.99138	50.93476	1.00000	6.13687	7.13739
1.01600	7.02985	4.32160	11.66121	1162.08413	51.3452	5.43636	4.90148	53.37596	47.99706	46.79558	9.09779	6.57129	6.35041	66.50835	0.00000	8.71074	5.53495
0.17505	5.87683	7.78902	36.44003	1056.71551	3.1631	7.39644	7.90987	41.91738	42.45498	53.00562	5.80456	7.17279	7.51511	37.77402	1.00000	6.29261	6.86362
0.38470	7.62254	4.02605	8.34181	1149.98612	-75.87877	7.95110	9.60814	5.6561	47.12423	68.54069	7.62548	7.41613	7.15049	39.57837	0.00000	6.61570	7.70126
0.31374	7.90553	2.32103	12.15410	1088.66455	-77.37331	3.75448	8.22833	37.60876	79.87386	47.80471	7.23440	8.20307	5.08779	71.10106	0.00000	4.47489	11.67266
0.42523	7.52176	6.50048	8.40601	1179.53825	-73.95097	5.58556	6.85056	40.72371	57.52195	67.49674	8.08511	4.78635	5.71044	35.25739	0.00000	4.73479	7.93052
0.14291	6.41023	11.50692	7.40589	1107.30746	-1.86343	3.07962	6.85050	38.10558	56.71033	45.93748	5.91262	5.88725	7.08221	44.93056	1.00000	6.90709	8.62365
0.16776	5.39929	6.13918	15.20391	1175.78025	-58.38341	8.50434	4.94545	-34.64966	43.49284	69.34075	6.17054	5.96037	4.59526	57.73364	1.00000	10.33612	8.24591
0.22431	8.35142	6.11896	-2.69055	1117.34793	-2.58736	8.79303	8.58949	56.56317	38.22037	64.59769	5.48706	6.35124	8.63411	26.23634	1.00000	5.34787	5.68760
0.76818	8.33660	3.18826	18.71405	1175.83045	-89.66123	5.43299	7.79861	21.28306	59.46021	45.03120	8.73871	6.25109	5.63123	31.58756	0.00000	8.20489	5.88341
4.45729	6.91438	0.92126	16.24738	1175.40144	67.84222	7.27063	6.63602	40.11583	28.57299	38.77137	10.67512	7.64313	5.42766	46.67211	0.00000	6.53174	6.42678
0.21674	5.64364	11.10360	23.97216	1089.60912	86.51499	4.63976	6.16147	23.1959	21.85808	56.87746	5.49922	8.74192	7.39087	39.28049	1.00000	10.25479	8.80015
0.13259	6.22536	8.70971	32.18266	1158.91619	120.82747	6.62457	7.40972	37.30553	46.93729	61.00814	5.02423	6.70618	6.81997	49.95814	1.00000	5.98279	5.90284
0.15827	6.95095	7.22767	16.73836	1125.08309	137.23333	5.65877	4.62439	35.8	34.81717	45.13006	4.24107	6.28613	6.80577	24.28264	1.00000	7.26903	6.78187
0.66030	7.74195	6.27859	17.31269	1088.06915	2.29026	6.07746	7.43291	48.77644	55.72319	45.62232	8.46152	5.84036	7.26536	43.19343	0.00000	6.67109	7.22384
0.77826	7.09455	8.04784	26.23932	1075.51335	-0.18333	1.44332	4.60510	38.96667	58.76322	56.31418	8.62182	6.26958	5.96370	43.79735	0.00000	3.00501	9.71001
0.36596	5.94335	7.94128	33.83378	1077.11406	-80.22588	5.30027	5.45016	26.2173	30.53506	48.51689	7.52212	7.27217	6.04508	66.39738	1.00000	4.93799	9.26081
1.91674	6.29670	3.87720	5.32822	1111.64117	-118.25508	5.71354	4.92935	34.14251	54.79522	54.20010	9.76839	7.89445	6.72793	54.33900	0.00000	8.45580	6.45802
0.11406	4.93814	5.21795	18.03967	1108.90555	4.63031	8.26536	4.26634	43.67681	41.64457	43.22251	4.19370	7.23101	6.89257	58.59492	1.00000	10.05748	7.32664
0.13387	7.10726	1.64679	15.79577	1061.12184	4.82313	6.24118	8.38368	51.24197	25.80072	36.74885	4.54374	7.01785	5.81251	68.34920	0.00000	4.72336	10.85907
0.16678	7.46093	7.27342	16.80028	1111.52283	29.41824	8.51903	8.21120	45.99194	40.72840	66.45596	5.15101	8.20847	7.28062	49.59118	1.00000	5.13396	5.32675
0.43237	4.97081	4.48285	14.57946	1086.84159	-86.99666	5.35441	8.49590	33.45122	56.33646	59.00099	7.99493	6.73716	7.21095	77.32061	0.00000	7.67485	8.69312
0.30774	6.69394	7.27837	23.73138	1159.52192	-70.6996	8.72370	10.74988	-33.59217	62.38331	68.26035	7.35601	7.48542	7.67869	36.64403	0.00000	4.28865	
0.18271	8.71514	7.61593	44.95904	1076.77739	127.08472	4.65644	4.36703	36.20389	42.07076	40.84013	6.25782	8.75188	6.39855	47.99915	1.00000	8.05654	10.26000
0.09302	6.89317	8.73374	27.65834	1138.32994	13.58357	4.20409	6.10900	-1.63333	52.57837	70.65597	4.71478	5.06942	7.14636	62.27042	1.00000	9.13587	9.00889
0.16978	6.70605	9.72432	9.01997	1158.63952	114.68333	4.09675	6.28647	23.73333	33.13498	52.46130	5.62403	6.77307	5.51010	45.79234	1.00000	9.52993	10.38104
0.34660	9.06460	4.93799	7.04110	1145.56370	11.04979	5.11286	7.90054	44.59445	67.40973	37.03580	7.63353	7.70358	7.58315	46.79832	0.00000	5.91855	8.75724
0.08764	7.31699	9.07524	15.11699	1073.48488	112.19028	6.38755	9.34719	30.35028	48.29217	59.27345	4.37438	7.13209	6.04571	40.36649	1.00000	6.22917	6.39220
0.42230	6.20861	6.21543	2.49193	1127.11981	9.15013	5.97487	8.14472	13.70727	72.18015	56.17917	7.84695	8.34038	8.31711	40.34116	0.00000	5.71289	7.22457
0.50936	7.86396	5.70690	7.72482	1092.72444	-46.99583	5.76800	8.07023	-22.97056	64.84712	37.31928	8.02135	7.92628	6.77744	38.77631	0.00000	6.70732	7.91563
0.16776	5.33444	9.85973	7.95270	1103.67338	135.21667	6.94025	8.21633	35.06667	69.66618	64.36620	4.35802	7.81523	7.93997	68.82390	1.00000	6.00937	5.80441
0.37378	7.34734	5.35453	-3.26941	1150.64319	12.87117	7.14072	4.69308	50.23271	46.19835	20.34744	7.55256	7.92357	6.22799	31.47764	1.00000	4.57778	9.02865
0.23765	6.52999	4.31398	22.57994	1071.19027	-1.325	4.89160	5.25624	38.47917	52.37395	57.10311	7.45071	7.60438	6.24181	60.71538	0.00000	8.20944	4.16178
0.39184	7.30801	5.92961	18.22199	1078.14645	6.83042	4.71915	4.05540	6.15038	33.40917	61.67298	8.11438	6.07252	5.48252	68.02161	0.00000	10.24945	4.58780
0.35026	6.53388	6.18664	13.72042	1058.22997	-42.29444	6.64281	5.58848	-4.24444	61.18695	57.51305	7.71535	6.49299	5.80826	65.10983	1.00000	4.58447	8.56091
0.09892	7.75326	7.05850	0.24486	1121.56081	30.91105	4.59418	5.76879	3.02013	62.30299	45.60540	5.10639	7.78801	6.91905	47.21548	1.00000	8.59466	9.05095
0.52144	5.14317	3.52402	16.22363	1069.09079	-83.2321	5.57955	8.43162	33.08014	50.18656	65.93743	8.19539	7.43171	6.40440	54.93805	0.00000	4.65231	9.81000
1.02258	6.95021	6.87229	15.95487	1093.01650	-122.86705	8.31557	9.05624	45.49428	44.20859	63.93032	9.11450	5.74431	9.25484	51.19280	0.00000	7.00452	5.37876
1.63239	6.88500	4.81439	16.84824	1096.97188	-52.35558	5.75233	8.55471	-14.66463	43.96228	66.78384	9.63295	8.43016	6.99062	89.94934	0.00000	7.92109	5.24221
0.42560	7.15875	4.04820	24.68183	1066.14413	35.34722	7.60086	6.63096	-23.85972	74.46364		7.80919	8.52329	8.56287	39.60385	0.00000	6.16671	7.09159
0.77081	5.86787	3.42678	2.39985	1103.77113	-96.72365	6.26697	10.86711	17.06542	41.25068	79.59654	8.69328	6.88907	6.18012	42.24372	0.00000	8.62480	8.14270
0.17824	4.82425	10.30329	11.67826	1103.37521	75.16878	3.48177	5.51137	30.81383	37.35450	55.91632	4.21392	7.88402	7.32506	65.92736	1.00000	7.80672	7.18625
0.15261	6.07031	8.59575	23.14013	1067.20462	29.91582	4.54040	6.27466	31.20176	41.21954	46.83868	5.22531	8.95410	6.16281	39.68172	1.00000	7.41662	7.94161
0.21627	6.30159	5.53389	12.21462	1142.77644	9.22796	6.22938	9.22331	48.46458	39.50991	51.01313	5.88384	4.82664	8.80803	55.26953	0.00000	5.25165	7.42429
0.25764	7.49022	9.60636	0.73160	1109.79618	12.6723	4.57026	5.99428	41.72063	62.52630	62.32989	6.39384	6.46297	6.31985	44.09419	1.00000	9.33409	9.59554
0.12080	7.23826	6.17109	20.23346	1182.67132	145.18333	7.60570	6.46821	-37.9	63.89357	58.36815	5.21630	5.97758	6.68390	45.50950	1.00000	5.19634	
0.34675	5.35605	5.66557	15.53653	1095.99485	34.33825	5.70497	8.64022	53.59782	41.98121	81.73283	7.64365	8.22853	6.63125	36.04311	0.00000	4.87170	8.01944
0.12238	6.29324	8.40310	24.52516	1169.95852	-4.83076	6.08391	6.32059	39.96348	52.42448	44.51688	3.90338	7.60273	6.22565	52.18272	1.00000	5.78846	6.74086
0.34285	5.77336	6.75779	23.31220	1095.99674	76.35484	4.94925	2.82788	10.10649	24.10656	59.37324	7.49573	6.12981	8.94912	51.73245	0.00000	7.57799	5.86648
0.22990	7.75557	8.64887	9.02784	1183.52863	-74.01042	9.36317	8.97891	41.50343	49.41226	61.40470	5.83542	7.54264	5.40444	55.30249	1.00000	4.85482	3.78847
0.27120	8.44723	5.78795	15.95945	1171.51213	1.6	6.83313	6.37379	43.11667	45.59343	64.46562	6.71736	7.92000	6.47211	78.45094	1.00000	6.58048	8.93175
0.12453	7.60974	8.80611	12.73468	1170.10058	-97.90308	5.06864	7.39856	31.12406	29.27040	79.23574	4.66506	8.63425	6.62155	50.51525	1.00000	9.98618	8.55216
0.15074	7.67367	10.02204	22.77291	1194.28542	51.3452	5.82943	6.27108	53.37596	48.57706	48.24954	5.16823	7.47284	5.71841	51.11206	1.00000	10.60920	8.17044
0.52548	7.28702	7.47349	18.69275	1142.93795	75.37991	9.73958	6.62521	25.75728	42.57755	50.72457	8.11508	7.66355	6.53251	28.26856	1.00000	3.37345	2.41424
0.27394	5.39512	7.36600	-3.12074	1180.78754	12.1369	8.70611	11.07167	51.04962	58.35862	57.52050	7.37964	8.13207	5.28856	39.23654	0.00000	5.65901	4.35456
0.24382	8.84221	7.09117	18.07617	1161.40045	-88.42814	7.13267	6.37805	42.16808	68.15838	51.11075	6.73179	8.74011	6.50955	54.80369	1.00000	10.72602	10.88433
0.61237	5.90843	6.01841	7.67486	1095.92067	3.1631	4.93164	8.55088	41.91738	53.80621	60.51776	8.52978	6.21510	7.28079	58.78595	0.00000	4.02311	8.40741
1.59111	7.31145	6.96526	22.83843	1175.78731	-8.07257	4.29005	5.33431	12.74409	69.86369	45.85610	9.61181	5.72695	6.15541	76.01197	0.00000	9.07965	3.43179
0.13124	5.59524	8.49621	28.12178	1150.66516	117.81667	3.59605	6.12926	36.81667	32.10764	61.56285	2.59225	5.70033	6.59942	65.01505	1.00000	7.33803	9.10467
0.19266	6.00736	4.75509	32.05951	1050.08754	-115.98391	4.90181	7.56107	36.20829	62.56057	45.40896	6.23464	6.07443	6.89895	54.78159	0.00000	6.87290	8.87878
0.07376	6.36887	9.23156	8.82238	1140.31896	-71.08977	5.66064	5.74231	41.9001	38.21409	53.56349	4.03936	7.46799	6.06340	50.96964	1.00000	7.07150	8.59956
0.29179	7.78937	7.37921	23.83991	1181.43114	2.59753	9.99099	8.31318	8.88649	43.30676	60.79831	7.31798	6.66737	6.32927	61.60386	1.00000	3.97586	3.33460
0.19292	6.64745	8.09161	24.25001	1179.03533	105.75635	8.26572	5.91649	10.29085	57.69680	44.81497	6.40977	5.85915	8.15498	55.99315	1.00000	4.89948	4.77353
0.83319	5.87324	6.00315	17.86482	1121.31546	75.37991	5.05644	6.71487	25.75728	51.53389	65.38305	8.68121	5.56187	5.46412	38.36527	0.00000	10.65588	5.83113
1.68077	7.55378	5.89502	41.59344	1110.22329	3.1631	4.31301	3.02569	41.91738	31.44486	53.14167	9.65880	5.21738	6.53368	34.79107	0.00000	10.32152	4.96978
8.53076	6.98757	2.01904	21.97170	1142.30552	-72.86843	5.93979	5.07912	41.27621	36.23182	68.23863	11.34891	7.39757	7.38337	22.78062	0.00000	7.73936	5.91650
0.14247	7.18753	7.22415	13.02558	1171.74813	13.28702	9.84593	8.49959	52.4581	44.49664	47.40018	6.03597	8.18622	7.40943	63.03127	1.00000	4.58756	4.45470
0.71800	6.58149	4.34619	11.12755	1128.15107	4.74161	5.68613	6.92466	7.62789	45.28833	45.71120	8.69689	4.69112	5.27255	49.17324	0.00000	5.79133	5.36886
0.21628	6.87430	9.54897	29.15423	1105.38541	100.24529	8.29988	8.64280	5.4709	45.67936	54.87995	6.03318	6.65322	5.14800	51.66932	1.00000	5.89847	6.14165
0.94990	8.02801	6.80782	10.66720	1059.36477	121.96361	3.96096	6.50693	6.95194	53.49417	56.17319	9.07620	6.51701	5.82244	42.82097	0.00000	6.63888	8.07481
0.22961	5.81737	7.38589	5.35651	1069.61490	-60.47389	6.14727	5.77570	-34.64167	79.25537	45.47104	7.29789	6.25566	7.25244	67.26186	1.00000	5.72914	8.50774
0.19280	6.19845	7.34905	19.78263	1187.12752	86.00214	5.58928	4.85950	46.51872	18.46071	70.27157	4.27228	7.00430	7.98689	50.08429	1.00000	9.61813	7.97862
2.21756	8.02970	8.31463	22.32238	1050.06716	-60.47389	7.73535	9.50371	-34.64167	30.35703	44.75128	10.00482	7.19881	6.86438	45.58018	0.00000	7.79387	4.09005
0.20646	7.42603	7.62096	1.17080	1155.20367	75.37991	7.94364	4.99224	25.75728	38.75467	64.53491	6.71436	7.04950	5.74637	60.14316	1.00000	8.17673	7.42426
0.21250	5.60901	9.40993	20.76183	1050.79317	-13.2356	7.01266	6.89667	8.48714	42.59137	48.06245	5.38363	7.22342	6.08690	75.94196	1.00000	5.44901	5.29640
0.13498	3.88301	7.34416	5.79574	1177.88250	67.84222	3.60635	5.45363	40.11583	79.41727	73.10103	4.08175	6.59915	8.27758	61.90952	1.00000	9.38195	9.92798
0.56815	6.35289	5.70465	18.41408	1179.84931	-76.72803	10.58097	12.63363	39.32288	38.15758	55.57499	8.39735	6.73334	6.57431	75.20719	0.00000	5.84648	4.32203
0.31256	5.45239	6.06897	-1.03997	1179.96961	-87.70172	4.47270	6.33128	41.72059	40.59544	64.28485	7.28782	7.51400	6.47686	48.31664	0.00000	10.65214	4.76299
0.39561	6.14435	4.32435	0.09278	1121.14021	28.67582	4.83490	7.40633	40.98894	58.28330		7.60123	6.62359	6.16043	61.00951	1.00000	5.06984	9.82446
0.08101	8.03488	8.32090	22.63793	1074.44528	38.12408	6.37216	4.18612	53.77166	49.28335	61.08224	5.59203	5.99985	7.14634	52.61070	1.00000	9.66042	8.62232
0.96030	5.49119	6.68357	15.48477	1076.31018	-122.24064		5.62141	47.80527	55.16359	83.46684	9.04087	6.09880	7.21393	25.69733	0.00000	5.35050	8.62446
0.20025	7.28032	6.06158	31.55813	1123.74226	7.36027	7.01124	7.65577	51.20219	49.73993	59.59433	7.64525	6.95616	6.18742	46.83932	0.00000	5.07074	7.66068
3.29139	6.76622	5.35375	18.88519	1187.01328	-80.08199	4.52162	5.86408	35.88264	56.17607	65.04884	10.37175	7.75306	7.73505	50.95955	0.00000	12.96080	4.80350
0.19135	7.43795	8.53795	16.46293	1194.79920	83.62389	7.32033	9.32640	53.30972	37.94115	56.61585	4.10494	6.72066	8.68423	54.05262	1.00000	6.95315	8.48854
0.05220	8.54769	8.90099	16.22496	1119.62700	76.11996	7.96218	8.26476	11.12018	58.97922	72.96048	5.15938	6.57792	9.32527	48.02994	1.00000	6.07829	5.90113
0.79205	7.67134	6.18809	30.28810	1138.33239	-35.03333	1.94428	5.09395	-8.28333	38.17983	60.55441	8.80292	6.04743	5.90764	40.09941	0.00000	3.43087	10.63109
1.86434	6.61416	4.92536	20.98744	1150.13947	75.37991	5.82130	7.22073	25.75728	72.42336	82.67568	9.70414	5.99925	7.80493	51.21451	0.00000	8.30268	6.36468
0.63438	7.34119	6.53690	8.55984	1081.00591	35.34722	5.12307	8.88342	-23.85972	57.10506	49.07127	8.65318	5.68768	6.54994	50.11186	0.00000	4.43040	7.61377
0.20040	6.43715	6.81435	19.10284	1056.24743	4.08282	7.86514	6.74402	36.61954	70.14432	51.48573	6.02392	6.03524	6.43672	43.32278	1.00000	4.96639	4.96927
0.26321	8.91052	6.90319	11.47306	1090.70843	-97.35992	5.57051	5.12476	19.8173	42.77837	72.84614	5.59452	7.21254	7.17443	29.66985	0.00000	6.76043	6.21342
0.14756	7.55508	8.20947	22.35783	1060.45453	-0.33525	9.18222	7.16067	53.7446	58.94445	60.80359	6.76482	5.96255	7.15256	37.58085	1.00000	4.86498	4.51248
0.41279	5.57557	7.01250	17.44757	1107.71400	19.27498	5.90811	7.63388	50.20528	42.13216	62.19013	7.85507	5.98171	6.20454	40.14401	0.00000	6.06676	6.96580
0.14415	8.01114	6.36455	-15.89030	1109.90589	42.54536	8.45559	4.69249	-0.35817	73.50598	74.35099	5.86689	6.69436	7.78790	71.02672	1.00000	9.15339	6.86198
0.22601	7.57144	7.12765	6.43702	1172.82668	6.51352	4.69892	9.87231	51.19139	35.31736	56.53432	5.94134	7.45643	5.01903	52.48444	0.00000	10.83709	4.84085
0.19780	6.03152	3.94140	4.64680	1071.81370	9.29109	3.01021	6.25921	45.39402	44.45288	58.98249	6.84032	4.09493	7.62514	56.26895	0.00000	4.68585	11.37437
0.19959	7.20562	5.15454	14.31861	1057.11256	72.34424	5.96106	6.77479	40.78206	59.91285	42.90829	6.14869	9.01391	5.77031	38.20771	0.00000	6.73004	6.33911
0.31565	5.78928	1.80021	-2.30618	1074.02130	135.31667	5.98288	10.73486	34.25	42.21845	28.58365	7.28270	5.53206	6.57337	38.85668	0.00000	6.22397	9.86872
0.10897	7.14087	8.81070	13.21541	1097.10849	-2.77259	5.79398	6.71827	37.49073	49.79637	62.21333	3.79256	6.86798	8.22644	48.16541	1.00000	14.07851	8.84978
0.12916	7.07570	7.25674	13.88970	1184.97819	98.6738	5.79296	7.78699	3.7278	53.16468	43.15662	3.92753	6.60580	6.72119	51.51106	1.00000	7.81915	9.69881
0.81881	6.27713	5.84231	23.27774	1124.94150	4.25633	5.38403	6.78095	51.21187	57.45312	55.47809	8.88577	7.78950	7.13500	38.71080	0.00000	8.48047	3.90270
0.27064	7.43252	9.16076	15.63357	1111.60768	30.38167	6.68042	6.78464	59.80917	73.00347	53.85239	6.89059	6.71196	7.83917	55.66798	1.00000	10.11713	9.57323
0.20671	6.18613	6.46901	17.13885	1180.05634	-89.66123	5.89418	4.65435	21.28306	46.57642	57.54321	6.90061	4.82829	7.03688	75.39505	0.00000	6.50481	6.29260
1.03464	8.11781	4.53539	16.98773	1193.01797	77.54372	3.61865	6.23187	10.12268	68.25135	61.79042	9.17598	7.88962	6.96908	53.93751	0.00000	5.88085	10.32581
0.28558	6.94766	8.97544	25.06695	1087.86935	14.30935	7.65971	9.10378	40.92298	54.99683	34.98915	4.04574	7.79233	7.26661	32.55407	1.00000	5.44830	4.36433
0.14980	8.42021	7.63700	32.73388	1174.54651	98.6738	3.98501	7.10879	3.7278	48.74964	71.50452	5.06782	6.84978	7.87715	41.38984	0.00000	8.87814	5.88739
0.13978	4.89100	6.30825	16.09080	1123.70086	111.73861	7.36130	8.17690	35.20889	53.59950	49.78020	4.56479	5.75738	7.10883	36.30511	1.00000	5.97911	6.80003
0.83351	7.25956	6.12802	39.22492	1060.47389	-2.12139	5.57955	8.47921	52.48173	33.12334	45.80640	8.86210	6.53701	7.46408	65.96579	0.00000	6.10447	7.39507
0.11551	7.03515	7.07358	12.11333	1101.62474	11.37703	4.05298	4.79376	48.06919	45.74828	70.07788	4.85402	6.22562	8.03917	62.35434	1.00000	4.65707	7.90325
0.36802	5.97199	7.79156	19.56294	1061.90062	-90.10674	7.74574	8.32528	29.84576	41.48550	62.28059	7.39357	6.99327	8.30070	47.59014	0.00000	6.85258	5.09628
0.21920	6.55796	7.62694	18.69834	1134.43531	0.30367	4.09955	4.69229	51.38673	56.89972	61.18538	4.83639	6.91142	6.19902	26.88828	1.00000	5.03692	7.20976
0.69698	8.12809	7.18837	29.99949	1188.26221	38.07083	3.99816	6.12996	54.90083	22.18331	65.92916	8.41389	8.12688	6.42458	51.74092	0.00000	6.41670	7.96762
0.10546	7.61681	6.16655	11.31515	1069.07581	88.1453	7.50037	5.70368	22.4711	39.50408	73.43736	5.62344	8.23091	6.85094	60.85706	1.00000	4.62381	4.67394
0.07514	6.35417	9.67359	18.68325	1094.43581	-122.23484	8.71499	10.43243	47.38093	40.96118	51.84862	4.91259	7.69552	7.17971	53.82910	1.00000	6.25119	5.47291
0.25701	7.58263	6.54098	15.55881	1143.88794	-82.4017	6.16010	5.63687	23.0072	29.19715	56.98150	6.31507	5.34470	7.49065	53.18259	1.00000	6.38706	8.24580
0.20256	7.09241	8.01503	10.76933	1052.45156	32.88667	5.91263	5.43107	3.27833	40.16985	42.04380	4.80105	6.71776	8.75038	46.60532	1.00000	8.12590	7.11413
0.22417	7.19255	8.78099	2.01272	1103.43913	-75.23266	5.20081	6.59584	43.1009	55.29435	54.89835	5.87330	7.43239	7.15543	32.62557	1.00000	7.75863	8.51850
0.31920	6.69994	10.33578	3.98306	1152.89572	34.02537	8.47126	10.75313	38.37255	63.80646	45.75317	6.75172	10.09420	6.89970	43.01994	1.00000	6.46311	5.79664
0.20881	6.90598	5.70081	42.85906	1090.98658	12.87117	6.08873	6.15942	50.23271	42.45758	69.11234	6.38738	7.86850	8.36298	46.37687	0.00000	8.24023	4.85335
0.22951	6.11898	6.11218	22.86873	1187.02834	31.33078	7.18599	7.10934	47.56494	47.93817	70.25382	5.05665	9.05946	8.60889	63.53913	1.00000	5.41495	5.95221
0.16775	7.66686	6.68258	19.14658	1123.87629	114.51667	9.00334	6.96216	33.78333	53.47741	44.29003	6.88289	6.23406	6.52703	55.02861	1.00000	10.52733	8.93799
0.14630	9.73631	5.48421	21.08340	1104.45155	-122.86705	5.41781	5.09466	45.49428	55.53191	52.56242	3.98749	7.09302	5.72831	52.50397	1.00000	5.03445	6.74321
0.07277	6.46496	7.42959	23.29431	1064.41317	-75.11028	6.28635	5.36211	-15.21194	49.54702	65.95407	4.36589	7.05355	7.72433	40.98039	1.00000	9.72510	8.07051
0.17363	5.73040	9.17467	-2.77270	1101.98120	-95.36969	3.03497	6.06672	35.74788	64.83435	34.33103	3.54565	8.03176	6.23343	50.40431	1.00000	5.45761	
1.49586	6.31284	4.28993	-2.25351	1069.46188	83.36889	4.99958	4.11922	26.76628	66.69462	60.88745	9.49459	6.50926	6.79381	58.76195	0.00000	9.32640	3.51172
0.23287	9.02134	8.41885	4.29150	1165.22984	-71.08977	8.30830	6.30856	41.9001	33.14922	64.54763	7.11845	8.26599	8.29323	51.90166	1.00000	9.42660	8.09797
0.19868	6.64897	8.70705	24.00764	1093.57173	29.24152	6.44261	8.68736	-26.93366	43.74707	51.97171	2.76046	7.94832	6.55551	49.18293	1.00000	6.94145	8.08581
0.21591	5.08438	7.12284	18.85654	1091.45051	-94.91386	6.96241	6.95053	17.94979	55.83631	67.45777	6.57768	6.91235	6.45576	66.41465	1.00000	8.10503	8.14534
0.22142	6.94670	6.72080	14.65062	1118.22498	-73.9625	4.90406	6.54865	40.81	32.10315	49.18469	4.99838	8.61605	6.44905	51.11441	0.00000	6.38242	4.80451
1.77591	6.84274	3.78257	13.30151	1090.85265	71.21169	5.55069	3.16314	21.59983	34.18266	60.42611	9.74193	7.13108	7.63810	50.80555	0.00000	10.11751	5.11644
0.98345	8.01897	7.24906	6.51327	1061.56463	-39.25	4.41689	3.19080	-12.91667	73.85859	71.68224	8.97823	6.17812	6.12166	48.49538	0.00000	8.85356	3.48327
0.15888	5.19948	10.29675	29.25497	1148.09615	0.93333	8.50854	8.19500	52.68333	24.39467	55.28520	6.07672	7.51852	6.60424	41.78739	1.00000	6.32646	6.07071
1.80872	7.55100	5.52564	30.19035	1058.38918	24.99798	4.36197	6.30606	-8.73508	40.19839	78.11380	9.72175	6.80478	5.15877	47.87052	0.00000	10.10927	3.58498
0.20369	6.28987	7.27375	23.30731	1179.38374	4.74161	8.63214	4.81486	7.62789	49.06708	53.35887	6.02196	7.06383	7.37327	62.93347	1.00000	11.43064	7.94775
0.27205	9.15107	8.56857	21.41905	1060.30525	115.70111	7.03544	6.05953	37.73222	36.87232	67.34293	7.01988	6.38953	7.76561	57.63852	1.00000	8.92070	8.90372
0.50359	7.93670	7.99584	0.69171	1165.82710	136.84186	4.30076	4.96250	34.4833	59.25299	50.13092	8.01058	7.90636	6.05235	30.23955	0.00000	10.15620	4.27850
0.24635	6.93153	6.74967	5.24552	1162.50650	-2.68333	7.10949	6.03203	43.31667	47.99205	51.13862	5.57068	5.33323	4.82758	56.44806	1.00000	8.19732	8.25910
0.20297	8.06994	7.67708	3.26853	1183.64198	17.58522	7.98852	5.20596	40.53123	68.49080	49.81264	7.02293	6.93202	5.77255	65.49604	1.00000	8.05536	7.35810
0.36199	8.24049	6.15581	17.93301	1164.69702	4.69889	5.40501	7.83783	50.56149	49.35342	54.65583	7.80143	6.88912	9.28074	64.74189	0.00000	5.41094	7.89220
0.23394	5.91538	7.44380	22.56253	1179.06658	86.51499	7.45914	8.07143	23.1959	51.41754	58.77906	4.20156	6.39479	4.86326	36.90369	1.00000	4.86607	4.51039
0.16702	5.33707	8.66421	11.56313	1057.89648	8.63333	3.98567	5.66931	52.2	28.53494	53.55914	4.43471	6.56113	6.92585	34.58239	1.00000	5.91114	6.31429
0.55592	6.57678	5.13242	24.78690	1144.92698	-82.32483	6.90399	9.27642	29.65163	42.91501	59.07894	8.42214	7.21083	6.07067	54.09863	0.00000	5.51500	7.52846
