PAHs	O3	Pb	CO	latitude	PRES	longitude	C2H3NO5	PM10	CFCs	NOx	SO2	PM2.5	NH3	warning	TEMP	CH4	H2CO
11.52513	8.56685	60.50486	7.51467	38.96372	1178.81497	-76.99081	7.58891	7.80995	57.41323	4.07926	8.23954	4.15364	7.44105	1.00000	28.92697	9.40410	56.19169
8.11779	4.50204	40.98177	8.65275	29.21399	1136.27519	78.95693	3.96602	6.20496	57.90148	5.65990	6.76580	6.91727	7.66545	1.00000	3.22016	7.59413	72.83678
7.25648	9.51103	36.34584	4.81427	40.70995	1106.07371	0.57856	3.85217	6.42515	84.21757	9.49110	7.16871	7.70007	5.95177	1.00000	11.94371	8.61497	44.25529
4.35346	6.94883	55.96694	5.78734	50.50301	1149.36769	13.63617	5.69509	7.08333	69.18358	6.99459	6.87519	8.88833	7.74890	1.00000	23.02220	6.98285	65.43348
8.24898	7.94661	55.08410	7.64436	23.73333	1194.26676	114.68333	4.21800	6.24406	78.39148	5.22802	6.03798	6.69298	6.86515	0.00000	10.31585	7.39483	31.10070
8.18813	9.65831	44.48070	4.78436	31.20176	1162.02828	29.91582	7.68268	8.06676	82.05811	8.66256	6.54504	6.14055	8.52663	0.00000	6.18011	6.87348	53.92903
8.37837	4.74959	61.52912	4.30876	37.35813	1092.82093	-6.03731	7.32956	7.53698	71.22756	8.21082	6.39890	6.47742	5.35857	0.00000	25.25896	8.95415	41.17937
5.28916	5.05835	63.52052	6.55054	12.74409	1137.41679	-8.07257	3.92745	6.98323	61.32526	9.05348	10.10733	12.10939	7.05144	1.00000	4.50102	7.56455	49.48125
9.66964	5.66080	59.79779	6.50756	53.6052	1168.76446	10.03988	3.88435	6.94725	66.07456	6.73044	7.29810	7.90729	5.39270	1.00000	31.95360	6.23037	43.15443
5.48756	8.11672	61.22663	5.51925	18.20854	1092.86056	-71.10077	7.12729	7.55364	65.98488	7.09750	6.76669	7.92572	7.63351	1.00000	7.49145	8.15416	56.38549
9.08523	3.77140	43.38369	6.30330	33.86419	1079.74635	48.26258	6.66479	7.59809	66.54266	8.28177	7.61213	7.96997	5.87421	0.00000	24.96746	8.43555	64.10651
10.04870	10.05186	42.30831	7.93537	57.14369	1149.55523	-2.09814	6.49277	7.01031	67.56663		6.27786	8.11605	7.70799	0.00000	25.05703	6.08669	59.79845
5.55751	8.21312	35.82848	6.01650	41.0051	1075.26955	-73.78458	6.15989	7.18588	70.00549	8.17125	5.84047	8.16554	6.33510	1.00000	6.88536	8.87895	31.67296
6.44939	7.95976	46.98316	4.28795	42.64031	1120.12676	125.51176	5.83288	7.10860	76.43810	8.62215	6.03658	9.53561	6.26424	1.00000	8.24408	6.29297	49.07985
5.21048	8.53984	55.71644	3.65967	34.25628	1183.26260	-78.04471	6.85346	7.62729	64.17680	5.41348	6.50372	8.18409	7.40672	1.00000	8.85830	5.51239	50.28163
8.64333	6.38016	43.32639	4.30635	40.24537	1098.00847	-75.64963	3.21200	6.11563	68.85902	11.63519	7.09287	5.31312	5.93892	0.00000	20.24117	8.69943	60.69532
7.79716	8.21473	35.12292	7.38283	13.70727	1128.40980	9.15013	4.09349	6.14872	79.83236	5.11557	4.98772	8.16990	7.07597	0.00000	14.85690	8.83468	51.99350
7.58119	6.77007	53.02117	5.62511	19.8173	1081.99276	-97.35992	4.52322	6.66750	65.67202	6.54479	7.78464	5.26428	6.72183	1.00000	-5.82102	9.39318	45.42406
10.81726	7.29977	65.65547	7.58559	8.88988	1149.56583	-79.62603	7.83024	7.71765	77.05857	4.33825	8.11462	3.52387	7.93759	1.00000	25.38018	9.45432	51.71010
10.21152	5.17443	49.91431	6.04766	55.63711	1161.62552	37.38115	3.96367	6.31726	71.34232	8.06352	7.99148	10.25517	5.75271	0.00000	-8.24018	8.74186	41.57949
6.74531	8.97476	55.84528	5.65529	48.98333	1116.61887	2.61667	3.00677	4.82645	59.67541	8.75045	7.80688	9.21587	8.14135	1.00000	20.84498	9.52093	46.41497
4.87137	6.99975	60.39436	5.69201	55.85	1138.75478	37.56667	6.41636	7.52869	70.89228	8.06200	6.31833	10.51708	6.26452	1.00000	-0.22155	6.58322	59.10603
4.08617	8.64745	36.04383	5.40557	-5.85746	1099.99598	144.23058	10.67939	8.28781	71.91906	6.00231	5.72458	5.74323	6.90996	1.00000	16.02041	7.54780	46.68065
7.14530	4.51855	38.43251	4.42107	15.58552	1182.50774	102.42587	6.55060	7.14488	63.29732	6.06405	6.60876	5.29429	8.02176	1.00000	12.73455	8.27557	59.39413
4.21522	7.22033	52.86471	5.58147	-21.41222	1080.52153	-42.19667	2.70408	5.16215	69.91094	6.54913	7.32979	6.53364	8.30277	1.00000	5.48769	7.54637	45.30916
5.18621	10.13009	40.25365	5.94653	14.53767	1115.38471	46.83187	3.60758	6.91430	87.74358	8.00288	5.15802	5.78804	7.70429	1.00000	18.00690	9.08182	57.28062
10.32049	8.13124	40.81424	8.72516	39.33427	1096.00695	-76.43941	3.09232	6.71412	68.11394	3.54423	6.87479	5.95506	4.85981	1.00000	17.07973	7.92018	49.79726
9.94794	7.06869	40.90249	5.49876	-17.83333	1094.20950	48.41667	5.67277	7.09578	62.79937	7.83498	6.80282	9.00605	6.84434	0.00000	17.59698	8.88535	72.15961
8.85628	8.47760	52.86999	5.79543	52.09	1107.76125	5.23333	4.55969	7.04443	92.45764	8.12484	7.12716	6.37155	5.78189	0.00000	14.80646	7.42874	54.26818
9.24719	4.93297	51.09519	4.92689	-16.25	1090.82645	-69.08333	4.94439	7.00675	68.54948	8.13416	7.09704	8.65816	6.02851	0.00000	14.61354	8.64472	46.26087
6.47810	8.46679	47.18405	4.84461	52.53048	1082.60167	13.29371	5.09205	6.96445	66.47745	9.50490	8.04853	8.64479	6.23385	1.00000	10.94357	7.44622	45.45502
6.75424	7.62150	41.25477	5.08358	43.11667	1198.54337	1.6	7.41548	7.86421	68.99199	7.77773	7.22327	8.21514	8.13111	0.00000	24.75587	9.30853	40.26397
8.18314	6.97174	64.03612	5.13177	53.00974	1092.13449	-3.05814	2.91979	6.23780	65.28582	8.89527	6.45052	7.30253	7.19135	0.00000	16.46625	6.99339	60.29198
6.96009	7.46315	61.57749	4.79181	50.79205	1157.00117	-1.08593	3.30132	5.65684	83.51595	9.18269	5.79089	9.61665	6.91611	1.00000	7.30473	7.50326	71.24117
3.69671	9.14236	50.37289	6.61271	12.04161	1066.62346	75.35927	8.94714	8.21534	67.33900	6.97172	9.39826	7.54514	7.52384	1.00000	14.77925	8.26343	45.27212
3.00107	7.71913	32.37716	7.49293	50.06	1189.31855	43.2379	4.50775	6.22657	58.49146	6.45387	6.84253	5.61692	8.99598	1.00000	18.29230	9.37657	47.11667
3.38503	7.24456	51.10624	6.96597	25.80565	1052.35183	68.49143	5.15302	7.05581	53.42588	6.66291	6.92003	7.14166	7.97000	1.00000	15.58841	8.45895	62.69962
3.85030	7.35552	83.53449	5.42313	52.09	1127.06822	5.23333	3.88112	6.63175	78.72668	6.29674	7.21661	6.62149	7.87750	1.00000	20.93947	6.88070	51.07949
5.06754	7.42712	64.54384	6.08995	38.96372	1078.51619	-76.99081	4.88670	6.84974	65.38627	6.73238	9.38904	10.35367	7.77318	1.00000	21.92842	7.89919	68.18413
7.61431	9.83101	60.70666	4.83493	40.87363	1058.68438	14.34085	3.83146	6.08496	56.24986	7.14545	8.26102	5.96156	7.83430	0.00000	-4.28265	8.31332	55.82007
8.15842	4.57166	44.46712	4.75604	31.82539	1172.76691	72.54064	6.49513	7.95377	65.81897	6.77651	7.77250	5.05215	5.48550	1.00000	5.73122	8.60908	30.51105
5.08321	11.02199	56.82462	6.25941	21.46527	1108.09622	83.97573	4.97089	7.14237	77.12030	7.91227	7.95497	4.85860	6.91844	1.00000	13.06542	10.35375	49.60887
9.07686	8.02584	46.86007	5.53007	41.55815	1064.68915	-73.0515	5.51173	7.17413	71.99910	7.98329	7.09240	9.17403	6.78914	0.00000	27.82058	8.96526	55.40375
6.13408	4.49864	54.19290	5.11034	43.67681	1181.35873	4.63031	10.03000	8.06668	68.87110	7.06823	7.58229	7.06880	5.96835	1.00000	25.21112	8.48414	45.42943
9.69447	6.61496	44.43612	8.00185	33.44872	1131.16739	-86.78777	5.90871	6.63611	81.19942	5.54633	7.37947	3.91783	8.41895	1.00000	0.18991	9.34469	43.00014
4.55030	8.17212	58.76359	4.97601	54.90083	1161.91233	38.07083	4.04947	6.30002	79.71415	7.66420	5.55457	7.73998	6.88773	1.00000	3.52403	6.37498	48.69043
6.59919	7.46721	66.33088	4.78713	9.89206	1127.70619	43.38531	6.30750	7.78753	64.33142	8.70373	6.70232	7.23859	5.19533	0.00000	22.30541	7.25490	61.80464
7.22118	5.22806	55.74329	5.03423	27.34089	1175.21466	117.4831	4.76211	7.44328	66.36436	6.91665	6.91715	5.63275	6.08278	1.00000	23.54305	8.99383	64.31541
9.58082	8.06150	51.53195	6.80519	6.46346	1131.79834	-2.31938	5.08805		72.03477	5.72458	7.47301	8.60408	7.08601	0.00000	29.38123	10.00674	46.96669
7.14310	5.10764	53.08472	5.86571	27.71809	1144.32397	-82.35176	3.76826	4.72029	67.48199	8.14579	6.62021	7.37120	6.65603	0.00000	12.95629	8.59911	47.74942
5.32453	4.39057	30.67955	3.53347	51.64316	1172.54735	-0.36053	10.77740	8.29873	66.51606	7.98240	5.23390	9.16009	7.86900	1.00000	24.43834	7.21158	50.99405
3.06147	8.12867	48.11466	5.37618	51.168	1147.80877	7.973	7.52701	8.03539	62.62675	4.21584	6.43988	6.97946	6.45900	1.00000	28.31743	6.66865	48.43094
7.93274	5.24172	55.23691	5.22274	31.92923	1193.29527	34.86563	5.94630	7.03207	70.77054	6.51468	5.68812	5.40145	7.81136	1.00000	17.65926	8.44405	61.97273
6.15366	5.50038	18.08913	3.78859	-1.26424	1157.80366	104.09701	4.69440	6.21694	59.90748	6.68106	6.96479	5.66265	6.64614	1.00000	11.66446	8.99014	62.17631
5.56576	7.71539	64.75836	4.83872	55.85	1195.98061	37.56667	8.37093	7.61253	68.63362	6.93760	6.84325	8.60633	8.59316	1.00000	12.96070	7.25493	30.56978
7.44967	5.59140	57.53888		23.02677	1072.06804	113.13148	4.98845	7.21278	73.22665	6.45262	7.67514	4.63034	8.01928	1.00000	35.55828	8.28487	42.82895
8.38172	4.98974	41.46405	5.11275	40.68066	1195.49586	-73.47429	12.42552	8.42533	54.52661	8.26831	5.56204	8.05511	6.32733	0.00000	8.50175	8.10184	58.51996
9.45798	5.62278	46.10198	4.45638	-2.13404	1160.41684	-79.59415	5.18392	6.79781	62.98762	5.39453	7.49539	4.26964	6.93003	1.00000	8.07928	8.34079	74.15902
4.57137	6.36518	40.05238	6.64451	34.85	1050.50763	117.33333	11.45881	8.43710	74.22421	7.50122	7.98547	8.57726	7.20103	1.00000	13.42005	8.61403	52.06270
4.95097	7.78981	66.12643	6.21136	32.61603	1061.07517	44.02488	5.86693	7.00020	73.73724	7.71811	6.79156	5.47614	6.99538	1.00000	12.84288	9.03028	46.86031
10.74356	4.94921		6.13355	18.18158	1126.05399	76.03889	4.33052	6.26140	60.48071	8.35048	6.24695	8.91076	6.69550	0.00000	-1.09499	8.16785	50.76332
6.92453	4.31943	50.73819	7.31748	36.65	1185.66275	138.31667	8.73660	8.07507	63.92076	6.70418	8.73238	7.29291	8.01521	1.00000	4.67553	7.64329	29.55571
5.52778	6.49755	36.61528	6.82190	-2.90055	1063.21383	-79.00453	6.26913	7.09116	70.02535	9.65407	5.83932	10.27301	7.21629	1.00000	30.70666	8.40036	45.16279
6.79334	4.44782	36.26779	6.64632	42.64031	1169.95408	125.51176	4.85977	7.38838	68.33712	7.05278	5.81772	7.35390	6.35222	0.00000	13.31801	9.47662	44.87922
8.43147	8.79967	76.33745	7.52975	6.8485	1127.16701	3.64633	3.28321	5.92208	67.33130	9.38355	5.55754	2.84213	8.28349	0.00000	3.62322	10.95520	26.69099
8.70164	7.71322	41.44545	5.00829	37.19723	1167.98154	122.05228	3.95544	6.22167	59.80152	7.34356	8.31258	8.51655	5.47978	0.00000	17.24267	9.98364	38.83938
7.00755	7.58134	61.73228	5.75831	37.74615	1056.91881	-25.66689	3.38744	6.90224	67.18750	8.45537	7.21960	8.71248	5.11949	0.00000	15.96158	7.81623	58.49650
9.38833	5.99108	59.60627	5.59577	6.15038	1113.40484	6.83042	6.84557	7.46950	69.69710	8.71025	7.38489	8.65583	6.89910	0.00000	23.48082	7.41855	35.58343
9.27963	10.88464	36.58132	5.98549	5.30383	1163.53684	-1.98956	5.98762	7.47559	60.47724	7.82041	5.76248	3.94131	7.08749	0.00000	14.46070	9.29601	59.57633
7.44167	9.16635	52.29792	5.39841	12.25282	1104.97195	79.41727	4.81934	6.82598	64.96845	7.22660	7.07056	6.95772	7.03159	0.00000	13.61873	9.15461	40.08253
6.38095	8.27053	49.75821	5.85152	39.46667	1190.04120	141.95	4.39271	7.20679	72.34161	9.59026	7.60876	9.32767	6.09469	1.00000	13.08552	8.43333	42.66254
8.37717	6.67338	51.20549	6.79358	26.32293	1189.90826	91.00632	7.39676	7.91192	99.53796	5.63197	7.36300	6.61113	6.13619	1.00000	17.90155	8.67057	63.32918
7.74161	7.39403	74.99678	4.68307	38.96372	1112.58072	-76.99081	5.69253	6.87536	67.57241	8.43252	7.15333	8.02409	6.97791	0.00000	40.11748	8.15074	54.16219
6.39718	5.63397	42.19337	2.86049	39.00622	1068.55385	-77.4286	8.15923	7.93510	80.49222	6.72659	5.66384	6.64276	7.26079	1.00000	16.76961	7.86085	47.64847
4.24449	7.12120	52.34895	7.25834	32.9156	1188.54692	-117.14392	4.99009	6.69391	80.16982	8.90704	8.36263	8.55102	5.48755	1.00000	25.30116	9.05700	56.27008
10.15801	8.28631	46.08634	4.84184	22.88783	1058.41768	84.13864	8.12088	7.55954	59.95994	8.72799	7.55158	6.72482	6.96274	0.00000	16.91178	9.55944	52.11635
8.10711	4.68688	58.36126	2.28550	51.40148	1198.92338	-1.32471	1.84809	5.51952	71.74214		6.80803	3.87113	7.15892	1.00000	26.46277	9.08662	53.06765
8.49651	6.33555	56.46211	3.20082	-10.33333	1163.08665	39.28333	10.52455	8.24967	62.40252	5.46963	8.21379	6.31534	6.75053	1.00000	12.62676	7.35514	40.05683
5.85794	6.30296	52.30530	5.66245	-28.44917	1149.49622	-52.2	6.03881	7.15385	80.34120	8.41168	6.50210	10.73259	7.48333	1.00000	17.45819	7.23573	44.19263
8.38494	8.96735	68.18489	5.76870	39.78504	1109.31805	-85.76942	3.44576	6.82828	70.74066	6.78409	6.74457	7.55110	7.86285	0.00000	13.08574	9.03152	66.23557
8.35350	7.77050	73.87398	5.90509	49.88307	1166.35600	-119.48568	3.48027	6.78191	75.40647	7.63659	6.54700	7.58720	6.95499	0.00000	20.00965	9.06707	57.06929
5.68630	5.02636	46.09536	4.33172	54.48147	1160.96487	53.47103	5.55221	7.35939	70.08997	7.19446	7.48618	8.43836	6.47289	1.00000	7.69288	7.23928	69.78643
8.02365	5.15604	40.72366	6.26586	53.5942	1172.05857	25.8191	3.09279	5.69023	73.09512	5.63924	6.33510	5.72934	6.39543	1.00000	9.71016	8.48487	62.90391
7.41795	5.74835	37.30550	6.59604	33.7207	1136.84208	-116.21677	5.20683	6.72996	77.17569	11.10069	7.07547	11.14516	7.49728	1.00000	8.23571	9.75023	62.95188
5.16127	5.72962	58.05908	5.33553	53.94313	1111.49147	10.30215	9.95533	8.13032	62.34490	8.65290	6.95032	6.89390	7.17966	0.00000	15.88653	7.46974	35.42641
6.78322	8.35151	48.01865	4.17190	55.62047	1124.37174	37.49338	3.94998	5.15378	51.64357	8.21523	6.19485	9.22845	6.59208	1.00000	31.88040	7.05596	54.49490
7.92706	6.87783	48.40161	6.11189	31.82539	1146.58450	72.54064	11.35918	8.44300	67.23125	6.61942	7.54588	4.46495	8.28068	1.00000	17.52876	9.87635	39.36282
6.42312	6.60895	33.18397	6.06202	22.10194	1072.71406	85.37752	5.74483	7.09145	62.94701	7.05263	7.25249	7.96065	7.05953	0.00000	16.79182	8.13833	68.78063
6.58725	5.49756	40.38854	6.16112	24.96334	1155.77234	10.18003	5.26150	7.32360	59.23268	8.35447	7.03326	8.58902	6.84364	0.00000	11.85124	7.82073	45.16810
8.79890	5.60287	34.50408	7.74129	11.12018	1114.27419	76.11996	6.57775		75.40860	5.19127	5.43266	5.22129	6.74109	1.00000	16.45328	8.38861	39.36754
8.17676	8.93013	66.44716	6.25743	-30.60106	1051.45388	-71.19901	5.35164	6.55161	59.42992	6.72217	8.74819	6.57335	9.04003	0.00000	4.67795	7.31261	54.04188
7.28825	3.97159	24.02402	7.97431	56.03361	1100.08576	35.96944	9.40950	8.16826	59.78546	5.50396	8.03416	9.14342	7.40301	1.00000	11.38489	5.94231	38.18475
5.67393	5.88212	47.06899	4.07908	53.6052	1090.86688	10.03988	3.15524	4.21897	69.65670	11.70509	7.81758	4.21464	6.53418	0.00000	4.77644	9.16645	57.43946
9.13266	7.27594	52.55492	6.16591	43.16547	1153.34981	-77.70066	7.34482	7.77164	63.49904	5.49410	5.07445	8.08521	6.10261	0.00000	27.71643	6.10686	36.25475
7.55281	9.75956	36.38946	4.85735	53.83333	1069.69386	-2.98333	27.42118	9.53516	74.18292	9.17035	6.91876	8.79348	8.19345	1.00000	12.66778	8.73543	47.75485
7.54572	6.35638	48.93151	5.47903	27.0174	1187.71016	49.62251	6.63748	7.54167	70.34626	8.01633	8.29132	8.21333	6.36599	0.00000	11.71621	8.14761	74.07393
7.41891	11.70638	48.26634	5.42464	19.04222	1052.38537	-98.11889	6.05526	7.98583	78.90404	11.82643	6.30867	5.96641	6.27243	1.00000	12.16920	9.77658	58.00636
8.13463	6.89479	41.71221	5.53907	-4.24444	1072.79244	-42.29444	5.51580	6.56874	64.29721	9.38002	7.27527	6.50647	7.40292	0.00000	29.83300	6.79846	31.94896
4.22783	9.93715	54.06646	6.10426	53.37596	1108.47353	51.3452	4.35216	6.72558	76.75034	7.19203	7.38597	5.00020	6.22417	1.00000	7.92315	8.90569	56.37348
8.21577	6.72635	60.45242	5.51172	7.06273	1138.99160	-1.4001	3.10508	6.74524	80.24266	9.81784	7.26091	4.97636	6.91507	0.00000	8.59181	9.05572	70.92129
7.61065	5.64261	54.87060	5.86579	16.06213	1118.74564	76.0586	6.61246	7.13795	76.67948	8.89418	6.87391	5.79759	6.23246	0.00000	5.59707	7.42498	73.62011
4.40193	5.83553	56.45992	6.35979	34.86472	1058.26632	117.55417	10.46667	8.45067	64.96271	5.74414	8.37428	11.53486	6.66616	1.00000	27.93851	7.89699	62.18602
5.58038	4.84440	61.30093	3.68987	50.75767	1140.48583	-1.5443	3.60736	6.16683	67.08990	7.90751	8.58668	5.22533	5.20681	1.00000	24.00240	9.65998	48.35876
10.35514	6.31818	48.25036	6.11577	52.4089	1063.09326	31.3237	3.35720	5.12451	73.06100	8.23933	5.94162	8.50150	5.48308	0.00000	21.44972	8.48963	49.99362
9.17141	7.49008	62.15823	7.99609	36.27462	1076.77961	4.85668	1.76212	6.21025	61.71830	6.53034	7.94689	5.55439	5.75111	0.00000	32.49444	6.28489	48.66589
8.94759	5.83213	56.98793	5.05149	24.41288	1059.78749	76.56719	2.71089	4.91322	68.21416	5.43280	6.39539	5.25108	6.28538	0.00000	27.78119	8.34197	62.03825
6.64260	5.17611	44.16580	6.80972	10.10649	1077.12387	76.35484	6.32799	7.45629	63.24074	6.04100	7.08597	9.58547	8.78294	1.00000	6.16757	6.78737	25.13669
10.86737	7.61357	34.56971	7.73869	1.6	1134.10442	103.81667	6.92976	7.74560	78.67878	4.30778	6.95735	4.14751	7.88898	1.00000	24.70030	9.12059	29.72493
11.57587	4.82020	47.07348	6.62948	42.64031	1197.10092	125.51176	5.59025	7.34707	63.01967	3.54783	5.36829	5.50869	6.43639	1.00000	-0.09090	6.81014	69.21175
9.01630	6.91742	62.12330	6.23834	57.14369	1179.24497	-2.09814	5.48248	6.93245	70.77744	6.18883	6.17967	3.66455	5.14428	1.00000	7.40034	10.47463	45.05115
7.07077	6.71844	31.81470	3.07292	55.64776	1121.69796	38.02486	5.21314	7.29995	84.83213	6.69540	9.32288	6.52984	5.83844	1.00000	26.47525	8.72477	58.37345
6.80589	5.67381	24.40762	3.83446	14.53767	1117.74936	46.83187	4.12492	6.83763	77.18760	5.86282	7.37101	7.04730	6.00085	1.00000	15.66368	6.98903	29.06054
8.79910	6.90107	44.16414	6.58696	6.46346	1195.03077	-2.31938	5.88324	7.03936	63.17254	5.57384	5.51702	5.71258	8.04328	1.00000	4.19757	8.99614	61.79109
7.00138	5.16658	60.06625	5.65131	33.44872	1051.54862	-86.78777	7.19546	7.44939	63.79267	8.54275	7.09726	8.85975	5.28277	0.00000	26.48910	7.36847	74.54728
7.63265	4.58544	53.72532	5.13080	43.48961	1121.66380	-8.2194	8.54812	7.98137	61.19102	8.40126	5.88595	5.81416	8.48270	0.00000	0.55623	7.83287	73.59207
7.10339	6.05251	56.16357	5.75925	42.50729	1081.78727	1.53414	5.39432	6.99979	56.12199	9.50119	7.37949	10.52205	6.98740	1.00000	30.23413	8.73173	31.63296
6.76660		46.95273	2.97363	8.62261	1169.85004	-70.20749	4.82776	6.94813	74.96033	10.51325	6.33814	3.80997	8.31270	0.00000	27.28414	7.67810	64.06981
7.84890	6.39594	40.69202	1.90860	34.65918	1108.20376	109.22921	4.95245	6.59480	72.06622	6.41417	5.52328	4.98104	7.43629	1.00000	7.03904	9.25970	57.22803
9.16409	8.65650	50.59074	5.35460	43.48961	1079.36815	-8.2194	5.94229	7.39297	77.93387	7.45165	7.66644	7.15143	6.28444	0.00000	22.61701	4.94220	40.83852
7.10620	5.51787	15.84688	4.81935	41.09246	1108.25100	45.36561	6.42028	7.62306	71.30392	6.36044	6.65020	7.76545	5.04300	1.00000	13.74033	7.87632	76.99835
	8.90728	49.46576	8.36235	49.5099	1138.30135	6.74549	4.23962	6.52431	69.35219	3.11082	6.44565	3.39251	7.27483	1.00000	6.78638	9.94436	53.90436
7.77085	9.56008	42.44941	4.79036	43.86682	1186.77368	-79.2663	7.46504	7.62131	71.54903	9.04942	6.54957	9.12477	7.02243	0.00000	26.89840	7.02603	53.65974
10.58523	4.51149	46.45746	7.21138	25.87972	1144.14337	-97.50417	5.33463	7.33082	64.78178	4.37671	6.99769	4.28807	8.28576	1.00000	18.88169	7.85400	69.89874
8.48557	2.13615	75.58874	6.62435	40.87363	1140.75752	14.34085	4.33299	6.69367	74.48530	5.28471	7.37498	6.01782	6.51325	1.00000	15.04698	6.60466	30.98065
6.22698	8.55981	54.42974	4.99036	37.58105	1176.84177	29.26639	7.35265	8.08741	59.74082	8.17126	6.75640	6.47465	7.49703	1.00000	33.44769	8.26666	53.28066
8.26016	7.84835	54.60154	6.17517	35.82756	1196.21049	137.95378	8.24002	8.08267	62.26790	6.72334	8.06101	5.58432	5.01210	0.00000	15.82653	9.21727	46.85640
5.80965	9.63397	39.33169	4.95265	2.2139	1075.95689	102.3278	5.70570	7.73787	77.95620	6.90448	6.91381	7.08959	6.90067	1.00000	-6.65135	8.23172	67.56232
5.76763	7.74568	50.73328	5.12017	9.91861	1163.09479	-68.30472	3.42670	5.98305	62.70260	6.71463	7.29048	8.49046	6.55026	1.00000	24.00142	7.95700	75.49696
8.02957	7.13408	46.02381	5.71245	-17.83333	1186.30754	48.41667	3.51482	5.35327	73.27103	5.87324	7.13004	4.76180	6.52087	1.00000	24.54108	9.85316	40.99213
10.02982	7.04210	60.47387	5.98317	53.6052	1061.93385	10.03988	4.69419	6.67911	67.24884	8.34516	7.86368	9.14502	6.29306	0.00000	6.06499	8.14987	43.52884
8.70287	7.22592	41.89464	6.02158	25.87972	1133.96025	-97.50417	6.41658	7.68742	65.83430	9.51631	8.34235	4.33812	7.47884	0.00000	10.11500	8.24144	47.17218
6.06795	7.62380	54.58836	5.18286	41.48199	1093.32022	-81.79819	4.77322	6.75124	76.07697	6.78512	8.72266	7.31529	5.58192	1.00000	14.77037	8.96854	43.98879
9.18400	8.05233	39.14753	6.29538	18.18158	1121.77056	76.03889	4.57543	6.71054	81.78422	5.30727	6.76453	4.32532	7.21019	1.00000	13.42893	9.77324	57.69359
11.15849	4.39699	58.06056	8.73247	43.61058	1066.44994	1.33467	12.76970	8.64700	66.99154	3.90640	9.56199	4.43676	7.38489	1.00000	23.23852	7.69333	62.55561
10.57012	5.31599	37.88250	7.87617	43.71032	1159.88221	-1.05366	5.30241	7.40228	64.48098	3.33603	6.17990	5.42497	8.24574	1.00000	25.46801	7.15835	57.07846
4.64762	7.93129	45.24931	6.87296	-31.25033	1142.36456	-61.4867	4.31147	5.29983	66.43675	9.24911	8.44354	6.91475	6.66939	1.00000	12.96094	8.89874	81.72671
8.65246	7.12923	27.33746	5.56659	51.40148	1191.42724	-1.32471	7.48378	7.71011	65.73907	9.22044	7.08403	9.68082	6.14909	0.00000	13.16280	7.13704	67.34040
7.53587	5.90530	37.98225	4.89168	55.63711	1144.73865	37.38115	6.64136	7.07430	51.64376	6.18945	7.41112	5.85646	6.52079	1.00000	17.16426	8.59158	56.26579
10.62175	10.97319	35.35004	6.99072	43.48961	1147.92629	-8.2194	6.19298	7.10725	65.97759	7.62532	7.87783	3.95518	5.91604	0.00000	21.77341	9.96545	22.20115
5.34857	5.39722	47.71626	5.25860	52.86147	1134.63804	9.5926	4.76641	6.67898	68.58794	6.38966	6.65355	9.04091	5.52086	1.00000	-9.22272	7.21591	53.42924
6.75262	8.89668	66.20813	6.13800	20.74122	1075.90003	-100.44843	1.47871	6.12039	63.79646	10.32905	7.96033	4.19577	5.94798	0.00000	0.93114	8.81622	63.39814
7.84914	7.35691	39.81240	6.04167	-21.98333	1073.87666	16.91667	2.15017	5.87140	66.14249	6.74802	5.03728	5.77808	8.41844	1.00000	-3.49507	9.94922	58.55277
8.59040	4.39231	53.16996	7.80503	19.32889	1198.84209	-99.32556	5.64170	7.02850	54.70155	3.96735	5.58712	7.92726	7.04604	1.00000	-0.15877	6.04197	41.41515
4.48094	7.22784	62.18340	5.73407	-2.13404	1086.52596	-79.59415	4.98233	6.75657	55.75345	7.19878	6.11885	7.45574	7.16643	1.00000	2.76536	7.39361	44.64628
