H2CO	TEMP	CH4	PM2.5	warning	PRES	C2H3NO5	SO2	NH3	longitude	O3	PM10	latitude	Pb	CO	CFCs	PAHs	NOx
58.99665	17.41941	11.31230	13.02056	0.00000	1083.24336	0.15688	9.33973	9.77101	-93.08883	9.79430	10.33059	45.16024		12.18920	97.89561	8.41683	7.86932
49.86037	33.19478	10.54810	9.24418	0.00000	1135.21042	0.01212	8.00151	8.73909	-86.11084	11.87038	7.00899	41.75338	57.45186	5.59450	69.23560	11.72799	9.69886
53.90937	15.17549	11.65831	10.38169	1.00000	1088.91312	0.03773	8.21646	10.46865	-74.73584	8.16099	8.74746	5.20856	54.35403	7.56173	69.31234	9.64838	11.51736
52.35040	24.23575	11.63663	8.83596	0.00000	1065.40788	0.84455	9.39673	9.81576	-81.38758	8.77108	12.05894	30.17746	66.45577	12.07248	46.71914	9.12227	11.12948
59.94072	-0.35640	9.56042	10.37220	0.00000	1050.01630	0.17998	9.14081	7.50473	4.69889	8.65027	10.48333	50.56149	60.76631	10.23801	49.70996	8.08965	7.65254
60.80281	15.58219	11.45014	7.25542	1.00000	1102.34760	0.01405	8.05666	7.93279	-104.83192	9.17791	7.49201	39.72943	31.78260	9.74174	46.49399	12.00176	9.02284
41.81708	-10.33175	12.12754	11.52762	1.00000	1062.82930	0.73433	9.64474	8.51152	13.63617	11.42512	11.92365	50.50301	57.70147	9.69462	57.36292	8.70874	10.35840
52.36963	33.35436	12.92436	12.72332	1.00000	1160.01366	0.01559	9.48382	9.49608	-99.32556	8.49888	7.69188	19.32889	70.49223	9.90747	26.90150	9.27704	9.24024
40.84020	18.21295	11.42481	10.92519	1.00000	1057.29872	0.01976	7.93085	8.98744	-116.97725	7.10473	8.01689	33.92946	55.07900	8.35274	41.32894	9.54569	8.84423
52.24460	4.53006	10.40167	8.06988	0.00000	1180.14461	0.04304	9.89098	9.36894	-116.37697	10.70488	9.00784	33.72255	70.20255	7.41847	74.09545	12.00193	10.61230
48.25640	5.01809	9.90772	9.70862	1.00000	1058.71282	0.09750	10.81350	11.44628	-98.11889	7.49820	9.81866	19.04222	67.70395	8.00729	42.40616	9.46595	8.58860
59.51219	14.19362	9.36939	6.07465	1.00000	1159.39073	0.03537	9.23745	9.24373	29.26639	10.26289	8.71577	37.58105	36.79074	9.67153	33.28721	8.54006	10.24291
64.27544	9.60426	8.96714	8.92878	1.00000	1149.22205	0.26463	10.21274	8.18917	44.7662	10.17519	10.88540	40.49748	52.72415	8.19293	41.03223	9.25029	9.53806
50.44683	7.50218	11.75276	8.81968	0.00000	1166.48467	0.50940	10.04359	11.77454	-116.56346	10.42809	11.54684	43.54072	36.21695	10.76805	20.70438	10.11289	8.40573
56.16113	23.20093	6.18073	8.22050	1.00000	1109.04231	0.00946	8.55398	8.44567	18.69303	4.95235	6.66343	12.18441	54.43634	6.98005	47.01830	12.28955	9.90306
44.14941	8.24123	14.45121	10.39400	1.00000	1177.65163	0.01119	10.26342	10.25286	118.9707	6.35557	7.03479	-3.5403	69.29665	6.97913	45.51527	11.55293	8.98277
53.52225	23.97690	8.60625	7.80492	1.00000	1130.81286	0.40087	8.91853	9.90005	76.03889	5.73090	11.31645	18.18158	43.72501	7.92089	63.59562	10.09828	8.86091
66.27021	30.00165	7.15153	8.98979	1.00000	1086.63018	0.06794	9.32865	8.49109	30.98551	9.66618	9.44714	2.41669	63.94393	7.87077	54.66742	12.86613	9.11564
65.68857	19.10840	9.74545	10.96577	0.00000	1118.51192	0.00977	9.46843	8.88231	137.36215	9.12138	5.70562	36.75965	40.97993	7.46260	35.67635	10.96301	7.97411
54.22583	1.18507	9.95805	8.79324	0.00000	1116.42710	0.03047	8.47521	9.21096	76.32756	11.30418	8.65214	9.57046	58.57341	9.12174	52.66615	9.99757	7.84622
70.85094	26.90682	10.14997	11.73604	0.00000	1196.55494	0.00762	9.18956	7.71644	-68.3	10.12093	6.78218	-54.8	31.02945	7.59830	28.30714	12.63760	8.46147
67.45370	18.29257	12.70287	11.08174	1.00000	1156.21848	0.02953	8.59746	7.63111	-85.43772	9.07883	8.45105	10.63504	41.26829	10.85028	1.37065	10.22425	10.53486
61.21616	22.48651	10.39012	9.28001	0.00000	1057.26370	0.10116	8.20088	9.97221	19.21437	8.20279	9.88931	44.75874	41.63437	10.34262	46.46684	6.94999	8.10799
33.95967	19.60182	10.16398	9.64423	0.00000	1196.47291	0.01274	9.87417	9.41650	-97.03285	9.83914	7.08443	47.92526	49.66315	6.46406	74.19570	9.97479	8.66085
21.67609	21.80975	9.05190	10.82648	0.00000	1127.73018	0.00387	8.18162	10.46296	72.68533	8.37237	4.44393	22.75218	50.77349	9.11424	25.82496	9.45619	9.38415
67.32585	14.39276	11.04518	11.72234	0.00000	1113.30903	0.02968	7.30070	8.96180	12.16179	10.59315	8.57616	48.52961	65.68713	8.67845	59.55009	10.09348	9.33666
65.25806	-1.91129	10.13575	11.88333	1.00000	1129.39271	0.16705	7.58131	8.31473	-103.42897	9.76385	10.41527	20.28527	28.00301	12.13107	46.66493	10.62740	9.30473
51.38832	23.69537	12.62457	10.96881	1.00000	1058.42496	0.15665	8.63140	10.85512	86.59509	10.37274	10.31687	26.11527	65.41577	9.58278	60.53405	8.26998	8.44323
61.00397	25.30779	12.73685	13.36758	1.00000	1161.71297	0.00806	7.95209	8.79107	-70.6996	8.39852	6.51476	-33.59217	61.45283	10.15257	51.84351	9.46190	7.92169
53.63081	14.90295	10.71784	6.22761	0.00000	1085.93267	0.06826	7.21337	9.15299	-67.15407	8.06418	9.48954	18.42745	46.33234	10.29709	59.09172	5.98852	9.48903
40.52409	12.01711	9.63598	11.03162	1.00000	1072.51538	0.11480	9.84637	10.61833	9.15013	9.18130	9.98963	13.70727	39.01338	10.57292	48.82481	10.29558	8.46269
54.31037	21.73041	10.87600	9.99184	1.00000	1114.25422	0.14008	8.61606	9.74560	137.23333	6.70751	10.25050	35.8	63.65271	8.32693	74.28622	7.73051	9.17226
40.11550	12.26154	11.34945	8.28091	0.00000	1193.65049	0.67778	9.75698	7.54027	-98.15529	7.80901	11.84519	26.18924	34.32032	10.92419	55.05398	9.13704	10.26213
49.51904	21.07497	10.23443	9.01838	1.00000	1172.02704	0.07810	9.24060	8.65138	-77.02303	11.17797	9.54528	38.70734	68.29324	11.67220	51.28092	10.32362	9.37549
71.19297	50.78592	11.55833	9.63648	0.00000	1189.07308	0.02546	11.74474	9.77497	152.70493	12.37676	8.20075	-25.54073	72.02335	3.56305	37.20367	11.36308	11.12296
65.52358	18.05587	10.60861	12.06304	1.00000	1089.49740	0.30587	9.72444	8.84270	76.11996	10.76652	11.04578	11.12018	55.29506	11.81496	28.05238	9.65744	9.28291
66.15894	24.30391	12.47832	11.26679	1.00000	1075.46971	0.05193	8.17311	11.26028	-123.02621	9.64705	9.07038	44.99012	62.87563	11.30880	19.53826	7.94841	10.39657
55.86692	-11.82903	9.65983	8.19615	0.00000	1110.39210	0.10077	8.68412	8.64203	120.4861	8.14888	9.83521	16.0438	50.83308	9.40696	66.12596	7.13343	8.92622
51.32445	17.42956	10.46285	7.90688	0.00000	1172.99960	0.16318	8.47764	9.66926	6.74549	9.27466	10.35347	49.5099	48.21890	10.96752	27.30688	7.16524	9.00068
51.33041	26.79729	10.37806	10.00323	1.00000	1109.52191	0.15022	9.13508	8.58938	59.80222	10.69080	10.32186	58.63667	66.58715	10.14054	48.72399	11.28600	8.59758
28.41013	16.20486	13.53200	10.44828	1.00000	1066.49712	0.00832	9.67401	8.80788	4.86667	7.57418	5.94567	45.51667	27.94352	5.84747	61.08404	11.76792	10.44391
49.52255	19.87158	10.99831	10.82043	1.00000	1152.93378	0.01806	10.15544	9.65142	10.5511	9.18906	7.97570	52.47774	57.89717	7.43377	34.88252	10.67853	10.55318
49.68209	27.58061	9.87234	9.83235	0.00000	1064.89181	0.02121	9.70550	7.93303	10.30215	10.15321	8.04805	53.94313	60.26518	7.35667	29.90950	9.93392	8.44404
40.35527	6.85431	7.72145	11.04972	1.00000	1072.57578	0.03105	9.51667	9.45230	-89.71472	9.02928	8.26367	13.73417	43.48172	9.73260	67.96109	10.53825	7.80002
54.56938	4.51553	11.89371	7.35731	0.00000	1169.66833	0.51243	7.75960	8.45703	113.69785	8.83398	11.56346	-7.73379	54.33488	11.29115	57.47666	7.40836	8.18657
49.49981	6.54332	7.28895	9.18240	1.00000	1107.34257	0.03371	10.22647	8.69684	-105.36369	9.43173	8.55939	22.49396	56.36314	6.87590	32.63683	11.04198	9.84121
41.53399	19.09643	9.96438	9.45949	0.00000	1124.66386	0.01721	9.97336	9.68487	74.4818	10.66028	7.52528	30.21121	70.24671	6.76181	67.52014	10.30144	8.52444
58.64084	14.22146	10.67711	12.79393	1.00000	1105.54658	0.00844	8.13736	9.52180	38.02486	8.59606	5.30399	55.64776	79.36123	9.12316	49.22785	10.73797	9.07444
47.24627	5.40549	10.32493	10.29705	1.00000	1168.63492	0.03863	8.00716	10.83616	106.92667	6.51792	8.80724	-6.91806	52.39587	8.82100	41.30765	9.40460	8.70691
40.96862	12.67257	11.52875	11.98211	0.00000	1076.60821	0.08222	9.01920	8.18974	-93.71133	10.14505	9.64385	41.57721	44.72899	11.04883	55.17625	9.08837	10.67780
44.41940	6.47031	9.84673	9.87922	1.00000	1107.94672	0.07400	8.72640	9.61842	19.91667	8.60137	9.46919	-11.78333	39.47619	10.28780	45.57820	10.74266	8.17133
41.99629	11.82525	13.99363	12.01754	1.00000	1198.37058	0.01203	9.54491	10.07257	42.85693	8.23447	5.55115	39.22493	41.12250	7.03674	34.57670	10.54214	8.57316
53.40898	16.79641	10.61950	12.06132	0.00000	1172.11496	0.01579	9.87087	8.45359	-2.52398	10.92958	7.26246	53.19146	33.34921	7.00562	65.43924	9.82018	8.32861
54.87429	-0.00239	10.60271	8.78952	1.00000	1056.63872	0.03489	9.96390	7.94829	-94.74049	9.57105	8.64100	32.5007	44.93219	10.91448	55.85950	10.43624	9.25988
37.87494	-5.54722	9.86872	10.08261	0.00000	1188.05193	0.17933	9.48440	10.94171	-122.40433	7.24124	10.48228	37.71715	50.43325	11.33442	50.18024	9.54595	7.96858
74.72599	16.02392	11.19390	8.82166	1.00000	1167.31029	0.05514	8.35088	9.06307	-2.77259	8.92695	9.20835	37.49073	80.41981	8.76845	34.01767	11.18422	9.48249
65.07823	17.42995	11.80862	11.65647	1.00000	1185.51198	0.00417	10.78974	7.60544	37.38115	6.54913	4.49794	55.63711	57.44045	7.64668	45.73157	11.82990	10.28250
32.60956	14.48581	10.58843	7.43323	1.00000	1123.83214	0.02412	8.74744	8.73232	-48.52333	9.56803	8.32076	-0.71667	55.56853	10.54924	46.83780	8.79874	10.14166
44.36233	16.04187	8.91773	9.12450	1.00000	1096.86619	0.01713	10.80513	8.63232	30.79165	6.39107	7.95583	-27.76952	53.62299	7.02831	46.03366	10.66110	8.46174
50.06478	15.38160	10.83344	11.07653	0.00000	1177.54215	0.00669	9.27421	9.33309	38.16694	9.60509	6.49965	54.84444	46.47367	4.17847	24.40890	12.43594	12.26983
38.12011	22.33492	11.88776	10.10078	1.00000	1177.80660	0.05664	9.87902	9.93874	101.96857		9.29669	4.88441	31.07955	9.43664	48.38429	9.62836	8.09171
49.35152	4.60302	9.76889	8.56507	0.00000	1182.68982	0.01399	10.21633	9.40081	102.56365	11.71554	6.92369	13.65805	55.67359	7.72657	36.78933	11.30555	9.28328
59.26680	26.34771	12.28386	11.80315	1.00000	1138.20134	0.00661	8.97219	9.84974	9.17702	5.10646	5.63514	48.78232	54.90137	8.66537	37.42644	9.72396	10.23852
64.92900	28.98591	14.08713	13.25502	1.00000	1142.25092	0.29172	7.45007	8.42419	60.8019	10.89076	10.98403	56.9083	39.19740	9.90110	72.41291	11.63911	8.72526
53.52929	7.03362	11.30582	9.54174	1.00000	1122.22908	0.09400	9.21306	6.80839	-35.03333	12.19509	9.78304	-8.28333	32.67463	7.29058	39.75245	9.75808	8.40545
70.91311	7.50449	11.05970	10.72736	1.00000	1178.17719	0.22620	8.86477	8.64541	-5.682	9.70663	10.72092	5.84752	49.31740	8.91433	39.29078	10.33476	8.87889
51.91478	13.06143	7.06033	9.56207	1.00000	1156.99331	0.01267	10.03461	6.17621	34.8732	9.04612	7.79593	32.05971	27.27532	7.68701	56.39169	12.71369	8.45477
51.23011	16.39774	9.98291	10.54337	0.00000	1089.89397	0.02113	8.81268	10.13990	35.23388	8.11730	8.05780	31.78336	58.95483	9.68807	36.33247	10.21611	8.52033
46.89931	0.13317	10.00027	9.86557	0.00000	1112.05994	0.03545	8.88080	9.91879	-88.31476	10.03457	8.69583	36.61033	66.85685	9.84064	51.69367	9.28642	7.59922
46.36573	20.00995	10.68263	11.64788	1.00000	1152.36084	0.45260	10.37208	9.00252	-97.50417	12.20147	11.42740	25.87972	74.02719	11.76467	50.04690	9.37315	9.14929
42.31313	20.02762	9.17436	11.93876	0.00000	1182.19660	0.00418	6.97339	9.49324	-79.62603	8.74964	5.40143	8.88988	67.00822	8.90843	51.73425	7.45715	9.53367
66.18880	-3.04403	10.42723	6.36677	0.00000	1195.81867	0.58174	8.27887	7.88693	137.95378	5.93510	11.68965	35.82756	75.91472	8.10162	35.47742	8.81985	10.70196
67.44306	11.21528	10.15027	9.81659	0.00000	1094.64738	0.00992	6.91438	9.59934	32.86389	10.25928	7.04198	53.95278	69.29807	7.42906	53.49577	11.11158	10.18436
54.33554	7.79986	10.43605	10.01065	1.00000	1161.96738	0.26265	10.79445	8.77442	6.92917	11.12443	10.87230	52.31333	44.49327	9.92318	56.50324	9.60016	8.83591
50.90219	18.05829	10.20188	11.07080	0.00000	1123.58817	0.00918	9.39368	8.02175	123.17306	10.37787	6.70067	41.27194	62.26277	7.18198	61.19875	8.95253	11.56332
55.64109	-1.10406	12.24289	11.25427	0.00000	1138.00689	0.38208	8.74807	8.18963	-1.99421	12.79038	11.26611	51.35084	51.00691	8.68508	54.65510	9.77251	8.16669
62.01071	7.02480	10.46830	6.83260	0.00000	1058.29972	0.13978	9.11105	10.08636	11.04979	6.81024	10.22550	44.59445	63.84265	9.98200	48.30918	7.89813	9.11225
64.55874	5.98326	10.30468	10.86803	1.00000	1171.18380	0.00841	9.42788	10.16176	-120.00865	8.59737	5.98911	46.32374	58.71642	6.88557	57.95859	11.52085	8.55829
60.46672	17.96628	11.06875	9.16865	1.00000	1186.74018	0.03079	9.91225	8.87366	75.92694	10.68898	8.49946	14.46693	53.20254	12.72740	19.54538	9.59252	8.99291
58.82935	6.99276	11.19941	11.50239	0.00000	1156.43459	0.29438	9.54213	8.59179	-1.48119	11.90223	11.00576	53.0233	49.10252	12.12957	32.04075	9.55827	8.09465
48.57188	14.97438	11.27358	10.68674	1.00000	1052.01041	0.02313	8.99805	10.39169	-71.10077	8.86153	8.26977	18.20854	80.10351	7.58423	54.89265	10.81791	10.02267
58.30638	16.21177	9.10847	8.34768	1.00000	1170.33020	0.13886	10.93011	7.59610	8.88104	10.41634	10.19946	45.79377	46.64720	9.86803	66.32361	10.21118	9.98825
65.25419	2.99138	11.32676	11.53984	1.00000	1147.06591	0.10803	7.46614	8.27271	-77.55777	9.39510	9.95831	37.52487	63.43936	8.87547	51.67341	7.31310	7.76178
40.35723	26.99270	9.83457	8.97993	1.00000	1137.63427	0.09326	9.20742	8.43023	32.86389	9.60160	9.79530	53.95278	70.94533	9.55495	73.95448	8.59508	9.74131
51.73132	9.10132	10.07001	11.67378	0.00000	1136.07060	0.07378	10.11566	8.30837	129.96972	7.97967	9.54485	33.4425	55.76397	10.67185	47.89357	10.46233	9.99169
42.61038	18.35408	10.95238	9.93249	1.00000	1189.41672	0.10878	9.88392	9.37509	46.04833	10.77596	9.97982	51.40944	58.32409	10.97569	29.66452	10.74225	11.31848
49.29027	12.52025	11.58962	9.47192	0.00000	1147.60435	1.11491	8.83017	8.49869	9.0027	8.73213	12.34050	11.86064	37.83955	12.17970	61.42614	9.50807	9.00270
58.76960	4.97785	11.26272	7.81709	0.00000	1081.26073	0.53209	9.10531	9.22777	-38.94722	8.87583	11.59844	-15.675	72.12945	10.51085	42.28571	7.52548	9.19243
40.17252	4.10672	13.82916	11.16038	1.00000	1160.97459	0.03920	9.40891	10.59720	129.96972	7.56551	8.80787	33.4425	38.37309	8.06603	39.43893	8.31915	9.38266
66.35707	15.41185	12.81915	10.94876	1.00000	1142.12472	0.02179	8.77107	9.48647	-116.97725	5.95967	8.32262	33.92946	51.68840	7.96576	62.21969	7.16325	8.41951
53.52163	8.04858	12.64070	11.26325	0.00000	1066.99902	0.03915	7.67740	7.51785	-82.42491	9.48422	8.75694	42.97086	73.24101	11.05824	42.90643	10.07610	9.03852
49.97656	8.47210	9.33701	9.56593	1.00000	1197.29718	0.13974	7.86641	6.90367	82.85749	9.67391	10.22384	17.54907	70.67155	9.62350	49.01498	10.82028	10.49012
53.76751	13.73821	9.60190	10.97943	0.00000	1066.09530	0.00734	8.19191	9.10650	120.33063	9.33197	6.64272	37.65181	57.05212	9.71119	49.61869	7.43871	10.89330
36.21408	18.13996	11.55162	11.41763	1.00000	1066.36765	0.31281	10.58520	8.99589	79.82979	12.36061	11.06332	11.93381	45.60280	11.53788	54.52463	10.14112	8.84846
57.21506	12.96830	8.83327	8.51680	0.00000	1108.38522	0.02039	9.49972	7.57399	4.92235	7.98577	7.95311	7.65649	42.94981	11.87315	49.82466	7.84273	9.68500
54.53926	2.95389	6.74102	9.12673	1.00000	1115.24384	0.22253	9.95662	9.59058	42.85693	5.80090	10.70586	39.22493	54.22505	9.64777	42.43432	9.11897	9.09857
58.19994	2.59931	11.77976	6.79387	0.00000	1070.12100	1.20507	8.83197	8.76175	-48.59278	5.41773	12.42260	-23.7975	47.66558	9.39405	50.22257	9.44606	10.48515
49.72836	-0.84608	10.93267	13.53550	1.00000	1164.20980	1.05173	8.11450	9.04191	-75.64963	10.87689	12.28661	40.24537	63.80166	10.26529	29.31566	12.62925	9.67614
66.47265	-4.10314	8.65679	9.43369	1.00000	1183.58142	0.36799	10.94470	7.53290	-52.35558	10.15262	11.22796	-14.66463	50.07042	9.08082	12.43660	11.56453	10.40246
63.38825	31.06032	12.72977	10.49581	1.00000	1108.73990	0.01435	10.14606	9.07462	4.52529	7.91387	7.44565	50.71229	60.55460	7.25880	30.14355	11.48398	8.28643
61.65186	26.43997	11.65684	12.68513	1.00000	1101.09255	0.38092	8.72124	8.33584	-81.24441	10.48648	11.25523	23.15678	50.74752	10.46117	41.43133	10.88164	8.06321
68.43463	26.72683	9.47046	8.32165	0.00000	1107.06037	0.01052	11.11180	8.55050	5.37429	10.05984	7.30175	51.03427	49.52003	11.13866	38.09119	10.12979	8.51999
36.76238	8.61216	9.46568	7.86420	1.00000	1054.36318	0.06628	9.38595	10.84630	71.30633	9.94788	9.46075	21.34222	59.91661	10.23761	44.87343	11.19262	10.84623
67.35811	17.96167	10.83794	11.43662	1.00000	1153.42720	0.39968	8.04590	7.74172	24.14662	10.72987	11.30983	65.84811	95.45313	9.25856	45.98372	10.83689	8.64645
43.89075	13.00609	9.23144	11.60009	1.00000	1167.29974	0.01079	9.67442	9.89735	121.12251	7.53574	6.76612	14.62578	59.79666	9.47483	41.95171	10.30543	9.51402
34.57461	18.40430	10.77826	13.03573	1.00000	1198.11466	0.50551	8.83101	11.05782	73.85535	10.60348	11.54285	18.51957	42.36441	11.04630	51.07768	12.60325	10.80700
52.54042	5.64843	9.93606	11.03423	1.00000	1106.81803	1.16041	9.18801	8.81061	13.10984	11.66528	12.38011	51.30001	55.10804	10.59885	43.94024	8.71372	8.09582
59.24629	10.69287	14.14731	13.19689	1.00000	1064.79738	0.08168	9.59635	10.65972	4.86667	9.96718	9.66941	45.51667	42.99130	10.72816	34.32908	13.03843	7.94875
42.97040	8.33508	10.77886	8.38303	1.00000	1118.03685	0.01411	10.14081	9.57239	112.19028	8.82303	7.48784	30.35028	44.02302	10.93875	67.72240	9.85187	8.31656
62.20081	9.32160	9.30429	6.51262	0.00000	1078.16541	0.15885	8.92869	9.93193	37.73333	4.63418	10.35200	-4.06667	51.34858	7.21992	49.76422	8.86489	8.22217
51.76032	-8.98558	10.28736	10.24934	0.00000	1083.83063	0.00629	10.19941	8.82408	146.05093	10.50018	6.35833	-34.28853	43.41015	5.49594	41.66764	10.81372	9.83564
28.27217	13.36704	11.97442	7.41778	0.00000	1175.17143	0.85732	9.72120	9.14143	12.1369	7.95867	12.07858	51.04962	69.72522	11.21162	57.07311	8.80926	10.78566
54.49320	26.13846	8.93338	8.70117	1.00000	1170.10268	0.20895	9.07381	7.03400	-0.2	10.72459	10.62657	51.65	46.65495	9.51109	47.84982	11.06735	10.08261
34.63946	17.14477	9.20772	10.22375	1.00000	1108.05909	0.05678	10.17523	9.34310	42.85693	8.77185	9.25272	39.22493	43.71341	8.26882	40.30650	8.76051	9.21780
46.56625	24.15926	11.75359	10.72632	1.00000	1198.64667	0.01914	10.75801	10.21839	-8.07257	8.61870	7.73436	12.74409	45.57057	7.51700	45.49855	11.06045	8.91641
46.41698	17.10654	11.78629	10.58394	1.00000	1069.50884	0.04349	10.16242	9.17188	13.58357	9.12321	8.86303	-1.63333	59.01757	7.31808	38.18862	9.59604	7.46918
31.48081	5.86129	9.28838	12.02129	1.00000	1086.89778	0.01319	9.50771	8.80811	120.4861	6.75154	6.05519	16.0438	54.07823	9.64297	57.86818	9.72957	8.28939
54.32933	16.54213	12.12539	7.21907	0.00000	1165.80676	1.06458	9.05791	7.60935	46.58333	9.39819	12.29491	-21.15	35.76135	10.03802	46.01847	6.71641	8.98750
54.35888	24.83710	8.58659	9.40250	0.00000	1081.93480	0.02986	10.44120	7.88933	-46.99583	8.80679	8.49971	-22.97056	60.72213	10.59935	61.91468	7.04532	10.20806
62.19938	11.71141	11.42713	11.80423	1.00000	1082.00545	0.26848	8.88168	11.22732	71.67164	10.40161	10.90160	30.29184	50.03919	10.58584	43.68334	11.60215	7.95439
65.49665	24.84010	10.48704	9.44132	0.00000	1120.70030	0.03189	8.76076	10.69298	-68.3	8.19787	8.49320	-54.8	63.54294	9.81795	50.21079	9.72653	8.36743
37.30933	6.82827	8.53268	8.35908	0.00000	1193.03924	0.02770	9.37219	8.97754	-82.42491	6.83354	8.16505	42.97086	50.00187	9.88347	48.35436	7.62480	8.84712
41.35105	-6.71362	10.97812	8.85292	1.00000	1185.50972	0.07586	9.60293	8.05174	109.3243	11.44517	9.55674	-7.0981	53.12165	9.41632		10.95323	9.53602
60.43930	1.96603	10.51142	6.79754	1.00000	1119.25170	0.22428	10.51705	10.40398	-51.50361	6.18779	10.71097	-29.2975	47.78539	5.38928	42.26828	11.23237	10.56246
29.96626	23.37509	9.34771	6.90531	0.00000	1101.43098	0.03533	9.67979	9.38281	76.56719	7.41989	8.72526	24.41288	36.88418	9.28892	45.23738	6.70935	10.05645
59.41789	36.40530	10.90587	13.29736	0.00000	1075.24244	0.02295	7.70840	9.20951	13.63617	9.68731	8.09410	50.50301	49.13786	8.75268	37.94123	8.32478	9.10042
48.07760	7.63005	11.35056	9.75939		1160.75920	0.01368	9.04030	8.07361	73.97117	3.26186	7.45438	31.96258	66.03923	8.26808	40.19274	9.29890	10.51967
73.00422	-0.83713	10.05945	9.07904	1.00000	1098.76260	0.49718	9.42521	9.08949	9.32241	11.95026	11.52922	44.31771	34.98804	9.24851	39.08605	11.29632	9.00419
51.65960	27.30818	10.35197	10.42761	0.00000	1143.34406	0.01148	9.34980	11.34888	86.59509	11.83463	7.01460	26.11527	38.42856	8.24881	40.76331	10.57370	8.48507
46.48807	6.89201	11.23847	7.20506	0.00000	1092.64816	0.63481	8.70925	11.76536	-73.75335	8.98507	11.77611	45.4473	40.08517	9.98753	38.04125	7.45328	6.80058
58.60028	16.11173	9.93163	10.58456	0.00000	1134.06866	0.01603	7.51753	9.57294	123.62494	9.68426	7.49105	12.37169	40.69420	9.75680	16.97214	8.75709	7.52070
29.95578	16.38354	11.15479	11.75602	0.00000	1170.28177	0.01940	9.77348	9.35660	30.28491	10.55079	7.74829	60.02427	61.47450	6.15031	25.77262	10.09467	11.31499
	2.83152	10.40334	9.39004	1.00000	1050.74564	0.05106	10.35764	11.50758	76.12647	10.11576	9.11301	32.55531	58.92238	11.16733	55.96037	10.48733	9.14114
65.25485	37.04598	11.98699	13.18243	1.00000	1075.62463	0.75691	8.61389	9.82934	6.76111	11.55757	11.95818	53.16167	65.43141	11.12001	40.19067	11.64657	8.96252
37.98858	24.27511	11.28137	7.16015	0.00000	1114.28516	0.44861	9.30239	10.12550	73.38333	6.67230	11.42995	31.71667	36.04092	11.09959	36.29443	9.49457	7.73732
26.27254	18.16619	10.69462	11.25503	1.00000	1129.70315	0.12117	8.74882	10.57633	34.86563	10.08888	10.08072	31.92923	50.18305	11.72823	46.98187	10.44492	8.80667
66.71559	15.16037	11.45054	10.41187	1.00000	1184.49678	0.22730	9.04605	9.29714	24.75	10.77555	10.71772	55.25	52.65450	9.97548	55.96192	9.55264	9.77090
60.08702	34.95333	11.19579	6.24453	0.00000	1176.04187	1.44916	9.41410	9.49083	75.37991	5.30953	12.60735	25.75728	49.40013	9.19770	43.27492	10.27388	10.99377
