C2H3NO5	warning	PAHs	longitude	latitude	H2CO	CFCs	TEMP	PRES	NOx	NH3	O3	CH4	SO2	Pb	CO	PM2.5	PM10
0.14190	0.00000	8.08078	-99.73314	32.44874	42.86607	34.95283	16.81156	1190.34241	8.73191	8.65240	5.74733	8.73310	5.63715	38.23459	7.97210	5.68367	8.24875
0.05689	1.00000	8.60386	106.88324	47.90771	46.81354	37.50537	0.14313	1142.62092	6.15040	7.34463	9.16522	7.39905	7.16276	55.26654	5.69409	7.23646	6.03653
0.07101	1.00000	6.84587	-1.5443	50.75767	54.91186	24.02358	10.54934	1088.64858	5.09150	8.61524	7.66512	9.64965	9.16781	62.32381	7.15362	6.62934	6.16195
0.04364	1.00000	7.99633	24.99798	-8.73508	53.16495	44.66342	25.09099	1189.23496	5.12198	6.50842	5.44558	9.10203	10.06387	48.25228	5.66879	6.75376	2.83751
0.04856	0.00000	7.70289	1.53414	42.50729	54.68984	56.64516	-4.81475	1090.27072	9.70266	9.50063	6.34321	8.13789	7.53147	50.23285	7.83903	7.47170	6.77130
1.25400	0.00000	6.31415	-71.06616	42.4251	62.62779	48.39797	8.89592	1081.91815	6.27245	6.97623	6.95105	6.57435	5.41576	44.50175	7.33973	7.15681	10.65845
0.05245	1.00000	9.93558	72.93924	18.87813	23.73568	49.90591	-6.90437	1081.69709	6.74055	6.71901	6.49646	9.34175	9.41478	48.63781	7.07121	8.77441	6.01267
0.06456	1.00000	8.55826	91.00632	26.32293	64.41844	39.51866	15.57818	1147.16004	5.05265	4.95328	4.56969	9.72837	8.81703	52.92251	6.83251	7.72170	5.30854
0.05012	1.00000	5.28675	-73.86586	45.43341	59.17422	35.31878	34.24612	1169.63914	6.04251	8.74651	7.52529	7.77731	4.30614	70.62620	7.81910	6.05418	5.94735
0.29782	0.00000	7.77199	34.8732	32.05971	30.13995	40.96475	8.44168	1085.65517	9.65580	8.55045	6.43189	6.74282	4.76064	75.75873	5.80221	6.62844	9.10652
0.06200	1.00000	7.09049	111.50861	32.54278	43.51690	40.39659	22.35199	1119.07882	6.24365	6.27810		8.41310	7.92904	69.85566	5.47590	7.98786	6.39913
0.04536	1.00000	8.26424	72.34424	40.78206	50.37321	31.12383	26.02079	1159.16629	5.90813	7.30440	5.75462	10.20090	10.23641	56.13069	7.16371	8.10139	3.94995
0.07681	1.00000	9.25470	-73.97069	40.64621	31.02135	57.19890	10.24668	1110.82512	7.10193	2.76196	8.55864	11.63027	6.68691	65.41997	6.44925	8.24064	7.44335
0.09604	1.00000	7.20345	-120.93549	37.73604	55.39485	62.22998	5.93032	1059.72490	6.72124	7.19478	6.95029	9.37474	10.54028	68.75996	8.21717	6.22288	7.48901
0.06367	1.00000	8.42265	14.51472	35.89972	56.39458	25.37051	14.67828	1058.67182	5.32709	5.17362	9.12109	9.01305	6.45775	42.08721	8.93341	5.97857	6.15459
0.02412	0.00000	7.68904	85.94001	25.49043	57.06073	40.04120	0.89544	1051.21049	7.52373	10.17224	5.20942	6.16256	9.61173	49.52525	7.91252	7.07804	5.35903
0.11956	1.00000	7.40487	122.22833	40.66482	42.22497	33.61156	28.56620	1125.90163	4.33011	4.66258	5.69134	8.43357	6.67454	85.19046	6.67356	8.67000	7.49439
0.10003	1.00000	7.22330	-3.05814	53.00974	50.76283	52.48087	7.57019	1076.15993	4.29104	6.66693	11.46308	9.43536	8.77774	47.47667	8.26817	6.98286	7.50621
0.06606	1.00000	7.28718	48.41667	-17.83333	37.19396	29.90506	28.78312	1082.15945	6.87897	4.51164	7.55065	10.13768	5.71123	47.66480	7.23467	6.28639	6.35292
0.03807	1.00000	6.47964	26.97253	49.65186	46.13496	39.38849	25.99962	1130.46287	3.36633	5.19385	12.19122	8.85979	10.64907	50.96010	7.52059	6.95979	6.22375
0.14870	0.00000	7.14752	-2.77259	37.49073	34.57517	42.25918	29.64930	1073.86264	8.37453	9.67604	5.52219	4.82615	7.90324	57.01354	4.99104	8.66471	7.92993
0.07637	1.00000	6.55208	3.50309	34.15429	50.46808	19.80963	28.71000	1173.89647	6.98848	4.58693	8.24357	7.84346	5.60827	49.58526	6.95126	7.53441	5.75494
0.03557	0.00000	8.44523	120.57224	15.72892	20.29159	36.21687	28.95761	1122.99915	8.52865	6.54397	6.58981	12.35746	4.40008	54.26391	8.62084	6.47255	5.67889
0.07886	1.00000	6.25429	23.225	43.4125	51.52019	49.60370	16.04313	1113.17049	6.03088	4.27608	8.52324	10.88715	6.40401	25.29843	6.16510	7.59016	6.89502
0.06785	1.00000	8.57870	-76.43941	39.33427	44.42092	35.06400	23.50738	1052.71639	5.24129	6.09758	8.38928	11.64894	6.75519	64.48449	7.83558	6.37925	7.02489
0.07193	1.00000	6.71693	-51.87389	-23.44361	63.58338	55.81331	5.95257	1183.20892	7.33191	3.33069	4.35623	7.75285	7.83605	48.32825	7.59473	8.23883	6.74487
0.05989	1.00000	5.60445	73.97117	31.96258	68.65006	48.44188	3.74821	1113.12598	5.46778	7.11313	8.54461	7.73957	5.47690	48.36767	6.24909	7.83539	5.82833
0.11464	1.00000	6.21721	-8.2503	37.08819	63.36758	49.44121	4.84619	1160.77516	6.37760	4.86717	5.63365	7.75643	8.19081	32.78125	7.62587	6.46842	7.79245
0.08393	0.00000	7.81753	123.758	10.20898	32.75658	56.05422	22.69120	1114.46765		6.35369	10.35722	4.94331	6.79925	64.10294	6.98793	7.34874	6.99069
0.10902	1.00000	6.93874	38.01667	-5.41667	54.56684	40.44109	18.83896	1089.85978	4.59714	5.02035	6.01310	9.18001	7.84210	49.56030	7.95626	7.74629	7.72981
0.09521	1.00000	8.30097	10.58082	35.72917	37.35842	48.84927	27.37612	1145.17833	6.48829	3.12177	9.08676	10.59008	6.28664	70.15130	8.75521	7.67785	7.28267
0.23848	1.00000	7.90645	16.54165	68.79833	48.82486	39.52496	19.26032	1073.01115	6.10477	4.54500	5.06224	6.80403	9.40797	50.14523	6.51778	9.44131	8.79364
0.71026	0.00000	7.42260	-0.45877	46.32313	61.55137	34.07701	16.39299	1152.00138	9.89611	9.51515	7.64391	6.62906	6.97142	54.58644	7.48193	8.63247	10.09314
0.05810	0.00000	7.48598	120.14278	32.50611	52.27832	58.56161	1.53176	1121.63379	5.40427	2.41045	9.34797	8.45312	6.41045	56.21552	7.42152	6.49837	5.33692
0.09122	0.00000	6.54204	85.83636	25.66795	46.00659	41.46128	17.44185	1129.10895	7.69339	7.85196	3.64840	7.39852	4.84675	51.54998	8.14402	7.46717	7.15931
0.14958	0.00000	6.44788	26.01649	44.43579	60.52515	40.94237	15.07244	1138.37002	10.63401	9.62146	6.29531	6.73180	7.32361	42.21194	6.00363	8.78289	8.13451
4.78082	0.00000	7.66464	-48.29694	-20.87306	39.74535	61.93082	7.04356	1167.10624	7.55719	5.78673	7.09326	8.99929	3.85491	58.04892	7.35510	8.31629	12.04642
0.07245	1.00000	7.37240	112.19028	30.35028	51.46069	56.67302	15.62111	1111.10182	6.36289	6.82280	7.19123	8.54307	8.29576	53.85660	7.39839	5.38241	
0.05787	1.00000	9.23795	117.7	35.85	41.88617	51.00977	10.11062	1146.98068	6.28755	7.80684	7.45584	7.07638	4.67806	52.40458	6.99221	7.49810	5.28637
0.07173	1.00000	6.33483	-85.76942	39.78504	57.90817	35.30095	19.13226	1130.40438	6.14744	6.59801	6.33917	8.11413	9.80086	53.57561	6.55964	7.21465	5.49476
0.42606	0.00000	6.15251	16.50104	41.24264	49.63469	49.66665	1.84918	1080.68577	4.58361	7.00998	7.73121		4.77757	56.68627	7.05687	7.65735	9.54958
0.27786	0.00000	8.03232	117.55417	34.86472	68.01512	16.13268	25.71314	1102.93512	4.96629	7.80863	6.58396	3.83350	5.38211	36.67034	4.99782	8.10218	8.97988
0.08206	0.00000	8.04121	83.97573	21.46527	61.17937	38.03951	8.38990	1108.39617	10.43288	7.27829	7.32310	12.96025	4.07339	63.99960	6.85592	7.96863	7.37381
1.85734	0.00000	6.60837	-60.93173	-31.4488	56.03173	27.76777	27.87481	1191.54569	3.36709	7.69696	8.11197	9.09435	4.08990	57.73520	6.29159	7.91088	11.07397
0.07393	1.00000	7.73766	-121.75689	36.91023	43.33754	43.38884	7.54051	1096.36289	6.84510	4.53663	8.39223	10.69722	8.07625	55.61876	8.16147	8.01745	6.88984
0.04726	1.00000	8.85031	42.54536	-0.35817	72.02771	56.76148	24.45977	1178.22638	6.40018	1.99083	9.04867	10.16496	7.14161	54.70322	6.69483	4.45108	6.10209
0.08486	1.00000	4.97133	32.86389	53.95278	42.83720	53.52085	23.02709	1171.72488	8.92221	7.05818	6.32391	8.68521	4.70282	51.63584	9.35544	8.15577	6.48275
0.05707	1.00000	7.91014	6.74549	49.5099	55.85965	29.20147	14.25841	1056.01384	6.99666	6.34739	5.65977	8.51123	10.05596	74.45685	9.56578	7.21512	3.58204
0.27829	0.00000	9.05244	79.82979	11.93381	53.70865	49.41423	16.16317	1171.27658	9.27695	8.33710	6.91490	9.83264	5.88025	70.38948	9.63246	6.76508	
2.81753	0.00000	7.65712	-4.0573	55.82737	29.17638	46.20027	16.47373	1064.71436	4.60676	7.32928	5.02693	7.42153	5.98798	39.73184	7.58004	8.70723	11.50570
0.21634	0.00000	6.93503	84.13864	22.88783	45.58771	31.15903	22.09677	1073.15308	5.61349	6.82300	8.77087	5.49320	6.41865	51.53395	6.69803	8.67995	8.69608
0.03932	1.00000	7.97177	-87.45476	41.47892	42.28070	38.10675	19.93799	1169.91536	5.38128	4.44469	8.00066	6.24014	4.04088	53.70121	6.47679	6.89817	4.16768
0.10285	0.00000	8.10716	136.61667	36.53333	52.50689	68.37225	18.67536	1135.96774	9.25236	7.84679	6.17109	10.52510	5.11760	57.10268	6.65843	8.63301	7.57638
0.18638	0.00000	5.46390	38.01667	-5.41667	36.84684	32.60404	8.43123	1086.29203	7.60830	5.33004	7.36987	4.49491	6.87264	59.78540	9.03595	6.91489	8.46357
7.73286	0.00000	8.49258	120.82747	37.30553	48.85340	46.79356	7.35261	1065.25525	7.44696	9.75909	5.49389	6.56530	6.78759	63.20137	7.73821	7.65023	12.52646
0.45698	0.00000	7.41847	100.04427	13.8196	51.68389	34.41567	19.18529	1191.05000	8.14631	8.81757	4.93574	8.18065	5.07712	58.14329	6.76572	9.38254	9.57607
1.91985	0.00000	7.48528	-96.67834	34.77453	49.42680	33.19853	1.26266	1077.51917	6.79535	6.71492	9.02727	8.56716	8.87597	45.87198	8.13229	7.80834	11.11525
0.06715	1.00000	7.94580	111.73861	35.20889	43.66430	78.57483	31.11234	1088.11287	5.38907	4.50954	4.95391	8.34907	9.50490	54.56599	7.15711	6.46790	6.66679
0.05303	1.00000	8.30633	-3.05814	53.00974	59.86805	37.30295	34.42029	1069.80864	3.88208	7.10353	6.05238	9.09246	8.11285	65.92860	7.24477	8.48972	3.19390
0.48591	0.00000	8.24907	-81.26367	28.90054	57.87385	63.74784	20.14247	1132.92094	4.02026	8.57615	9.18947	5.77387	6.69419	57.33748	6.12316	7.35273	9.61256
0.05605	1.00000	7.38350	-73.78458	41.0051	46.65869	44.26829	20.09837	1153.34580	5.30765	8.89352	7.97595	10.84264	8.33094	47.21070	6.36914	7.63255	4.93956
0.06676	1.00000	5.28891	-8.2503	37.08819	63.71760	44.81897	-5.61881	1071.85944	5.62182	6.37960	6.02579	8.78133	8.76723	76.77820	8.41378	6.68825	5.90083
0.18634	0.00000	8.98263	-73.75335	45.4473	66.02229	57.73476	9.34476	1159.21602	6.66286	6.12148	9.40771	5.61305	3.85158	64.44596	6.39994	7.57912	8.53720
0.05509	1.00000	8.80043	84.63445	24.81757	34.40528	31.58037	32.94343	1114.90742	5.78695	7.24509	6.00724	11.86596	11.60329	62.67972	6.35298	6.20930	6.46329
0.06372	1.00000	7.12259	-66.8499	18.03496	14.38503	46.48478	18.71204	1168.71509	5.47476	5.68153	8.21288	10.05587	6.06623	48.10926	6.54481	6.39832	6.00841
0.92633	0.00000	6.24642	120.89694	14.95472	42.70509	49.77110	13.18943	1076.13120	7.67709	4.24991	4.95330	7.96046	5.67118	32.67821	7.62853	8.50791	10.38382
0.06169	1.00000	7.16161	109.22921	34.65918	51.82801	50.17862	13.73440	1122.52083	5.69971	4.85712	9.12671	9.19066	5.06037	40.25470	6.47606	8.26598	6.64183
0.11675	1.00000	7.87075	-0.36053	51.64316	39.11714	45.23732	25.75854	1084.99220	5.54488	6.64660	9.24629	9.94167	6.79968	64.78207	5.98086	8.90512	7.22555
0.16579	1.00000	5.86484	-73.58248	45.40008	52.18954	44.07610	27.71876	1122.91461	4.42103	5.59052	4.83734	12.10890	11.88983	65.55389	6.94592	6.20136	7.97607
0.32224	1.00000	6.12426	-0.33525	53.7446	77.01429	50.60581	22.96745	1104.13983	8.04771	5.43099	7.64326	7.15361	5.39857	52.61093	7.29749	8.40227	9.18514
0.43978	0.00000	7.87235	5.37429	51.03427	61.27845	38.47235	1.88332	1173.52114	6.29804	4.82092	5.66970	7.43982	4.04019	45.86607	8.51073	7.39561	9.58561
0.07196	1.00000	7.89636	150.99292	-33.75881	22.50466	48.70887	32.93307	1058.30148	7.66299	4.94844	3.89464	7.90203	10.03774	37.33583	7.95200	7.69901	3.34017
0.06821	1.00000	8.59567	5.06258	7.50251	52.40921	48.57706	6.01988	1168.00411	4.82230	8.60239	7.45771	12.14715	8.33506	33.26268	7.53259	7.60381	4.18323
0.10255	1.00000	7.05623	1.00288	49.28669	50.55934	44.46130	13.56564	1166.14418	5.48898	2.32650	10.51121	11.95145	9.21734	51.20881	7.27687	7.90541	7.56332
1.07167	0.00000	6.68292	123.62494	12.37169	36.15137	45.84802	1.60229	1176.15826	3.55235	8.23529	9.62342	7.93812	5.60833	63.44763	6.89807	7.62396	10.49251
0.21004	0.00000	7.18641	29.00974	-24.19436	52.19947	44.20784	14.33774	1085.28500	7.81546	4.02423	9.85117	8.55424	9.26490	47.11016	7.01926	8.30990	8.69792
0.05143	1.00000	7.23822	-81.77285	28.54944	56.06786	52.38848	17.03262	1184.26398	5.73075		7.40053	11.56381	9.78339	67.85170	5.32199	7.03114	5.11794
0.04619	1.00000	8.11442	69.49015	56.11281	40.81936	46.83197	16.87265	1166.72777	5.39969	5.21995	5.53484	8.43315	7.33859	30.66400	6.75532	5.92302	5.45558
0.07266	0.00000	8.44364	37.92792	53.93361	41.03137	39.68940	11.64913	1129.62083	8.14659	8.60637	6.55671	9.92323	6.66233	28.23345	6.82535	7.27014	6.79841
0.03716	0.00000	6.28149	35.34722	-23.85972	42.99202	40.91614	25.23766	1159.33634	5.54874	4.64727	11.92219	3.36941	6.81182	41.63391	8.45970	8.07354	4.06586
0.16741	0.00000	7.26943	46.83187	14.53767	50.61022	25.09975	5.33347	1115.15318	2.42323	7.20069	8.80072	6.96537	3.49672	49.62174	5.72469	5.97264	8.48956
0.05605	1.00000	7.76666	70.96699	30.46907	58.70931	51.02832	11.99640	1127.69545	4.58744	4.83546	10.67625	8.56863	8.77978	40.12782	6.04931	9.22949	5.91332
0.19187	0.00000	6.26578	-35.71667	-8.66667	34.99750	52.16327	10.41225	1150.60851	12.80399	8.21557	7.71973	7.88134	4.99520	54.76310	7.71949	9.73582	8.56406
0.08710	1.00000	5.98198	-1.99421	51.35084	19.52398	38.50846	16.44928	1117.32797	6.47747	5.72794	7.84261	11.12434	6.58387	43.50693	7.12197	6.40173	6.95563
0.03836	1.00000	7.43350	33.34864	46.75451	36.90345	42.49227	0.09755	1184.37499	8.57360	10.61297	5.35913	8.38145	4.32167	60.71703	7.18291	7.36602	6.02711
0.07820	1.00000	8.55677	144.23058	-5.85746	41.97728	63.50602	39.28015	1060.45656	5.46770	4.52226	10.60308	9.33642	7.80874	52.80031	7.22530	6.46199	6.81402
0.08192	1.00000	8.94844	-73.86586	45.43341	47.77336	62.07163	24.24368	1055.05025	4.70190	7.14325	6.80643	9.81154	9.61527	51.81169	6.19737	8.81651	7.34771
0.04777	1.00000	7.80909	2.2469	48.90472	48.37180	24.86520	18.22499	1095.38357	8.64940	7.29793	5.79137	7.67483	4.08845	56.61217	8.22169	9.70288	5.35286
0.02622	1.00000	7.93477	-2.68758	53.69786	52.04686	43.63910	27.37365	1192.61399	6.60592	7.01794	6.30195	11.49319	10.62160	60.87762	8.43183	5.88924	5.39170
0.95950	0.00000	6.77634	-116.37697	33.72255	44.17653	55.38705	10.78680	1161.43434	9.47945	4.65489	8.32734	7.41880	7.33524	49.21827	9.58429	6.36956	10.39040
0.07613	1.00000	5.85447	11.18709	48.73218	55.06126	60.49643	18.79466	1087.79911	4.94781	9.02177	8.52898	10.44906	8.67913	43.07036	6.22306	6.52865	7.15315
0.10095	1.00000	6.62915	78.55757	17.34769	39.88276	49.18672	29.43192	1168.45454	6.10704	8.82706	8.66185	11.32078	9.59453	67.32608	6.86341	6.58441	7.35214
0.08623	0.00000	8.95468	43.91385	54.03876	50.34137	30.16787	23.23315	1163.80490	7.41149	8.05445	5.08896	10.15630	6.12038	42.94127	6.61523	7.39450	7.21453
0.07167	1.00000	7.35734	-88.42814	42.16808	64.50717	51.15342	18.75516	1083.81993	5.96998	5.14169	8.86090	10.39714	7.47576	45.04957	6.83399	8.66383	6.52895
0.04606	1.00000	7.49284	-117.14392	32.9156	50.57987	61.53289	9.04291	1157.50957	8.24983	5.51335	5.56825	9.46215	9.35848	37.71510	8.08054	7.96515	5.01472
0.15007	0.00000	7.44543	-65.71875	-21.44345	64.07192	44.69191	19.21254	1193.02174	9.58449	8.70867	5.32667	10.27704	5.97302	62.30381	5.92055	8.08335	8.31167
0.03735	1.00000	7.51160	16.50104	41.24264	23.22217	55.58077	12.49706	1081.65959	5.48745	6.61372	5.69665	8.72228	10.29345	59.58215	7.37092	8.66914	4.48529
0.10738	1.00000	9.01504	109.05389	-7.51611	65.97218	45.75508	15.18801	1081.12847	6.28970	6.74036	7.02291	9.55385	8.09788	46.80966	6.72221	8.59632	7.78476
0.05061	1.00000	7.15727	9.20427	48.49144	31.19171	59.53511	23.66953	1101.48939	5.30514	4.51391	5.33662	6.15027	7.31177	61.01235	7.07715	8.85372	6.41381
0.48091	0.00000	6.39881	1.33467	43.61058	37.20534	37.73795	28.18012	1146.75587	9.65837	8.84795	7.39210	7.52683	5.76225	59.17821	8.11579	7.70977	9.65004
0.11470	1.00000	6.51769	14.66737	41.55947	58.82763	42.82509	14.80672	1083.18522	7.99438	4.25668	6.81699	12.06938	5.30781	59.07124	6.20532	7.31004	7.61699
0.04917	1.00000	7.69431	26.97253	49.65186	64.82511	44.40445		1085.67097	7.30070	7.06880	6.27844	10.01712	9.02440	56.23373	7.49199	5.77970	3.25296
0.06969	0.00000	7.74371	88.18466	22.19303	30.40523	56.78928	3.13241	1081.98615	9.22126	7.32084	5.92640	11.20299	4.35793	40.96250	7.20513	9.30217	6.99837
1.63435	0.00000	7.45697	6.92917	52.31333	57.90327	52.13218		1191.76928	6.68348	5.20034	5.86369	8.13555	2.86007	79.62383	7.71230	7.42668	10.95750
0.19936	0.00000	6.55556	-47.53028	-22.45667	63.58294	46.87605	24.64050	1089.63531	10.57790	8.76295	7.40072	7.93810	5.99420	61.48535	6.36662	9.38530	8.51616
0.07416	1.00000	9.22589	43.83992	55.39485	49.46015	28.92022	30.34376	1139.92028	5.15780	5.02255	5.08223	9.54145	9.39482	61.20941	8.11399	7.97738	6.73581
0.05618	1.00000	6.73152	76.92421	60.97944	62.39779	60.33636	12.74711	1167.75142	6.06909	4.93228	4.51336	8.27616	9.31962	60.47877	6.57880	5.16533	5.92969
0.03702	1.00000	8.59935	13.63617	50.50301	40.49627	36.52684	15.73728	1128.06611	7.82569	5.67579	5.93653	7.06119	3.25351	42.14355	8.23314	6.90789	4.68570
0.04253	1.00000	8.17590	-118.10583	34.09611	25.19903	42.38319	1.43355	1100.15243	6.85906	8.15784	6.60942	9.38916	10.96596	43.11293	6.44475	6.59755	5.06617
	1.00000	6.86367	109.22921	34.65918	48.91811	47.51372	22.54846	1145.10744	4.86387	6.43678	8.60268	9.57167	5.58185	55.17286	7.35092	5.97015	6.15472
0.15400	0.00000	7.34369	-3.52751	50.7236	66.01494	57.99411	5.98160	1194.04821	5.31160	6.71292	9.25587	5.15979	5.57517	46.10901	6.69274	5.77139	8.16357
0.06417	1.00000	7.53690	144.23058	-5.85746	56.71802	53.04533	13.78616	1186.60267	9.46075	7.15489	5.84247	8.34560	3.95011	48.50257	8.24646	8.24468	6.15396
0.04698	1.00000	6.91820	-72.22625	18.57677	30.25165	50.46154	15.45067	1092.72878	6.63295	7.29625	5.55987	10.56946	12.90207	58.80167	6.95686	8.47439	6.01391
0.36504	0.00000	7.76357	-38.79084	-10.95817	13.01117	64.91593	22.75558	1088.37901	9.22059	9.76075	6.18545	8.82194	7.47246	56.59892	6.54214	5.99445	9.28397
0.05858	1.00000	5.97084	125.51176	42.64031	23.89751	67.96018	14.72051	1188.77544	4.78015	5.95218	11.48568	8.81553	9.72317	42.90216	6.20346	6.62396	6.65214
0.05154	1.00000	6.34517	109.05389	-7.51611	43.37992	32.53315	28.06601	1168.19340	5.65220	8.51083	8.34097	9.01805	7.21496	57.16413	8.50150	7.52079	4.13201
0.04362	1.00000	7.03378	30.79165	-27.76952	59.31446	34.01371	10.88801	1108.62539	4.03348	6.71417	11.19813	7.82106	7.44622	72.81555	9.07505	6.19211	6.39359
0.06309	1.00000	7.88337	10.58082	35.72917	55.34958	74.37179	31.42451	1062.47489	5.79569	5.50141	5.19064	8.37766	9.16608	28.71951	4.74325	6.43925	6.36685
0.07442	1.00000	6.93875	37.00438	-7.60361	49.09875	37.20134	25.85602	1112.57078	6.77694	6.31608	7.96462	9.60042	6.45071	49.76351	5.22079	8.47987	6.38773
0.08269	1.00000	8.03393	-89.64066	40.56754	42.06569	39.12041	30.67533	1186.15474	6.99226	7.26130	8.01892	8.21214	4.43500	45.05979	6.06764	10.04573	6.67580
0.08221	0.00000	7.82877	109.22921	34.65918	43.65720	50.15287	23.15485	1118.23121	6.18995	5.39155	6.62285	3.52112	4.58760	61.44619	6.69270	9.01153	7.50297
0.07767	1.00000	7.43450	111.4834	65.93381	74.34184	33.77171	24.94673	1076.05631	6.42020	4.39838	5.11867	7.02001	8.02817	67.43959	6.82961	7.30743	6.88780
0.19733	0.00000	8.69405	150.99292	-33.75881	68.65096	41.17484	24.63660	1172.67054	7.14154	8.32606	5.86274	9.40840	5.46305	52.64720	6.96134	7.19855	8.63580
0.05438	1.00000	7.09542	-7.95	53.43333	58.82503	10.84578	0.30720	1127.54659	4.74840	5.75590	10.10316	7.43554	5.82783	64.59041	6.55544	8.73006	5.96946
0.04951	1.00000	6.87767	-65.71875	-21.44345	54.92047	18.78094	21.48011	1197.49082	5.76473	4.30954	4.55454	7.62989	9.01659	38.28039	6.77265	7.05364	6.16580
0.08471	0.00000	7.20608	71.67164	30.29184	58.98409	17.97887	34.66905	1165.39316	5.78347	6.01030	9.51429	4.45967	8.17506	67.66649	5.84646	8.34104	7.01474
0.05133	1.00000	6.82997	10.18527	47.98372	39.35993	51.16377	23.57844	1055.32228	7.70308	8.36958	6.03116	7.38391	4.12323	62.27844	6.97116	8.14838	5.34902
0.33126	0.00000	5.40776	15.07041	37.49223	47.41404	62.96319	-7.33710	1147.03705	5.67750	7.16333	9.40878	5.67904	5.50922	65.50545	7.08932	5.53355	9.16357
0.05414	1.00000	6.00882	40.17171	58.1908	46.39821	67.89340	9.68588	1154.01573	8.06247	2.98695	6.99994	9.89874	6.37112	63.72894	6.15695	6.29829	5.71865
0.12397	1.00000	7.93590	-76.51552	39.32011	58.12067	69.05645	6.99562	1129.91221	4.17614	4.93616	5.83807	7.69945	7.98943	38.67268	5.95513	7.59575	7.95193
0.05773	0.00000	6.86538	17.8031	48.43174	35.40209	33.84052	29.81840	1152.77515	8.95513	8.38045	6.31817	7.60188	5.97584	48.80512	5.47872	6.60834	6.73964
0.15812	0.00000	7.38626	126.835	37.65639	34.87233	53.61671	15.46186	1127.67451	9.95175	7.59237	7.45526	10.53304	5.35421	76.28107	8.12186	5.59350	8.33321
0.09174	0.00000	6.76027	-3.05	53.81667	51.13610	34.15413	19.40843	1128.66182	9.47030	9.07147	5.86833	8.07175	7.00325	47.53779	8.90775	6.63332	7.40489
0.05365	1.00000	7.35039	1.33467	43.61058	50.83819	52.01519	10.67059	1144.08629	7.18052	5.37570	4.80369	8.65769	10.27553	67.23640	7.86519	8.71745	4.29416
0.09638	1.00000	7.26691	29.00974	-24.19436	36.38736	35.32216	0.49541	1098.49645	7.08068	9.42146	9.14457	7.29661	6.96323	56.32405	7.95470	5.49435	6.53654
0.24906	1.00000	9.79292	12.16179	48.52961	56.96696	27.20769	26.74565	1067.61195	7.15914	6.26234	7.55866	7.85089	6.70246	65.58552	8.68520	6.32554	8.94086
0.04827		8.86720	-59.13316	-37.32167	33.62882	55.52155	16.37565	1072.96702	6.46365	5.55426	8.87547	7.84935	6.71806	53.97784	6.38299	7.48511	5.66796
0.62227	0.00000	7.62093	105.75635	10.29085	64.58086	39.84598	15.65785	1157.26072	7.58794	5.36511	8.93125	7.65478	8.38589	69.32711	6.37861	6.02012	9.93991
0.04522	1.00000	6.27538	-80.38297	42.8334	56.55545	42.89227	25.47815	1154.45592	7.02216	4.24359	3.99354	8.38782	10.66787	46.90660	8.30147	7.08968	4.71525
0.15456	0.00000	6.28409	-46.99583	-22.97056	59.15323	45.91159	12.64044	1089.60540	8.16923	9.74968	6.00345	6.28971	9.20230	61.82648	7.89175	7.11397	8.21609
0.19060	0.00000	7.57323	-0.29825	51.39148	49.26228	46.86402	11.08913	1143.83963	7.74138	4.43848	7.34825	6.12446	6.54731	35.10270	7.00779	6.09070	8.63746
0.69828	0.00000	9.01184	15.07041	37.49223	46.72753		-1.62540	1112.98942	5.62578	7.90582	4.06983	7.22439	4.53394	43.99556		6.91537	10.06566
0.11436	0.00000	6.70547	2.59753	8.88649	53.90621	23.03760	28.85758	1137.52953	8.10108	5.60425	9.47014	4.06203	6.87471	57.53098	6.77832		7.84177
