CO	CFCs	warning	Pb	C2H3NO5	PAHs	PM2.5	latitude	NH3	PRES	longitude	CH4	PM10	NOx	SO2	O3	H2CO	TEMP
7.94943	40.68285	1.00000	47.49984	0.40494	9.16551	7.79672	1.6561	10.84425	1132.80044	103.6032	6.24554	8.52729	11.91427	7.51827	6.42013	49.43917	27.77276
9.62606	42.05159	1.00000	54.33147	0.25340	8.91357	7.21211	27.55898	9.36782	1141.82119	68.21204	8.14001	8.03866	7.30803	7.07340	5.51211	53.35440	21.72851
5.76215	37.94904	0.00000	42.66990	2.34164	8.46579	9.71027	25.92493	7.13323	1121.59980	73.66633	9.58055	10.62615	8.31739	6.81335	7.53180	31.78193	22.73872
6.73500	64.48283	1.00000	41.39096	0.55474	8.18540	7.37779	36.76775	3.74047	1143.92490	2.95924	6.28758	9.07834	8.16078	9.47196	10.37793	44.94946	9.45734
6.64248	51.41585	1.00000	48.97094	1.43160	6.80106	7.75645	30.35028	7.15493	1081.10649	112.19028	8.20151	10.07933	6.36894	9.20895	8.87049	37.36800	2.13674
7.40380	50.07183	1.00000	47.50263	0.05880	7.24859	8.60810	40.93121	5.96731	1052.28735	-73.89875	6.92211	4.28582	10.90990	6.30444	8.66321	45.14362	20.43592
8.06346	30.05100	1.00000	38.48907	0.13602	6.47777	7.61177	36.92574	5.54235	1079.31731	14.72443	7.39198	3.94418	10.06346	6.42109	8.50040	54.36860	25.61187
9.64712	62.69613	1.00000	34.45738	0.12198	8.69673	6.84421	2.2139	7.13204	1193.04624	102.3278	5.79509	6.51321	8.39413	12.87920	11.11635	32.32153	18.61576
9.12958	39.21027	1.00000	52.99791	0.10640	9.51421	6.96684	19.04222	5.55616	1081.65591	-98.11889	6.51110	6.35041	6.44263	5.85151	4.98291	66.86495	12.70226
6.18987	48.00012	1.00000	39.52171	4.39455	8.63984	7.22770	-21.41222	7.88216	1067.13294	-42.19667	6.51675	11.25855	5.78872	8.47590	9.23829	52.20536	15.97689
5.37753	34.93556	0.00000	51.89300	0.88410	9.45019	8.49767	31.76212	6.59887	1147.49210	-95.63079	6.14649	9.60539	6.66529	6.13226	10.47126	39.36732	12.74502
6.95670	54.26268	1.00000	47.61039	0.18659	7.77972	9.09555	43.62558	5.74893	1054.36051	13.39954	8.06497	7.19718	9.19233	10.17043	11.42495	50.99306	6.04285
6.68390	39.54963	0.00000	54.28309	0.14950	7.57897	7.55059	-32.45242	5.10448	1063.54956	-71.23106	7.32139	7.54242	10.68596	6.54013	8.57158	57.19372	28.10829
9.30628	35.37669	1.00000	53.93884	0.15997	7.93001	8.53858	32.5007	6.09287	1103.16994	-94.74049	8.14462	6.64964	9.24698	6.04674	6.10647	65.93434	15.65471
6.85523	44.87232	1.00000	28.09969	0.71944	8.99840	8.25836	-27.50578	7.31421	1105.05958	153.10236	7.63617	9.34778	4.96441	9.30615	7.12064	59.05006	-1.75995
8.44465	42.90150	0.00000	52.50859	0.23293	7.84455	7.74047	31.96258	9.09308	1069.42383	73.97117	8.51947	7.90280	9.04004	7.35730	8.53606	42.31739	22.27026
7.46968	72.48378	0.00000	38.76058	0.64766	6.70308	7.18677	32.50611	4.60501	1075.70472	120.14278	8.53031	9.23428	9.74866	8.02825	9.12900	69.85114	30.84652
5.22997	41.25066	1.00000	25.40606	1.50698	8.61656	6.20514	37.74615	7.03545	1157.06507	-25.66689	8.37289	10.15348	5.95885	7.67680	8.43870	63.57214	9.76526
2.12069	54.94185	1.00000	30.19874	4.71790	6.85441	7.74673	50.71229	6.88422	1067.42846	4.52529	9.47800	11.34011	4.35154	4.25837	5.80535	58.35799	20.53612
9.18400	41.51826	1.00000	42.27973	0.14838	7.71142	5.22648	-22.9	7.22212	1147.61878	44.53333	8.69265	6.69140	8.61373	6.86477	6.53663	53.02170	19.85783
6.28324	28.22090	0.00000	32.66084	0.22069	7.62572	9.70996	58.04254	5.28217	1062.49941	65.27258	7.84138	7.66296	9.02831	5.30404	9.31942	60.52968	15.21693
6.01579	48.03870	0.00000	9.81518	0.47488	8.47825	6.49291	6.46346	6.43519	1066.38386	-2.31938	5.66639	8.79248	9.80692	6.28302	8.02104	55.32661	20.74524
8.40591	76.81162	0.00000	39.67383	0.20826	8.14189	8.08532	33.43443	4.14284	1074.59150	-5.22126	7.34528	7.96617	10.24498	8.59811	10.40929	54.74596	5.28170
6.10653	73.93560	1.00000	33.62160	0.80216	9.50375	7.70023	41.47892	5.64413	1089.72759	-87.45476	9.81072	9.49683	8.40365	8.83136	11.66264	36.98811	14.08000
6.33967	38.88644	0.00000	43.41058	3.53727	8.59893	9.18076	45.44694	7.49014	1156.47026	8.62118	6.20323	11.03339	8.66051	9.60034	8.15755	77.56143	5.19831
5.16382	67.63048	1.00000	50.26092	0.59339	6.93822	8.68377	22.98212	5.97508	1140.30170	-80.58556	7.71897	9.10101	7.52054	7.95627	9.42662	65.00938	-2.63468
9.30966	44.74589	0.00000	50.37164	0.38513	6.99725	8.02360	11.12018	8.82380	1073.27944	76.11996	6.46054	8.65775	8.27660	8.51512	9.91589	58.40865	20.14914
11.41580	33.25268	0.00000		0.39663	6.96660	7.95831	28.71271	10.61916	1098.94667	77.656	7.48985	8.67676	10.26308	10.38916	9.55875	53.75286	11.32379
7.22362	29.19997	0.00000	35.27659	0.19613	7.70590	8.08658	40.57788	9.32301	1147.31488	-73.95958	7.33348	7.43411	10.46045	8.03104	8.75716	47.53434	20.69216
9.47301	33.62070	1.00000	40.06218	0.17329	8.31522	7.28012	55.85	7.31734	1129.62076	37.56667	6.28790	7.15306	7.50396	7.00935	5.89125	49.94898	12.75604
8.12633	62.95590	0.00000	36.40888	1.95290	7.34941	8.71526	43.32393	3.17457	1148.02718	5.4584	7.38830	10.42430	7.93343	7.59114	11.22019	51.01803	7.02847
6.79796	65.27484	0.00000	51.75536	0.36340	9.94629	6.86727	51.35084	6.11477	1176.88233	-1.99421	6.52973	8.45004	8.62697	5.88546	10.03397	63.22578	11.08072
10.00364	13.78298	1.00000	51.72042	0.17382	7.30928	7.09805	-4.5833	5.60018	1085.10801	15.16554	6.93339	7.32803	9.47771	8.54498	7.13015	48.84546	18.77585
9.65458	28.64326	0.00000	27.05885	0.54905	7.34935	7.80931	9.91861	9.94621	1116.88994	-68.30472	8.39981	9.05112	9.51175	7.47859	8.42672	50.73578	25.41073
6.56986	51.73203	1.00000	26.73944	0.59544	7.07325	7.43391	20.74122	5.04543	1119.02703	-100.44843	8.65245	9.16937	6.19890	9.06370	8.44115	60.06882	12.96014
8.79525	41.02619	1.00000	32.82314	0.11834	8.44647	8.84560	35.72917	5.02119	1161.37604	10.58082	9.45230	5.10699	12.17570	5.96090	8.13100	38.88883	19.48762
4.99454	40.16920	0.00000	42.80575	0.81778	7.89640	7.52856	27.76056	7.33199	1165.39700	-15.58602	7.34246	9.42770	7.95385	6.69120	9.22597	49.46179	11.25645
10.74304	43.20299	0.00000	32.73208	0.13838	7.48762	7.15542	33.35283	11.62803	1074.97928	-111.78903	5.78330	7.05845	11.48381	7.80069	9.47488	49.54070	9.81414
10.32263	60.32620	1.00000	46.31203	0.17943	8.34620	6.31871	26.2649	6.17823	1064.68918	81.54855	8.21116	7.78553	9.92087	9.14053	7.43935	54.92901	12.02150
10.10298	64.48054	1.00000	53.93380	0.24954	9.15821	9.12207	33.92866	6.90883	1112.86766	-6.90656	7.62482	8.05120	7.47265	6.83302	5.02466	54.43146	5.47236
9.68940	50.34005	1.00000	55.22441	0.15719	6.50436	6.81346	-3.74912	4.93705	1142.03851	-73.25383	9.59943	6.07222	9.39867	8.69639	7.98309	31.89094	10.79084
7.58913	64.50344	1.00000	43.55721	0.31661	7.40326	8.32150	41.24255	9.88202	1061.38236	-82.61573	7.83239	8.15453	7.89832	10.69293	11.08719	33.12412	5.70366
4.93610	37.81640	0.00000	64.55402	3.96646	7.92442	8.15251	45.43341	5.15910	1076.16760	-73.86586	8.15158	11.16573	3.50653	6.06978	11.80212	43.31072	14.35354
9.01942	38.43558	1.00000	52.00670	0.13129	8.41084	7.02372	33.92866	4.42921	1075.12872	-6.90656	6.88920	5.84167	6.41182	9.06413	7.19746	22.90403	17.97162
9.76272	65.89229	0.00000	29.20242	0.86702	7.28878	8.33550	53.43333	8.45447	1166.79931	-7.95	7.25924	9.58918	8.50317	11.60734	10.27850	47.82356	2.75535
11.26480	37.81591	0.00000	32.89867	1.77803	6.88906	6.23427	39.00622	8.19317	1167.62074	-77.4286	8.09558	10.31121	7.21572	11.99132	12.08856	52.00233	15.61662
8.69454	53.11065	0.00000	32.76991	0.11845	7.94308	7.18362	31.82539	5.98549	1196.54565	72.54064	8.07195	6.28107	10.67742	6.17472	7.00784	58.94868	16.14188
8.82727	42.89593	1.00000	51.34372	0.11627	9.24194	8.01423	59.33333	6.62031	1153.33420	18.28333	6.14557	6.73236	9.69478	4.26908	5.22194	73.84439	8.31644
5.05914	27.72768	1.00000	51.87548	4.71206	7.46855	10.42506	20.22816	7.28049	1102.05816	-103.5687	7.23435	11.33583	6.31249	7.43902	9.15837	56.96774	7.62369
3.96946	53.67110	0.00000	34.74530	0.15469	8.43946	6.86066	51.44889	8.11289	1182.16399	5.51978	7.04364	7.13272	9.55935	4.75246	7.50805	55.09900	16.25933
4.93807	50.06250	1.00000	22.88095	0.84054	8.65434	7.99040	-19.72806	6.20000	1053.14353	-50.19556	7.59636	9.42897	6.15774	7.49276	8.04805	60.30604	11.55380
9.58454	34.86765	0.00000	49.76724	3.51531	8.27930	7.86619	43.1009	9.79549	1189.36453	-75.23266	6.97908	11.03732	9.99127	9.68992	9.32745	33.89216	24.29023
8.23417	37.49223	1.00000	58.73009	0.10714	8.25311	6.83194	9.89206	3.33581	1084.37234	43.38531	7.68358	4.99247	10.94620	5.84355	7.40812	60.02224	15.61506
7.14495	59.08609	0.00000	31.21954	0.18999	6.85382	8.70124	55.1904	5.14470	1131.00589	30.2049	7.41100	6.91661	10.72454	5.98917	8.70927	47.13022	24.98066
9.93152	58.76581	0.00000	29.61334	0.38730	7.52480	6.22459	40.66482	9.83809	1096.97147	122.22833	8.16904	8.63182	10.12624	10.47871	8.36121	60.66558	21.16058
5.55498	43.23502	0.00000	40.98986	0.58589	7.64558	8.14469	42.24113	6.42461	1176.87676	-88.3162	8.37534	9.08738	8.13416	6.93682	8.93153	47.39149	22.06249
9.24860	44.42539	1.00000	64.80260	0.09730	9.46384	7.89313	37.73222	5.38405	1142.43644	115.70111	8.55656	6.63144	9.86282	7.29733	6.99961	33.00234	13.59640
8.57150	62.94916	1.00000	47.11633	0.16085	8.25973	7.74313	34.85	5.98705	1149.35759	117.33333	6.42966	4.97403	7.10623	8.46886	7.94311	50.50153	11.06964
7.61840	27.61710	1.00000	43.01104	0.77368	7.59035	9.28820	20.88953	9.15288	1155.53092	-156.47432	5.38477	9.42473	6.58547	10.28438	10.23743	61.52673	6.67392
9.45649	47.38897	1.00000	57.38379	0.13373	6.68975	8.21087	-23.44361	5.20937	1083.23091	-51.87389	9.33446	5.87798	10.21269	8.37035	8.28831	60.23110	7.14326
10.87991	39.33090	0.00000	62.03874	1.04523	7.36035	8.22389	20.21322	11.97992	1165.97096	-100.88023	9.31480	9.74133	11.95277	8.61610	7.38930	47.45934	19.28850
8.38687	83.99142	1.00000	26.11265	0.12465	7.50511	8.31178	22.98212	7.52555	1110.56585	-80.58556	8.18324	4.94384		8.60638	8.56919	32.87687	18.20151
6.68977	31.20316	0.00000	51.85746	0.16320	9.05018	8.71520	19.04222	8.69738	1178.77405	-98.11889	7.30329	7.35062	9.78270	7.97717	10.11276	18.25994	7.93312
7.56286	38.00415	1.00000	23.27612	0.10785	8.28222	6.93486	42.22718	7.67931	1169.29800	14.39024	6.77031	5.30295	9.85433	3.11620	5.83571	65.11182	10.75413
10.75877	36.77690	0.00000	55.78467	4.77052	8.27135	7.68129	50.75	10.30994	1054.31487	2.25	8.04625	11.34036	10.99799	12.91124	11.56667	47.23498	12.60178
9.30564	55.00012	0.00000	63.32924	0.31552	6.57075	8.76135	52.57583	8.89252	1063.71889	6.61944	5.73141	8.53806	8.45696	8.66225	9.33623	55.47184	22.32813
11.71296	44.21136	0.00000	40.42157	1.08117	6.80178	7.43910	7.62789	11.35104	1171.39850	4.74161	6.40807	9.75840	11.17210	10.53979	9.14926	51.60446	16.79621
9.70743	30.71202	1.00000	47.59306	0.24419	8.62381	7.57648	-37.32167	7.23274	1136.14183	-59.13316	7.71312	7.84111	8.96028	5.45997	4.95165	48.82657	31.56033
7.28281	42.86027	0.00000	62.86537	1.68420	8.42244	6.44186	-2.90055	3.98125	1185.61633	-79.00453	7.98455	10.28304	6.19603	5.87702	11.36371	46.21335	10.87378
9.55668	60.37201	0.00000	49.41935	3.14568	7.80939	8.58097	30.17746	7.56121	1123.90903	-81.38758	8.46862	10.94555	7.10692	11.05214	9.41186	34.04548	15.80601
8.64438	58.99138	1.00000	55.45325	0.16479	9.08578	9.43005	24.96334	5.41911	1168.10280	10.18003	8.27575	4.81340	10.96252	9.44046	10.07577	57.68980	14.53315
9.84122	25.05127	1.00000	50.67835	0.39714	8.17903	8.15755	12.37169	6.69431	1153.34572	123.62494	9.82778	8.74225	5.03967	5.27672	2.57090	74.15986	2.00262
5.29683	35.99024	0.00000	41.02436	0.30253	7.94032	8.78897	15.73628	9.79327	1076.62563	75.96976	7.26939	7.93296	10.70697	5.86190	7.74434	46.01465	11.98048
7.82972	48.31084	1.00000	63.05056	0.85152	5.82166	8.31813	43.86682	6.48892	1193.45546	-79.2663	8.57062	9.53520	9.19416	5.61310	10.36752	60.65849	12.57092
10.07338	40.16897	1.00000	46.63021	0.23205	8.38290	9.22192	51.20219	6.45374	1092.14557	7.36027	8.22249	7.93177	6.20350	12.67041	9.75778	73.57510	-10.74074
3.64226	44.54809	0.00000	42.21161	1.16485	6.47033	9.55641	25.66795	9.45576	1132.15293	85.83636	7.84825	9.86208	8.02208	5.49009	7.51480	61.44713	19.95335
7.74060	48.48985	0.00000	26.97162	0.62688	7.17301	8.16073	54.84444	7.82441	1103.26946	38.16694	5.26746	9.16480	7.94028	8.72472	9.07364	43.12169	28.23380
10.27930	75.12108	1.00000	25.66201	0.23408	6.84084	6.46668	38.91817	6.65212	1199.82843	-78.19444	8.12080	7.99546	8.09643	7.94229	5.84613	72.20379	19.24854
8.45081	60.25161	0.00000	40.38709	0.51539	8.14756	7.71145	50.75932	7.28783	1187.12096	25.34244	8.84554	9.00409	12.34937	6.10732	8.25876	44.58733	13.86886
8.33961	38.33985	0.00000	23.88424	0.71249	8.04856	7.31778	-34.28853	5.85621	1127.67462	146.05093	8.46881	9.30476	10.73802	4.85473	9.18692	45.08528	26.67439
8.24173	48.01122	0.00000	54.50507	0.40586	10.00436	6.33743	25.49043	8.65702	1179.24144	85.94001	6.55165	8.56329	8.53996	7.87380	7.58644	71.26275	8.28083
8.74839	41.23226	1.00000	32.43835	0.52007	8.04658	7.35337	20.88197	6.64857	1165.98988	85.83334	9.27823	9.00704	6.16363	11.24406	9.65263	69.86983	9.53277
3.14345	28.57542	0.00000	39.83325	0.62214	7.60841	5.96268	34.09668	7.40658	1135.79356	-117.71978	8.52903	9.20506	5.80938	5.83560	6.74025	45.47042	26.61514
11.42246	33.30628	0.00000	51.65371	1.70291	7.32679	6.72480	51.65	10.34151	1137.02226	-0.2	8.95956	10.30019	9.99063	11.26302	8.84777	60.14793	15.84142
10.01761	47.40398	1.00000	53.84487	0.11824	8.39397	7.09027	6.95194	8.67082	1115.15276	121.96361	6.70150	6.16711	7.07152	13.18331	9.72458	53.60049	7.89747
7.60526	56.64247	0.00000	90.77952	0.96506	7.87169	10.27370	-2.68333	4.92017	1150.10446	33	7.83587	9.61016	9.19372	7.29536	9.37182	59.96219	30.36464
10.84660	45.93365	0.00000	45.95651	2.84412	6.98183	9.95483	50.09019	9.13533	1091.75670	8.4493	6.80996	10.82000	8.47649	10.91213	9.89617	68.08490	-3.10361
5.28598	52.81832	1.00000	63.03817	0.23922	9.13696	7.58442	26.76628	2.99300	1154.90569	83.36889	7.94887	7.80742	7.30597		8.18404	51.93349	16.09065
8.16777	46.38850	1.00000	58.91887	0.11931	6.84676	7.53901	48.98693	7.16629	1192.11129	2.44892	7.01742	5.06572	10.42902	7.29547	8.68346	41.70250	13.95635
9.09692	48.91800	1.00000	65.47435	0.15868	7.09909	9.63628	40.63316	6.72195	1096.47226	-74.13653	9.17178	5.75135	10.62199	7.40473	8.16720	47.84301	7.52696
8.49228	35.43144	0.00000	42.47043	0.93604	7.37829	5.64408	-24.19436	8.24137	1060.51006	29.00974	7.95242	9.60374	7.65613	7.44315	8.34049	62.81736	41.23450
8.33519	48.11576	1.00000	31.98854	0.12976	8.69493	6.28705	4.88441	4.19046	1158.69860	101.96857	7.57845	4.01145	10.17359	9.68003	10.27978	48.64891	5.76405
5.58105	48.28961	1.00000	41.23096	0.47632	9.23412	8.87261	22.19303	5.78755	1188.12063	88.18466	7.17292	8.91783	9.66392	8.66831	12.13707	54.41877	12.71856
8.63238	32.54495	0.00000	58.33559	0.28788	9.05032	9.28238	42.52787	7.88411	1110.49772	-70.92866	6.85304	8.11352	7.42008	8.51268	9.22042	48.84110	6.71449
8.11241	51.21639	1.00000	73.45526	0.09849	8.63447	8.87932	39.72943	4.41875	1095.90106	-104.83192	8.26604	4.83359	9.38867	6.33681	7.40846	43.96336	16.17652
5.50856	43.77839	0.00000	53.31499	0.36568	8.40867	8.01443	53.95278	4.98014	1091.20751	32.86389	7.34615	8.64848	8.50374	6.73731	8.81164	43.83816	7.51351
5.71051	38.34743	0.00000	39.28799	0.38220	8.05765	7.60357	40.5576	6.83093	1183.82314	-74.28459	5.83875	8.68925	8.74573	5.40328	9.55642	37.48848	25.35002
6.84525	59.70503	1.00000	22.19457	0.14765	8.43977	7.68552	-6.8048	6.53032	1145.79733	110.8405	7.57148		6.98425	9.88418	8.40842	52.41636	-2.59166
4.96154	30.75140	0.00000	37.10470	0.23948	8.54680	8.65762	-36.9256	6.75147	1063.99218	-73.02841	7.37893	7.35341	8.86544	4.55309	8.14520	51.20818	20.08467
9.60426	47.93055	1.00000	44.98024	0.37466	7.08213	8.76110	48.21644	8.26924	1178.38978	9.02596	8.62529	8.29495	4.13287	5.51865	2.93405	66.20546	-0.02356
4.02401	41.39758	0.00000	59.67610	2.81234	8.33851	8.36800	51.65	8.81506	1151.55790	-0.2	6.63062	10.78542	8.25576	6.41239	6.84186	55.38518	13.88615
10.47502	33.06310	1.00000	34.42641	0.20079	8.52035	8.89658	29.38242	7.07028	1186.27085	70.91106	8.04472	7.71813	9.62035	8.93215	7.33554	60.10232	7.09394
10.56295	67.85178	0.00000	49.01386	0.45758	7.35953	8.76884	59.33333	7.02348	1157.36836	18.28333	8.18821	8.72359	5.62161	10.18178	11.77864	35.32074	22.44925
6.02410	39.90599	0.00000	47.13276	2.27675	7.84156	7.48466	23.04419	8.92040	1111.43561	-82.00919	6.70597	10.57580	8.86385	6.63481	8.16464	39.37734	1.60915
8.53499	37.58625	1.00000	44.33655	0.15450	9.09156	8.06336	-2.68333	5.69962	1094.38358	33	8.41973	6.14955	10.16049	5.41134	6.40600	41.78682	23.82976
8.68340	50.15204	1.00000	29.75704	0.09598	7.40798	7.25938	44.85278	7.05849	1065.12265	65.50917	6.70129	6.39065	6.70835	6.07009	5.49370	64.52973	10.11976
10.41031	33.57133	1.00000	55.94783	1.36042	8.27483	7.85314	53.53395	10.03017	1164.05845	33.72798	9.43114	10.01597	7.93596	6.00084	3.79146	39.46167	0.63089
7.40361	66.06514	0.00000	33.98710	0.24158	7.47232	7.56278	9.89206	5.34832	1115.81985	43.38531	6.80663	7.93907	11.24760	6.63767	8.37853	55.72033	15.22375
8.70891	49.71045	1.00000	62.74852	0.06519	6.19554	6.05393	-1.9487	5.30165	1177.07600	30.4347	8.89266	5.37599	6.94715	7.86334	7.09298	57.04779	3.99873
6.09102	50.40901	0.00000	29.40779	4.33015	6.31205	7.41798	-5.85746	6.29289	1195.85847	144.23058	7.05409	11.25058	6.51053	6.36218	9.84759	38.56939	3.84660
7.70320	1.86262	0.00000	36.99415	2.09299	8.20376	7.09811	32.50611	10.79535	1181.85323	120.14278	7.37477	10.48727	12.78264	9.89417	6.76503	64.98660	10.63495
6.98976	45.75770	1.00000	58.18407	0.32385	8.28525	7.04864	26.67319	8.19771	1189.21657	31.4976	10.00842	8.34620	9.14132	10.28245	11.37878	51.31090	15.16076
6.58132	51.97485	0.00000	51.43207	0.16380	7.59772	8.04848	52.71083	7.60509	1050.69938	5.74861	8.41795	7.26449	10.01212	5.56491	8.84547	44.03295	14.66449
5.21312	52.57165	1.00000	31.95784	3.27953	7.97145	7.76560	41.72059	5.46755	1155.34564	-87.70172	7.36086	10.96316	8.31240	7.66200	12.36604	36.52219	24.26774
5.05245	29.09274	0.00000	61.50623	0.76942	6.78639	9.15139	34.81667	10.39224	1093.60034	137.4	7.46051	9.52815	10.38906	4.97667	6.63641	43.79103	2.40958
8.05511	44.89633	0.00000	57.34929	10.28531	7.30878	8.12634	40.78206	8.10663	1183.27347	72.34424	8.45317	12.12657	8.73984	10.87779	8.71035	33.47965	36.66072
8.79872	30.60885	1.00000	48.06221	0.11540	6.88452	8.17857	33.37526	6.39680	1053.17403	74.3092	6.88422	6.45451	8.02105	4.85486	5.10414	46.76532	7.29168
7.77547	36.25454	0.00000	66.94260	1.80208	6.47476	8.01085	50.71229	6.16107	1138.80546	4.52529	9.02788	10.33755	8.95881	6.62829	10.33602	52.83420	15.13620
7.71783	52.34821	1.00000	50.83161	0.07680	7.11805	8.21889	42.819	4.10993	1074.91690	47.1192	9.32983	4.55982	10.33870	4.40387	6.77090	49.34450	12.16780
6.24040	60.09720	0.00000	36.67665	10.68030	7.22174	6.92859	33.54428	8.35673	1114.62992	-84.23381	5.64739	12.16357	6.61859	6.40777	9.76556	39.13142	-5.37499
6.60735	46.25919	1.00000	49.15497	1.15706	7.94011	6.73237	16.75973	7.73892	1193.37115	-93.11308	8.12130	9.85268	5.96937	9.03548	9.41666	26.61054	8.41215
5.54806	32.93261	0.00000	41.00985	0.21310	7.56013	8.52878	22.49396	6.51321	1145.15012	-105.36369	7.19467	7.34540	9.60558	6.78876	8.83013	54.18222	18.33944
5.07696	32.43120	0.00000	41.76513	0.54529	10.34569	6.97075	33.92866	7.32942	1054.77444	-6.90656	8.80759	9.07102	6.03274	5.29917	11.12622	60.16484	0.15304
3.60441	44.43233	1.00000	21.90524	35.03119	6.31427	7.46891	51.26	7.11461	1131.84662	-2.1875	6.13915	13.35705	5.75453	5.62538	8.99891	36.24716	26.15493
6.55173	75.71058	0.00000	57.62728	1.02898	6.91213	7.08854	40.2737	8.42263	1069.35088	-76.88442	8.40377	9.76956	9.05798	7.45661	6.76663	38.30613	16.37174
6.16518	48.76820	0.00000	38.14632	0.42133	6.94547	9.18127	21.34222	8.51766	1126.36784	71.30633	6.82732	8.77723	9.03465	7.08417	9.50821	52.85654	32.64071
7.31066	50.97378	1.00000	40.84536	0.06262	8.08736	9.06219	51.62907	5.04532	1056.06849	-0.74934	8.30627	4.41305	8.59967	4.85716	6.62803	38.04940	14.71631
10.05935	45.28553	1.00000	46.36397	0.25058	6.89136	7.81941	17.30858	8.12373	1099.28236	97.01124	8.12021	7.91975	6.67425	8.02735	5.71277	69.62427	29.40247
7.40370	38.71815	0.00000	56.39850	0.49809	8.21719	7.83041	33.95015	4.60011	1051.64175	-118.03917	7.70497	8.83613	10.47187	7.02448	8.56332	64.60208	11.02025
11.42735	47.44262	1.00000	68.81195	1.12776	8.35213	7.62866	11.00599	6.61520	1133.53862	77.5609	7.13810	9.83726	7.99217	8.06513	4.56340	52.31211	13.79517
6.23933	42.56963	0.00000	55.61016	1.89338	8.04791	7.70523	48.21644	6.13905	1146.07464	9.02596	7.27330	10.39815	8.47261	6.82062	8.65533	63.20394	34.36710
6.29872	57.09014	0.00000	39.57755	3.32682	9.05032	7.86222	31.92923	8.99510	1107.03754	34.86563	5.48383	10.96941	8.01306	5.49131	9.36369	70.82003	18.16377
8.87245	26.98290	1.00000	59.07472	0.16194	8.45863	8.09068	42.52787	7.57982	1181.38208	-70.92866	8.63371	6.88864	7.67064	6.44225	5.81955	52.34003	-11.07368
5.01714	37.24943	1.00000	44.45095	2.37389	8.94509	6.62797	55.54028	4.67422	1180.46134	89.20083	7.64815	10.63762	5.77393	7.29959	7.66709	42.99768	13.52492
10.21716	29.95771	0.00000	39.11587	0.47863	7.51391	8.82079	43.11667	9.41810	1108.19957	1.6	8.26049	8.95783	8.73490	8.88228	8.25243	45.63335	12.10678
8.11532	74.59127	0.00000	67.99893	0.48472	7.21816	8.17895	9.91861	9.60974	1070.58981	-68.30472	7.93416	8.91145	9.62217	6.37423	6.66225	56.43239	27.05836
8.54804	42.80785	1.00000	23.80215	0.15185	9.23468	7.13206	-8.05389	7.49432	1149.13622	-34.88111	9.46431	6.60726	5.94978	5.74291	4.92428	61.34256	25.06248
8.10591	60.84343	1.00000	48.36934	0.10747	7.58958	6.24277	32.42067	4.90202	1182.25644	-104.22884	6.86068	5.70698	8.20930	5.07726	5.61933	43.49995	6.10819
9.25512	55.32701	1.00000		0.23657	6.51122	8.17175	47.83333	6.20776	1146.72701	59.6	9.51926	7.93235	10.67577	4.80149	5.01779	57.53456	20.97205
8.32463	26.67471	0.00000	44.60600	0.97683	8.79508	8.29359	-24.19436	4.29810	1099.45285	29.00974	6.97977	9.67215	8.21198	7.93903	11.29361	44.41366	18.66897
8.12076	52.30249	1.00000	58.50875	0.12585	6.79006	9.68823	51.26	6.45661	1116.96790	-2.1875	7.83010	5.55126	11.29561	5.09855	7.24472	56.84056	15.48266
7.19691	69.55109	1.00000	37.41474	0.67853	7.11949	8.08533	33.92866	5.18794	1112.96993	-6.90656	8.01208	9.22349	7.60694	9.76093	11.15213	47.11680	18.71542
