Pb	H2CO	warning	C2H3NO5	CFCs	CO	PM10	NOx	SO2	PM2.5	PAHs	CH4	longitude	NH3	PRES	O3	latitude	TEMP
60.09404	36.13408	1.00000	37.71243	81.61456	9.46080	10.60021	7.59647	6.92010	5.61098	6.94500	6.70492	-4.10734	12.96071	1068.57905	6.68051	38.68712	9.90125
70.82085	50.99376	0.00000	4.43187	75.06030	10.29268	8.24548	8.65438	10.27419	10.08807	7.16380	8.98744	12.19458	10.15811	1124.83515	8.72146	10.61285	14.67472
36.29090	33.82623	1.00000	21.46754	81.71465	6.10095	10.03067	6.18546	9.18885	6.46142	7.73883	9.20926	-7.95	5.94864	1190.31590	8.88118	53.43333	19.23864
60.73329	57.44238	1.00000	10.18485	75.97575	8.09351	9.28212	8.70522	8.61419	9.22765	7.06352	6.08898	19.61222	11.76196	1119.85323	6.65271	44.97639	17.26929
30.98312	43.44419	1.00000	5.90383	68.73587	9.32708	8.64779	9.32911	7.19649	10.68846	7.34402	7.66442	30.91105	9.05774	1128.07536	7.10279	3.02013	25.09392
30.82680	25.09423	0.00000	3.49659	82.73064	8.87331	8.02525	5.21418	7.28617	4.17081	6.98703	8.27916	3.20639	10.05685	1176.43570	6.54448	50.74497	21.05714
46.75263	54.09057	0.00000	6.68378	76.96135	9.16084	8.81271	8.33854	10.92962	11.00523	8.50496	8.79341	-3.52751	9.33611	1164.17005	9.73178	50.7236	28.10863
73.99800	41.55316	0.00000	6.48510	75.10176	10.94980	8.74614	10.15109	8.47111	9.12352	6.71401	7.60346	115.70111	7.54384	1165.74044	9.90297	37.73222	24.96998
46.44539	59.44793	0.00000	7.37772	71.63104	9.69483	8.78659	10.05902	10.11830	7.92835	9.71237	8.27322	30.79165	9.55534	1182.02096	9.56832	-27.76952	8.95994
60.86184	36.82308	1.00000	18.47889	70.56530	5.41446	9.86202	5.15208	10.86861	5.75562	8.52383	6.33356	34.33825	3.91097	1182.17472	8.92205	53.59782	13.83375
52.18433	46.11708	1.00000	4.93724	76.15174	6.41429	8.45984	7.07303	8.19035	9.14723	9.20064	8.50296	120.82747	7.00020	1095.97670	8.53760	37.30553	19.46666
61.02805	47.80916	1.00000	1.93727	85.95145	9.52393	6.69644		6.44624	10.75834	7.45732	9.51799	-0.36053	10.90103	1127.20522	6.91317	51.64316	26.38032
56.54046	46.10759	1.00000	4.59085	63.02697	4.15562	8.58801	6.78137	9.86154	10.61342	8.82252	7.77132	-39.25	5.36810	1119.08830	9.50560	-12.91667	2.20055
77.33153	56.64701	1.00000	4.32144	85.92102	7.03453	8.18804	6.10371	9.97178	6.86767	7.72803	7.79244	0.30367	7.34402	1082.07566	8.59193	51.38673	36.22483
27.38272	44.59710	0.00000	7.25388	63.16210	8.09169	8.79654	7.26712	5.23091	6.40316	8.33171	9.14644	121.12251	10.55985	1054.57854	8.24360	14.62578	15.60918
19.52875	64.55911	0.00000	3.11600	71.54597	8.71668	7.88030	9.20101	11.55997	8.86478	7.07079	8.87151	-116.37697	9.50862	1093.80429	9.40028	33.72255	12.34508
46.42022	26.58430	1.00000	6.47871	78.35180	4.80062	8.67161	5.92319	9.11618	7.63693	8.27776	6.89331	9.0027	4.24704	1129.37441	8.65998	11.86064	20.43999
50.91565	51.50123	1.00000	2.52710	78.21410	12.52261	7.19896	8.61484	9.64893	8.07035	9.17183	9.72809	10.5511	7.64194	1179.46046	5.43159	52.47774	3.13611
48.17963	52.20426	0.00000	4.58450	72.23048	5.28114	8.38147	6.89847	5.61674	8.85642	9.31514	8.09799	137.5	8.71249	1084.17362	6.00732	34.9	14.04635
32.21223	48.20060	0.00000	2.61523	73.51693	5.52223	7.80338	5.81429	6.43630	8.33833	5.92271	9.89579	9.00472	9.07930	1157.91260	6.94025	4.2475	-0.81804
30.85904	59.31433	0.00000	6.31763	94.12300	8.98526	8.61071	9.83052	10.02830	10.58396	9.18592	7.20212	-58.70072	6.90261	1096.22460	10.07914	-34.74785	18.03942
48.17073	67.72318	0.00000	10.53979	78.71658	7.87766	9.28123	4.95415	6.81279	5.97042	8.19377	8.11940	-1.48119	10.42363	1084.83499	8.89206	53.0233	3.55960
42.97145	27.43842	0.00000	3.36438	68.13622	10.60769	8.01874	9.55341	6.43252	10.81104	8.77055	6.66163	-73.47429	9.99227	1129.04863	8.07146	40.68066	13.95516
41.65980	54.12501	0.00000	1.36165	73.04302	7.67773	6.79491	9.06903	9.47434	10.06022	8.11293	7.71011	150.99292	10.06283	1182.86127	9.64128	-33.75881	34.64854
52.96421	50.41341	0.00000	2.43526	83.24474	7.79887	6.80136	4.56039	6.40245	5.93719	7.56123	9.02838	103.65309	10.53421	1088.80763	7.68427	16.0567	12.68311
36.60670	63.96205	1.00000	2.04325	79.92311	4.25123	7.29729	7.61189	9.06477	7.05050	10.25592	7.99916	-101.2591	5.75605	1133.08007	10.30267	21.01858	-1.60179
34.43960	38.63322	0.00000	4.25218	82.44824	7.07888	8.33704	8.01270	7.02765	6.40243	7.77023	10.05225	1.33467	8.57364	1107.19832	6.98211	43.61058	18.72552
48.35704	24.40664	0.00000	5.72832	72.44952	7.22931	8.66197	6.12896	7.75174	6.22105	9.02462	8.48964	-91.58045	10.22106	1164.40824	6.66985	41.6764	20.20783
50.85667	47.28234	1.00000	1.94778	72.81587	11.87501	7.32743	10.23475	7.64031	9.64933	8.35896	5.65225	-84.13722	6.96277	1073.92487	6.23033	9.92787	0.70100
43.51421	36.61659	0.00000	2.64723	76.09603	5.18537	8.17581	4.94496	6.70883	8.96321	8.40845	8.74861	69.67639	8.90665	1182.40028	8.33071	41.29444	19.69413
19.94676	68.28683	0.00000	5.84434	76.64343	10.95966	8.57835	9.93044	10.87300	8.70518	7.80978	7.55124	110.8405	9.43003	1058.54141	8.88049	-6.8048	23.96485
29.41620	37.50342	1.00000	5.18165	73.38451	8.06827	8.52240	8.08886	7.66365	9.29439	10.02708	8.05043	0.30367	5.99858	1181.23681	10.28237	51.38673	9.12199
51.45767	69.01246	0.00000	2.12594	72.47444	10.10833	7.62627	10.24782	8.79688	9.14567	7.18167	8.34439	-81.38758	10.53528	1132.05683	6.69607	30.17746	32.84892
35.32238	42.11763	0.00000	3.96004	75.29249	5.91786	8.15368	5.51858	7.15990	6.56891	7.52158	8.67831	91.61356	7.27676	1114.63948	4.62342	26.44931	-1.36118
45.42989	73.25301	1.00000	5.09747	68.50159	9.78874	8.59121	9.84913	8.83681	8.92582	7.88787	9.03990	85.83636	9.90846	1176.58434	6.27494	25.66795	18.95895
29.08238	59.29042	0.00000	1.64343	65.06531	6.25292	7.09244	4.50616	6.47740	7.60932	9.45635	8.31471	116.82887	10.62531	1085.40881	6.11938	-1.26753	24.87652
34.92053	46.04937	0.00000	27.30385	83.16655	8.15143	10.26444	8.42673	8.42777	11.43475	9.29957	9.52321	113.13148	10.73991	1059.19397	9.28986	23.02677	30.30808
49.34202	60.20707	0.00000	13.45760	84.26573	10.56882	9.57701	10.74610	9.53247	8.19326	10.45425	6.29765	11.18709	8.44928	1119.53909	9.45360	48.73218	26.06559
47.99951	32.82081	1.00000	1.11858	68.08910	8.98067	6.94582	9.28772	5.34759	11.81393	7.39327	8.29219	-80.22588	8.18721	1116.76605	7.14927	26.2173	35.94913
52.62896	55.83720	1.00000	1.46875	69.19483	7.08420	6.24498	7.31835	10.99730	4.21392	7.92742	8.00877	139.55722	11.15396	1069.05199	9.89863	36	17.78621
31.84362	39.52460	1.00000	4.11774	77.77209	9.72523	8.12384	8.43752	6.88004	6.49704	7.25740	10.17887	-79.59415	9.15129	1193.84958	6.51521	-2.13404	22.94962
30.39530	42.64194	1.00000	24.58176	71.41736	10.28797	10.15857	8.07437	8.61986	10.50118	8.44541	7.47395	12.87117	8.87101	1090.79680	5.88562	50.23271	22.01220
64.91780	8.61913	0.00000	4.53253	58.40065	9.79638	8.32379	6.26664	7.09263	2.27813	7.23846	8.01127	-52.67056	7.81300	1081.66031	5.02598	-26.22861	3.53805
54.11062	40.42228	1.00000	9.93507	68.53860	6.39458	9.21782	6.44613	10.38475	5.09458	8.24275	8.67629	-88.64235	7.61041	1074.41924	9.02194	46.09273	25.39594
50.93972	38.00786	1.00000	19.40046	79.75198	6.65834	9.93078	7.77107	7.39171	7.43292	8.25216	8.18591	-81.56929	4.32306	1080.26173	10.09192	41.55838	1.12359
23.51709	60.72969	1.00000	3.74059	68.47827	10.08296	7.98656	10.40648	7.92418	12.87962	9.56007	8.93443	125.51176	8.44954	1199.43621	6.95629	42.64031	28.47721
34.68392	28.31072	0.00000	1.92620	79.68733		7.00122	3.68386	9.04633	8.47077	6.57783	6.31506	117.63083	7.39996	1087.04479	7.80612	35.50056	13.46161
51.15120	56.13389	1.00000	3.37838	72.80766	7.23554	7.78648	7.80130	6.05812	11.10124	6.78552	8.16240	-96.67834	11.04998	1185.45758	7.54887	34.77453	21.08742
52.57122	57.31797	0.00000	2.91171	77.18505	9.80098	7.85446	9.10127	10.29240	9.96491	8.94268	8.25651	4.92235	8.76119	1187.62124	9.65485	7.65649	14.72042
38.02197	56.00667	1.00000	3.92826	61.16626	9.45248	8.08001	8.16015	6.67922	9.80252	7.89261	8.15902	78.14797	8.66816	1070.42842	6.11190	15.45144	17.66865
47.31392	60.75714	1.00000	8.93216	78.65729	4.91196	9.05024	6.04739	10.90415	6.05214	7.82301	9.43417	53.47103	9.26341	1188.26438	7.79517	54.48147	11.40831
59.94530	51.03713	0.00000	2.45575	69.53179	9.04054	7.15590	9.59854	9.51340	10.33157	7.30202	7.76463	-94.74049	8.24907	1093.01825	9.76550	32.5007	22.05770
37.52758	62.40019	1.00000	3.93995	62.84241	7.86399	8.13324	8.18191	8.96589	6.64386	7.96391	7.25764	122.08333	6.49357	1118.42435	11.61614	46.08333	1.06599
40.28331	42.16382	1.00000	3.28976	82.03491	10.40396	7.86134	11.40826	6.24284	11.48967	7.73501	7.77444	-61.51889	6.79046	1050.57382	7.25336	10.66668	13.94714
62.20126	61.03646	1.00000	2.42318	61.61569	7.77520	7.67996	6.45883	4.04754	10.25187	7.43033	7.81760	68.21204	10.55346	1062.07063	7.24699	27.55898	18.05409
47.91051	57.25386	0.00000	5.35736	69.43070	7.48741	8.57639	8.63816	11.30293	9.67196	6.99745	8.26924	-72.86843	9.47656	1166.79361	11.05033	41.27621	8.57108
32.51859		1.00000	1.86731	77.07473	7.94130	6.65347	6.88263	9.26545	6.24130	8.90162	9.27934	114.33333	4.94667	1059.38137	10.17675	-8.43333	36.55141
47.12418	56.02596	1.00000	3.98889	82.95560	10.02682	8.07445	10.96836	5.03684	10.13847	7.53696	6.00045	40.17171	7.31791	1099.80562	7.34523	58.1908	20.95361
38.84695	43.53454	1.00000	4.15786	86.18732	7.31807	7.97793	8.09660	8.62000	6.22552	6.67281	7.48865	5.51978	8.42707	1137.36550	10.07644	51.44889	17.36407
43.76530	62.86724	1.00000	3.21865	66.46806	7.36043	8.01691	6.52649	9.71338	4.98511	8.71142	8.40768	-71.19901	7.02862	1055.93277	9.25810	-30.60106	4.64743
44.71017	37.81673	0.00000	1.94811	72.47959	8.40661	7.41747	6.29049	7.12541	5.47066	7.72988	9.29965	73.97117	12.09479	1183.70043	5.97450	31.96258	16.02840
34.43733	57.36906	1.00000	4.04445	81.26164	9.58717	8.32635	8.51084	6.12229	10.79113	7.57475	6.60543	112.19028	7.59606	1082.77869	6.51394	30.35028	30.32846
39.65844	36.20639	0.00000	21.01146	79.49458	8.18379	10.01221	8.57543	9.27050	11.25636	8.86335	8.02073	-80.66756	10.03941	1095.59484	10.01332	26.68451	12.48876
37.93039	58.55365	0.00000	2.69841	76.33287	6.12853	7.42182	9.55815	9.04068	6.89670	7.41147	8.13183	-1.325	8.47191	1097.24317	6.07648	38.47917	8.66032
27.19463	63.57378	1.00000	6.79614	72.83942	10.95636	8.73146	10.84190	6.78920	9.45159	8.65744	9.39675	144.09638	7.74108	1178.96899		43.82634	5.05843
34.55067	73.97636	0.00000	2.70329	73.31501	9.39690	7.86618	10.89006	5.34692	7.63794	7.21437	7.80744	123.89071	9.52523	1155.02945	9.45142	10.31672	16.98595
33.73363	27.42134	0.00000	2.00925	67.78220	7.44085	7.00467	9.57761	7.92583	9.68713	8.94407	7.23857	24.95034	8.94714	1126.98574	9.63555	60.18427	29.28905
54.73699	55.27969	0.00000	1.55587	70.47623	9.27986	6.76247	8.31495	8.73645	10.12301	9.06267	8.14690	110.8405	10.28002	1173.74393	9.67668	-6.8048	16.62318
47.97957	50.87501	1.00000	2.13228	63.16864	8.74534	7.71409	9.30530	4.83299	6.98801	8.79864	8.64598	12.19458	10.17243	1167.43215	7.21342	10.61285	18.12929
43.39287	41.79637	1.00000	2.62782	78.29400	5.95945	6.63637	4.51039	10.32153	5.82886	10.12244	7.91586	109.05389	6.92916	1133.22721	6.37119	-7.51611	10.92500
43.72442	37.48747	0.00000	1.36297	75.97234	7.32903	6.81529	8.22054	8.99873	13.01501	5.99760	8.52005	100.48528		1086.14964	9.59769	14.37395	8.10006
26.53279	23.80210	0.00000	36.28917	80.17459	8.83401	10.57439	6.68299	6.21671	5.83281	7.08425	8.91895	-5.53715	12.57948	1173.86342	8.88736	50.11861	4.65742
48.43857	18.55896	0.00000	2.54039	75.78025	10.31001	7.74319	11.03013	8.41713	8.40677	7.83423	6.95987	44.53333	8.64817	1119.92859	9.10564	-22.9	18.23086
49.69200	53.19648	1.00000	2.39942	79.46641	5.74832	7.33884	7.73791	9.69446	7.09521	8.30850	6.71916	42.7125	7.93217	1098.28819	10.53061	11.15583	14.11967
42.15267	59.99465	0.00000	1.26749	75.57595	3.36064	5.94213	5.69527	7.54793	10.02663	8.11527	8.18902	-1.64295	7.76509	1097.12227	6.75768	42.8139	13.51809
53.42491	40.66672	0.00000	2.64967	79.29340	11.77553	7.65201	9.96271	10.37474	7.55352	9.96145	7.56160	140.11667	8.65032	1137.30616	9.15400	37.56667	-3.50767
36.45752	56.66203	1.00000	3.54839	75.20435	5.81155	7.76125	6.43910	8.72881	9.84323	8.76308	7.31700	38.01667	4.95080	1096.16913	8.94457	11.85	33.35472
45.38954	31.65277	0.00000	18.51561	75.58807	4.61997	9.89608	5.54092	7.94857	9.44202	8.04435	7.92900	-69.08333	10.51265	1066.28067	6.95260	-16.25	-5.48834
43.60735	63.42413	1.00000	6.14182	76.24048	8.36234	8.75573	7.68408	8.43860	8.36782	8.75591	7.20969	72.93924	7.67855	1160.00441	9.40082	18.87813	26.46144
39.80801	55.72238	1.00000	5.37958	71.13318	8.95122	8.48967	12.29276	7.83257	12.10733	7.78638	7.43617	5.51978	8.12476	1172.71812	7.03675	51.44889	6.54473
62.79125	52.28957	1.00000	2.14240	77.10379	6.07235	6.99585	6.65414	9.43258	6.57564	7.69131	8.59107	5.58472	6.40997	1055.69203	9.26543	52.14	20.07942
33.29935	69.89003	0.00000	2.90520	64.75769	4.81137	7.73177	6.06532	11.73538	6.28706	7.42164	8.40588	76.03889	6.88724	1139.89556	9.59637	18.18158	10.49088
39.73722	58.59154	1.00000	1.21269	65.24220	7.22936	5.54709	5.13764	10.39954	7.89945	8.94054	9.05017	6.74549	5.92287	1092.20869	8.12443	49.5099	-5.59345
44.19326	62.49362	1.00000	2.07824	74.60629	8.49082	7.05589	8.13545	7.25059	8.16152	7.72375	8.91826	-0.76773	5.70998	1180.67994	10.95187	38.38479	9.67356
46.91592	42.46717	1.00000	7.24679	81.44822	11.85218	8.91263	11.95063	6.74012	9.46918	8.01571	8.47770	1.53414	6.73650	1066.72984	7.13703	42.50729	7.44236
39.75994	43.37887	0.00000	4.30257	74.17820	9.85660	8.27278	9.00108	10.63592	9.75749	8.67313	8.94374	117.55417	9.80429	1093.55210	8.81095	34.86472	22.39636
46.35256	57.13611	0.00000	12.35766	78.94793	7.71739	9.46763	7.98387	5.96945	6.45637	6.38961	7.11863	-2.58736	9.98752	1138.05937	6.07371	56.56317	18.81633
31.87065	45.54391	0.00000	4.17641	73.41533	8.60253	8.12636	9.95696	6.49523	10.32419	9.82262	8.29982	9.37082	8.67491	1149.29951	9.88073	36.08497	1.95583
61.79808	53.71907	1.00000	3.43876	68.30513	9.36907	7.87654	9.84752	7.96547	12.30530	6.85620	8.04238	6.10237	8.29052	1156.77054	6.78349	46.18396	6.83168
31.10720	31.91462	1.00000	2.31088	67.78417	9.03838	7.79182	9.36323	5.74118	11.91714	7.94493	8.35822	2.2469	4.88472	1057.72698	6.26738	48.90472	27.92316
75.69047	35.58370	0.00000	7.95581	71.71888	7.60371	8.95993	9.69001	9.96570	10.86565	7.50498	7.55912	-72.86843	8.18554	1178.94906	9.81099	41.27621	8.64574
33.35122	45.22260	1.00000	3.19701	78.07737	6.82482	7.96181	9.52031	4.56635	11.22877	9.03122	8.42376	139.55722	10.12918	1161.42422	7.55283	36	14.56819
40.45916	57.14746	1.00000	1.48670	67.10688	9.65223	6.56835	10.30193	6.02669	10.40052	7.95349	7.61553	37.38115	8.35269	1127.82754	7.31447	55.63711	13.32020
17.25518	52.71252	1.00000	8.67791	79.93977	5.67611	9.04742	7.09643	10.07371	4.46068	7.12560	8.24869	68.49143	7.25003	1114.88007	10.43810	25.80565	21.34192
39.48866	55.63549	0.00000	3.14337	79.67136	5.71559	7.79275	6.40602	8.49680	6.65111	7.16954	8.31035	117.7	7.54606	1055.84015	6.19695	35.85	35.87743
46.32782	60.23649	1.00000	8.64358	79.75061	9.35225	9.12651	8.52777	4.45627	10.78868	7.37274	9.20764	29.00974	8.18187	1187.02312	7.22764	-24.19436	22.13302
42.14882	45.22732	0.00000	1.09974	76.28653	5.55188	6.54546	7.14726	6.59091	9.13598	8.79205	9.53354	-0.33525	9.96127	1143.94541	7.92900	53.7446	8.13408
68.05656	44.85177	1.00000	5.00089	66.88547	5.66261	8.35182	7.15990	9.12861	5.87834	8.57120	9.10856	15.00835	5.35998	1158.04908	10.65110	51.14942	21.52656
79.52156	61.33970	0.00000	2.90880	77.41449	6.19068	7.57207	10.23550	7.20882	8.57060	7.46054	8.09517	100.24529	10.63057	1143.01320	6.86355	5.4709	-4.30008
53.71422	58.13483	0.00000	3.75612	81.30216	6.70905	8.02007	6.00895	6.20432	6.99770	8.21897	7.52495	153.10236	9.67765	1080.75235	5.83799	-27.50578	12.21215
51.93098	67.50821	0.00000	4.02021	70.72569	9.29631	7.91332	9.63235	7.18532	11.24185	7.58018	8.47452	79.883	9.63937	1132.54499	8.50904	6.9909	32.44829
45.75833	48.49026	1.00000	7.73605	83.07326	10.60203	9.02851	9.78644	6.34088	7.08380	7.66634	6.35311	77.40858	9.19344	1134.61890	6.87688	24.05979	5.68581
58.46656	60.66536	1.00000	5.88260	75.98382	5.95215	8.60502	5.76947	9.67040	8.01125	7.38453	7.51041	70.91106	5.98500	1172.84035	8.30078	29.38242	-0.89725
61.72532	30.00486	1.00000	3.55613	84.15385	5.86742	7.79581	7.57504	9.68435	3.66262	8.18403	8.65386	4.8951	9.13570	1162.01807	9.93139	44.92801	21.40797
61.63946		0.00000	7.19004	79.66556	7.45380	8.94322	7.75393	4.87592	6.28272	8.83832	7.93071	-85.76942	8.31098	1058.66450	4.33676	39.78504	28.78897
47.15559	34.15532	0.00000	3.27424	75.57747	9.17229	7.73899	9.42755	8.94056	9.79196	8.31780	9.01699	122.22833	7.32701	1167.23966	10.39158	40.66482	10.95018
49.55430	60.00119	0.00000	40.99330	74.51951	11.77019	10.69030	8.62431	8.45453	8.03949	8.97629	9.02859	30.96755	7.88570	1066.48275	5.57774	49.07866	13.63534
48.45103	57.30366	0.00000	2.42848	70.36070	10.44566	7.62828	9.85002	11.39966	7.68471	6.06561	7.99712	-70.6996	8.61544	1095.27405	9.66312	-33.59217	4.35096
24.41449	37.70249	1.00000	1.09719	78.83383	8.76381	6.38749	7.25299	8.94767	5.71586	5.79160	10.15836	112.19028	7.93355	1158.98699	9.64133	30.35028	8.88004
56.24755	54.28665	1.00000	1.97298	70.95142	4.30964	7.86620	4.85697	11.72860	4.95760	9.82626	7.34189	-84.67837	8.03415	1072.67828	7.20583	34.06635	24.40499
58.94000	55.96530	1.00000	3.11004	71.60698	9.42626	7.66828	9.10967	6.79798	8.48170	9.45985	9.29466	137.23333	11.01278	1066.58172	6.73473	35.8	16.40501
42.51379	41.01161	1.00000	4.37181	70.02510	8.41051	8.31005	7.50182	8.42966	8.09017	8.13385	7.49300	38.66667	5.74212	1075.28682	10.45036	-6.25	-3.07668
20.52037	51.85632	1.00000	0.64754	82.18695	10.01415	7.26099	11.11907	7.52569	11.50795	8.82130	8.13117	-72.47417	8.64136	1149.54551	7.27626	7.83389	11.58196
40.78936	21.35252	1.00000	5.12348	71.99396	8.11245	8.39009	9.59959	7.27280	10.65604	9.10901	9.89822	-50.00639	9.27218	1068.27668	6.78284	-25.42944	-11.04486
35.98898	34.07577	0.00000	7.76509	70.18606	10.45873	8.98418	9.56870	10.10062	8.78027	9.95112	9.33550	-73.81669	9.68163	1103.09590	9.10133	45.44868	20.47724
51.44683	35.83052	1.00000	10.60226	83.30310	6.01127	9.28982	9.22084	8.57739	7.57220	8.48972	6.59897	4.52514	7.34484	1166.86219	11.72358	12.74482	
50.69342	37.87348	0.00000	0.63645	84.83198	10.14644	6.72755	9.52067	7.20619	11.53219	7.31708	7.19260	-91.11667	8.28433	1077.99163	8.85158	14.93333	10.73018
31.06835	31.22476	1.00000	2.87294	60.65216	9.98178	8.03007	6.66875	6.54695	6.89870	8.71190	9.77940	7.02238	10.51573	1134.28423	6.16056	52.21099	-0.82993
49.19668	49.41806	1.00000	5.22577	84.81888	6.98000	8.58497	6.74484	8.53172	7.95322	9.07353	9.17153	-96.67834	5.18545	1085.91277	9.44875	34.77453	29.74271
27.43409	35.57131	1.00000	2.35214	69.30817	7.65527	7.32159	8.56245	7.70111	8.47383	7.21753	6.26289	19.91667	6.08164	1123.15387	10.94774	-11.78333	26.95160
33.94860	58.90407	0.00000	10.36857	86.18988	10.06058	9.30469	9.03273	11.37503	8.28699	9.25697	9.31131	-88.27205	10.93905	1148.56604	9.08793	44.27804	-10.72140
78.32124	38.78017	0.00000	4.68383	77.78916	6.74294	8.52393	6.09649	5.37581	8.12033	8.64651	7.27486	-2.12139	10.33538	1195.53197	8.14197	52.48173	20.20283
73.35755	71.93533	1.00000	6.50061	69.42983	7.17294	8.54125	7.21936	6.81906	9.57990	6.72766	7.69491	-95.44744	12.66437	1071.37294	7.23913	29.53885	9.06340
65.03220	37.71575	1.00000	10.78230	78.75837	9.34419	9.36097	11.15201	6.99563	11.53360	7.41875	9.09529	-84.13722	9.03451	1154.48002	7.49355	9.92787	0.12180
47.18590	50.75373	1.00000	2.02740	69.27386	6.35478	6.74828	7.77620	7.51744	10.18381	8.70014	8.69874	68.75915	5.82553	1080.63945	9.59965	27.52948	15.44843
27.81676	32.01909	1.00000	15.72043	71.00122	9.23357	9.66264	7.71082	4.69565	9.63766	6.85366	8.06170	28.88222	9.21529	1101.47041	6.66367	40.37528	8.98397
31.47379	60.97982	1.00000	4.24281	83.16323	3.20683	8.23549	5.45299	12.70107	4.63268	7.14156	8.87843	5.4584	6.32572	1180.31588	9.33701	43.32393	25.41790
37.99531	44.40901	0.00000	1.63391	73.17950	9.23447	6.97238	8.31876	9.15081	9.78473	9.33671	8.94559	-86.58208	12.39018	1089.69362	8.25177	13.48082	16.26079
76.03098	40.51897	1.00000	22.68752	69.01042	7.76512	10.11092	8.72209	8.58315	7.71484	6.92274	8.05598	-95.63079	9.62766	1155.69449	10.54512	31.76212	23.24340
24.30003	40.91450	0.00000	7.49380	73.29451	6.58192	8.95762	5.73680	8.58362	4.79874	7.45703	8.03306	46.04833	5.75739	1184.29892	3.21782	51.40944	25.46503
43.90037	49.07650	1.00000	2.78315	83.96518	7.98078	7.80879	10.05869	6.86633	11.03340	8.36803	9.01711	-115.98391	8.87367	1061.62342	6.93785	36.20829	15.35018
26.33717	30.77432	1.00000	9.49451	72.84309	5.36694	9.13824	7.53893	6.48369	8.46524	8.78781	7.77053	25.34244	8.37561	1127.99581	6.33552	50.75932	26.10034
31.61933	45.50958	0.00000	7.50661	65.13103	7.42234	8.89216	9.43604	7.25871	6.37305	7.74887	9.19232	113.13148	10.21884	1120.87978	5.51489	23.02677	23.78528
53.65009	58.58496	1.00000	1.32547	77.15498	10.92683	6.53104	8.25390	7.76415	8.30929	10.21975	8.38439	-73.02841	8.66057	1118.06912	6.04753	-36.9256	15.61403
44.34825	48.14384	0.00000	4.93468	76.18878	12.33924	8.43827	9.33457	12.23758	8.43472	6.84733	9.94754	110.8405	10.23202	1198.87860	8.62246	-6.8048	16.51341
43.64852	41.57388	0.00000	3.39358	61.45467	8.44595	7.89230	9.04248	8.85588	10.26176	7.19843	7.50026	-115.98391	9.69977	1112.81661	9.96399	36.20829	21.07679
37.26464	52.27679	1.00000	1.52589	77.61945	8.75937	7.22266	7.75832	7.49580	8.51628	7.69613	10.90265	-42.98194	10.29738	1196.72490	8.10179	-22.53722	17.29528
40.92897	51.37477	0.00000	2.32805	64.26163	9.93437	7.35604	9.30418	9.12193	9.69836	7.93101	7.92669	29.47306	9.78834	1115.90733	9.68954	0.49113	11.23535
32.50259	60.16035	0.00000	25.35827	60.79561	6.54133	10.20519	7.31788	7.42273	7.41337	7.35032	8.39008	136.13108	11.23098	1075.86619	6.22834	34.75856	30.67258
28.81697	44.53984	1.00000	2.66123	86.10457	6.23769	7.57277	6.30674	10.43354	6.06726	7.90515	8.20315	103.65309	8.26500	1078.14703	8.77436	16.0567	5.19276
25.65081	35.55222	1.00000	3.96580	73.47469	11.01715	8.29282	10.55107	5.99401	9.01251	8.41507	7.21713	44.53333	7.74363	1100.86953	7.37330	-22.9	27.16504
