H2CO	CO	latitude	longitude	O3	NH3	SO2	TEMP	C2H3NO5	PRES	CFCs	Pb	warning	PM2.5	NOx	PM10	CH4	PAHs
47.00678	6.33282	41.72059	-87.70172	4.97254	8.88526	8.62313	29.06000	5.06726	1103.37200	22.87449	61.24556	0.00000	5.16530	7.64277	10.36816	5.07727	6.73963
33.02033	4.56259	34.4833	136.84186	5.74913	7.64837	7.35177	30.84191	6.47353	1182.75648	60.94224	34.99525	0.00000	6.92936	6.93869	10.63298	5.68992	7.66610
62.70130	7.90774	40.70995	0.57856	7.50084	9.38782	6.81725		0.39198	1069.23716	36.95799	48.90094	0.00000	6.75481	6.41392	7.13772	8.86400	7.49807
38.48880	10.17158	25.92127	86.79271	4.72396	6.66035	6.79808	14.26772	0.71116	1079.34467	56.22430	46.64001	0.00000	4.85168	6.77556	8.00290	5.56847	6.48810
38.95964	6.62979	14.66	120.56528	5.85937	6.05634	6.54633	28.03641	0.43182	1076.05490	50.64211	60.13720	1.00000	6.50677	8.55171	7.36973	6.66796	5.15983
55.85358	9.79609	6.84019	79.87116	5.54591	5.04195	8.28588	18.80041	0.34774	1130.77614	46.11303	53.22820	1.00000	9.42270	7.25142	6.39340	6.69506	7.87315
49.01725	5.70074	55.85	37.56667	9.75211	10.64172	7.17534	18.23505	3.44086	1094.99331	45.89035	57.43572	1.00000	6.66853	5.80292	9.90697	5.50804	7.66739
60.12436	8.94368	36.65	138.31667	5.28464	5.20022	8.34247	1.76208	0.46430	1152.78815	60.11667	45.08166	1.00000	9.08859	6.02259	7.06601	6.69520	8.99610
50.83593	6.25277	52.14	5.58472	6.10496	10.90676	6.81395	20.05581	0.73334	1191.79891	39.24077	57.09569	0.00000	5.35240	6.92046	7.97347	3.40225	6.15243
54.29754	9.37019	54.84444	38.16694	5.91834	5.58672	5.72948	7.78809	0.25740	1120.45646	37.88391	56.96525	1.00000	9.35035	6.48345	5.04756	5.13420	7.56266
45.02250	7.79913	-21.15	46.58333	6.28751	5.78010	7.81278	20.61833	0.38458	1071.85541	54.47776	41.78145	1.00000	7.78835	8.07236	5.33469	5.52064	6.07192
41.41373	7.15117	28.15112	-82.46148	5.66358	6.57138	6.23486	13.74609	0.27554	1131.18923	38.76106	52.53047	1.00000	8.22891	6.18567	6.22729	5.96935	7.97601
41.16690	7.26911	40.65538	-74.38987	7.40737	3.80628	6.96036	10.89504	0.18255	1159.00283	52.51993	52.11944	1.00000	8.95828	7.40298	3.70629	3.61527	5.92918
45.22071	6.90989	28.15112	-82.46148	5.97687	8.04855	5.42361	9.86749	2.39137	1140.85007	56.57943	58.07770	0.00000	4.28899		9.49764	5.20864	7.21020
53.15390	8.22815	10.20898	123.758	7.41841	4.12275	6.67176	-9.21190	0.32781	1163.16784	37.71474	51.71930	1.00000	9.28734	7.94600	2.87379	3.00878	5.84169
18.86201	8.92420	48.8222	2.12213	6.86830	3.18304	9.17813	7.76434	0.33543	1077.65534	42.34980	45.84088	1.00000	9.97065	7.51726	4.26545	4.38745	7.09175
39.32894	9.01001	-22.97056	-46.99583	5.42249	3.62172	5.53757	6.75490	0.43119	1155.96755	54.82200	42.43684	1.00000	8.01984	6.66404	6.80544	6.35786	7.50155
69.97059	9.20820	35.06667	135.21667	5.38079	5.74955	8.04466	5.05211	0.41916	1185.89684	59.99452	63.16295	1.00000	8.32615	6.21886	6.44499	6.22253	6.77204
22.22629	9.41659	25.95533	68.88871	5.82734	4.90724	8.30543	1.88669	0.29484	1161.26678	63.59696	33.14980	1.00000	9.12956	6.37055	5.49184	5.92036	8.03585
51.49452	6.25585	53.49389	-1.29243	8.28960	10.39903	6.68168	7.51775	0.29801	1055.16334	62.83262	53.81899	0.00000	7.04205	4.83905	5.81341	9.13873	6.20678
47.04743	9.17526	65.93381	111.4834	10.69180	10.99258	6.43592	15.26669	0.30188	1155.33860	57.87483	52.80500	0.00000	5.15740	6.78050	1.87216	10.69418	4.70863
49.31104	7.69929	43.2907	5.4384	8.00856	10.18819	8.51639	14.86903	3.00727	1159.15218	54.18702	64.31658		7.60791	6.71683	9.83204	7.37788	9.50027
46.68276	7.21352	41.8542	-87.66561	7.42248	5.48783	7.58658	27.27785	2.23978	1059.55788	40.49202	49.03382	1.00000	5.12378	6.41700	9.51817	6.54199	8.60175
24.47242	5.17217	40.64621	-73.97069	8.01992	8.84010	7.70875	14.65308	0.36795	1095.16312	36.92363	43.06152	1.00000	5.86747	7.57295	6.91658	5.43197	6.36999
47.31147	5.68710	46.65581	32.6178	5.61531	7.71743	7.87640	22.20468	3.16854	1063.22776	62.80605	48.48500	0.00000	5.93246	7.90542	9.89121	5.82379	7.04786
55.66590	8.03610	65.93381	111.4834	6.39139	9.24165	7.66830	19.72862	0.37781	1061.13792	59.62733	31.83761	0.00000	5.97108	6.97976	4.80278	8.87731	8.53261
48.18207	8.93847	25.80565	68.49143	6.47221	6.79517	6.23475	25.76523	0.34515	1123.17672	45.10719	66.01760	0.00000	4.78396	7.58708	5.43179	7.72396	7.20974
55.98152	9.00292	-19.7625	-44.31389	6.39261	4.67521	6.15070	22.70738	0.39255	1132.13698	32.64649	56.04417	1.00000	9.24085	6.42364	6.27069	6.53763	7.51444
37.18007	6.77444	24.28859	116.11768	5.16854	9.34844	9.55155	10.53077	0.33163	1155.06147	53.99723	53.13919	0.00000	6.92544	7.60980	5.78790	9.05526	8.32737
73.17407	9.30133	26.2649	81.54855	5.35335	6.52636	7.53129	25.25753	0.39280	1197.74659	63.10733	61.93184	1.00000	10.14965	7.34999	6.43161	6.72203	8.53526
54.40223	8.23711	46.7055	38.2739	5.62059	6.97112	7.07964	8.33836	0.23747	1158.85903	16.99498	27.25630	1.00000	9.48317	8.07728	5.65958	5.18152	8.05361
31.15679	12.92358	3.02013	30.91105	5.16321	2.29245	7.10765	11.50744	0.48012	1084.92745	47.59005	53.68885	1.00000	10.66950	7.85215	6.22794	7.37193	5.34322
47.70150	5.77038	8.35122	-62.64102	8.20050	7.81712	8.55418	27.70725	2.48287	1107.10828	56.76259	29.23377	1.00000	6.57173	6.08888	9.57791	5.47821	5.86525
62.19270	6.87834	38.40917	112.73333	5.86727	9.27820	7.70363	9.04228	0.41626	1182.39596	49.49453	52.01715	0.00000	6.82951	5.39231	5.46965	8.88998	6.56330
46.57670	5.91775	47.4943	-122.24092	8.78174	7.90798	6.87244	23.13852	0.41485	1106.69644	63.33512	42.68050	1.00000	5.14589	5.94788	7.14837	6.75100	7.78800
44.90776	6.41548	38.68712	-4.10734	6.84920	10.03203	5.87313	35.31064	0.19281	1052.41983	22.04102	40.66361	0.00000	4.97503	6.26703	6.33779	4.68107	7.17970
48.90179	4.94576	41.29444	69.67639	6.96295	5.05518	7.07113	26.28255	1.02213	1197.27630	50.42920	42.68504	1.00000	7.72850	6.18413	8.48449	6.26750	5.77029
72.34015	8.51768	42.8139	-1.64295	7.80696	10.13628	6.94618	27.35445	0.22123	1118.89213	58.99385	82.46070	0.00000	6.38773	6.41147	4.78582	10.61290	8.63053
88.18158	2.18241	55.54028	89.20083	7.75422	5.73747	5.53211	13.44992	0.26330	1158.42346	43.55509	39.98500	1.00000	8.47397	6.50174	5.89902	5.86011	6.16490
47.89367	7.76102	19.8173	-97.35992	9.83726	11.08802	6.11360	3.03867	21.06185	1164.93380	48.04013	56.65668	1.00000	5.62048	7.41966	11.83664	5.39624	6.02792
54.89041	9.74032	27.52948	68.75915	5.76023	8.51980	8.83258	22.94876	0.58588	1171.97268	79.96908	51.17190	0.00000	6.32050	6.82544	7.51772	8.50034	8.38137
31.99630	7.78269	-22.57306	-47.1725	5.73979	7.67998	9.57579	24.23175	0.36130	1169.25201	54.23976	46.12875	0.00000	5.03594	8.60609	5.33779	8.30888	8.13391
26.55665	4.92707	52.53048	13.29371	6.79931	11.14142	6.95770	17.91823	0.40113	1053.30282	54.00112	54.70129	0.00000	6.69625	6.30872	6.82134	3.68939	7.88587
50.80643	10.84063	23.29549	113.82465	1.68949	5.52493	5.52640	4.94673	0.29690	1145.25452	58.37325	59.93770	0.00000	4.47248	6.92759	6.53725	6.60631	6.14460
57.13342	8.96872	-27.4338	-65.61427	4.92711	9.13855	7.66726	15.79053	0.28482	1083.48311	72.47761	57.19654	0.00000	6.04485	5.34886	3.92292	9.03759	6.32456
69.58090	5.26908	51.30001	13.10984	5.62765	7.60313	4.94434	0.61085	5.87777	1126.64717	56.81174	59.07225	0.00000	5.96676	7.55008	10.51471	5.97163	6.99448
43.04120	6.47614	44.73941	-93.12577	8.31307	10.42058	8.89046	19.30625	0.30929	1055.41360	60.13403	44.88739	0.00000	6.35847	6.57864	3.82980	9.95190	8.80732
66.17239	8.58460	3.51667	11.5	7.35995	5.13057	6.93868	11.85222	0.30111	1180.96238	37.44160	38.50808	1.00000	10.26789	8.78666	3.48566	3.99452	7.23757
64.61547	9.24877	32.5007	-94.74049	6.44670	8.11941	8.17353	19.27825	0.46591	1148.40515	55.80780	46.97762	1.00000	2.83658	7.00439	6.75006	7.16891	8.05503
37.11971	5.59435	36.75965	137.36215	9.81218	7.31989	6.79049	1.60395	1.04673	1108.62625	67.66869	46.54561	1.00000	4.60147	7.01920	8.48020	6.49086	6.18275
28.38172	8.05586	44.27804	-88.27205	8.06149	10.41244	8.54153	0.43042	0.34123	1159.32163	50.50046	31.68433	0.00000	7.26059	7.59806	6.34956	10.22229	7.56222
36.22547	5.72818	44.27804	-88.27205	9.59852	7.94015	8.38858	9.73171	1.42973	1171.08634	56.16719	49.45345	1.00000	4.79288	8.91749	9.03370	5.76508	6.86992
39.80276	5.60427	-22.57306	-47.1725	9.13574	9.69554	6.87279	11.00149	2.30186	1069.79533	28.92371	26.88732	1.00000	6.92100	8.22922	9.52942		6.34187
37.88727	10.47711	34.85	117.33333	6.05059	8.15828	7.51952	22.52334	0.38598	1143.27689	42.99691	59.98178	0.00000	4.86865	9.56235	5.81520	7.99746	6.36470
41.92865	4.25364	36.46917	10.78222	7.76787	6.09100	9.17393	25.70215	0.64149	1163.14859	38.23650	64.17555	0.00000	6.80779	7.55206	7.55491	7.40408	7.62833
67.71974	7.34891	-17.74431	-48.62789	8.94067	3.96743	7.15243	22.57523	3.19215	1082.58570	66.20887	30.36362	1.00000	3.59827	7.63827	9.88013	7.45536	7.33764
57.67002	2.98046	44.43579	26.01649	6.12575	9.57366	7.75612	-1.70729	0.61573	1083.16181	51.34469	56.30447	0.00000	9.28577	7.52711	7.99250	5.38773	8.51099
14.75156	6.23265	51.14942	15.00835	8.50519	8.73442	7.83253	15.14083	2.28700	1120.98635	38.43344	41.49772	1.00000	5.78734	6.16331	9.42201	5.36656	5.62111
50.80856	5.01995	46.32374	-120.00865	7.57449	8.81288	5.28997	21.65163	0.61400	1167.05216		72.10131	0.00000	6.11177	7.74989		4.69861	8.19637
27.74027	5.68135	38.54491	-121.74052	8.98435	7.31835	6.82112	18.64918	0.72084	1077.17332	29.34590	60.25241	1.00000	4.52328	6.83061	7.74700	6.26164	6.66088
63.86776	7.71297	45.39402	9.29109	6.33220	8.25470	4.70238	12.98127	0.27423	1060.16911	48.64124	61.19527	0.00000	4.62976	5.77699	5.02707	6.45660	7.56771
25.08962	6.41228	58.23583	92.48278	5.73294	5.86483	8.43623	18.89837	0.55880	1144.25025	29.60104	34.25613	1.00000	6.68905	6.86042	6.53800	5.56767	5.26951
54.69912	9.18543	11.15583	42.7125	4.55810	9.79201	7.52740	20.71824	0.21534	1149.82168	32.92061	37.78314	0.00000	6.85068	6.88674	5.58373	9.62045	8.86859
42.87309	6.63713	35.95664	36.7138	5.48483	9.07905	7.08618	15.94923	0.44593	1123.87665	57.07809	44.00003	0.00000	5.64987	9.00287	7.27758	5.78891	7.01129
42.29522	8.73008	51.26	-2.1875	6.62739	3.89862	7.00355	8.90831	0.36051	1056.01247	45.47059	38.78146	1.00000	8.16926	6.89689	4.51406	5.29415	7.07176
52.26206	6.73905	41.80753	-87.65644	5.86615	5.84912	6.45502	21.10488	0.19615	1179.64212	63.60370	44.28956	1.00000	8.39072	6.14431	5.36425	4.34097	6.78548
28.10649	8.36417	52.48173	-2.12139	5.89698	5.15485	6.12181	6.32123	0.17686	1168.17584	42.86069	54.26654	1.00000	7.73359	6.97371	5.55415	5.09954	7.60085
67.78646	11.45153	51.47805	6.8625	5.21600	8.04395	5.61316	28.01195	0.41598	1159.90780	56.90536	45.53522	0.00000	5.78991	7.08710	6.83438	8.87284	6.54648
54.44187	5.98040	-11.94306	-76.70944	4.90467	8.75333	5.76399	20.33426	4.87955	1152.14434	58.22346	14.04329	0.00000	5.66156	7.35115	10.32372	5.35058	6.84089
38.12280	10.22715	47.46657	84.87144	5.38742	5.95840	9.64015	23.85887	0.40657	1143.71779	50.27462	58.93529	1.00000	9.72561	6.65848	6.58048	7.16045	7.93055
51.02594	5.59245	8.43333	99.96667	5.99347	8.08184	6.81859	17.46645	1.35641	1127.26209	63.75347	48.71149	0.00000	5.89568	7.88654	8.88127	5.94507	7.82948
40.53055	10.42724	-23.7975	-48.59278	4.32938	8.48360	5.97029	19.87202	0.56395	1076.54053	45.94539	63.50905	1.00000	8.70599	6.96660	7.76415	8.24763	6.71482
63.22735	10.02300	40.37528	28.88222	5.90758	5.54346	7.08015	19.51921	0.22129	1109.66140	56.20246	70.75814	1.00000	9.35852	8.63987	5.89525	6.31317	7.19136
58.62654	6.60291	-23.44361	-51.87389	6.87502	5.83312	8.53288	17.53725	0.71530	1093.25783	68.46742	71.84440	1.00000	5.64134	7.51488	8.13356	6.35350	8.47931
22.49629	5.17908	-29.2975	-51.50361	6.16770	10.59533	6.36009	3.22922	2.34492	1077.96771	26.75220	47.64184	0.00000	6.23666	7.85232	9.54324	2.96335	4.96704
28.21102	10.29988	54.84444	38.16694	5.50152	8.75852	6.20537	16.34986	0.34318	1095.58060	57.73700	58.57894	0.00000	6.17317	7.67601	5.16542	10.12448	6.17108
39.30661	8.38336	32.9156	-117.14392	4.78473	6.81000	6.17816	4.85011	0.27912	1177.35083	53.90635	44.78259	0.00000	4.53943	7.38189	1.90965	10.40414	8.54754
53.01740	5.99361	33.35283	-111.78903	10.58885	8.05828	8.19153	37.76429	3.12665	1125.94368	50.00833	25.61713	1.00000	5.12460	6.76003	9.84096	6.58777	6.96083
37.84636	3.80666	23.04419	-82.00919	5.94140	7.43935	7.35116	14.09827	1.96539	1152.73113	60.15435	55.43166	0.00000	8.03104	6.76127	9.28680	6.70668	7.06294
75.77650	8.63864	51.62907	-0.74934	5.41874	6.15282	7.98424	12.00917	0.27161	1169.71591	62.80824	53.19368	1.00000	8.58133	7.21732	6.51358	6.17404	5.82757
54.47163	4.53639	48.98333	2.61667	8.09437	8.87111	7.56104	19.10703	0.57776	1051.52565	30.49278	61.52549	1.00000	7.16755	8.01854	7.42931	5.49956	6.57973
26.62670	4.05316	-19.7625	-44.31389	6.79763	5.91601	6.49944	3.16136	0.73154	1162.29587	51.04839	30.55286	0.00000	7.54956	6.41400	8.00072	8.14235	7.23615
37.17687	8.52390	33.37526	74.3092	6.00957	8.78941	9.22335	29.15979	0.34870	1072.40893	74.70831	73.92183	0.00000	6.32532	8.44876	5.59619	9.04360	5.32526
77.63283	7.41547	-19.65	47.31667	7.36303	10.07932	8.46263	12.38523	0.18003	1053.87660	53.32883	62.52058	0.00000	6.83626	9.29678	5.91448	9.62430	5.79305
65.47663	9.56916	50.74497	3.20639	4.78008	7.21807	8.20103	31.26759	0.61174	1102.29921	55.01467	30.51491	1.00000	8.29291	6.88576	7.35720	7.49983	8.44888
56.32384	5.61066	-15.675	-38.94722	7.13793	10.18208	8.51054	20.25112	0.35896	1108.95292	58.54772	64.60578	0.00000	5.95928	6.00613	6.04711	4.52386	8.47922
60.13922	6.11006	37.65639	126.835	8.20303	5.52744	7.56230		1.93690	1134.41762	68.95435	68.27652	1.00000	5.48422	6.80669	9.29522	6.27283	8.01056
60.81012	6.40832	65.93381	111.4834	8.01244	5.15579	5.51828	5.26630	0.70758	1190.28113	34.21392	62.74327	1.00000	3.74369	7.95675	7.97621	6.60520	6.48307
30.79840	5.87309	42.58342	-71.8023	6.40909	5.90038	5.59686	36.01003	0.33270	1199.03109	60.97122	36.53999	1.00000	7.21211	6.63040	5.05158	4.30703	8.97194
45.07084	11.31771	42.24113	-88.3162	2.67584	7.95673	6.76573	2.85227	0.71272	1158.08796	42.51571	61.55393	0.00000	6.98379	7.04043	7.46352	9.11283	8.23929
43.98753	6.32910	60.18427	24.95034	8.32226	7.11678	7.57997	2.94088	1.08806	1107.32409	60.24953	13.94640	1.00000	5.47867	6.07154	8.54232	6.72764	6.38362
41.43633	8.72919	9.57046	76.32756	5.74295	5.85058	6.53218	15.55881	0.43739	1114.17403	58.99373	38.57572	1.00000	7.43494	8.13293	6.87880	7.33590	6.44448
46.85246	5.92209	51.47805	6.8625	6.18521	9.61011	7.10226	20.73038	1.33744	1197.58479	36.03419	39.89562	0.00000	5.51349	7.63908	8.70292	4.24508	7.34938
50.61672	10.32236	41.66394	-83.55521	4.08365	9.86667	7.62225	32.79559	0.32248	1196.20248	57.30787	39.13377	0.00000	7.29319	7.79375	2.54527	13.02675	7.29078
44.44734	12.34996	19.64745	-102.04897	6.17717	2.82226	5.83255	17.94686	0.52414	1052.64480	50.78154	31.71215	1.00000	10.85147	7.38607	5.99695	7.40125	6.71877
28.60777	3.77573	10.61285	12.19458	7.24006	9.02942	6.73767	31.11664	0.38789	1156.73274	35.61927	60.96739	1.00000	8.19503	5.76498	7.10571	4.78677	6.67897
48.88183	4.55142	50.5107	18.30056	8.37108	8.22409	6.69419	29.46826	0.95167	1127.36908	67.36999	38.79982	1.00000	7.77704	6.57317	8.38192	5.53962	7.52389
69.76680	6.08603	10.10649	76.35484	8.25886	8.40602	6.61017	16.54565	2.47742	1112.62100	59.06220	56.41153	1.00000	6.71509	7.61483	9.59083	5.94544	6.24596
62.64306	8.68810	-10.95817	-38.79084	4.65995	7.73995	5.74520	1.40587	0.47982	1096.91789	37.27906	60.65550	1.00000	8.18461	9.21000	7.00946	6.65112	7.76602
62.59977	3.80065	4.96667	10.7	8.05838	7.38323	7.13638	20.32513	0.72155	1106.91387	51.21678	45.95610	1.00000	8.54793	8.66092	7.93714	5.80753	5.73371
53.33408	3.94695	32.5007	-94.74049	7.88949	7.14190	7.02239	2.55906	0.39937	1156.52678	61.40126	60.92068	1.00000	7.21128	7.79322	6.34833	7.25403	6.31395
47.71693	6.51497	38.45598	48.87498	6.09682	7.85933	7.37263	23.57825	0.31326	1098.53041	41.60364	40.23457	1.00000	7.42179	7.48749	5.91716	5.68514	8.55127
63.91459	3.69339	29.38242	70.91106	6.23393	7.79197	7.69510	13.82919	1.75940	1167.52757	51.93637	64.33661	0.00000	7.96409	7.51804	9.23702	6.22146	6.29540
46.72211	8.06912	23.0072	-82.4017	8.78923	9.15041	7.52066	16.42270	0.60449	1112.59066	49.68174	29.77166	1.00000	2.00179	5.66388	7.38311	6.52980	5.98678
29.70725	6.39007	30.81383	75.16878	5.90083	7.14182	8.98798	13.72611	0.68461	1084.74893	55.17765	50.91393	0.00000	5.41297	6.75508	7.87749	7.15608	9.09423
26.36714	7.20896	52.09	5.23333	7.37778	4.91363	6.85020	8.78978	3.05388	1109.04487	53.28022		1.00000	5.85754	6.99873	9.83584	7.10196	6.36366
19.68932	7.48876	39.71734	-74.96933	8.69102	10.92479	6.82282	20.92255	1.86697	1133.72642	59.38681	41.94190	1.00000	5.33418	6.52246	9.25128	6.00636	6.46618
50.62443	5.39414	26.76628	83.36889	8.81386	9.02410	7.33884	17.61507	1.12312	1175.84394	42.03316	66.55911	1.00000	5.76542	7.87785	8.51063	5.18703	7.98891
58.67760	11.02980	56.56317	-2.58736	3.96961	6.39506	5.70141	8.70569	0.49049	1077.71665	47.76490	46.36265	0.00000	5.54099	6.01831	7.23243	8.05091	6.32203
49.09399	5.04311	36.76639	3.47717	6.37855	9.26743	6.05489	-13.01477	2.45733	1065.18601	39.39929	30.72528	0.00000	6.17090	6.68886	9.59900	4.15801	8.01612
53.54803	5.64365	51.65	-0.2	8.45553	8.28299	7.13732	11.05830	0.59163	1106.18742	73.66959	61.68488	1.00000	5.91508	5.42411	7.83079	6.11718	7.74701
37.49871	7.19995	56.11281	69.49015	6.07295	6.75650	6.27143	21.53139	0.36565	1100.00217	89.61377	55.79761	1.00000	8.31657	6.70211	6.21311	6.09953	4.07351
38.49110	4.60367	12.37169	123.62494	6.95603	8.72262	5.44734	4.96614	0.74023	1178.05956	69.88521	67.83259	1.00000	9.06463	6.42402	8.35537	5.31340	8.19319
54.45558	9.75818	36.19278	117.65694	5.33025	6.50755	8.64698	17.03635	0.28138	1137.82133	59.46807	43.71712	1.00000	8.53583	8.14935	6.56686	7.03076	4.77099
47.35468	7.86326	33.50921	-111.89903	6.67537	5.52728	4.78862	28.95933	1.26073	1063.28748	46.48473	52.31002	1.00000	4.31447	6.57335	8.84123	6.72215	7.76604
39.25980	10.42921	10.10649	76.35484	4.37379	6.01223	7.39635	18.16796	0.74524	1142.64723	43.47505	63.97167	1.00000	8.81276	7.65771	7.80019	7.72480	6.65640
50.88154	8.26890	14.37395	100.48528	7.59169	5.07140	7.44693	12.21976	2.83723	1122.54203	71.97539	45.44160	1.00000	4.08436	6.30697	9.74271	7.10515	8.44848
18.80916	6.76765	25.87498	86.59611	8.58364	7.24599	5.84975	22.02722	1.16918	1056.93807	33.39648	43.70771	0.00000	4.55513	7.41714	8.67639	6.50190	7.77557
33.50575	5.60744	40.57788	-73.95958	9.64585	9.10918	7.37381	13.94734	5.67938	1153.29389	26.57204	61.43167	1.00000	6.56335	8.40081	10.49710	5.54595	7.82033
29.74584	11.88646	25.13915	73.06784	5.13015	5.50781	6.71169	9.15265	0.27273	1089.03499	50.48125	69.07751	1.00000	9.50252	8.15681	6.80509	7.85035	7.64876
52.22529	5.73518	19.30157	72.85107	7.66618	10.52991	5.94072	14.83918	0.33746	1056.13072	45.11223	71.78201	0.00000	5.89494	6.25197	5.27548	7.37184	7.15384
55.48430	5.23487	11.50526	77.23826	7.53721	6.76901	5.50449	10.72775	0.68607	1153.16219	57.12080	66.02983	1.00000	6.15347	6.13773	7.09832	6.18056	7.48006
31.91594	4.03083	25.92493	73.66633	7.60540	7.64533	6.62464	3.62544	0.72470	1100.38355	58.84408	71.51995	0.00000	6.93849	7.03524	8.11338	5.85770	8.67895
28.23713	5.26620	60.18427	24.95034	10.91919	10.85712	7.94912	13.14399	0.99477	1176.74240	46.81347	60.09719	1.00000	4.09560	6.35583	8.55523	5.14905	5.58985
42.97417	2.68056	-6.8	39.25	6.23871	9.74155	6.95157	46.26794	1.76140	1067.46586	61.66459	42.81859	0.00000	9.14594	8.80546	9.20537	4.62396	6.73818
37.68464	9.93311	-22.57306	-47.1725	6.10868	8.25104	8.24055	5.83846	0.39443	1100.07263	7.15847	53.33335	0.00000	5.97175	5.69228	6.49269	8.63283	6.80086
41.23111	7.56876	10.58806	77.24779	9.63987	8.88703	5.54059	13.38574	5.70461	1130.36214	66.11699	34.99731	1.00000	4.41611	7.01548	10.51103	6.06125	7.17218
38.38049	7.56704	31.84568	-102.36764	9.71261	12.10915	8.01100	31.23564	0.23396	1168.59228	57.49702	51.71518	0.00000	8.01856	5.96026	6.25125	10.52052	
39.75538	8.47810	51.78967	1.15597	4.44480	7.18307	9.48641	23.44454	0.28287	1115.43637	44.59197	48.97120	0.00000	4.71147	5.83267	3.96493	7.57435	7.25926
54.08667	7.04745	39.96348	-4.83076	8.28667	8.03146	7.15003	6.60700	3.65343	1065.10078	50.92314	64.51972	1.00000	5.36800	7.25596	10.01477	5.87808	6.59441
56.90375	10.61360	48.35693	10.98461	4.84784	6.17745	6.06362	6.61960	0.42168	1192.34611	48.52613	49.67814	1.00000	9.27939	6.26327	7.20617	7.78848	7.20506
54.23884	8.22492	35.20889	111.73861	7.54611	10.21926	7.47002	24.55692	1.75757	1191.73785	55.62440	59.87716	1.00000	4.93717	8.17548	9.25067	5.83065	5.44188
65.51518	9.36415	31.84568	-102.36764	4.70977	7.34774	8.72175	24.97416	0.47573	1054.72707	47.16772	69.60826	0.00000	5.30051	6.02761	6.59194	7.53137	6.98738
47.45773	6.13263	-33.59217	-70.6996	7.96919	8.52044	7.64217	14.09600	0.55615	1170.47543	39.97318	33.83440	1.00000	4.97934	7.24965	7.64983	5.71289	6.56329
23.48440	7.94861	-29.2975	-51.50361	6.01146	5.75533	5.38756	15.73178	0.28288	1124.36320	57.39659	43.55004	1.00000	8.70623	6.43045	5.28339	5.38936	7.13298
30.90721	7.03436	34.85	117.33333	5.31223	9.64068	6.68652	9.63903	0.50475	1170.64460	62.06934	76.17201	0.00000	6.64522	8.61919	7.35408	6.14452	8.72624
27.01089	9.43571	41.24255	-82.61573	3.81529	6.84608	7.21793	22.99713	0.36347	1075.47275	23.73254	43.07377	0.00000	5.17391	7.88285	6.17441	8.19719	5.22870
38.46682	3.75554	43.91452	-69.96533	8.33461	8.26426	9.19510	14.65005	0.78439	1050.89062	68.92259	54.29140	0.00000	6.88483	6.89551	8.01241	4.74154	6.26540
51.32967	8.89988	43.91452	-69.96533	6.27656	5.39437	7.38392	14.92266	0.32928	1135.77565	48.21501	42.71967	1.00000	9.33634	5.72324	4.79905	5.07375	6.75580
53.73114	3.44332	39.08367	-84.50855	8.59097	7.10103	7.81169	14.97814	0.55030	1173.54500	48.70466	56.85446	1.00000	7.32262	7.71190	7.56418	5.54411	6.46943
58.70594	6.50040	18.18158	76.03889	8.34921	6.91610	7.28965	10.36216	0.79089	1086.35386	58.41458	70.11724	0.00000	4.82292	6.02553	8.32413	6.57898	5.73436
53.64095	5.95376	65.93381	111.4834	5.59372	7.27780	8.00794	6.40595	0.38727	1096.25013	73.99791	45.51645	1.00000	7.74258	6.52460	6.22126	5.37033	8.51073
49.68171	2.88730	36.91023	-121.75689	6.85644	3.68756	7.64633	30.14944	0.31657	1151.11747	46.46544	43.01330	1.00000	7.41880	5.82201	5.63022	6.29065	5.88615
45.17569	4.78367	27.52948	68.75915	8.77864	9.95021	6.47158	20.62243	0.22225	1187.86445	65.29207	47.99067	0.00000	6.04182	6.14081	5.51398	3.92164	5.47050
