CH4	PRES	warning	PM2.5	SO2	latitude	C2H3NO5	CO	NH3	TEMP	longitude	NOx	PAHs	H2CO	Pb	O3	PM10	CFCs
4.78696	1141.58761	1.00000	9.80378	6.25192	6.03333	0.18242	7.28843	9.37757	15.52065	37.55	8.74372	9.71232	48.12613	52.10804	7.90412	8.19508	40.90678
8.68147	1115.72250	0.00000	8.24285	10.46690	-37.9	0.30603	7.92382	8.32537	15.48272	145.18333	8.67338	8.52642	61.79943	64.27544	7.91527	8.87736	36.45767
6.23079	1084.13799	0.00000	7.81885	8.34898	44.27804	0.37169	8.45406	8.12441	14.43487	-88.27205	6.66680	7.45425	34.94728	49.38369	6.69074	9.06936	64.96542
7.15236	1176.26638	1.00000	7.56493	8.98799	36.61954	0.10467	6.49763	8.05542	18.57087	4.08282	6.69264	9.53192		50.13719	4.68082	6.48666	42.22921
5.76107	1149.92132	1.00000	7.99348	9.70780	52.47774	0.98105	8.17069	6.99206	25.30996	10.5511	8.21532	12.52564	74.74890	65.39048	5.21157	10.16224	63.82104
8.73080	1090.62189	1.00000	10.31271	7.69370	34.4833	0.16380	7.27710	7.63594	-7.94693	136.84186	8.22015	7.88327	57.32483	34.60385	7.24055	8.04146	78.07835
6.13499	1068.60430	1.00000	7.38688	8.78579	8.88988	0.15809	5.90926	7.18937	23.02378	-79.62603	8.72070	7.10865	30.70827	47.54998	6.10509	8.12944	34.42859
10.57944	1198.19828	0.00000	10.45308	8.37987	48.35693	0.41600	6.64836	9.37877	17.92205	10.98461	9.06997	5.78621	50.06516	41.01383	6.28336	9.21252	33.47630
5.62776	1133.75137	1.00000	8.28381	5.51692	42.35843	0.06660	8.65070	7.14645	6.06853	-71.05977	8.47241	8.65055	56.53512	43.02486	10.10618	5.32444	55.35457
5.55155	1082.43179	1.00000	7.34659	11.01018	14.62578	1.41632	7.72653	9.22266	19.52244	121.12251	7.94399	9.43433	65.28378	65.24300	6.32339	10.53485	45.95734
11.28214	1179.23621	1.00000	10.33210	5.58827	39.32288	0.13328	7.63686	8.61520	21.39529	-76.72803	6.95619	4.19425	40.78636	60.30540	8.92944	7.83905	46.31866
3.16327	1106.81234	1.00000	7.50225	9.65980	51.30001	0.76569	8.70811	6.25660	7.19046	13.10984	5.83421	10.05611	41.01712	35.14912	5.58138	9.83885	38.58209
7.50475	1071.94605	0.00000	6.84782	11.86417	40.72371	0.33476	8.20168	8.80016	7.58150	-73.95097	8.36239	8.79494	58.79580	39.63453	7.63578	9.02063	47.25128
7.60647	1152.03534	0.00000	9.93296	10.25735	42.819	0.07148	8.41420	8.51582	10.93282	47.1192	6.75410	6.88663	65.03216	60.54969	10.09256	5.91667	42.89613
6.70894	1094.03639	1.00000	9.56740	10.00289	35.8	1.02664	7.28820	6.66322	16.09426	137.23333	7.57774	8.15131	56.43895	43.38171	8.02385	10.12949	34.63057
5.50826	1050.98584	0.00000	6.53201	5.56888	31.12406	0.03946	7.92341	4.76417	26.43541	-97.90308	6.70050	9.00094	44.56224	48.00430	10.42831	4.69286	57.03295
6.64199	1132.93289	0.00000	10.33043	8.69230	51.4781	0.06894	9.32066	8.82342	10.87130	57.3552	6.78536	7.59992	38.35912	64.78648	9.46528	4.41230	54.03705
9.78459	1124.20321	0.00000	7.48695	10.98093	10.63504	0.14828	8.43108	7.01481	30.35391	-85.43772	8.44923	5.91449	31.43569	68.79160	10.08655	7.97583	37.24537
8.76208	1157.16844	0.00000	10.84954	4.67695	54.39635	0.44176	8.96537	6.94709	27.90977	24.04142	7.15152	3.80364	37.66230	52.26607	4.83214	9.22056	10.80357
9.97692	1124.39516	0.00000	9.23015	8.87650	51.39323	0.10603	8.89100	10.61385	34.03375	0.47713	5.73364	5.15655	55.16276	51.73914	8.57257	7.21493	31.83061
7.33535	1168.87212	1.00000	7.45925	9.43973	37.73222	0.43421	6.18581	7.24627	19.96499	115.70111	9.30598	10.91085	55.39446	72.98131	6.01393	9.30794	68.63985
5.62583	1129.69985	1.00000	10.03610	8.05714	-7.81667	1.24684	8.97033	7.67130	20.01078	112.01667	7.00445	10.53171	35.69171	37.76250	5.61423	10.37644	32.47952
10.04800	1148.91264	0.00000	8.56896	8.16065	52.59319	1.65138	5.88002	6.57300	28.86022	13.32127	8.02223	7.17747	42.23250	65.20652	5.69328	10.69312	32.34298
10.19376	1199.42624	0.00000	9.42168	10.59283	35.6803	0.19004	5.06294	8.25040	17.55938	51.0193	8.03975	4.67820	53.28348	49.38955	9.99779	8.16150	52.39527
10.57062	1162.47303	0.00000	11.10093	9.35337	31.39547	0.06170	7.38535	6.74072	22.38136	34.75699	7.46488	7.71847	46.61476	47.98168	7.00348	6.68875	28.41127
7.15428	1071.58941	1.00000	9.89652	7.34881	43.31667	0.10755	8.63172	6.86580	11.15066	-2.68333	8.14014	9.25701	62.04853	45.66121	8.38677	7.52008	69.07871
8.99383	1124.04823	0.00000	10.01615	9.79054	48.46458	0.05712	7.06796	5.15794	4.03292	9.22796	7.62475	7.47036	56.29452	47.90384	10.08077	6.69381	41.48424
5.28630	1149.89510	1.00000	5.86315	10.81266	55.85	2.16805	6.61376	7.17155	9.35588	37.56667	9.27199	11.09608	51.24106	80.27657	6.33382	10.97683	65.32845
7.94669	1096.36030	0.00000	8.91876	9.34414	43.48961	0.10406	8.20028	8.23641	22.85253	-8.2194	7.58516	4.57651	47.36190	56.30014	6.86542	6.47260	59.57501
5.11785	1185.66868	1.00000	7.89273	9.64662	55.8736	0.36368	7.96359	8.16153	22.37981	85.4265	8.19088	10.17558	70.83879	60.50188	5.54253	9.01726	61.22644
7.05976	1148.92951	1.00000	7.82514	6.73053	40.2737	0.08718	7.88911	7.62043	20.12446	-76.88442	7.45249	5.57663	53.45558	59.29532	6.29643	6.48118	35.10659
10.83348	1149.80190	0.00000	9.89221	8.23118	51.19139	0.14690	8.07197	6.97314	12.84191	6.51352	8.08120	6.29896	42.67327	80.64846	7.79481	7.72895	49.19574
6.06414	1162.10859	1.00000	9.39494	5.41457	36.08497	0.04978	7.05883	5.62305	10.36978	9.37082	7.68107	9.66945	29.61598	60.63716	11.98079	4.63438	60.17378
10.60271	1126.25411	0.00000	8.16514	7.34321	53.53395	0.07311	6.23886	7.55977	10.64501	33.72798	9.21314	5.52440	55.42749	50.76141	7.54077	6.86657	52.03981
5.08792	1056.24193	1.00000	10.04044	6.23547	9.3337	0.12841	8.24015	7.92282	29.53834	122.8637	8.39577	8.93647	43.20012	54.35525	7.42089	8.11051	53.79272
9.62092	1052.21157	0.00000	8.60196	9.61984	15.73628	0.15141	6.42115	7.05185	5.91604	75.96976	6.95097	5.71460	47.36724	60.78482	8.75497	7.73461	41.93008
8.25687	1174.78106	0.00000	11.71531	10.43048	46.18396	0.08388	6.08854	8.58765	23.72039	6.10237	7.99778	6.42414	48.90608	41.03419	8.51500	7.13747	59.94161
5.34054	1112.74792	1.00000	10.32790	11.15410	6.03333	2.62853	8.23110	8.12121	-4.73695	37.55	7.07218	8.49893	54.05872	30.61221	7.57099	11.16810	48.92735
6.63704	1165.76772	1.00000	8.01663	8.13345	41.94175	0.12670	9.03349	8.24579	30.03325	123.50266	7.10524	11.97984	77.89969	41.08519	8.91648	7.64597	54.59889
9.75237	1054.50145	0.00000	12.92322	7.86374	41.27621	0.07438	8.29225	8.29083	17.83432	-72.86843	8.88943	4.67117	51.76740	60.60166	7.52885	6.84368	63.02223
6.42841	1097.56344	0.00000	7.67869	6.92394	34.61667	0.06688	6.35473	7.72205	5.30058	135.6	6.80099	4.69044	36.63377	60.54693	10.66095	4.16926	48.20021
2.63202	1051.57766	1.00000	9.70821	9.79262	22.37066	3.98218	6.84402	6.49984	30.89778	114.10479	7.42937	12.95458	38.24796	41.73400	5.27288	11.59597	15.36387
6.53365	1088.64838	1.00000	8.37125	9.82325	26.76628	0.24973	8.46026	8.09299	9.29320	83.36889	6.45002	10.98765	46.95611	37.40583	5.14305	8.51745	29.29745
2.15990	1141.19866	1.00000	6.35065	8.88899	40.5576	0.17327	7.78880	6.70947	0.90193	-74.28459	7.32587	10.43817	58.91680	47.24863	3.21346	8.18685	61.89122
10.75465	1150.16869	0.00000	9.42993	7.47268	50.20528	1.31610	9.22658	7.33346	23.91829	19.27498	6.66676	6.82385	42.65991	68.20100	5.93379	10.47237	52.92915
9.53295	1093.72800	0.00000	7.78692	6.88886	48.07667	4.93668	7.88353	8.03487	13.41107	8.64409	5.79905	8.52555	51.30625	62.08298	5.90591	11.81233	58.84013
10.26131	1166.43365	0.00000	10.00890	12.44609	54.8421	0.18389	7.75864	7.76480	25.14863	46.5813	6.65330	7.57148	33.59725	35.62370	8.38585	8.08155	55.85880
9.75900	1194.61521	0.00000	9.69794	8.16238	56.9083	0.79351	7.41791	7.90974	9.64887	60.8019	7.60032	5.94367	43.59209	71.97987	5.40102	9.90242	20.25434
9.28466	1073.21248	1.00000	10.68737	7.37633	47.30997	0.06786	8.61194	7.40144	-0.88779	8.52462	7.69636	6.11574	72.20676	45.87582	5.97767	5.57917	81.70074
6.71824	1066.72465	1.00000	6.35692	7.60441	-33.88096	0.05022	10.16969	6.06861	14.43793	151.07986	8.28538	10.92019	46.63960	47.14513	9.75604	6.44461	38.28415
11.43126	1167.04962	0.00000	9.67406	11.45276	50.82882	0.32679	6.46782	8.76860	2.04349	-0.32247	8.09617	6.74753	52.52670	46.93528	10.17401	8.84811	44.12874
8.27594	1177.21618	0.00000	7.33942	6.54836	39.22493	0.08010	8.66953	8.40864	17.17616	42.85693	6.66732	5.90759	36.11185	49.64759	8.11502	4.63708	37.71634
6.58279	1107.51007	1.00000	9.13864	6.80616	48.86667	0.08944	7.81974	8.16476	14.77026	2.08333	7.95871	10.28948	52.33634	56.79326	9.03957	6.95907	23.12214
7.34755	1068.03408	0.00000	9.04715	6.93299	39.12074	0.21686	9.11213	7.53143	8.86573	27.18052		5.73164	68.12423	74.24491	6.03409	8.50820	52.56497
6.99094	1149.66036	1.00000	8.89610	7.54287	39.00622	0.12814	9.50354	6.12693	32.69617	-77.4286	7.42312	10.47242	53.54140	52.84253	8.91912	7.13806	48.44690
6.72134	1123.88783	1.00000	9.34012	6.55546	12.97389	0.07006	7.45788	6.72688	22.14131	123.99333	6.08216	9.67014	48.16681	51.10426	10.46894	5.89832	45.23823
8.58695	1125.11512	0.00000	8.03573	10.54087	40.92298	0.37262	7.45035	7.76931	28.51921	14.30935	7.67258	8.05335	46.76162		7.35650	9.08699	44.53532
7.90881	1156.18386	0.00000	10.16918	11.65132	5.4709	0.12059	8.14619	7.84982	18.89367	100.24529	8.65572	7.53309	47.63542	71.63495	11.57550	7.20878	66.56028
8.41129	1116.34616	0.00000	9.77190	9.99635	50.11861	0.14413	8.59277	8.39020	22.53235	-5.53715	6.55704	7.12918	53.16203	58.99009	7.89566	8.05300	53.10155
7.37609	1131.91119	0.00000	7.55263	6.05853	3.3285	0.01527	7.42591	7.41240	38.78508	99.1625	7.67028	6.40188	50.26833	60.13746	7.85717	3.86434	46.84828
6.61298	1108.89996	1.00000	9.79366	4.81922	10.22677	0.03537	8.09014	7.17284	3.80206	-67.33122	6.40688	7.13157	53.86495	65.48536	10.95346	4.24113	44.01414
4.11831	1057.42069	1.00000	6.59014	10.39051	6.25947	0.60348	10.30338	6.75228	24.25231	102.05461	8.65618	10.48587	57.71941	47.23379	5.85011	9.65908	56.32302
6.78705	1172.30762	1.00000	7.85895	7.38093	47.38093	0.10456	8.85113	7.67868	18.34125	-122.23484	8.01660	5.99989	51.60350	55.72358	6.50025	7.55330	63.65454
4.64817	1112.18529	1.00000	8.38488	6.09451	42.30865	0.15183	7.84616	6.44448	14.44457	-83.48216	5.75376	9.63174	47.74747	73.14547	7.06983	7.67469	36.15936
11.83758	1059.72249	0.00000	8.58281	9.23391	30.81383	0.26312	8.34192	6.42751	13.42888	75.16878	7.13502	5.71496	45.34526	49.64199	8.17255	8.69751	52.20440
6.33125	1064.23729	1.00000		9.53117	43.1009	0.05766	6.49705	7.08197	10.56048	-75.23266	8.19563	8.05309	57.41133	58.35910	4.69074	6.21088	49.56655
7.01834	1197.97660	1.00000	10.66812	9.17546	46.09273	0.69647	6.66224	7.51991	9.56154	-88.64235	7.47440	8.46766	57.76071	59.68282	7.52805	9.82951	27.01714
10.68638	1081.26926	0.00000	8.28935	9.61839	9.535	0.30478	8.22240	7.41923	11.83576	-13.68778	6.70355	4.60315	42.90210	60.50639	10.10677	8.75875	49.79072
10.43588	1156.40348	0.00000	11.24164	8.99096	-3.74912	0.10420	5.97303	7.57998	1.89662	-73.25383	8.02931	7.65452	44.88956	40.84216	6.92663	7.00009	37.11102
8.07990	1195.99841	0.00000	8.29954	11.44666	33.35283	0.11470	7.67759	6.73206	-3.47181	-111.78903	7.94357	6.82122	58.60462	68.33335	7.61087	7.79016	38.57186
8.01332	1091.21670	0.00000	10.72050	9.37581	51.44889	0.08596	8.57523	9.14102	21.91415	5.51978	5.77927	5.52719	70.76942	58.12521	7.75684	6.81092	73.51314
11.30888	1191.40680	0.00000	9.36142	11.64536	18.65297	0.26644	6.85247	7.53716	0.81939	-72.09391	9.31963	5.17272	43.46748	36.67958	6.07750	8.57577	43.71137
8.66666	1101.33607	1.00000		7.45116	22.83957	0.12964	6.49141	8.13937	17.42615	91.84128	6.13333	8.97574	29.39453	50.84417	10.91612	6.36579	78.22841
7.25716	1089.68079	1.00000	7.66170	7.04203	41.91738	0.10755	7.88664	7.94963	10.76000	3.1631		9.26190	66.37807	57.12674	9.28761	6.18711	57.05000
7.75529	1067.08538	1.00000	9.71845	8.26654	58.63667	0.05664	8.17595	8.50992	16.77770	59.80222	8.55519	6.65484	58.48847	60.62665	5.88865	5.39577	65.85384
8.61114	1064.77164	1.00000	9.51346	8.42075	53.6052	2.89739	7.96882	8.09642	17.13080	10.03988	6.48051	8.55877	49.02156	28.80582	8.79664	11.27050	57.33475
6.18675	1116.83358	1.00000	7.97804	8.65080	-2.68333	0.63959	6.49668	7.89004	16.96684	33	7.58963	7.56231	44.86430	60.37597	7.11204	9.69134	62.32480
9.58707	1083.26567	0.00000	6.72351	9.44375	32.54044	1.35899	7.95075	8.01951	20.32295	-82.90375	6.75530	7.07518	55.69716	48.30418	5.24022	10.50055	46.27910
5.96875	1054.94437	1.00000	9.85892	6.13727	48.46458	0.09806	9.17824	10.32837	3.24728	9.22796	7.24818	8.96041	47.39721	44.86638	8.99249	6.97867	48.46298
5.80009	1088.56997	1.00000	9.00982	6.54602	54.39304	0.09685	6.61790	6.70887	25.66719	53.26023	8.56178	10.37981	36.04251	53.31991	9.38788	6.80860	25.70117
8.51784	1086.75245	0.00000	8.88013	8.03421	50.75932	0.09380	8.84189	7.13373	5.53262	25.34244	6.71134	6.67760	56.31016	69.09899	8.06061	5.62385	51.62274
6.62006	1178.32432	1.00000	9.39763	7.25044	41.55815	0.08554	7.47780	7.82260	19.54839	-73.0515	8.14432	10.35720	70.04743	49.57829	9.91002	6.66799	44.37222
8.75897	1127.89552	0.00000	7.97280	10.22725	20.88197	0.23643	8.14971	8.44844	12.84867	85.83334	7.09120	6.00306	56.44543	51.89973	6.15174	8.65677	54.15308
7.74990	1078.32826	1.00000	10.20200	6.69410	36.82167	0.04559	8.48695	7.65019	23.71973	128.63083	7.63229	9.14731	45.93809	54.16739	10.64919	5.64278	46.14545
4.42435	1096.19538	1.00000	11.63054	4.70000	36.91023	0.08120	7.92881	8.74954	-1.52800	-121.75689	10.00229	9.18898	43.55188	67.61527	10.34993	6.35909	44.57010
9.08520	1106.02479	0.00000	7.58859	9.60879	40.67705	0.83206	6.54488	9.72227	2.71902	-73.89125	7.51280	7.53860	42.23210	51.72049	6.63048	9.98986	57.13554
6.90871	1068.34484	1.00000	8.91432	7.42204	41.57439	0.12780	7.38467	7.47021	22.48919	24.71204	7.76529	9.60092	73.07742	50.73721	8.80561	7.09772	25.69178
3.97285	1083.49961	1.00000	10.04393	5.21012	50.7236	0.09101	7.00894	7.20599	12.31285	-3.52751	6.52876	11.02220	46.66036	54.56983	10.02540	6.53245	45.41074
8.30605	1053.89947	0.00000	9.39740	9.55129	26.76628	0.09271	7.62494	9.23566	27.93109	83.36889	8.69612	8.60373	44.80078	58.39103	8.97525	5.85153	34.03104
7.68186	1115.79030	1.00000	8.59216	8.82226	37.49223	0.15239	6.93189	7.95364	21.71041	15.07041	7.73821	11.38531	80.94758	51.27829	8.22034	7.94141	24.73944
9.70999	1152.80105	0.00000	9.16825	7.57981	50.80019	0.05864	8.46725	7.48188	40.49935	7.20769	6.80475	5.72010	41.58039	44.65891	6.99034	6.10533	60.09590
8.07396	1077.87526	0.00000	9.79367	11.05939	38.54491	0.07241	8.16127	7.17886	11.21699	-121.74052	6.38768	8.20600	29.73969	61.03848	9.79783	5.78792	55.17252
6.00355	1057.86993	0.00000	7.50379	6.48258	52.4581	0.04560	7.54320	8.34162	30.59219	13.28702	10.14142	10.98703	45.56136	52.18086	11.11609	5.29898	42.27440
9.60933	1109.30182	0.00000	8.87007	8.50947	41.75338	0.07526	8.55311	6.90322	27.73277	-86.11084	7.15233	5.42386	43.11357	52.33046	8.91647	6.30591	56.87699
6.08659	1174.44657	0.00000	9.75363	8.65188	-8.76194	0.23414	7.02373	6.95484	-2.78354	-63.90389	8.76028	6.67856	36.32678	57.50224	7.21311	8.60521	37.25417
7.98231	1059.18398	1.00000	9.13843	9.81066	46.32374	0.29780	8.98254	7.18592	7.23335	-120.00865	8.68735	10.64716	56.24417	46.17530	6.48982	8.76949	51.98243
9.18534	1140.74548	0.00000		6.64789	50.82882	1.04060	9.06093	6.31225	10.36423	-0.32247	7.85969	6.49115	27.15912	32.86462	5.83668	10.21528	37.66591
10.89426	1182.01788	0.00000	9.47626	9.49357	51.39148	0.27830	9.13799	6.08861	42.14432	-0.29825	7.05044	6.42468	60.15978	54.10292	6.79639	8.81140	36.96353
7.64125	1052.90768	0.00000	10.20044	7.82653	52.14	0.05191	8.41036	6.41990	27.99946	5.58472	7.56266	7.02632	44.75468	54.52815	8.19643	4.99309	52.58285
9.21874	1127.24772	0.00000	8.33021	7.21860	27.9247	0.05903	7.59853	7.39534	10.62545	78.40102	9.55715	4.94561	52.96654	51.06614	8.00227	5.96648	33.43909
6.85531	1063.19543	0.00000	8.24392	11.08407	-7.54972	0.15223	8.29322	7.74506	17.01286	110.71639	7.84884	5.40815	37.84664	70.21106	6.12481	7.71912	58.56261
4.96042	1169.95401	1.00000	12.45918	4.76525	41.27621	0.08809	7.97854	6.35860	-8.67195	-72.86843	8.99340	7.49128	37.35484	44.23241	8.32982	7.07082	52.67695
7.61286	1141.89127	1.00000	8.81992	7.98148	-1.26753	0.10390	7.86001	8.87977	8.11485	116.82887	7.51075	9.66155	65.22741	34.96326	9.20123	7.21120	66.93342
6.26461	1059.65022	1.00000	5.92860	6.75931	41.91738	0.04126	5.23947	7.23483	17.88710	3.1631	10.31347	9.50961	66.67318	59.17434	8.13693	5.97218	40.50157
8.24382	1127.55725	0.00000	8.95081	9.54932	5.84752	0.47740	7.45923	7.10741	-11.22586	-5.682	6.91959	7.62282	34.71745	32.36451	6.80626	9.38091	48.88976
6.95267	1085.43923	1.00000	8.03963	9.73976	5.6561	0.30648	8.04402	7.59721	23.28132	-75.87877	6.82554	8.04843	55.62121	47.09603	6.31713	8.83192	66.17491
10.60167	1126.99617	0.00000	10.38051	10.72925	40.65538	0.11569	6.71762	7.63573	13.37577	-74.38987	8.58384	7.79216	53.25759	39.87480	9.09322	7.78458	29.87120
8.45733	1131.81893	1.00000	7.87929	8.38523	49.68369	0.50438	6.62411	7.09177	24.03306	8.61839	7.31061	6.92899	33.86708	64.09833	6.13200	9.46372	58.56063
5.23973	1095.80711	1.00000	9.40421	10.65657	3.3285	0.37242	8.34841	7.49690	15.97792	99.1625	6.90251	9.69657	51.01945	62.98922	5.56647	9.03547	45.27941
1.64772	1101.73690	1.00000		11.98913	35.06667	2.34279	7.59216	7.95621	25.13724	135.21667	8.77987	11.43844	33.50670	60.53016	4.25509	11.05468	20.67598
10.60095	1137.12293	0.00000	10.91956	8.97104	5.20856	0.11327	8.00080	8.12619	21.80241	-74.73584	7.59122	7.45473	58.27588	38.96512	7.21255	7.26399	61.23071
11.21959	1142.91438	0.00000	9.99380	8.42580	33.92866	0.17503	5.92179	7.08019	8.62328	-6.90656	5.83398	4.58038	60.70671	52.04697	5.87138	8.09965	52.39641
7.36425	1104.85449	1.00000	10.95277	9.21427	53.69786	0.34922	6.66538	9.01410	29.85212	-2.68758	7.90548	10.85938	71.83247	51.30328	7.08200	8.92583	47.60036
8.78124	1109.46395	0.00000	6.99028	7.25752	41.24255	0.06377	7.49311	7.84080	34.26323	-82.61573	7.54503	5.60706	77.85063	61.96052	7.86934	5.45344	50.33704
8.03569	1058.36640	0.00000	8.84541	10.01294	50.75	0.07531	8.90337	8.83398	5.52241	2.25	10.03128	5.35156	55.99601	49.66086	10.62864	6.65588	36.84475
8.57860	1131.69079	0.00000	11.15471	8.23390	36.20829	0.06399	9.44155	6.35331	11.70329	-115.98391	9.45378	5.18260	68.78230	67.41550	9.08629	6.22997	56.26124
9.19447	1144.17238	0.00000	9.69490	9.40287	50.80019	0.09684	7.97972	8.54718	9.86958	7.20769	7.13423	9.04046	49.67999	61.12877	8.17622	5.53973	41.73677
5.20814	1196.18239	1.00000	4.55354	9.29066	52.4581	0.10777	7.20703	7.71498	25.77336	13.28702	8.47990	9.17187	50.96796	51.17025	3.70153	6.79653	29.49042
6.07055	1129.88607	1.00000	8.49377	8.67197	40.5576	0.29036	7.40529	6.63064	34.04268	-74.28459	7.79272	6.58829	37.86548	61.49792	6.90873	8.75612	40.25985
9.22515	1104.96493	1.00000	8.24764	10.02710	12.1277	0.20723	7.47195	7.99602	30.77491	78.15794	7.85385	9.51361	57.64911	72.20150	7.92525	8.32154	26.48024
5.68818	1161.15828	1.00000	7.24711	5.71426	51.21667	0.07565	7.67882	8.80095	23.13641	6.26667	6.89758	9.26074	42.74782	50.08173	8.85159		20.12453
9.52239	1163.56747	0.00000	9.11058	8.77621	29.65163	0.05080	6.86764	7.81016	7.92430	-82.32483	8.10189	6.61740	34.73361	42.51751	7.28805	6.32448	59.18172
10.38839	1161.60797	1.00000	15.96926	7.68500	39.57582	0.15812	6.86793	7.44143	7.09256	-105.11221	8.74007	5.76592	58.55150	59.90351	9.44686	8.08546	41.70410
7.55577	1062.46561	1.00000	9.95793	6.64447	4.92675	0.09625	8.31374	8.93328	20.44023	6.26764	7.42875	8.97088	57.72291	64.99373	5.70103	6.92722	59.16793
7.60312	1198.20891	0.00000	10.41018	7.87516	-6.25	0.08231	7.58821	6.67146	4.63478	38.66667	7.53723	5.46316	60.03447	63.69425	8.94731	5.58680	18.33739
5.69338	1173.98444	1.00000	8.81691	4.97899	36.72544	0.04123	7.38104	8.44120	1.21928	3.55665	7.96776	8.59702	40.63840	38.25643	10.94302	4.54659	54.64664
5.96400	1098.88379	1.00000	8.48505	6.62677	25.92127	0.07202	7.90049	9.32668	26.19367	86.79271	8.09406	10.23350	59.91790	80.98015	8.86583	6.89908	38.17036
5.24705	1053.99887	1.00000	11.18045	10.63787	52.68333	6.35800	8.22547	6.47259	18.27787	0.93333	8.74574	10.66834	70.18067	50.02360	7.49313	12.07108	42.82186
6.83873	1185.09269	1.00000	8.98790	10.36391	31.12406	0.97271	7.52839	7.70972	13.56203	-97.90308	8.61315	7.36563	63.25306	36.59361	7.85592	10.11299	66.58673
7.43722	1171.88600	1.00000	7.75225	7.58802	40.63316	0.09871	7.35012	7.60648	1.06890	-74.13653	7.49469	8.50833	77.22654	55.19208	7.98948	6.93542	58.11570
5.77835	1091.95326	1.00000	9.35054	6.61558	50.82882	0.13927	9.29100	9.87449	28.73769	-0.32247	8.75341	8.69116	33.36800	32.08969	7.07455	7.88953	39.13320
11.17068	1194.19661	0.00000	6.68188	7.85125	27.52948	0.09650	8.99320	6.16808	5.06382	68.75915	8.13301	5.64344	63.23055	35.46041	8.56837	7.08863	58.02815
5.62481	1176.12632	1.00000	8.94826	4.72486	5.6561	0.06462	7.72347	6.35137	18.74132	-75.87877	6.87375	8.94458	60.10733	68.58164	11.17316	4.23723	61.74869
5.84918	1119.02494	0.00000	8.08763	7.58957	34.8825	1.08085	6.84531	9.05599	11.90729	128.62667	7.64510	8.00416	31.74261	49.23891	6.27437	10.22550	65.80801
7.05516	1098.60088	1.00000	7.54115	6.51862	49.13645	0.06783	6.36574	7.29108	-0.01120	8.91229	7.36198	9.24491	52.60386	61.98358	8.77153	5.66505	53.83194
3.35129	1194.35488	1.00000	5.67966	10.71712	41.6764	0.21309	7.56882	9.43727	6.49689	-91.58045	8.86430	11.88786	51.90423	36.83263	3.04848	8.42153	52.01048
10.21853	1136.16560	0.00000	12.37491	12.29982	41.85059	0.40434	6.04044	8.18211	11.86711	-87.882	10.29047	6.45293	50.00786	57.65749	10.89435	9.15843	39.38216
6.97909	1198.59039	1.00000	8.32495	6.53308	23.9028	0.08273	7.85691	7.30051	12.33528	89.11943	8.38973	7.80793	60.58982	57.66289	7.46077	6.59282	62.43012
9.10477	1066.46570	0.00000	6.70519	6.77495	40.2737	0.09476	8.57013	6.52404	20.01364	-76.88442	8.78573	5.85542	70.56312	53.50048	7.97949	5.13585	43.80831
9.54645	1172.66058	0.00000	9.35245	8.27221	-21.98333	1.49665	8.53161	7.35343	25.64441	16.91667	7.58348	6.71321	35.85703	71.73575	5.88160	10.57016	43.48539
7.22167	1105.77313	1.00000	8.39678	11.24293	10.20898	0.83970	5.65695	9.31535	22.76404	123.758	7.90356	10.77630	46.19260	48.49928	6.72132	9.99637	58.92246
9.50671	1114.49955	0.00000	7.66387	10.02164	44.73941	0.56852	8.17969	7.87668	7.04070	-93.12577	7.21156	6.11529	61.16767	57.23390	5.70744	9.53761	70.40267
8.67443	1155.69159		10.83134	9.35663	36.75965	0.50792	7.96652	6.38927	18.98013	137.36215	6.85979	7.75145	23.03439	64.13321	8.80390	9.46784	55.79753
