PAHs	latitude	PM2.5	SO2	CO	CH4	CFCs	PRES	PM10	C2H3NO5	O3	NOx	TEMP	warning	longitude	Pb	NH3	H2CO
7.72011	4.94273	9.06960	6.47835	6.84034	6.35151	83.80616	1186.34376	6.94321	0.20820	7.05060	10.77245	31.90170	0.00000	15.87735	76.57982	6.27120	29.72265
7.01082	12.37169	5.24506	7.39450	7.14995	5.87654	70.76545	1117.35448	5.87562	0.20118	6.38041	8.49394	-10.49727	0.00000	123.62494	23.98529	11.56791	47.45732
7.63491	-6.91806	5.01510	7.30439	8.11728	3.54264	84.91012	1142.91458	4.87058	0.18659	8.38538	10.15747	19.69316	0.00000	106.92667	25.64955	7.52858	37.70300
6.40378	48.35693	10.66504	8.38734	8.54412	4.42243	80.49238	1131.06051	10.70053	3.51762	8.01928	5.32348	17.32967	0.00000	10.98461	54.41059	9.02811	40.40182
6.05494	18.00747	5.18152	8.41459	7.45188	8.08927	66.00278	1052.53257	6.43528	0.13030	4.94510	9.53876	25.38259	1.00000	-76.78319	40.06768	5.54026	60.77936
7.73511	-29.2975	7.19472	6.87919	6.87241	7.82355	64.22400	1170.15634	7.00371	0.24384	5.56573	9.87573	-6.24584	1.00000	-51.50361	68.09220	6.13079	62.35816
5.89144	40.1675	5.06225	6.23057	7.89653	8.71034	68.69392	1103.31836	4.67144	0.16591	4.96320	8.43503	8.91917	1.00000	34.37389	54.92816	5.71179	42.82037
5.87904	50.82882	7.55269	7.40156	7.39698	7.72261	66.28256	1184.94514	6.37770	0.15213	4.83362	10.51875	3.30051	1.00000	-0.32247	39.24393	5.36078	43.35961
6.97896	68.79833	9.04442	9.23174	6.86300	6.34203	78.92615	1135.44100	7.54613	0.23489	10.64906	5.82894	7.47868	0.00000	16.54165	44.42651	9.17747	39.43300
6.77431	41.15612	5.82675	5.70618	7.42114	4.57024	76.93757	1111.52397	4.52248	0.10229	7.02134	10.23743	23.73613	0.00000	1.10687	58.51871	9.82767	36.26416
7.08928	45.4473	6.31726	5.39054	6.52280	7.25015	66.20950	1151.99759	7.84006	0.41491	6.08360	9.31701	-2.35058	0.00000	-73.75335	75.33562	8.23474	63.12764
6.53461	42.93369	8.24179	7.74915	6.98682	4.44787	73.45502	1075.24182	10.43054	2.68998	8.13828	6.84230	8.44431	0.00000	-72.27814	63.90324	6.66294	39.98705
6.11982	-6.8	7.84137	6.05696	6.38978	6.27452	84.23050	1086.45420	8.65431	0.52748	6.79262	5.44382	23.45524	1.00000	39.25	50.59921	13.51258	50.10829
8.47194	43.91452	6.67000	5.57249	7.06437	7.72699	85.55854	1135.28376	8.55449	0.51590	4.83204	7.35007	9.15852	0.00000	-69.96533	43.79260	7.70857	48.49017
7.41172	53.14657	9.40433	8.96543	5.65590	4.91748	72.39135	1143.67186	8.54663	0.53427	2.93844	10.09718	8.31082	1.00000	140.72287	50.33667	7.60252	49.66827
4.62886	39.32011	5.32350	5.87782	5.92969	6.71894	71.85327	1140.06144	4.87164	0.21269	4.79899	7.16947	13.47211	0.00000	-76.51552	54.44112	10.66526	64.12502
7.44193	51.67822	4.20155	6.18707	7.17749	8.53864	74.30568	1182.97267	5.37958	0.16918	4.53172	8.10676	7.08448	1.00000	33.9162	45.29533	5.46023	33.19201
6.72875	43.61062	7.65666	7.03817	7.61039	6.44851	66.35453	1151.88839	12.11227	13.80049	5.74739	6.95101	5.78260	1.00000	-72.97261	29.43942	9.14867	55.15560
5.94985	34.25628	9.39991	8.86522	8.04085	7.83705	84.62188	1078.90007	8.49498	0.51853	7.50725	8.14680	4.68604	1.00000	-78.04471	59.15303	10.33775	48.56530
8.43091	-37.88333	7.69331	8.90124	5.80527	6.94140	87.13259	1150.92029	7.45868	0.24553	9.63294	9.52277	12.51797	1.00000	145.06667	59.17712	6.89749	53.56523
8.51988	28.71271	5.46472	7.16549	8.43612	8.38810	60.04491	1111.77318	6.48736	0.10613	5.61945	7.98193	23.49926	1.00000	77.656	55.07244	4.21530	28.77479
7.01543	38.70734	5.95813	7.26209	5.90964	5.54087	67.82575	1119.14554	5.55592	0.20940	6.41456	9.75072	11.98579	0.00000	-77.02303	48.41754	9.47082	62.50018
6.69760	50.9803	8.82998	6.68918	8.16274		61.30647	1129.45083	10.95854	4.44376	8.19490	8.62382	-1.40500	1.00000	11.32903	51.71748	8.67661	29.74535
8.90184	50.82882	5.71077	7.58279	7.91302	7.27937	70.83727	1152.74396	8.49187	0.43613	4.93738	10.19630	14.98826	1.00000	-0.32247	50.89898	4.76158	50.36067
6.60743	45.79377	5.35818	8.68362	9.01523	8.55002	70.79031	1105.73338	4.99665	0.13930	4.51283	8.59615	27.15272	1.00000	8.88104	42.38683	7.12393	32.55796
6.90949	52.71083	5.74811	7.49462	6.33606	8.14842	82.27739	1095.92497	5.70567	0.12708	4.01528	9.23517	23.41588	1.00000	5.74861	60.22525	6.72312	86.16956
5.59249	41.29444	8.56917	8.18368	6.39844	5.02243	81.86785	1071.98837	8.97111	0.76256	8.57625	6.04827	8.86882	0.00000	69.67639	52.32020	9.60070	41.85056
6.98111	40.53123	8.57293	5.47632	7.42280	9.35401	80.73159	1168.93130	5.37310	0.17658	9.11506	8.75941	12.94654	1.00000	17.58522	58.07712	5.63348	47.09037
8.06723	12.37169	6.27452	6.70131	5.76516	5.34801	64.75244	1141.11305	7.55833	0.28104	7.64250	9.69965	11.00369	0.00000	123.62494	55.76250	8.80943	55.00478
7.09172	42.55308	8.93121	9.23424	7.34859	6.97577	68.27343	1165.84502	10.95857	4.47468	5.68296	6.99604	28.93881	1.00000	-87.93341	39.17424	9.21640	54.00851
8.64710	55.54028	4.27693	6.24613	6.73441	9.66715	70.89390	1137.93825	4.51413	0.14047	6.40034	5.91645	-3.97553	1.00000	89.20083	67.34282	6.40570	37.77120
7.41245	45.39402	5.24592	6.88210	9.75833	9.49777	70.73493	1143.35474	5.13914	0.17742	8.10874	6.76518	7.71045	1.00000	9.29109	42.77596	2.81184	64.49594
7.24206	38.54491	4.40686	6.02322	7.00093	8.82200	71.97696	1161.43142	5.29079	0.16982	5.64279	7.68157	12.01675	1.00000	-121.74052	65.88943	4.55544	55.84226
5.67847	41.57439	10.39684	5.98817	6.81110	6.34303	70.41463	1067.02174	7.34737	0.25547	4.76591	11.21238	3.75877	1.00000	24.71204	54.80804	6.36811	50.36081
6.79168	39.33427	6.13628	7.41660	7.57533	6.42802	67.60458	1156.99285	5.33244	0.14369	4.87246	7.60206	9.09449	0.00000	-76.43941	56.79627	7.33002	45.59734
7.45263	41.92361	7.76149	7.52849	5.24088	8.74344	77.98090	1142.27628	5.51083	0.12522	6.63340	9.19029	10.34304	1.00000	20.91361	50.78815	7.46513	19.74430
7.41767	-7.73379	5.90202	7.25354	8.31522	7.41613	73.87253	1150.40387	5.75914	0.18779	3.87241	7.07027	20.16142	1.00000	113.69785	80.41585	10.70917	26.60827
7.25250	32.87533	7.72386	6.12718	7.64340	4.53176	71.88010	1167.10443	4.35895	0.09413	7.25986	8.36630	21.07686	1.00000	71.57118	41.52452	10.27905	70.33073
4.86325	12.1277	6.08306		7.45290	5.40810	80.41200	1137.62863	7.72970	0.25641	7.73488	9.82700	15.40477	0.00000	78.15794	58.35954	6.29052	49.57243
9.08299	36.06386	8.90390	6.91777	7.16844	3.38991	69.34245	1198.72780	8.33266	0.37303	6.51794	5.79272	8.17437	0.00000	4.62744	46.48383	4.33151	18.14590
5.50427	34.95303	6.66445	8.65836	6.72100	5.78603	73.84197	1150.93422	6.94357	0.23572	5.84401	8.43450	-0.57000	0.00000	-120.43572	51.43613	8.36483	37.99203
7.37872	54.84444	7.99535	7.39328	7.22639	6.12637	66.48220	1097.55824	9.22256	0.92994	6.69021	8.97622	11.86236	1.00000	38.16694	46.35068	7.52769	73.35396
6.37657	50.20528	8.40834	6.79396	7.16566	5.61205	78.50697	1064.82054	9.16680	0.84673	5.36816	7.91502	28.58264	1.00000	19.27498	65.61681	8.53991	70.99974
6.45248	14.62578	6.71521	6.67359	5.09881	8.04339	76.90698	1119.08731	6.72488	0.20237	10.55442	5.82409	6.48407	0.00000	121.12251	33.94595	11.37522	66.14020
6.64960	45.47885	9.51016	8.45343	6.18108	6.78169	85.76623	1125.16481	7.48696	0.25199	8.89761	4.63158	8.42814	0.00000	133.42825	51.21153	6.99917	56.57512
8.96686	37.05944	9.77773	6.76376	6.66588	8.25829	76.19913	1102.74347	11.63113	8.58650	5.56538	9.50243	16.97986	1.00000	37.3825	50.66147	8.51419	34.32570
4.20430	6.25947	4.52431	5.72269	8.43655	8.93988	76.05033	1130.62424	6.26806	0.12708	6.20296	6.66919	14.38382	1.00000	102.05461	42.32826	5.59187	51.84141
8.81691	-29.2975	7.91122	6.19110	7.29909	5.25342	66.01471	1180.18580	9.14858	0.90463	5.32519	6.69687	20.48095	1.00000	-51.50361	75.99900	10.46289	50.96864
8.07239	39.78504	10.26950	6.98464	6.45301	6.05872	69.52738	1137.38507	8.84847	0.65217	3.32165	10.91922	1.45982	1.00000	-85.76942	75.48174	7.08503	40.85014
6.86410	3.31332	9.84016	8.20464	8.21643	5.80511	73.52700	1107.21961	7.62668	0.24642	4.40769	11.75345	8.47095	1.00000	117.59152	66.15412	6.21820	35.06653
7.77361	41.55947	6.39785	7.08184	7.81131	9.19457	69.74593	1068.66337	6.53872	0.15912	3.19539	7.28117	-2.94314	0.00000	14.66737	53.39288	10.70483	43.98804
8.75047	49.07866	8.96445	8.18819	7.39662	6.78579	73.65689	1158.95595	7.44625	0.25728	8.79378	4.95453	6.17074	0.00000	30.96755	68.30426	9.48048	72.95836
7.11187	-15.675	7.70220	7.95256	6.46618	4.11801	82.11049	1151.38156	8.38230	0.52550	4.35043	7.95305	28.53150	1.00000	-38.94722	59.96006	8.76549	53.94777
6.82917	16.0438	6.09544	6.41094	6.62926	3.23483	73.35481	1185.61662	3.09069	0.11570	7.08015	10.29389	15.65175	0.00000	120.4861	52.33099	6.40342	63.43509
8.30621	54.90083	6.44759	7.05665	6.19099	8.42344	71.48796	1166.81559	6.83748	0.21514	5.80471	8.03814	30.10545	1.00000	38.07083	61.02023	6.38223	54.55928
8.98156	32.17629	9.76185	8.44088	7.46351	6.13272	91.46832	1066.46894	8.99570	0.76648	4.12715	7.82749	14.07166	1.00000	75.06583	82.63600	9.99906	64.73497
9.21982	6.33444	8.54513	6.02193	7.04565	4.26645	80.61884	1112.96853	7.22306	0.25411	7.37395	5.45042	3.11884	0.00000	124.95278	58.49391	6.06265	56.96889
8.36424	17.54907	8.85452	7.39469	5.67601	5.34409	63.27848	1192.79031	8.19618	0.41707	5.03910	9.79450	-0.05946	1.00000	82.85749	37.48414	6.74482	51.36315
7.14129	54.8421	8.35330	6.61276	7.97182	5.69702	69.80745	1143.85528	7.60910	0.28854	6.31543	9.35333	15.10672	1.00000	46.5813	48.49847	8.10344	53.63321
6.92602	53.63333	5.95569	7.52345	7.02325	5.19323	59.62690	1198.11921	5.02738	0.09865	6.00159	9.01621	9.40388	0.00000	9.85	50.69519	8.57476	49.46078
7.52512	42.50729	7.89475	7.65887	5.86626	9.12190	61.39593	1116.55529	7.07868	0.22552	9.69064	7.78989	8.35246	1.00000	1.53414	39.50702	4.90358	48.84970
6.60426	40.85158	8.12204	7.92932	6.76196	4.96164	66.17026	1099.85700	7.39813	0.20007	5.28692	7.12479	-1.14547	1.00000	122.74754	62.64437	11.47853	70.24288
7.10821	10.15031	7.48583	8.03620	5.16742	5.97785	77.44797	1100.19124	8.35292	0.45925	7.27300	6.43647	5.30315	1.00000	-73.9614	59.25106	11.67555	28.75505
7.10363	43.11667	9.72298	7.18393	7.76963	7.36159	84.21289	1114.00911	7.67193	0.31791	5.11806	11.44072	10.27151	1.00000	1.6	45.01029	8.12274	72.43939
8.65652	15.58552	8.91404	9.14138	8.05521	4.49836	76.54120	1100.81966	8.10447	0.29619	3.56718	9.23622	0.88215	1.00000	102.42587	39.25678	7.56558	62.17569
7.67822	8.79577	10.54485	5.38604	8.28587	6.42585	83.18754	1107.51610	9.69288	1.35079	2.94342	11.18349	8.07591	1.00000	-75.69947	40.49717	6.88127	47.90383
7.43256	26.44931	7.94911	7.69620	8.39202	5.53470	76.81041	1116.87462	8.44131	0.51298	6.20998	8.28484	12.73084	1.00000	91.61356	68.55362	8.62862	56.99653
3.65605	11.84962	8.80635	7.01312	6.78769	5.40840	71.94326	1090.66175	10.67035	3.32800	8.25289	6.54067	25.28568	0.00000	-86.19903	56.90659	9.54511	69.09902
6.75446	68.79833	8.95872	6.30514	6.60215	4.56637	65.62644	1071.22253	7.20688	0.28758	9.22836	6.18504	17.87490	0.00000	16.54165	65.88648	10.14004	42.67764
7.98212	13.70167	6.24883	7.54261	7.36790	6.65608	81.80292	1134.15677	6.25663	0.16230	5.41281	8.29219	4.69446	0.00000	-89.10944	56.88312	5.48045	47.18787
6.50483	28.88162	6.35776	8.54524	7.40291	6.92056	69.18854	1063.14642	5.48147	0.07938	4.41476	8.05719	-4.48464	0.00000	120.03308	72.74028	9.79465	43.99500
7.92266	45.73333	8.83338	8.44967	7.20968	7.15145	65.61879	1111.70275	8.20612	0.39169	7.56887	7.84660	4.46441	1.00000	4.91667	52.13827	9.86947	64.68570
8.67330	40.93121	6.58133	7.05566	5.72363	8.19991	75.87551	1099.82178	6.69742	0.18927	6.00183	9.20695	8.77966	1.00000	-73.89875	45.48981	5.74225	50.68373
6.74612	51.24197	9.11919	6.25626	7.36978	8.45590	66.90972	1076.37858	11.34887	6.51397	6.87293	6.83322	23.59346	1.00000	4.82313	44.18538	11.69191	20.16087
6.99991	29.38242	8.45224	7.41483	7.85740	6.64926	91.74946	1138.34427	9.52502	1.18625	8.22368	5.04053	30.83766	1.00000	70.91106	69.36142	8.68951	53.69916
8.79006	43.91452	9.64187	8.38773	6.21046	6.71407	80.36655	1111.70720	9.30279	0.91143	5.62444	13.29913	31.90436	1.00000	-69.96533	64.36357	8.58806	67.00904
6.97055	50.82709	4.71238	5.44491	7.87065	7.46573	75.42798	1064.20874	8.92293	0.66104	4.74111	9.20159	-12.04201	0.00000	6.9747	39.31542	6.67696	64.44748
7.19888	55.38752	9.46875	5.62515	7.94247	7.51789	64.99546	1171.41302	13.27604	44.01831	4.33252	9.28509	-0.20851	1.00000	36.73307	42.05395	6.52814	48.67994
7.17035	-22.53722	6.65367	6.52186	7.55014	4.69177	73.26077	1050.81298	7.33373	0.26492	7.85524	9.40360	2.18249	0.00000	-42.98194	68.13072	3.88093	76.82619
6.83940	50.8	6.84931	6.95481	6.74357	8.83960	74.55539	1141.07736	9.05547	0.82999	4.37610	7.72334	22.60191	0.00000	3.16667	50.04947	9.48672	50.67025
7.69344	48.49144	4.73531	6.69703	5.58334	4.64168	78.09195	1075.38114	3.74414	0.18632	7.13202	11.07662	8.70739	0.00000	9.20427	49.84430	10.87761	41.37613
6.17410	-5.41667	8.48087	9.06742	7.00408	6.24477	71.32172	1119.73007	11.33801	6.48210	4.54104	6.15808	3.86604	1.00000	38.01667	42.41110	11.14061	51.47188
7.43182	33.41012	7.82756	6.30433	5.05099	6.36780	69.04575	1082.01033	9.86682	1.55217	8.68840	6.38787	6.04295	0.00000	-91.06177	41.01180	9.05816	61.21800
7.10044	35.06544	6.25807	8.94802	6.81393	3.46223	74.73488	1095.35007	6.70539	0.15273	6.77879	6.82709	18.81399	1.00000	1.04945	60.69677	8.73282	35.49197
5.96049	7.06273	7.28386	6.78886	6.39937	6.39934	88.15492	1114.13177	8.62372	0.52488	9.04402	6.59933	-2.00229	1.00000	-1.4001	56.11289	8.21474	38.34246
7.34260	14.37395		6.66731	7.22984	3.47806	74.58798	1066.96803	3.62104	0.16452	7.12985	9.73887	13.57894	0.00000	100.48528	58.70572	6.39440	60.90353
7.42791	2.41669	4.56318	8.52374	7.74804	9.59300	79.93443	1104.27480	2.58710	0.21651	4.87772	7.48371	10.62579	1.00000	30.98551	63.21360	7.98837	43.88524
7.47189	32.57756	5.88303	5.56765	6.49673	8.65519	82.75869	1071.08844	5.73400	0.21439	6.90837	9.17580	3.45502	1.00000	71.52847	46.59185	5.21379	60.61113
7.10797	42	8.60706	7.60465	7.59014	5.16103	75.91832	1190.35702	10.32361	2.40900	4.09662	8.83559	7.75803	1.00000	21.32778	57.79321	5.97560	31.24283
7.13140	28.54944	8.27775	8.22139	6.15424	5.88220	84.21910	1181.84227	8.32819	0.45768	6.51808	6.78804	17.95907	1.00000	-81.77285	51.54774	9.99441	34.57956
7.30730	-1.9487	5.51435	7.21271	7.68934	2.22996	69.61073	1102.89382	4.76533	0.22080	9.06457	9.74478	18.19914	0.00000	30.4347	43.71249	4.06481	42.49500
7.39813	41.0051	6.31085	8.05644	4.56189	6.26928	79.36102	1195.28138	7.27338	0.23863	6.99354	9.43125	32.40025	0.00000	-73.78458	50.82233	7.34668	69.18784
5.98347	34.5624	8.03722	7.95535	6.37668	8.68767	80.80425	1133.93046	5.85047	0.16585	5.92961	8.33397	27.38257	1.00000	38.28402	43.81447	8.24086	70.44549
7.17942	45.4473	6.58784	5.74261	7.66508	7.75298	66.97357	1052.04704	7.37228	0.23597	5.01891	7.55371	-17.30857	0.00000	-73.75335	69.69473	6.73723	45.21423
7.56921	-10.33333	8.76348	6.58052	7.95285	7.14635	66.11553	1179.42421	7.80761	0.33460	8.09811	10.00578	21.33628	1.00000	39.28333	62.51930	7.10893	53.36113
6.15269	-7.73379	5.22231	7.39741	5.46815	8.86374	72.51079	1117.88114	4.69694	0.13727	6.11604	8.37571	4.50775	1.00000	113.69785	31.00216	4.52925	30.36516
8.26411	26.68451	8.16699	8.22811	8.06179	5.75779	61.76557	1074.88702	6.65195	0.16790	7.88840	9.12991	22.52955	1.00000	-80.66756	57.89477	6.74722	62.19125
6.85914	33.37526	8.47637	7.12505	6.35968	7.21924	72.05109	1138.52685	9.37474	0.90904	7.14146	7.93377	26.67115	1.00000	74.3092	61.53121	10.28986	65.36476
7.74136	41.24255	4.53373	7.65282	7.33075	7.25964	69.30599	1052.19692	8.64377	0.60972	6.19488	11.26685	17.73342	1.00000	-82.61573	32.60070	4.66437	46.21614
4.87604	55.85	6.38790	7.74363	7.44628		62.97619	1083.52706	5.96266	0.12423	6.24983	6.58866	30.62273	1.00000	37.56667	65.58957	7.56134	62.13597
7.95062	40.78206	8.22204	8.11531	7.47621	5.62700	73.84393	1108.45552	7.82885	0.33189	6.20531	8.71432	8.01848	1.00000	72.34424	49.16123	8.79557	51.54327
6.29966	51.21187	8.84717	8.07908	6.57060	8.69147	86.41665	1059.69424	6.28983	0.20823	7.06581	8.23976	9.32749	1.00000	4.25633	53.69626	5.81925	47.92717
6.29808	44.27804	5.64457	7.52897	6.82405	9.40972	85.73671	1173.68221	4.05347	0.20476	7.86965	8.18550	29.93480	1.00000	-88.27205	73.65642	3.39963	47.57628
7.02559	40.65995	8.84043	7.44406	5.95617	5.29931	65.61399	1068.17530	10.74805	3.59050	6.87080	6.37685	14.95459	0.00000	-111.99633	42.00222	6.72577	63.18935
9.15928	52.14	6.40487	6.77084	6.68176	5.56388	77.78247	1071.04752	8.16633	0.38494	9.00627	7.17754	15.52502	1.00000	5.58472	49.87234	8.06973	49.33960
7.59394	45.40008	9.11450	5.23926	7.92157	6.05929	74.61946	1152.61833	9.50824	1.03394	9.13099	5.51599	16.96952	0.00000	-73.58248	56.03892	9.18732	44.28009
7.76553	41.29444	9.80430	7.40573	6.30631	7.89404	60.51677	1155.15213	7.66192	0.27783	8.64146	4.38472	13.46224	0.00000	69.67639	56.23084	8.15448	57.02658
8.91864	-33.75881	11.07442	7.20071	5.23875	6.46658	68.45316	1113.09051	8.48257	0.56877	2.87198	10.97902	7.08176	1.00000	150.99292	44.76666	8.10965	51.57434
	51.08468	5.28522	5.71595	6.41544	7.71496	67.21206	1125.89393	8.08942	0.39949	5.42834	9.80160	-4.14481	1.00000	7.11393	48.47640	7.23599	60.47173
7.22734	12.37169	8.06913	6.70655	7.90258	3.87993	79.19279	1193.47943	8.34211	0.43194	8.79399	7.65731	27.69742	0.00000	123.62494	59.12813	8.59837	59.10727
6.93933	51.88333	6.48588	6.70363	6.71447	4.85408	59.36754	1103.51730	7.99410	0.36518	8.75567	8.09361	-11.97140	0.00000	8.51667	50.38581	12.04472	79.30491
5.34363	43.61062	6.32573	6.37771	5.94838	4.96515	76.49526	1160.93599	5.24842	0.13018	6.23969	8.72214	6.54438	0.00000	-72.97261	44.33902	9.66514	77.56330
9.51125	13.70167		8.83372	9.07534	6.67357	71.35214	1141.25554	8.79609	0.66794	8.58361	7.64487	19.29443	1.00000	-89.10944	51.25093	8.82582	57.85295
6.11271	49.41029	6.36390	7.15115	7.20730	8.53599	77.07017	1055.42316	7.25317	0.19019	8.16004	9.09990	-0.03264	1.00000	38.15035	65.33139	5.94925	57.66318
6.20466	-21.15	8.52174	6.07144	6.99215	5.72389	72.51601	1076.30438	7.71175	0.29605	6.81535	4.20415	34.88759	0.00000	46.58333	63.55760	7.43352	40.95223
8.70734	-23.85972	6.43679	6.95807	6.80475	5.43313	76.76919	1058.81328	7.19228	0.21436	9.10854	6.01976	10.08844	1.00000	35.34722	64.31444	10.44076	55.71735
6.24571	51.35084	6.04184	7.02048	7.29836	5.97878	71.78886	1062.21044	7.07199	0.17563	5.90451	8.07023	1.70891	0.00000	-1.99421	71.59211	10.16430	25.79826
6.51908	5.27247	6.84371	7.75523	7.87021	9.05973	73.60215	1177.29566	6.12988	0.12282	8.12895	7.25211	17.01375	1.00000	-3.59625	63.00568	4.13286	41.62350
7.55378	-7.57897	4.50899	6.58802	7.56801	8.32062	60.89437	1092.09101	4.94828	0.18870	4.01409	9.21294	7.43312	1.00000	112.23109	66.34334	7.24534	41.83922
7.62934	36	7.92162	6.20807	5.89538	6.74479	73.48878	1181.76980	9.14488	0.81150	7.60861	6.95532	2.31289	1.00000	139.55722	58.35255	10.38055	40.05582
7.14190	50.64336	8.19107	7.60661	6.50347	5.37915	76.88081	1139.11460	7.20851	0.21788	6.32879	10.44398	14.73272	1.00000	7.2278	45.28234	7.04449	49.46643
4.49565	46.32313	7.73263	7.42948	8.56925	6.39983	65.97367	1163.23190	6.96035	0.15325	9.18715	9.65554	21.14577	1.00000	-0.45877	21.20940	6.32847	64.85647
8.73472	49.5099	5.50481	8.01423	8.58439	5.47904	68.56685	1115.58967	4.83878	0.09958	6.63335	8.44145	-1.73971	0.00000	6.74549	55.16687	6.04667	62.09925
7.36640	38.54491	9.09071	6.67174	6.06679	7.71333	73.78876	1166.50998	12.70694	24.95317	5.21651	6.57051	15.04690	1.00000	-121.74052	60.35258	10.38719	52.80272
6.97639	18.42745	5.70371	8.42330	8.92069	3.83733	79.72011	1148.44548	2.64942	0.12796	6.40638	10.22277	15.83875	0.00000	-67.15407	37.23234	8.68048	65.83207
7.42322	51.84819	4.16417	7.34405	6.24254	8.91659	77.78868	1059.47202	4.79239	0.16862	5.85963	7.42967	16.62456	1.00000	1.26738	51.07996	3.13858	47.95255
6.40730	53.7446	8.06274	6.33968	7.97626	7.04331	67.20435	1101.27567	10.13995	2.10248	7.26667	8.52801	11.48739	1.00000	-0.33525	71.51198	8.46625	18.73017
7.21132	6.9909	6.17680	7.82264	6.25358	3.06290	64.71251	1055.45650	7.64019	0.27122	5.63563	5.82835	14.46414	1.00000	79.883	46.04397	9.59337	55.90001
6.77491	32.42067	8.50776	6.83776	6.72316	6.99190	72.32369	1134.09631	8.29423	0.48388	10.73656	5.95328	11.17647	0.00000	-104.22884	55.55876	11.46276	37.50558
8.00968	33.37526	5.81759	6.67730	7.15552	4.86547	64.65702	1124.32352	5.07483	0.16871	6.47323	9.44503	31.82419	0.00000	74.3092	34.32288	10.30080	56.78149
7.34181	27.34089	6.48518	6.67863	6.22938	9.56388	78.36290	1119.09120	4.58530	0.13733	8.09158	7.58057	0.99133	1.00000	117.4831	51.13610	6.08213	37.07038
7.74700	48.77275	6.70582	5.72826	7.74993	5.05612	78.83184	1173.68241	4.93670	0.07909	5.22986	9.55723	13.70366	0.00000	5.16108	45.74142	10.83669	51.63925
7.27167	35.8	7.08540	7.38805	8.04101	5.12303	67.76735	1106.14491	7.77546	0.34250	6.93368	6.24231	6.17739	1.00000	137.23333	50.98700	11.37091	33.81630
5.34595	43.83125	9.43882	9.07677	6.39535		74.86558	1139.11010	8.36204	0.44597	5.64302	8.67586	17.85071	1.00000	5.03586	51.94946	9.06530	35.11863
9.01844	50.23271	6.54697	8.13576	7.87191	9.89611	82.77201	1128.26050	3.52257	0.12633	6.25992	6.33509	22.96779	1.00000	12.87117	59.69831	9.09770	48.00346
6.56882	33.44872	6.02373	7.43055	6.03392	5.72874	75.97838	1095.67964	4.84071	0.10806	5.43106	9.09470	19.19207	0.00000	-86.78777	52.87579	7.55582	63.40430
6.12998	39.59611	8.54069	6.93935	9.62635	5.00403	68.53929	1119.73696	6.54050	0.17386	7.80312	5.03156	7.02833	0.00000	27.02444	60.79022	7.94200	44.86490
8.36067	-7.01833	5.53467	8.22607	6.03372	7.82229	66.55389	1198.75003	6.81668	0.20267	5.22560	7.67450	37.21658	0.00000	107.60389	35.61860	11.12049	38.54218
6.86612	53.63333	8.77370	7.64942	7.83117	5.08518	77.83945	1111.62644	9.29707	0.89127	3.47676	7.98813	5.76422	1.00000	9.85	47.62768	10.01257	47.58115
8.15690	16.455	6.62783	7.00143	8.68281	9.16074	76.38587	1103.66393	5.16518	0.10405	7.21166	8.34338	7.28804	1.00000	120.5875	56.80025	6.92478	52.14470
7.09540	41.92361	8.78629	6.20809	7.08861	5.84058	75.55615	1127.06521	8.16188	0.32369	5.86870	9.36935	6.09986	1.00000	20.91361	36.37428	7.20283	39.37916
8.00149	40.57788	9.25802	6.78062	6.83650	7.39394	84.72933	1192.48339	8.95342	0.71507	6.71494	9.70396	11.26350	1.00000	-73.95958	35.01870	8.56681	64.45519
8.10293	49.5099	7.11761	6.72016	8.26375	5.48197	80.43282	1102.70764	7.61124	0.29909	7.59690	6.32516	35.49194	1.00000	6.74549	55.77678	11.45778	73.77816
