C2H3NO5	CO	longitude	TEMP	NH3	PM2.5	CFCs	latitude	warning	SO2	CH4	NOx	PAHs	PM10	Pb	H2CO	O3	PRES
0.12128	7.86280	29.47306	9.14113	7.59641	8.23949	56.02541	0.49113	0.00000	6.30329	6.39179	7.15290	8.37947	4.48852	53.29636	57.54705	5.95444	1140.21594
0.43798	7.50230	8.86374	7.67976	6.95548	8.24503	46.77841	44.89784	1.00000	7.66351	8.14475	6.53648	6.38267	8.43120	32.22170	62.80407	7.41262	1066.50648
0.29542	8.31123	8.62118	16.97177	8.27030	5.94671	16.90508	45.44694	1.00000	7.09917	7.08126	8.46562	5.08409	8.12860	57.27083	52.98081	5.47748	1064.06712
0.62885	6.07229	6.26764	18.50384	8.02899	7.14463	57.73934	4.92675	1.00000	7.80233	7.69069	7.61800	5.07410	9.06778	62.88452	65.93056	8.94073	1119.96787
0.11408	6.12718	34.02537	8.76414	7.69664	7.02822	81.12210	38.37255	0.00000	6.04523	4.66410	5.81305	6.54227	5.61595	31.46048	44.85610	7.06912	1144.59029
0.24572	8.09872	30.28491	5.95596	8.50568	7.05121	60.52998	60.02427	0.00000	5.88976	6.62555	7.12892	6.46669	7.82690	53.79977	46.67375	9.64029	1110.88757
0.24961	7.48305	30.4347	-3.51392	7.39395	5.30393	46.61951	-1.9487	0.00000	6.90117	8.17490	5.72585	5.28769	7.54163	29.89667	20.52642	7.31627	1138.74722
0.31267	6.87542	13.57661	29.05034	6.66212	7.82148	45.51697	37.31065	0.00000	6.06440	7.69655	5.89971	5.52650	8.10307	47.40804	48.58242	10.18203	1176.15577
0.43299	5.98168	106.92667	19.88528	4.91333	7.19560	62.85967	-6.91806	1.00000	7.76015	3.61777	9.88430	6.65516	8.56137	74.25603	48.12754	3.37314	1138.80674
	7.83031	-3.59625	8.26488		8.07082	38.29733	5.27247	1.00000	6.75636	6.17336	8.56004	2.40754	5.53623		69.92825	8.22050	1170.68012
0.41464	6.91865	30.4347	25.27525	7.07532	7.87802	46.20757	-1.9487	1.00000	6.87729	8.20189	8.56437	6.32571	8.42374	66.51271	54.56520	7.75496	1084.76934
0.11947	6.52668	-74.13653	24.66162	6.22453	6.27003	45.39358	40.63316	0.00000	5.06079	6.12077	7.83057	6.55320	6.05898	37.86191	35.63908	6.57816	1199.53032
0.14909	5.55243	-37.93278	12.20647	7.45520	7.89297	27.22172	-11.48472	0.00000	5.52822	6.13438	8.98400	6.11698	5.92372	61.82105	47.42616	10.43772	1102.80127
0.18017	6.56066	2.95924	21.03579	7.77188	5.99715	46.29499	36.76775	1.00000	5.02109	9.61390	10.45743	8.46882	7.22300	34.82460	39.76980	6.64708	1140.01862
0.87074	8.30123	-119.01677	13.33219	8.24520	7.57774	47.26609	36.06523	1.00000	6.56247	4.39259	8.30205	7.64070	9.38528	51.24366	38.59771	3.62677	1128.33048
0.94461	5.27615	-122.40433	23.43199	6.63175	8.19166	64.14711	37.71715	1.00000	8.50486	8.93503	8.81926	8.75736	9.54402	22.67205	44.09769	5.82749	1089.96202
0.79342	7.61382	30.4347	2.46225	6.87675	6.54324	44.70335	-1.9487	1.00000	9.96105	7.22753	8.73889	7.63728	9.33054	60.72310	54.59439	4.80268	1052.49054
0.11662	7.07555	9.02596	13.14133	6.04872	7.32822	45.42344	48.21644	0.00000	5.60252	6.79827	9.41050	8.60520	6.39911	42.99268	42.77781	4.95030	1110.41522
0.26256	7.07512	8.51667	15.86671	8.26481	7.55769	51.09665	51.88333	1.00000	9.13068	5.57173	7.42176	6.02102	7.75878	21.57765	38.26531	5.06562	1107.21195
0.31030	7.04322	-74.96933	8.77257	7.92335	6.61026	46.76325	39.71734	1.00000	7.90542	7.44581	10.09850	3.48105	7.92175	43.90633	41.46811	7.04530	1141.95196
1.31357	7.28190	-73.89125	13.20808	7.93758	7.92568	50.07261	40.67705	1.00000	9.08874	8.56149	6.40308	6.07803	9.87746	79.54626	46.49813	8.75958	1173.57024
0.15461	6.95276	-0.18333	10.34016	7.86031	6.76626	32.29727	38.96667	0.00000	5.38751	6.43762	9.97762	10.08603	5.83345	33.57129	51.01061	4.09800	1167.03682
1.23189	5.01451	125.21972	18.49392	7.58336	8.04952	35.29333	-8.99167	1.00000	9.13107	4.31528	8.98625	7.62034	9.82133	58.27066	61.39797	3.28832	1193.85024
0.88233	7.82941	-83.2321	14.95754	6.13322	6.31618	51.44203	33.08014	1.00000	8.61285	8.47357	9.98429	9.24456	9.47837	41.07758	64.53564	5.46469	1053.34644
0.13566	5.70755	10.58082	23.59918	8.39429	7.82516	44.81674	35.72917	0.00000	4.87818	5.76197	9.50778	8.11511	5.12428	42.32366	43.86523	6.19349	1123.71125
3.41484	6.71519	-91.58045	8.09618	8.10435	8.88547	77.00323	41.6764	0.00000	6.36085	5.32487	7.99245	5.28770	10.89495	41.15621	56.79337	8.33364	1199.53887
0.81309	6.20572	39.8302	16.38306	7.55257	7.54359	57.69956	64.5635	1.00000	7.84273	6.46306	7.96556	6.49320	9.34854	62.32173	53.98095	6.13253	1183.91154
0.17603	8.83970	-104.22884	13.58809	6.61250	5.67254	43.34370	32.42067	0.00000	6.72840	4.30936	10.86354	10.87382	6.48202	34.33546	55.30008	5.34047	1184.79767
0.16272	6.16650	-119.01677	4.99206	6.08654	6.71098	62.65691	36.06523	1.00000	8.43681	8.33947	10.85471	8.66336	5.73306	53.94143	46.59801	3.77507	1154.00296
0.72509	6.21843	74.4818	18.58914	6.87863	5.89336	49.29999	30.21121	1.00000	6.14898	10.18287	10.24119	9.23627	9.25788	44.94764	58.11149	7.98314	1074.24118
0.23803	6.78891	38.28402	-2.60715	7.38410	4.13456	54.90180	34.5624	1.00000	8.93989	6.72603	10.04826	4.47613	8.02107	65.72511	39.93764	5.45480	1111.82139
0.17866	7.66812	117.27583	29.26730	6.58243	7.79968	66.69986	35.64889	1.00000	5.97365	0.77553	10.01428	6.26726	7.41276	51.06710	58.97994	4.02338	1177.99219
0.07186	8.12857	76.0586	16.33017	6.30755	7.32610	41.41640	16.06213	0.00000	4.15018	7.11206	8.35301	8.57736	3.67317	80.11404	32.70018	5.09671	1051.84278
0.10111	8.07708	41.77921	23.87037	5.40817	6.39525	38.47258	41.82143	1.00000	8.13457	5.44197	10.75053	2.36799	4.67018	29.33957	55.82123	3.56260	1077.46243
0.61013	5.96976	9.29109	9.68198	7.57992	6.54986	56.02134	45.39402	0.00000	6.04917	4.59891	10.10864	5.25887	8.93199		45.38344	8.09046	1181.62252
0.25496	7.05786	75.37991	24.41452	8.46701	7.71108	56.01164	25.75728	0.00000	6.31305	4.65006	10.49800	9.34564	7.73759	53.38706	29.88884	5.47263	1070.22172
0.08327	7.64609	6.74549	24.18436	6.58775	7.61896	50.23073	49.5099	0.00000	3.35801	8.42926	8.83995	7.45481	2.68847	69.66934	39.23422	5.68957	1174.65566
0.14654	8.90019	73.38333	24.46557	7.10017	6.30807	46.07446	31.71667	0.00000	6.50512	4.69640	8.35435	7.80911	6.33463	47.44872	42.08808	6.93754	1108.43845
0.65384	7.12415	-94.91386	24.54141	4.82941	6.71296	46.59933	17.94979	0.00000	5.90436	7.94296		5.50387	9.05411	35.80232	29.19817	8.12613	1067.79294
0.11244	5.69284	5.74861	33.41708	8.95965	6.95894	32.21206	52.71083	0.00000	4.41173	7.21332	9.50961	8.81586	5.60264	36.68889	32.59599	4.49680	1155.30910
0.97032	7.72662	79.41727	21.99530	7.42750	8.98446	61.13280	12.25282	1.00000	6.13096	9.66598	9.98503	7.19352	9.56870	38.92206	65.84238	7.18331	1158.83919
0.15474	7.97466	43.67663	14.86553	6.87876	5.35498	54.02632	53.53041	0.00000	8.72107	5.41015	4.97983	9.80658	5.52860	42.92831	55.56041	5.18963	1115.17234
0.62032	7.55940	114.68333	-4.31832	8.13530	9.63854	54.89719	23.73333	1.00000	7.77842	8.54157	8.90605	9.13353	9.03275	64.50559	48.23690	5.05468	1138.66877
0.25600	6.89852	46.5813	6.29835	7.36853	7.72096	55.16696	54.8421	0.00000	5.64288	4.76177	9.20849	4.56281	7.78736	46.69931	38.17507	8.39060	1105.88221
0.11034	5.67893	-93.11308	-2.54265	6.82236	6.36911	58.38867	16.75973	1.00000	6.60585	8.39085	7.59441	7.30543	6.22324	55.84636	43.63906	5.86189	1148.43587
0.38246	8.76443	-76.99081	-1.21224	6.28653	6.09744	47.98373	38.96372	1.00000	9.72219	5.76968	8.42166	5.57871	8.25192	49.65977	66.73199	5.39490	1182.42789
0.12776	5.46477	-75.11028	15.48294	8.82971	7.09541	59.83144	-15.21194	0.00000	5.07310	6.37002	8.87448	7.23934	5.51032	75.22717	41.98697	8.03492	1128.24624
	5.97162	77.656	19.39626	7.28259	6.62528	55.61281	28.71271	0.00000	3.22963	8.84729	8.25622	7.81492	2.57316	58.18621	50.13558	4.89297	1081.14820
3.21891	9.50040	1.04945	16.53428	6.71147	6.23884	51.95334	35.06544	1.00000	10.12119	7.42163	8.82914	10.31141	10.83303	48.48512	53.49951	4.76272	1127.80419
0.22865	6.96001	-86.19903	23.14974	6.18702	6.98643	39.94871	11.84962	1.00000	6.95675	3.68364	10.23867	4.82001	7.54910	50.15817	49.74711	5.11185	1102.97463
0.22972	7.20763	-73.97069	19.55933	7.84695	7.58678	59.10286	40.64621	1.00000	5.27078	8.86461	7.49320	7.14033	7.34333	56.80615	52.08661	7.72262	1174.27793
0.12180	4.58342	-82.35176	18.36078	8.43478	7.31614	69.44040	27.71809	1.00000	9.45814	7.92641	7.65416	3.34947	6.16096	63.42351	46.02721	7.09728	1171.77839
0.40080	4.96263	11.37703	20.01103	7.47751	7.11825	35.02586	48.06919	0.00000	6.58344	6.07653	10.34074	5.41092	8.21756	49.82191	53.60200	8.35498	1093.53981
3.14777	6.72659	-72.47417	13.89425	6.78583	8.10487	42.44664	7.83389	1.00000	8.13493	9.04633	9.56296	11.05474	10.79360	61.43524	35.99743	6.03969	1168.83136
0.18649	6.86759	-81.79819	11.03171	8.01636	7.05277	51.14029	41.48199	1.00000	5.53000	9.29911	8.13793	7.47420	7.08486	61.49066	41.43732	6.99377	1089.43030
0.24071	6.39088	9.0027	15.57906	5.80720	7.60363	46.46224	11.86064	0.00000	5.29835	5.07892	10.51464	8.56813	7.18680	52.76755	60.44601	5.78922	1063.35937
0.19338	5.54129	-93.11308	16.46437	6.32859	8.75562	51.03250	16.75973	1.00000	9.67897	7.45172	7.51667	5.20695	7.56245	50.03877	57.64288	6.12438	1139.74373
0.99593	5.05765	12.16179	9.01289	7.61021	6.33414	51.43098	48.52961	1.00000	7.70657	9.68746	9.85702	9.20077	9.57302	38.25567	38.16581	6.18737	1178.06806
0.17482	8.10179	65.27258	25.88815	7.74937	7.65851	53.73275	58.04254	0.00000	8.45483	4.80172	7.55949	10.42151	7.16589	49.61733	35.47385	4.90117	1128.02439
1.87246	5.71666	-117.79394	11.83645	8.40967	5.15169	59.37784	33.76446	1.00000	7.82707	5.72906	9.34037	6.54793	10.24792	49.76711	37.06674	6.10094	1134.83182
2.23068	5.90900	89.11943	8.69600	6.98902	6.55732	57.11282	23.9028	0.00000	6.25138	4.96567	8.82665	4.85049	10.43457	24.62186	47.78165	8.21187	1199.28042
0.43361	6.24487	-87.71255	28.36642	5.35622	7.79975	41.18082	41.84364	0.00000	7.19333	5.49775	8.76276	5.88974	8.72250	79.42598	33.15911	5.85892	1145.27154
0.86296	6.09405	-40.7475	22.55794	6.99168	6.64090	54.84951	-4.16694	0.00000	6.21653	7.21335	7.12674	5.94858	9.45296	46.09304	31.15471	6.85774	1118.69328
0.16546	6.46875	14.43865	12.91546	7.52891	6.94794	32.65687	40.87329	1.00000	8.10203	6.93408	5.56465	4.77709	6.87986	50.54711	62.50265	6.22065	1068.65266
0.93510	5.17368	4.25633	14.24797	8.06632	7.07700	49.63643	51.21187	0.00000	6.13806	7.70486	4.98966	5.39118	9.53775	60.53864	35.91417	8.21117	1112.49469
0.59220	6.85472	28.88222	9.38822	7.45902	8.85935	59.24548	40.37528	1.00000	8.20305	5.05242	7.56821	7.41153	9.02680	41.62283	63.29928	4.57538	1168.92620
0.41496	7.77165	150.99292	14.39992	6.89212	6.39765	37.40854	-33.75881	1.00000	9.75394	7.84473	7.17142	6.77435	8.57388	51.10757	51.27969	6.47807	1122.71828
0.22355	6.44592	11.18709	11.78150	4.93318	6.69693	66.63122	48.73218	0.00000	5.17115	5.30791	8.16986	5.39902	6.70115	61.48229	45.74321	8.01792	1138.89413
0.54619	8.41558	-73.89125	10.15895	8.42395	7.45082	59.28500	40.67705	1.00000	9.58618	5.95820	9.32465	5.80445	8.83965	74.83945	48.92061	4.34538	1161.71153
0.12251	7.45145	-81.79819	19.96443	7.31934	6.05297	30.56748	41.48199	0.00000	6.61971	5.70666	8.01947	8.76201	5.71944	66.00296	41.35481	5.83290	1153.43235
0.15645	6.18464	31.4976	27.04752	5.99759	8.09422	39.95604	26.67319	1.00000	8.25251	8.29643	6.62143	7.76417	6.97838	53.25682	21.62727	5.89212	1051.06395
1.08900	7.35008	74.85849	9.17579	6.54757	6.73104	42.20249	31.28092	1.00000	9.74314	5.37483	8.22497	7.11607	9.65767	60.65532	47.01503	4.99291	1120.27708
0.21429	7.44434	-0.36053	26.46816	9.27558	6.38205	53.35074	51.64316	0.00000	6.63843	5.81241	7.61859	8.48658	7.11672	56.06855	40.47399	5.17303	1169.42331
2.13197	8.70391	-82.4017	24.73504	8.25539	7.07344	43.25723	23.0072	1.00000	9.30771	8.59577	12.06977	12.47357	10.38211	38.85497	58.09040	5.23350	1086.92473
0.22174	7.17668	-6.00137	22.73490	6.86232	5.98216	70.93607	33.42585	0.00000	7.51082	2.74880	9.31439	6.50272	7.58151	54.72032	44.24126	3.08644	1098.59946
0.15372	4.65324	8.88104	21.91880	7.91468	5.26177	50.08639	45.79377	0.00000	5.23293	5.72619	7.19914	8.65301	5.36040	52.64641	48.89769	5.26198	1139.72122
0.44576	6.86352	79.87116	17.61375	6.72435	6.63059	56.77171	6.84019	0.00000	6.76147	4.45581	10.71490	4.45996	8.65498	31.75178	46.99089	11.74848	1162.01043
1.22705	6.90615	-84.23381	18.45676	8.13695	7.31588	79.49328	33.54428	1.00000	9.43596	9.00235	8.77624	7.74000	9.81102	38.82015	48.77604	7.04007	1159.97819
0.74229	6.45691	1.53414	10.70986	7.41483	7.46782	35.95918	42.50729	1.00000	9.44661	8.54652	6.91906	9.61601	9.15321	65.46377	41.37038	5.75942	1175.44630
0.59779	7.35609	-44.31389	16.78201	5.18993	8.03180	59.64612	-19.7625	1.00000	9.96509	5.73434	7.19841	7.08993	8.91423	6.08095	49.46620	4.68993	1166.66182
0.08824	6.40789	-15.58602	14.92974	6.70003	7.72827	48.06294	27.76056	0.00000	6.81297	6.90774	6.04628	8.35372	4.03891	63.86994	44.49604	5.62573	1194.63375
1.71026	6.80965	-73.89875	15.19091	7.30337	5.80745	49.75362	40.93121	1.00000	5.00463	3.45640	10.34171	7.03209	10.15891	61.32211	43.11054	5.35007	1113.78317
0.11888	7.36261	36.25361	17.78912	5.54988	6.65779	54.24375	47.48444	0.00000	5.34324	7.21639	7.40092	9.02794	4.41191	11.59629	45.36008	4.75007	1085.63643
0.18643	7.23584	4.74161	18.41358	7.65640	6.20685	51.35484	7.62789	0.00000	6.07464	5.78744	8.18770	9.73364	7.48390	45.73126	42.16025	3.84750	1078.06071
0.27858	6.49217	-116.21677	16.33816	6.55492	7.00363	56.23500	33.7207	0.00000	5.29209	5.67922	9.10999	6.72093	8.03990	41.81377	56.52802	9.87857	1064.62641
0.10044	8.12494	-97.03285	7.36759	7.61786	8.72320	32.21997	47.92526	0.00000	4.30172	8.77892	7.34387	7.75267	3.82884	58.36667	21.81656	4.34168	1125.01479
0.29309	6.15020	113.69785	20.12495	6.96445	6.74752	67.79992	-7.73379	1.00000	10.98810	5.78720	7.48998	5.83525	7.97351	34.73653	44.14372	6.31118	1118.45835
0.31259	6.71933	136.61667	2.16215	7.44163	7.14470	48.62990	36.53333	1.00000	8.12267	8.53060	10.39829	8.68692	8.13776	45.16368	63.11018	4.75771	1069.13784
1.41622	6.71824	112.19028	18.29114	7.04645	7.90462	36.88788	30.35028	1.00000		8.21559	8.65502	9.90326	9.95182	49.06153	39.85903	6.29491	1144.34781
1.64278	7.28508	9.20427	24.37845	5.28492	7.75488	60.96724	48.49144	1.00000	5.11673	10.56270	9.89065	8.32016	10.13393	53.27713	39.76744	10.22285	1151.38892
0.22002	7.61890	14.66737	17.58639	6.71097	6.87834	46.18468	41.55947	1.00000	7.50170	4.85213	11.25070	3.68593	7.39977	34.78577	28.85641	5.48140	1154.47342
2.52779	6.92686	76.32756	20.60795	7.59608	7.13188	48.98141	9.57046	1.00000	11.07758	7.77472	5.57758	8.58375	10.55385	46.08611	32.07648	6.50103	1134.71336
1.04206	7.48910	-72.97261	-4.00285	5.72666	7.71975	59.13756	43.61062	1.00000	10.42287	7.94954	6.84574	6.76887	9.64007	24.49669	57.50413	5.52328	1090.42692
0.58351	9.12933	59.80222	11.95431	6.19801	5.58618	39.56516	58.63667	1.00000	6.14129	9.31864	8.77303	7.13620	9.01683	47.40417	53.27049	7.06168	1112.37066
0.06021	5.97106	-89.71472	24.90067	7.44039	7.42194	45.95134	13.73417	1.00000	8.56185	6.69043	7.96121	3.73835	5.97138	59.79601	41.74569	6.32827	1194.96060
0.10400	8.67018	-74.96933	7.49072	6.76743	7.64250	44.85673	39.71734	0.00000	5.32133	6.09920	9.00179	8.77216	5.23125	46.17443	41.60794	5.69194	1053.01108
1.95112	7.09004	6.51352	-3.69508	8.84219	7.73197	38.28554	51.19139	1.00000	6.66174	10.85478	10.11143	10.38305	10.30341	44.92847	44.00751	7.56812	1142.91887
1.23448	6.37481	42.54536	31.75854	5.30790	7.03200	59.38972	-0.35817	1.00000	9.73440	5.64844	8.67724	6.86331	9.80143	55.85703	60.47918	5.10848	1194.58162
0.15597	6.28062	19.27498	13.14102	7.92872	6.28135	45.77508	50.20528	0.00000	7.21886	4.42647	8.32877	8.37151	5.87088	53.80254	40.50422	6.96218	1169.81213
0.19104	7.67343	16.54165	9.11370	7.23672	7.88381	68.63296	68.79833	0.00000	6.88472	4.02650	7.72343	7.05389	7.41820	43.09669	47.50713	7.28851	1165.19120
0.07193	8.33041	15.00913	14.12312	6.20268	6.82683	60.77991	37.51803	0.00000	5.37077	6.43001	8.38420	9.00978	4.80300	41.85943	61.15330	5.22004	1160.20224
0.11188	7.36434	-87.66561	21.45490	7.09973	4.97691	27.12830	41.8542	0.00000	6.26380	6.26014	7.41359	10.10185	4.87569	76.00076	49.60606	4.38967	1074.36520
1.11561	8.05059	-78.04471	19.94907	6.63173	7.35482	51.90651	34.25628	1.00000	8.03400	8.10286	9.56819	9.79407		57.12399	50.74765	5.47187	1056.11336
1.21928	7.11802	-120.45794	2.75551	6.58443	6.45975	60.96803	34.63915	0.00000	5.97207	5.74421	7.37587	5.23036	9.74913	52.59952	42.64498	8.28423	1051.28866
0.95784	3.65106	-117.14392	15.93615	9.01499	4.38042	43.51672	32.9156	0.00000	8.89952	3.24317	6.14921	6.53468	9.52199	50.36516	45.48256	7.81845	1130.15375
0.13089	5.84477	42.54536	7.31687	6.26149	5.18422	61.02604	-0.35817	0.00000	6.41987	5.45457	7.47411	8.14032	5.36244	44.70878	39.55342	6.33732	1101.31678
0.67191	6.36882	-73.86586	28.46128	7.62135	7.14918	48.61024	45.43341	1.00000	8.11917	8.44341	10.52455	10.84720	9.10241	65.04343	65.88656	3.60814	1055.57565
0.39673	7.35085	-117.14392	7.80304	7.38930	6.30295	53.93339	32.9156	1.00000	7.68064	4.11215	8.35082	6.78609	8.54099	34.50483	64.89425	4.73259	1191.87637
0.19517	7.02316	76.32756	12.05387	9.03009	7.55316	70.82974	9.57046	1.00000	10.62962	6.47537	7.23889	5.26133	6.85643	50.00589	49.00846	5.82021	1076.70945
6.09273	5.80828	6.74549	14.51328	5.96797	7.11375	40.70066	49.5099	1.00000	8.26239	9.94188	11.31602	12.56974	11.48704	60.48637	57.06405	6.03931	1160.33608
0.11274	8.34839	6.83042	26.52521	6.81370	7.41264	65.41300	6.15038	0.00000	6.47673	4.77692	8.27502	8.08132	4.75471	56.92871	51.90406	7.48552	1070.61949
0.17058	8.48027	-73.86586	25.15524	7.71630	7.00077	66.57499	45.43341	0.00000	6.97347	4.82513	7.53152	9.32109	5.75817	24.01800	62.29627	5.97477	1164.53664
0.09909	6.61004	-80.31727	7.86290	8.13210	8.39589	61.54032	25.67927	1.00000	9.08749	4.41216	7.76018	4.54161	5.86726	56.40468	80.21789	5.77265	1090.84489
0.83822	8.06387	-40.7475	0.96078	6.79538	6.36613	48.38342	-4.16694	1.00000	10.69724	8.17876	5.88400	5.95834	9.42187	70.85137	62.49057	9.62757	1169.84973
2.03512	8.12323	-13.68778	15.97388	7.28811	6.14127	38.51282	9.535	0.00000	8.60571	3.30896	8.53921	8.03672	10.33992	54.83097	37.71297	5.35896	1153.81518
0.22286	6.54163	-89.10944	19.15018	7.23946	8.98056	50.36970	13.70167	0.00000	5.09741	5.56306	8.91002	7.42962	7.65700	64.10388	38.09254	6.40025	1177.56680
0.43978	6.94802	-97.50417	23.38887	6.38974	5.93675	38.89520	25.87972	1.00000	6.20511	9.29772	11.65411	9.17133	8.67405	60.54332	40.61867	6.42254	1130.08402
0.07091	7.73703	-50.00639	9.97347	7.57892	6.83537	46.13130	-25.42944	1.00000	7.02233	8.22312	5.46505	5.86283	5.27132	62.47203	39.81700	6.40036	1137.34489
0.46171	9.55412	9.02596	-15.59655	7.84341	8.52255	54.25709	48.21644	0.00000	6.19594	4.62658	10.37633	8.47776	8.71051	52.58177	57.88616	5.58866	1108.94275
0.19421	7.16290	-4.83076	21.46338	7.08588	5.29363	51.32212	39.96348	1.00000	9.73996	7.86280	7.18253	4.59615	6.96637	58.14659	26.01591	7.41523	1142.63029
1.17958	7.93204	36.73307	17.60192	7.33621	7.36566	51.56013	55.38752	0.00000	5.69686	5.33871	8.90520	5.74694	9.77697	44.17784	43.33751	6.89352	1061.22911
0.21007	7.28959	3.1631	3.39842	8.43491	6.08134	30.46917	41.91738	1.00000	8.57660	7.68402	6.34627		7.87125	55.12676	38.84402	5.52312	1122.11523
0.95732	7.18195	5.23333	8.50861	7.33088	8.08955	57.64292	52.09	1.00000	8.81880	6.38813	7.53493	6.75880	9.51743	36.30484	42.26894	6.55350	1191.37216
0.52299	8.23514	-9.24671	12.89599	8.05306	6.77378	60.34569	38.72706	1.00000	8.82809	8.53480	8.85193	7.78288	8.82658	13.40333	65.95916	5.23903	1163.08892
0.47348	8.12472	1.00288	7.21903	7.43573	7.70027	58.31233	49.28669	0.00000	6.23805	6.51745		5.82252	8.60837	32.58256	23.56284	9.33792	1054.98466
0.19684	7.14930	-119.48568	16.59501	6.50721	6.20052	50.59701	49.88307	1.00000	9.69541	4.41704	8.66109	5.39161	7.26309	30.42581	47.70889	5.04660	1147.67088
0.19331	7.23049	2.59753	8.97007	6.10911	6.03787	55.84994	8.88649	1.00000	6.59377	6.88675	7.84502	5.12482	7.43340	72.95033	45.77555	6.04365	1181.50114
0.34677	6.68187	91.61356	8.97750	7.14068	8.49680	49.73790	26.44931	1.00000	9.21667	6.54887	7.12612	5.81452	8.47566	50.01625	40.69980	7.15362	1093.83018
0.26211	6.81799	104.09701	24.81652	6.53732	6.18002	61.18270	-1.26424	0.00000	7.53734	4.67559	7.27947	7.85305	7.62160	51.80333	35.03978	6.34031	1055.33526
0.11171	7.20747	11.18709	-1.43743	9.47465	7.74083	54.96772	48.73218	0.00000	4.11223	6.73796	9.74211	8.56531	5.22798	66.07712	33.60919	5.16696	1181.06418
0.33761	8.08712	-73.89875	-5.82323	7.91539	6.09037	63.31130	40.93121	1.00000	6.94640	4.99651	7.75415	6.61668	8.22711	75.29128	49.11488	4.61542	1068.52975
0.24773	6.32704	24.95034	19.51602	7.95463	6.74488	48.09162	60.18427	1.00000	8.95799	6.54164	6.98934	6.14758	7.77083	51.15313	53.18165	4.88002	1147.17360
0.24340	8.68327	3.1631	16.20217	7.93875	6.23368	41.92806	41.91738	1.00000	8.69426	7.24466	6.56297	5.04961	7.29854	34.57132	38.23941	7.41409	1173.69832
0.12104	7.28085	-60.94228	9.55258	7.06892	6.89588	53.95130	14.67751	1.00000	9.19258	6.74193	5.71791	6.47950	5.51009	62.04384	31.18617	4.17043	1148.03545
0.30984	7.09841	-119.0376	10.61549	8.55158	7.19636	65.03770	34.21639	1.00000	9.50620	8.80189	7.50815	7.86924	7.97496	46.79030	51.21901	5.72404	1175.01703
1.25445	8.48745	-78.87836	13.34060	8.57576	6.49449	59.28358	35.05266	1.00000	7.03773	8.82685	7.26123	8.20770	9.80475	42.61414	52.17727	8.20196	1181.90144
0.20659	6.66887	2.29275	29.22424	7.89991	6.58142	47.07363	48.79325	1.00000	11.06184	6.19293	7.60493	7.83796	7.74580	67.84687	39.46160	3.40734	1061.59857
0.29680	7.77807	-76.51552	0.19855	6.02043	6.83125	44.45157	39.32011	1.00000	5.67260	8.85452	10.50521	7.27996	8.10743	34.85038	60.52222	6.69380	1112.51310
0.23194	8.73042	38.28402	15.57790	8.00873	7.29230	60.78311	34.5624	1.00000	9.92021	8.73718	8.22199	9.40646	7.92693	56.21062	53.71449	4.48136	1072.08049
0.16337	6.55140	-48.62789	16.84358	6.69174	5.94916	55.80516	-17.74431	1.00000	8.29237	7.41878	3.11981	4.61984	4.93896	88.63372	58.99855	6.37162	1100.11364
0.69374	6.40061	59.80222	3.25890	7.37697	6.14779	50.20963	58.63667	1.00000	10.57519	8.02458	8.49182	11.08562	9.22188	40.34814	37.29369	4.12056	1054.12156
0.08305	8.30724	30.98551	22.08501	6.96417	6.44334	60.72876	2.41669	1.00000	8.37413	5.63446	8.96756	3.00181	4.93139	50.70910	58.58312	5.18596	1178.81217
0.10933	8.25152	-113.3187	6.82868	6.63046	6.40575	56.90673	53.51684	1.00000	10.98629	5.39291	6.50336	6.32697	6.29213	75.34494	37.15286	2.64549	1050.25415
