PAHs	warning	PRES	CO	CH4	C2H3NO5	Pb	latitude	CFCs	H2CO	PM10	longitude	SO2	TEMP	NOx	O3	PM2.5	NH3
10.63011	1.00000	1182.61629	5.77590	9.36629	2.52768	52.28731	14.8361	62.94174	44.30369	5.86360	120.97844	8.68298	9.43227	8.64375	7.98944	7.15146	8.73423
8.73989	1.00000	1083.19901	5.26535	7.51214	5.18887	30.66696	40.49748	60.86705	65.70821	7.42217	44.7662	8.09080	23.86172	6.49565	7.67101	6.25151	10.46990
9.03531	0.00000	1118.01248	5.64292	7.11012	7.58418	41.44851	38.91817	61.45956	37.81710	8.33841	-78.19444	10.27076	23.37092	7.48886	6.48214	8.02598	5.64439
8.29670	1.00000	1084.83356	6.78919	5.18437	3.37329	60.87811	26.2649	75.35548	43.05006	7.18028	81.54855	7.37456	12.05969	4.43784	7.31434	7.24667	9.27373
9.52943	1.00000	1079.32070	5.19050	7.82158	5.84640	31.10796	-8.76194	59.94141	39.93628	7.47751	-63.90389	7.06907	10.70739		7.32207	8.71679	6.57322
4.36937		1171.84932	7.57583	8.35802	2.73511	29.25862	43.78956	50.69475	38.04161	6.60033	7.60872	7.41692	7.32723	11.78344	6.29923	6.00007	9.86559
10.24017	1.00000	1065.10075	4.05497	5.15010	2.08692	46.03869	6.46346	35.11319	58.14251	6.53421	-2.31938	9.37810	0.14659	3.57598	6.29841	6.95907	8.96835
5.97446	0.00000	1052.76296	6.22017	5.72765	6.01276	84.37632	-23.85972	38.07572	30.64570	7.73246	35.34722	9.54863	29.84634	7.32952	5.29887	7.54130	4.94082
6.36121	1.00000	1152.09105	6.30847	9.09629	3.27802	22.07136	10.63504	57.51816	55.66311	6.60155	-85.43772	8.60469	19.26123	9.43636	6.82720	7.94018	7.78156
10.81908	1.00000	1194.60868	2.90327	6.70197	6.25158	77.02799	41.91886	63.40586	49.28469	7.90805	8.73812	9.44717	10.57924	4.27660	6.24256	7.60698	10.02856
5.93354	1.00000	1087.12252	5.23852	7.95670	4.78783	39.96908	23.9028	65.40349	69.81374	7.60467	89.11943	9.82131	29.49823	9.47347	7.73063	8.59237	7.34518
5.95618	0.00000	1102.67289	6.02683	7.57820	12.11602	58.83914	40.70995	56.92176	79.31534	8.74767	0.57856	9.64281	-0.83720	9.69964	7.19306	9.88999	9.92429
6.71896	0.00000	1109.58486	5.97661	6.98279	6.73741	75.02315	28.15112	37.89721	62.40793	7.84204	-82.46148	9.18414	32.43254	5.42323	6.23414	8.14929	4.97488
6.86687	0.00000	1195.27009	6.86326	5.46729	5.25275	30.46596	-34.64966	62.11551	63.92352	7.70979	-58.38341	8.17194	24.28720	5.95703	8.82712	7.53053	6.35811
9.69852	1.00000	1141.48593	4.56608	6.74431	14.32632	52.77811	54.58048	79.27736	40.63001	8.94350	16.86194	9.48923	11.85542	5.61683	6.92478	7.32859	10.41998
6.82905	1.00000	1054.44007	6.95807	5.92097	4.51410	59.26265	43.61062	49.25458	50.89649	7.26772	-72.97261	8.74908	-4.76756	4.60221	7.04980	6.99160	5.48494
7.89107	1.00000	1113.00266	7.57933	7.00764	4.04790	35.77109	33.35283	55.03223	37.94327	7.53008	-111.78903	7.85321	19.48990	7.68685	8.35770	7.66299	8.82138
8.66116	1.00000	1080.23031	7.78255	5.15410	6.75485	50.67475	29.53885	44.32060	52.11797	7.88942	-95.44744	8.87619	26.35446	5.91284	5.97543	4.50625	7.28552
5.86123	1.00000	1092.20266	7.28360	9.83928	4.79882	50.35050	43.67681	51.63208	64.02177	7.42252	4.63031	6.16744	13.14238	11.28254	6.13892	8.19526	5.02965
7.25927	1.00000	1050.59316	6.47565	9.30521	3.91014	35.80588	52.86147	38.85037	63.76618	7.81781	9.5926	9.22122	10.15211	9.80119	7.66044	7.61469	7.86398
8.09223	1.00000	1192.37836	4.86153	8.11350	4.93526	52.33992	54.60528	53.52259	60.79418	7.51544	18.34717	11.17825	21.96411	7.97125	7.38866	8.68750	8.92930
9.53709	1.00000	1138.42766	5.09937	6.51766	4.63499	60.03029	34.25628	54.54177	33.53788	6.79019	-78.04471	11.09053	-2.91856	7.21505	8.59914	8.38720	8.60911
8.63163	1.00000	1146.47782	6.28083	5.63994	2.79662	28.14183	24.05979	61.65907	72.01642	6.53870	77.40858	9.77003	9.53581	6.15610	7.67895	8.27672	9.69240
4.81266	1.00000	1139.22272	6.65162	8.56813	22.44412	51.80484	37.13548	56.04421	59.06065	9.59499	-3.67029	8.15138	11.15538	9.13225	7.05606	6.50426	10.21404
5.48030	0.00000	1085.31276	4.66600	5.27939	7.05804	39.36315	50.76306	58.06625	50.46641	8.05004	-1.29772	10.39303	19.81972	5.07298	6.63515	6.88235	4.88851
8.60436	0.00000	1071.33604	6.57705	8.96175	2.95907	49.07236	15.45144	42.95913	65.04274	6.61626	78.14797	8.47775	4.66821	9.90490	8.35540	5.30590	6.96597
6.12737	1.00000	1087.28624	6.86556	9.50005	10.47256	69.56340	38.17492	56.86154	31.96171	8.65684	-122.2608	8.10857	14.62851	8.69177	6.09413	7.31020	9.16721
8.43734	1.00000	1166.79311	6.37366	4.95741	9.15340	47.91554	-4.06667	48.35522	40.20998	8.65512	37.73333	10.46819	16.16609	6.55865	6.82553	6.67800	7.07343
7.12859	1.00000	1137.71520	4.94464	8.89422	4.45818	35.41031	51.12794	45.48086	30.02711	7.35170	4.21372	10.51209	27.34051	7.26824	7.67670	7.11796	8.75203
4.66488	1.00000	1151.67415	5.87926	6.51225	3.20613	64.83509	35.89972	64.77696	43.51526	6.08348	14.51472	9.69239	9.68884	10.98792	7.95099	8.47377	9.75298
4.60697	0.00000	1181.64465	7.97621	4.84838	2.52112	31.51679	33.14447	55.70691	79.78085	6.61264	47.3799	8.96790	17.25926	5.08469	8.09798	7.80636	6.32798
4.82197	1.00000	1069.01176	6.07828	7.81833	11.10133	49.91138	41.41204	59.83432	49.74155	8.53089	2.18247	8.11159	20.42524	10.88101	6.81553	7.45280	7.31802
10.04296	0.00000	1074.12970	5.91460	7.87914	3.79704	31.52767	19.21667	47.92092	46.89833	7.08548	73.08333	9.78955	29.90034	7.82418	6.69829	7.63303	6.09615
4.72818	0.00000	1150.41162	6.87928	6.32158	6.10334	77.27956	32.5007	60.19628	56.85989	7.73930	-94.74049	10.92222	33.40414	5.51109	6.76616	6.62060	5.27052
7.74902	1.00000	1137.37813	4.56023	8.37668	3.46410	35.04812	14.62578	35.62648	66.95105	7.42654	121.12251	11.07335	21.05215	7.90553	8.73267	6.93167	7.87125
9.17049	0.00000	1186.22455	6.73493	9.60355	7.01446	41.43396	37.08819	50.21901	53.37800	8.17367	-8.2503	8.38735	21.43738	9.16180	5.36621	7.52234	7.37051
6.47141	1.00000	1176.28418	5.89782	7.69282	4.31885	52.34348	45.43341	53.23502	57.35280	7.31961	-73.86586	9.64402	12.81248	10.43592	6.21382	6.21362	9.42313
6.31514	1.00000	1128.75862	5.77374	9.08983	3.64252	49.19188	40.93333	58.59322	64.16408	7.24249	73	8.16359	29.15408	8.96707	9.22372	8.77553	5.87636
5.94172	0.00000	1104.58851	6.42437	6.26575	10.82189	38.14540	38.54491	55.10735	63.31008	8.85508	-121.74052	7.85353	18.61735	6.25971	9.40761	7.69812	5.78932
9.68817	1.00000	1162.60157	8.82929	6.66450	6.70930	50.03083	-33.75881	49.13267	35.73683	8.07726	150.99292	8.32467	8.21645	7.46105	6.53896	9.08421	6.60597
4.68625	1.00000	1122.65590	5.60172	8.11968	8.26132	55.44206	51.44889	49.93514	40.93162	8.39213	5.51978	9.64720	22.82508	5.18111	5.22994	7.14363	4.00399
6.90747	0.00000	1092.29840	5.92230	11.34766	2.44088	65.78280	40.49748	61.25392	68.46799	6.09155	44.7662	6.93734	12.00271	10.52149	8.32237	7.24563	5.85040
11.61149	0.00000	1144.45868	4.45815	6.67412	6.54236	52.10026	36.02506	47.06089	36.79677	7.95876	-86.77917	9.92081	28.15306	7.34407	7.40259	6.73923	6.87153
6.91109	1.00000	1080.46670	8.21042	2.57791	6.80762	49.04998	51.62907	55.82706	60.26262	8.08962	-0.74934	8.70670	22.16044	4.24012	7.67138	6.63376	7.08286
0.60942	1.00000	1064.63673	9.06637	6.93469	1.73423	58.55371	49.5099	59.06714	41.33597	6.46693	6.74549	5.17209	23.29074	12.96266	6.87106	7.23584	12.05469
10.27598	0.00000	1186.62716	4.88864	5.27733	2.94027	46.68469	45.0408	68.66886	31.23385	6.49913	-93.263	8.85227	9.34090	8.18811	7.72337	6.34987	5.48246
7.10768	1.00000	1198.32511	6.28111	8.71340	25.26827	49.25310	34.21639	51.30164	44.42889	9.67568	-119.0376	9.06203	39.75983	8.03330	6.57709	7.52826	10.37714
6.47807	0.00000	1127.80741	6.90855	4.29642	6.56191	41.28636	-44.39672	56.71807	49.46865	7.77897	171.25364	10.62394	5.79524	5.87409	8.23275	8.11455	6.26048
10.20682	0.00000	1072.74889	6.00207	7.98970	2.02499	55.54665	13.51825	27.54402	41.44086	5.13062	99.95469	8.08914	16.44759	8.82521	7.27921	8.54089	7.53695
7.23743	1.00000	1066.04402	7.00134	9.94705	4.09957	36.39030	42.8139	45.44692	47.32092	7.08294	-1.64295	8.13020	-4.05629	10.43664	6.39279	6.89437	7.60304
7.56243	0.00000	1075.84088	4.77005	9.56938	11.62956	35.64688	36.21544	53.64226	70.75771	8.90425	65.93249	10.98849	12.51687	9.28995	8.12048	6.91731	3.31353
7.79477	1.00000	1068.58891	7.16524	5.21485	5.44280	76.25090	27.85	78.38660	48.08942	7.36148	112.9	8.68640	24.78755	5.97588	6.39201	8.47225	8.97964
9.72005	0.00000	1081.69510	4.57586	9.06327	7.89801	31.21263	-5.41667	67.79994	45.16011	8.00743	38.01667	7.38669	10.41229	8.47277	5.21123	7.21480	6.92651
8.06848	0.00000	1199.66414	5.32362	10.21257	3.71824	71.09061	7.83389	57.30804	41.22709	6.81643	-72.47417	9.19438	23.78714	8.54630	8.00102	7.06465	4.85673
3.25727	1.00000	1061.18386	7.79326	8.50262	4.36847	70.16806	-34.64966	52.76498	62.06871	7.31734	-58.38341	6.84778	15.89705	9.57420	7.77361	8.29201	
6.75018	0.00000	1065.10995	7.95241	3.23162	4.82698	66.48134	48.35149	45.20938	52.69085	6.95391	8.96317	9.97546	18.90636	6.57917	6.98584	6.82476	5.92802
10.79183	0.00000	1162.28037	2.24579	7.73356	4.91799	53.87538	6.95194	62.58654	48.99580	7.24281	121.96361	9.88850	22.74263	7.40579	9.49446	9.57458	4.97848
9.74949	0.00000	1118.87586	6.30009	8.18227	6.36027	54.62608	48.46458	37.64127	46.97852	7.92160	9.22796	9.14191	19.45689	8.84167	8.22514	8.01773	6.02971
6.36770	0.00000	1067.55640	5.78552	6.16294	3.96948	61.24921	40.49748	37.52917	33.96264	7.68870	44.7662	8.65417	14.50776	6.98635	7.77164	7.88662	5.91432
7.90613	1.00000	1115.26113	5.36264	6.06725	5.15216	52.69995	26.91756	37.03344	32.03155	7.64588	-82.07842	9.07794	22.99799	5.79927	7.44526	8.18851	10.45629
5.79687	1.00000	1148.74145	5.42546	8.79718	3.58142	45.93577	32.65246	61.24302	42.65375	7.32598	51.67462	9.23590	5.06578	8.65347	6.37912	7.14476	7.57576
4.12885	1.00000	1059.23811	6.32377	7.92281	2.92708	41.32921	50.11861		43.09656	6.00017	-5.53715	8.40895	2.08658	10.57066	7.40897	7.95501	9.15068
3.34643	1.00000	1174.82146	8.29902	10.14325	22.83908	42.35200	3.8801	37.30103	52.03505	9.56614	-77.03116	5.92799	33.88253	6.79555	8.51444	7.84302	10.66252
8.49954	1.00000	1133.03666	6.10929	6.52897	5.28255	55.09136	37.74615	40.77650	85.64315	7.69586	-25.66689	8.79906	12.36939	6.53446	8.83483	7.79777	9.19193
5.75621	0.00000	1069.39888	5.91070	7.20090	3.87517	48.60089	34.61667	66.20076	45.92023	7.78512	135.6	8.77952	23.33198	10.99045		7.74524	3.64674
7.45387	0.00000	1121.15809	6.04825	7.95481	12.54612	44.09878	41.20485	60.96521	49.52841	8.93335	-8.33147	6.10278	19.84038	6.99218	8.39046	7.56521	7.93423
8.13753	1.00000	1053.38029	7.77921	3.92063	2.39474	53.06683	50.18545	46.98905	79.44281	7.36751	27.06365	10.15460	23.51265	5.61376	7.41351	7.19177	7.08232
9.74705	1.00000	1074.95847	1.61039	6.93515	3.79294	35.38322	-7.51611	35.37339	72.79040	7.21038	109.05389	9.77328	18.22566	4.74567	7.45784	6.59239	11.25755
5.97693	0.00000	1076.32196	5.62851	5.50395	3.36806	39.31629	45.35	69.79027	57.65831	7.48300	126.28333	10.34467	28.41361	6.39824	9.24229	7.46498	6.33805
6.55653	0.00000	1072.65855	7.14935	7.26204	3.26455	50.20255	28.92694	45.39016	40.06369	6.97580	78.23456	8.47594	7.14947	6.72030	7.36941	7.36626	5.13549
6.29647	0.00000	1192.36601	4.87550	5.66067	3.79960	52.13565	53.30972	65.72919	42.00984	7.20639	83.62389	8.94246	20.19513	6.80279	7.74858	7.44624	5.47341
5.25850	0.00000	1199.53492	6.69692	4.52496	22.27680	36.79475	47.83333	48.16202	59.66569	9.54620	59.6	9.78061	27.71781	6.37613	6.28631	9.79914	5.70464
7.76011	1.00000	1091.95799	7.27930	7.02822	4.65526	41.64115	42.7392	44.60342	62.36843	7.76483	-84.62081	9.57472	16.63367	8.99824	6.70602	8.63786	7.89549
9.50155	0.00000	1106.81368	7.38031	12.74514	4.43867	55.71271	44.31771	55.60311	44.00534	7.56422	9.32241	8.42567	29.26942		6.50455	8.88425	9.28507
8.16195	1.00000	1146.45853	4.60946	6.46000	5.00442	45.70398	55.67938	36.11863	62.74250	7.69752	12.53463	6.78455	11.61915	4.28611	7.35992	6.53169	11.58421
7.43534	1.00000	1094.10200	6.78980	9.38677	13.56173	50.49987	50.76306	55.13734	78.50244	8.96075	-1.29772	8.48302	18.09637	7.89394	8.92547	9.04763	9.22852
9.71711	0.00000	1153.62264	6.69880	8.33014	2.35505	61.65717	13.65805	39.81293	47.26862	6.63893	102.56365	7.86224	27.91915	7.91325	9.08122	7.35028	7.49753
8.61725	1.00000	1168.33074	7.92032	4.86234	12.71870	49.79490	33.93113	32.79775	58.92853	8.71450	-117.54866	7.60484	13.58017	5.13588	7.25601	6.21812	6.25706
8.36950	0.00000	1115.94735	5.34542	6.98500	12.18902	59.82588	20.88197	52.01052	50.11470	8.81462	85.83334	9.79328	7.84788	7.30930	5.76567	8.01132	10.10760
7.88214	1.00000	1154.66014	7.07880	7.07713	3.39336	33.51648	45.44694	72.45630	31.04331	5.87109	8.62118	6.52463	27.29181	7.47412	7.25378	8.84084	9.00340
8.12442	1.00000	1089.96703	7.20553	6.02989	1.74030	40.36609	-44.39672	56.35105	80.44501	5.23583	171.25364	7.97843	16.89351	6.05117	8.63484	7.47664	9.45580
3.93039	1.00000	1053.26750	7.19889	8.34139	2.08777	73.90805	60.02427	30.92995	56.69633	5.79772	30.28491	7.12438	15.22658	9.49035	7.26975	6.34795	10.23363
6.95009	1.00000	1192.64657	6.95199	10.27107	1.69105	58.77388	40.2737	47.09096	55.47584	4.57210	-76.88442	8.27441	23.59929	9.01685	5.40206	6.46365	8.96123
9.08655	0.00000	1102.59320	6.79700	7.96730	1.98785	50.04912	21.34222	36.43019	58.52258	6.36797	71.30633	8.43671	1.49203	9.37080	7.89543	6.08415	6.61109
6.52251	1.00000	1186.96179	6.27829	9.17609	2.58012	51.54760	52.86147	67.61230	54.53179	6.71149	9.5926	8.37892	12.64221	9.70291	7.86588	7.38529	7.38775
7.99029	0.00000	1095.21115	5.82885	7.51258	7.89385	39.58139	45.78071	62.22352	57.26777	8.25407	12.84052	7.54861	14.24273	6.79060	7.64272	7.12053	5.95621
7.09457	1.00000	1058.33368	6.51378	8.98967	4.13011	44.01202	36.06523	47.86700	63.50123	7.02300	-119.01677	9.03575	15.29807	8.16021	5.77923	8.94094	9.67379
10.83124	0.00000	1100.85614	7.47219	11.23820	4.87348	43.05645	0.03813	56.16505	58.90006	7.15789	36.36339	6.09470	23.99672	7.31102	6.45958	6.79579	8.28663
	1.00000	1195.27195	4.80526	7.74496	3.13138	31.45920	42.24113	57.95098	39.41389	6.69902	-88.3162	8.28401	10.07172	6.58959	7.94034	8.15095	9.04922
9.62774	1.00000	1059.63779	4.51968	8.22455	6.61875	61.59767	31.39547	63.52134	52.17414	8.07894	34.75699	7.04701	25.47613	5.95393	6.94925	7.55568	10.92346
6.05303	1.00000	1088.65528	6.91503	2.07543	4.09078	38.48374	5.90702	61.28951	28.55725	6.91877	116.10146	10.76515	8.01041	4.60570	6.46708	7.24566	7.50493
6.80020	0.00000	1140.70547	7.14594	5.16485	6.19194	34.89620	-22.57306	66.67289	63.89097	7.95786	-47.1725	9.07773	-0.60526	6.06956	7.23464	8.63721	7.82984
9.53268	1.00000	1139.45651	6.90905	5.07383	7.29060	62.06688	41.54566	50.86090	52.88921	8.13937	-71.29144	8.18266	4.01508	4.47935	6.26437	7.99562	7.56753
5.91189	1.00000	1182.48701	5.60576	8.11127	11.84812	59.77422	45.69558	50.94064	53.58021	8.77947	4.7934	10.23998	5.63075	8.29834	7.55863	7.49740	10.66538
7.08575	0.00000	1189.01639	4.61804	6.20581	3.05960	62.91405	32.52515	52.27741	49.32829	6.48847	-93.75018	8.08798	20.62803	6.43874	7.14912	8.50451	7.04055
9.41845	1.00000	1151.13537	4.57344	5.17829	3.64331	28.40892	51.84819	16.66360	68.50618	7.61528	1.26738	8.06957	7.30888	3.33705	7.65300	9.63366	9.72510
7.38781	1.00000	1090.20878	7.66863	4.23151	4.11123	30.61040	-34.64167	47.04966	60.03169	6.70759	-60.47389	8.87013	10.91233	5.24333	5.78026	7.14228	8.59670
8.43199	0.00000	1054.14801	6.18377	5.44849	7.41944	36.19997	49.68369	54.92847	45.08308	8.20417	8.61839	8.00316	5.48504	6.65968	6.59369	8.97561	4.66078
4.32260	1.00000	1075.95997	5.99835	7.64667	16.77759	25.07910	50.71229	60.30214	22.82440	9.22887	4.52529	8.15463	26.08338	10.67176	7.12678	8.04084	8.38523
6.37032	1.00000	1105.79188	6.14385	8.72159	6.96800	45.20786	51.40148	40.77964	52.47383	7.80634	-1.32471	9.33105	8.28258	8.52612	9.71952	6.24255	9.48271
9.27749	0.00000	1187.71865	5.28221	10.80818	5.19570	45.96812	43.61062	54.23127	63.71710	7.52061	-72.97261	7.59928	13.31567	9.65849	7.82465	8.99084	5.91488
	1.00000	1136.70041	7.34237	6.57272	5.78883	47.78804	-7.76667	48.84695	47.53397	7.68998	35.7	7.77006	19.06039	6.44737	7.62519	7.63380	8.55136
3.12609	1.00000	1154.05882	6.79787	7.96398	2.63394	40.74004	40.70995	63.26601	46.72613	6.70127	0.57856	7.28988	20.16111	10.75776	8.26210	7.19255	8.49655
6.68511	1.00000	1064.96289	5.67550	8.49106	24.84587	41.49624	-37.32167	22.58814	26.45378	9.68775	-59.13316	9.13267	2.48190	8.14225	7.49924	6.00139	8.27524
5.54621	1.00000	1117.67981	6.32101	7.60388	3.35888		27.52948	44.91699	68.61682	6.77145	68.75915	9.61034	14.85229	9.52237	6.81688	7.11675	10.58244
5.25596	1.00000	1193.65450	5.29831	7.14845	4.25093	60.50419	-37.32167	44.10723	70.46282	7.48032	-59.13316	9.77785	10.40997	10.02227	7.20836	7.85573	8.49028
10.16784	1.00000	1058.35435	5.03045	9.34402	7.15123	41.60553	48.46458	47.84648	48.56721	8.19284	9.22796	10.04448	24.48057	9.26736	6.77523	8.04843	9.85035
5.73133	0.00000	1138.72844	6.59521	7.38871	2.39583	52.26703	42.93369	60.49190	41.92612	6.30948	-72.27814	6.45097	20.34163	7.11324	7.46196	9.00416	7.04184
6.63582	1.00000	1127.68911	6.65459	9.66525	4.82517	45.08444	38.68712	34.46638	50.39936	7.92908	-4.10734	9.06412	21.63168	7.73965	7.02952	7.88776	10.53804
10.55175	1.00000	1092.73356	5.93660	7.57954	15.16593	24.29503	56.85836	39.57266	55.32291	9.16156	35.90057	8.54996	5.97343	6.66458	8.20323	6.64280	8.79397
6.21808	1.00000	1162.39759	5.32077	8.01135	5.50050	35.99386	61.78491	40.57392	59.86130	7.79026	34.34691	9.67447	-6.76483	8.62464	8.04549	8.45041	8.34034
8.63281	1.00000	1176.18803	7.09906	5.17866	11.80875	34.08509	-19.32556	54.21271	38.09178	8.95493	-41.25528	8.34595	12.09891	5.25174	7.42370	8.06763	8.62089
9.04472	1.00000	1160.08766	5.24212	7.27387	2.98428	64.05724	-1.6	46.32282	49.43131	6.70566	103.61667	6.84494	25.36507	4.96833	7.06451	7.80018	11.74061
4.21262	1.00000	1080.77193	6.30833	7.98137	2.31929	54.78166	37.56667	45.80914	27.93485	5.63690	140.11667	8.39582	23.44254	8.65627	7.24069	7.48295	10.27019
7.94189	1.00000	1148.08103	5.38833	9.40959	2.63949	35.72289	35.89972	60.83586	62.48054	6.79271	14.51472	9.79240	5.19539	7.87210	5.56381	5.97579	8.49694
8.74896	1.00000	1057.04511	7.26898	8.11305	6.81227	29.31767	44.59445	48.93120	15.74513	8.02438	11.04979	8.80388	13.88595	8.95109	8.01493	6.23211	8.68397
8.06630	0.00000	1142.77638	6.93304	8.73002	3.89991	54.17863	32.44874	57.44096	35.42063	7.03370	-99.73314	8.51301	12.21290	9.70128	7.05814	8.56349	5.32486
10.36927	0.00000	1065.79864	4.61506	8.10201	7.23437	57.17906	31.12406	74.46499	47.82479	8.22787	-97.90308	10.17143	26.28768	8.49517	7.36227	6.99433	6.63768
9.88887	1.00000	1191.97932	4.00494	7.96340	3.82089	61.32489	42.50729	68.48783	63.57996	6.61978	1.53414	10.17697	22.51895	7.37424	8.78512	8.70367	9.13320
10.47281	0.00000	1195.86896	6.87520	9.25872	8.74019	53.32546	10.22677	52.97468	45.44402	8.31976	-67.33122	8.88237	1.25271	7.18439	8.30217	6.87101	7.72363
8.33952	1.00000	1105.22984	4.49778	3.93164	2.46232	40.69532	8.35122	58.39062	30.74606	6.34582	-62.64102	10.33801	7.04513	3.48267	9.63302	7.91198	10.57123
11.07875	1.00000	1108.14874		9.65399	2.29712	72.37880	41.63976	33.23191	66.03710	6.75911	2.35739	8.18690	4.04044	8.54019	6.32950	6.58842	8.40280
11.45381	0.00000	1175.17929	6.82102	9.03221	6.57870	45.33754	42.8334	61.59733	61.84258	7.86034	-80.38297	8.22174	17.05384	6.92957	8.63907	8.68841	8.79965
7.98910	0.00000	1176.90016	5.18409	6.02200	2.11821	32.93444	34.08565	64.63656		6.97748	74.80555	10.48136	22.39830	5.89863	9.00881	6.56907	4.90935
9.09315	1.00000	1155.58867	4.77252	4.69384	4.41023	67.89580	0.03813	45.98083	49.77455	7.43129	36.36339	11.26781	35.15256	5.86241	6.90398	8.40652	6.99887
10.49890	0.00000	1081.06933	5.96601	7.78407	3.60099	45.44720	-6.25	50.36728	70.29138	5.77683	38.66667	9.45649	3.89774	7.31956	6.55199	6.38707	5.75452
5.69281	1.00000	1066.19481	7.11245	8.51328	10.12673	49.13514	25.13915	32.49188	44.60812	8.59370	73.06784	7.91981	2.01117	11.38470	6.80722	5.69447	8.77809
3.88819	1.00000	1178.28258	6.19241	7.26435	2.55711	57.76999	52.48173	52.12304	58.83695	6.78594	-2.12139	7.98244	30.48697	9.91869	7.25008	7.26126	9.57254
7.13427	1.00000	1128.17046	7.91616	4.85996	10.39095	48.83506	19.04222	51.45564	49.53811	8.64129	-98.11889	8.51500	12.47074	6.46602	7.94592	8.93406	8.33702
8.68591	1.00000	1190.20955	7.71830	3.49066	3.79688	53.58740	38.17492	68.94693	42.41761	7.10415	-122.2608	8.34082	15.77402	3.98935	8.60565	6.19244	6.42479
6.23330	1.00000	1100.69658	4.86478	7.21258	7.03059	65.12831	42.819	56.08915	40.59292	8.07037	47.1192	10.74245	21.12914	8.28983	7.84912		9.86862
5.78202	1.00000	1067.55043	5.58740	7.81934	8.44709	42.92582	37.31309	71.46799	56.46175	8.33016	40.74357	9.42859	-1.05158	9.61427	7.27070	4.96183	8.20086
11.45097	0.00000	1148.94683	5.45034	8.55702	2.78197	38.62294	42.8334	55.17049	46.34545	6.88108	-80.38297	8.93296	28.11523	7.14584	6.11104	6.93219	8.32423
7.89356	1.00000	1115.81456	4.01100	4.53769	2.78182	49.39402	10.12268	55.38886	47.14119	6.54293	77.54372	9.87240	29.89465	4.31228	7.50473	5.90125	10.06537
7.42273	0.00000	1107.33993	8.89431	5.14533	2.94590	47.91953	10.63504	35.83925	42.43937	6.08363	-85.43772	10.43492	19.43141	5.80380	7.23508	10.57727	4.30698
7.62468	1.00000	1194.09973	6.72008	5.49062	9.79674	55.39399	48.35693	48.45395	35.06443	8.32289	10.98461	10.33250	10.29195	7.39620	7.52589	6.68305	7.89596
6.46981	0.00000	1079.12274	7.64876	9.56958	3.59563	35.48576	-3.5403	40.87924	46.16096	5.49463	118.9707	5.12531	3.32261	11.48432	8.55217	7.17172	5.69499
6.57281	1.00000	1160.84140	7.43688	10.40084	3.12618	74.17633	33.35283	61.09609	60.70404	6.73390	-111.78903	7.07716	19.81147	8.78987	8.96451	7.75157	8.46884
8.05975	0.00000	1136.62945	6.25159	9.84233	6.42539	62.59097	23.73333	55.73133	39.87662	8.22884	114.68333	9.34748	10.10562	8.39605	7.21239	7.64921	5.80847
4.99644	0.00000	1092.41878	6.74194	2.41866	5.89390	37.21668	19.30157	59.31327	25.90527	7.36465	72.85107	12.05342	30.49455	6.30452	6.87104	8.14677	6.53319
7.72196	0.00000	1136.31895	4.61356	9.01673	29.55134	64.11642	32.5007	58.53074	52.57738	9.85927	-94.74049	7.19493	-7.16648	11.37584	7.24148	7.62073	4.62089
7.30733	0.00000	1059.13803	3.72234	7.47241	1.82703	53.91183	-27.76952	56.85381	30.90236	6.85018	30.79165	10.43518	25.65957	9.63826	8.63660	7.71327	3.06554
4.86493	1.00000	1096.54336	6.69959	7.80361	9.46793	36.16526	37.13548	68.56396	57.89209	8.43841	-3.67029	8.35307	15.74589	10.00294	8.29629	8.68290	9.32148
